X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4700012207031,-20.25,"25",2021-03-01 16:33:13-03,UNICAMP,UEC,"79684",S,Plantae,Magnoliopsida,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Cavalcanti, TB","Marcondes-Ferreira, W; Belinello, R","1248","1996","01","17",NA,Brazil,São Paulo,Pedregulho,no começo da estrada para estreito.,-47.4700012207031,-20.25,NA,"subarbusto ereto, ca. 30cm, flores maravilha.; campo com solo arenoso, com muito cascalho.",UEC144053,UEC144053,NA,NA,"27552",auto,"1998",NA,"11","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"26",2021-03-01 16:33:12-03,UNICAMP,UEC,"73305",S,Plantae,Magnoliopsida,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Cavalcanti, TB","Marcondes-Ferreira, W; Moraes, M; Sciamarelli, A; Barosela, JR","806","1994","03","18",NA,Brazil,São Paulo,Pedregulho,"Parque Estadual das Furnas do Bom Jesus,nas bordas da vertentes.",-47.4700012207031,-20.25,NA,"subarbusto ca. 50cm, flores rosadas e purpuras.; campo sujo.",UEC144054,UEC144054,NA,NA,"27552",auto,"1998",NA,"11","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8400001525879,-24.5,"82",2015-09-05 04:13:54-03,MNHN,RECOLNAT_MNHN_P,P05092618,PreservedSpecimen,NA,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,Puiggari,NA,NA,NA,NA,NA,Brasil,São Paulo,Apiaí,"Brésil, prov. de Sâo Paulo, Apiahy.",-48.8400001525879,-24.5,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092618' target='other'> <mi>dwc_moreinfo</mi></a>,P05092618,P05092618_01,NA,NA,"37738",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8400001525879,-24.5,"83",2015-09-05 04:13:54-03,MNHN,RECOLNAT_MNHN_P,P05092619,PreservedSpecimen,NA,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,Puiggari,NA,NA,NA,NA,NA,Brasil,São Paulo,Apiaí,"Brésil prov. de São Paulo, Apiahy",-48.8400001525879,-24.5,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092619' target='other'> <mi>dwc_moreinfo</mi></a>,P05092619,P05092619_01,NA,NA,"37738",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460277,-20.247777,"153",2020-09-02 16:31:48-03,Cenargen,CEN,"51412",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,D. Sasaki,Denise Sasaki,"306","2003","04","16",NA,Brasil,SP,PEDREGULHO,"Parque Estadual das Furnas do Bom Jesus. Campo sujo próximo à sede, abaixo da estrada de terra.",-47.460277,-20.247777,Exsicatas,"Folhas concolores. Hipanto verde-claro. Segmento do cálice patentes. Corola roxo forte. Estames 12. Brácteas proximais verde-claras, distais lilases. Flores lilases. Doação do Herbário SPF - Universidade de São Paulo.",CEN00051412,CEN00051412,"1000","1000",NA,NA,"2003",NA,NA,NA,"-47.460277","-20.247777",NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.460277,-20.247777,"154",2020-09-02 16:31:48-03,Cenargen,CEN,"51418",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,T. B. Cavalcanti,Denise Sasaki,"879","2003","12","13",NA,Brasil,SP,PEDREGULHO,"Parque Estadual das Furnas do Bom Jesus. Campo sujo próximo à sede, abaixo da estrada de terra.",-47.460277,-20.247777,Exsicatas,"Caule amarelado. Folhas pouco discolores, mais claras na face abaxial. Hipanto rosa-esverdeados. Cálice rosado. Corola rosa-forte. Estames amarelos. Filetes e estilete alvos. Doação do Herbário SPF - Universidade de São Paulo.",CEN00051418,CEN00051418,"1000","1000",NA,NA,"2007",NA,"04",NA,"-47.460277","-20.247777",NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"165",2020-09-02 16:31:48-03,Cenargen,CEN,"29129",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,T. B. Cavalcanti,Washington Marcondes-Ferreira,"1109","1995","05","02",NA,Brasil,SP,PEDREGULHO,Campo à beira da avenida de entrada da cidade.,-47.4700012207031,-20.25,Exsicatas,Doação da Flora Fanerogâmica do Estado de São Paulo. Projeto Temático Financiado pela FAPESP.,CEN00029129,CEN00029129,NA,NA,"27552",auto,"1998",NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"166",2020-09-02 16:31:48-03,Cenargen,CEN,"29268",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,G. Gehrt,NA,"1920","10","18",NA,Brasil,SP,PEDREGULHO,Campo pedregulhento.,-47.4700012207031,-20.25,Exsicatas,Doação do Instituto de Botânica SP (4017). São Paulo.,CEN00029268,CEN00029268,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"167",2020-09-02 16:31:48-03,Cenargen,CEN,"74251",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,T. B. Cavalcanti,Maria do Carmo Estanislau do Amaral,"86","1997","04","20",NA,Brasil,SP,PEDREGULHO,Distrito Estreito. Cerrado ao lado da Represa de Furnas.,-47.4700012207031,-20.25,Exsicatas,Doação Herbário ESA 101910,CEN00074251,CEN00074251,NA,NA,"27552",auto,"2012",NA,"10",NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"168",2020-09-02 16:31:48-03,Cenargen,CEN,"33863",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,T. B. Cavalcanti,Washington Marcondes-Ferreira,"806","1994","03","18",NA,Brasil,SP,PEDREGULHO,"Parque Estadual das Furnas do Bom Jessus, nas bordas das vertentes.",-47.4700012207031,-20.25,Exsicatas,Flores rosadas e púrpuras. Doação da Flora Fanerogâmica do Estado de São Paulo. Projeto Temático Financiado pela FAPESP.,CEN00033863,CEN00033863,NA,NA,"27552",auto,"1998",NA,"11",NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
