X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"169",2020-09-02 16:31:48-03,Cenargen,CEN,"29135",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,T. B. Cavalcanti,Washington Marcondes-Ferreira,"1270","1996","01","18",NA,Brasil,SP,SAO PAULO,"Estreito, Fazenda 3 Irmãos.",-46.6300010681152,-23.5400009155273,Exsicatas,(Número de exsicatas: 6.). Doação da Universidade Estadual de Campinas - Herbário UEC. Flora Fanerogâmica do Estado de São Paulo. Projeto Temático Financiado pela FAPESP.,CEN00029135,CEN00029135 CEN00029135_1,NA,NA,"53584",auto,"1998",NA,"11",NA,NA,NA,NA,NA,"2",NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"176",2019-11-13 11:24:03-03,USP,SPF,"161893",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","599","2003","07","07",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00161893,NA,"1000","1000",NA,NA,"2004",NA,NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"177",2019-11-13 11:24:03-03,USP,SPF,"172673",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","84","2003","03","16",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00172673,NA,"1000","1000",NA,NA,"2003",NA,NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"178",2019-11-13 11:24:03-03,USP,SPF,"172674",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","306","2003","04","16",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00172674,NA,"1000","1000",NA,NA,"2003",NA,NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"179",2019-11-13 11:24:03-03,USP,SPF,"172675",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","441","2003","04","18",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.419444,-20.197222,NA,NA,SPF00172675,NA,"900","900",NA,NA,"2003",NA,NA,NA,"-47.419444","-20.197222",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"180",2019-11-13 11:24:03-03,USP,SPF,"172676",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","503","2003","05","24",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.419444,-20.197222,NA,NA,SPF00172676,NA,"900","900",NA,NA,"2003",NA,NA,NA,"-47.419444","-20.197222",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"181",2019-11-13 11:24:03-03,USP,SPF,"172677",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Sasaki, D","Sasaki, D","646","2003","08","22",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00172677,NA,"1000","1000",NA,NA,"2003",NA,NA,NA,"-47.460278","-20.247778",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"187",2019-11-13 11:24:03-03,USP,SPF,"116684",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,"Cavalcanti, TB","Marcondes-Ferreira, W","1270","1996","01","18",NA,Brasil,São Paulo,Pedregulho,Estreito,-47.4700012207031,-20.25,NA,NA,SPF00116684,NA,NA,NA,"27552",auto,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"219",2021-03-04 15:44:54-03,IF,SPSF,"37336",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,NA,G.Durigan,R.T. Polisel & G.Durigan & G.A.D.C. Franco & E.Furlan & S.C.P.M.Souza & E.E.Macedo,"128","2006","09","27",América do Sul,Brasil,SP,Pedregulho,P.E.F.B.J. Núcleo Chapadão,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFNovo; arbusto, 2m, flores róseas, estigmas amarelos; GEOGRAFIA: campo sujo&nf;UTM: X=244845 Y=7763194 ZONA=23K;",NA,NA,NA,NA,"27552",auto,"2006",Magnoliopsida,"09","27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"220",2021-03-04 15:44:54-03,IF,SPSF,"16087",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,NA,NA,J.R.Guillaumon,NA,"1993","01","24",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"27552",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"221",2021-03-04 15:44:54-03,IF,SPSF,"18001",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,NA,NA,E.E.Macedo,"57","1993","01","27",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"27552",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"222",2021-03-04 15:44:54-03,IF,SPSF,"27368",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,J.R.Guillaumon,L.Custodio & T.Custodio,"514","1998","12","10",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFAntigo&nf;Na mata; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,"27552",auto,"2007",Magnoliopsida,"03","16",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"223",2021-03-04 15:44:54-03,IF,SPSF,"36689",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,NA,NA,D.Sasaki & R.Mello-Silva & A.B.Junqueira & F.M.Capeli,"306","2003","04","16",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: campo sujo&nf;;",NA,NA,NA,NA,"27552",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"224",2021-03-04 15:44:54-03,IF,SPSF,"37861",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,E.E.Macedo,NA,"2007","03","16",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: solo arenoso com pedras.&nf;Arbusto 80cm., flores cor rosa; GEOGRAFIA: núcleo Santa Luzia.;",NA,NA,NA,NA,"27552",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"240",2020-07-02 08:40:50-03,IBt,SP,"285964",S,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,"Marcondes Ferreira, W","1109","1995","05","02",NA,Brasil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"241",2020-08-13 18:02:12-03,IBt,SP,"295938",S,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,"Marcondes Ferreira, W","1248","1996","01","17",NA,Brasil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"242",2020-07-02 08:40:51-03,IBt,SP,"285965",S,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,"Marcondes Ferreira, W","806","1994","03","18",NA,Brasil,São Paulo,Pedregulho,Parque Estadual Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"243",2020-11-26 10:00:27-03,IBt,SP,"370230",S,Plantae,NA,NA,Lythraceae,Diplusodon,villosissimus,Diplusodon villosissimus,Pohl,NA,"Sasaki, D","441","2003","04","18",NA,Brasil,São Paulo,Pedregulho,Parque Estadual Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
