X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,identifiedBy,yearIdentified,monthIdentified,dayIdentified,individualCount,occurrenceRemarks,phylum,order,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,locality,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.724373,-23.565521,"4",2021-03-15 16:37:00-03,NY,NYBG,"547703",PreservedSpecimen,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,F. C. Hoehne,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108284' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Asparagales,Barb.Rodr.,F. C. Hoehne,"177","1917","06","01",South America,Brazil,São Paulo,Sao Paulo,-46.724373,-23.565521,NA,NA,sheet,NY00547703,NY00547703_01,Butantan,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"15",2019-08-20 10:00:53-03,UNICAMP,UEC,"125831",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,"Pansarin, ER","2002","05",NA,NA,NA,Liliopsida,NA,Barb.Rodr.,"Pansarin, ER","924","2001","03","07",NA,Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,NA,UEC034832,UEC034832,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,NA,"17840",auto,NA,"35",São Paulo,SP,Sudeste
-48.84,-24.5,"54",2017-09-11 17:11:57-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,Floret Januario - Aprili,NA,NA,Barb.Rodr.,"Edwall, G",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Apiaí,-48.84,-24.5,NA,NA,NA,NA,P03P5N0105,ad Apiahy,NA,NA,NA,"37738",auto,NA,"35",São Paulo,SP,Sudeste
-48.84,-24.5,"55",2017-09-11 17:11:57-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,Puiggary,s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Apiaí,-48.84,-24.5,NA,NA,NA,NA,P03P5N0105,ad Apiahy,NA,NA,NA,"37738",auto,NA,"35",São Paulo,SP,Sudeste
-48.84,-24.5,"62",2017-09-11 17:11:57-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,Puiggary,s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Apiaí,-48.84,-24.5,NA,NA,NA,NA,P03P5N0105,ad Apiahy,NA,NA,NA,"37738",auto,NA,"35",São Paulo,SP,Sudeste
-48.84,-24.5,"63",2017-09-11 17:11:57-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,Floret Januario - Aprili,NA,NA,Barb.Rodr.,"Edwall, G",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Apiaí,-48.84,-24.5,NA,NA,NA,NA,P03P5N0105,ad Apiahy,NA,NA,NA,"37738",auto,NA,"35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"68",2019-11-21 10:13:30-03,IBt,SP,"20615",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,"Hoehne, FC",s.n.,"1927","06","01",NA,Brasil,São Paulo,Amparo,-46.7599983215332,-22.7000007629395,NA,NA,NA,NA,NA,Pico da Serra Negra,NA,NA,NA,"18036",auto,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"69",2019-11-21 10:13:30-03,IBt,SP,"59141",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,"Handro, O","1961","11",NA,NA,NA,NA,NA,Barb.Rodr.,"Pereira, MA",s.n.,"1953","06",NA,NA,Brasil,São Paulo,Brotas,-48.1199989318848,-22.2800006866455,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585",auto,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"70",2019-11-21 10:13:30-03,IBt,SP,"21008",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,s.col.,s.n.,NA,NA,NA,NA,Brasil,São Paulo,Itatinga,-48.6100006103516,-23.1000003814697,NA,NA,NA,NA,NA,São João de Itatinga,NA,NA,NA,"28219",auto,NA,"35",São Paulo,SP,Sudeste
-46.7900009155273,-21.9599990844727,"71",2019-11-21 10:13:30-03,IBt,SP,"21006",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,NA,NA,NA,NA,NA,"Epífita sobre árvoes campestres, fl. branca.",NA,NA,Barb.Rodr.,"Loefgren, A; Edwall, G",CGG3704,"1897","05",NA,NA,Brasil,São Paulo,São João da Boa Vista,-46.7900009155273,-21.9599990844727,NA,NA,NA,SP009601,SP009601,"Cultivado no jardim da commissão, capital.",NA,NA,NA,"17205",auto,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"72",2019-11-21 10:13:30-03,IBt,SP,"177",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,"Hoehne, FC",s.n.,"1917","06","01",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Butantã,NA,NA,NA,"53584",auto,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"73",2019-11-21 10:13:30-03,IBt,SP,"4160",S,Plantae,Orchidaceae,Isabelia,virginalis,Isabelia virginalis,"Schlechtler, R",NA,NA,NA,NA,NA,NA,NA,Barb.Rodr.,s.col.,s.n.,"1920","06","02",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Butantã,NA,NA,NA,"53584",auto,NA,"35",São Paulo,SP,Sudeste
