X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,county,decimalLongitude,decimalLatitude,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.8800010681152,-23.1800003051758,"19",2021-03-01 16:43:02-03,UNICAMP,UEC,"145872",S,Plantae,Magnoliopsida,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,"Yamamoto, K","Baitello, JB","320","1989","09","24",NA,Brazil,São Paulo,"Serra do Japi, Região da hermida.",NA,Árvore com aproximadamente 8m.,NA,NA,NA,Jundiaí,-46.8800010681152,-23.1800003051758,NA,"2007",NA,NA,"17840",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"20",2021-01-04 11:58:10-03,UFRPE,PEUFR,"39799",PreservedSpecimen,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,M.C.H.Mamede,F.C. Hoehne.,NA,"1933","10","04",NA,Brasil,São Paulo,Serra do Japy,NA,NA,PEUFR039799,PEUFR039799_1,Isotype,Cabreuva,-47.1300010681152,-23.2999992370605,NA,"2000","10",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"23",2020-06-22 14:18:55-03,UNESP-IBILCE,SJRP,"24789",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Vockysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F. Martins,M.C.H. Mamede,F.C. Hoehne,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,serra do japy,NA,"Nome vulgar: itapiuna;",NA,NA,NA,Cabreúva,-47.1300010681152,-23.2999992370605,Magnoliopsida,NA,NA,NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"25",2021-03-23 11:51:26-03,USP,SPF,"144000",PreservedSpecimen,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,"Mamede, MCH","Hoehne, FC",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japy.,NA,NA,SPF00144000,SPF00144000,isotype,Cabreúva,-47.1300010681152,-23.2999992370605,NA,"2000","10",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6808,-22.6819,"27",2019-01-25 15:47:29-02,IAC,IAC,"14076",S,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,G.H. Shimizu,J.A. Cunha,"156","1949","10","22",NA,Brasil,São Paulo,Estação Experimental,NA,nome popular: Itapiuna,NA,NA,NA,Monte Alegre do Sul,-46.6808,-22.6819,NA,"2010","07","22",NA,NA,"-46.6808","-22.6819",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"29",2019-10-16 14:14:12-03,UEL,FUEL,"31211",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,"Mamede, MCH","Hoehne, FC",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japi,NA,NA,FUEL031211,NA,isotype,Cabreúva,-47.1300010681152,-23.2999992370605,NA,"2000","10",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"31",2021-03-08 15:44:12-03,MN,R-TIPOS,112770b,PreservedSpecimen,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F. Martins,"Martins, H.F.","Hoehne, F.C.",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japi,NA,NA,R000112770b,R000112770b_001,Isotypus,Cabreuva,-47.1300010681152,-23.2999992370605,NA,"2000","04",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"32",2021-03-08 15:44:12-03,MN,R-TIPOS,112770a,PreservedSpecimen,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F. Martins,"Martins, H.F.","Hoehne, F.C.",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japi,NA,NA,R000112770a,R000112770a_001,Isotypus,Cabreuva,-47.1300010681152,-23.2999992370605,NA,"2000","04",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"33",2021-03-08 15:44:10-03,MN,R-TIPOS,"112770",PreservedSpecimen,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F. Martins,"Martins, H.F.","Hoehne, F.C.",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japi,NA,NA,R000112770,R000112770_001,Isotypus,Cabreuva,-47.1300010681152,-23.2999992370605,NA,"2000","04",NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.068056,-24.075278,"36",2021-03-04 15:45:40-03,IF,SPSF,"39743",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,G.H.Shimizu & K. Yamamoto,R.Cielo-Filho & J.B.Baitello & A.P.Ribeiro,"705","2008","03","26",América do Sul,Brasil,SP,Estação Ecológica,NA,"COLETA: Árvore 3,5 m, casca lisa, fruto imaturo verde.;",NA,NA,NA,Itapeva,-49.068056,-24.075278,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.068056,-24.080833,"37",2021-03-04 15:45:40-03,IF,SPSF,"40176",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,R.S.Almeida,R.Cielo-Filho & C.R.Lima & J.B.Baitello,"741","2008","05","29",América do Sul,Brasil,SP,Estação Ecológica,NA,"COLETA: Árvore 12 m, fruto imaturo verde.; GEOGRAFIA: Trilha 01;",NA,NA,NA,Itapeva,-49.068056,-24.080833,Magnoliopsida,"2008","06","02",NA,NA,NA,NA,"700","700",NA,"35",São Paulo,SP,Sudeste
-49.0675,-24.079444,"38",2021-03-04 15:45:40-03,IF,SPSF,"40181",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,R.S.Almeida,R.Cielo-Filho & C.R.Lima & J.B.Baitello,"746","2008","05","29",América do Sul,Brasil,SP,Estação Ecológica,NA,"COLETA: Árvore 10 m, fruto verde e avermelhado.;",NA,NA,NA,Itapeva,-49.0675,-24.079444,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.068333,-24.079722,"39",2021-03-04 15:45:41-03,IF,SPSF,"40184",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,N.O.Costa,R.Cielo-Filho & C.R.Lima & J.B.Baitello,"749","2008","05","29",América do Sul,Brasil,SP,Estação Ecológica,NA,"COLETA: Arvoreta 2 m, fruto verde.;",NA,NA,NA,Itapeva,-49.068333,-24.079722,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.070833,-24.051667,"40",2021-03-04 15:45:41-03,IF,SPSF,"42596",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,R.Cielo-Filho,J.B.Baitello & O.T. Aguiar & R.Cielo-Filho,"2379","2009","09","22",América do Sul,Brasil,SP,Estação Experimental,NA,"COLETA: Árvore 4m. Flores amarelas perfumadas.; GEOGRAFIA: Trilha do poço da Peroba #?# Lajeado;",NA,NA,NA,Itapeva,-49.070833,-24.051667,Magnoliopsida,"2009","10","30",NA,NA,NA,NA,"700","700",NA,"35",São Paulo,SP,Sudeste
-49.073333,-24.045833,"41",2021-03-04 15:45:41-03,IF,SPSF,"44757",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,R.Cielo-Filho,J.B.Baitello & C.R.Lima & R.Cielo-Filho,"2532","2010","12","07",América do Sul,Brasil,SP,Estação Experimental,NA,"COLETA: Arbusto 2,5m, fruto negro; GEOGRAFIA: Cerradinho próximo a ponte antiga;",NA,NA,NA,Itapeva,-49.073333,-24.045833,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"43",2021-03-04 15:45:40-03,IF,SPSF,"17511",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,G.H.Shimizu,E.L.M.Catharino,"863","1986","07","09",América do Sul,Brasil,SP,Passa Cinco,NA,"COLETA: XLS: SPSFAntigo&nf;Margem do Ribeirão Passa Cinco.&nf;Arvoreta 5m altura; frutos.; GEOGRAFIA: Sítio do Sr. Antonio Cicolim&nf;EX-ESA;",NA,NA,NA,Ipeúna,-47.7099990844727,-22.4300003051758,Magnoliopsida,"2011","02","01","12906",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"44",2021-03-04 15:45:40-03,IF,SPSF,"13155",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,K.Yamamoto,J.B.Baitello,"320","1989","09","14",América do Sul,Brasil,SP,Base Ecológica da Serra do Japi,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 8m. Altura;",NA,NA,NA,Jundiaí,-46.8800010681152,-23.1800003051758,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"45",2021-03-04 15:45:40-03,IF,SPSF,"26265",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,K.Yamamoto,R.Fernandes,"2","1999","12","27",América do Sul,Brasil,SP,Recanto das Siriemas,NA,"COLETA: Arvoreta, frutos;",NA,NA,NA,São Pedro,-47.9099998474121,-22.5400009155273,Magnoliopsida,NA,NA,NA,"19379",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"48",2019-11-21 10:19:52-03,IBt,SP,"31011",S,Plantae,NA,NA,Vochysiaceae,Callisthene,castellanosii,Callisthene castellanosii,H.F.Martins,"Martins, HF","Hoehne, FC",s.n.,"1933","10","04",NA,Brasil,São Paulo,Serra do Japi,NA,NA,SP001696,SP001696,Holotype,Cabreúva,-47.1300010681152,-23.2999992370605,NA,"1988",NA,NA,"16877",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
