X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,class,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,individualCount,fieldNumber,relatedCatalogItem,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5697,-22.64,"1",2021-03-15 16:37:00-03,NY,NYBG,"478137",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Huberia,nettoana,Huberia nettoana,Brade,J. J. Wurdack,F. Segadas-Vianna,"3195","1951","05","14",South America,Brazil,São Paulo,Sao José do Barreiro,"Barreiro Co., Serra da Bocaina, cerca Velha",-44.5697,-22.64,"1700","1700",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497241' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478137,NY00478137_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5697,-22.64,"10",2021-03-15 16:37:00-03,NY,NYBG,"478136",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Huberia,nettoana,Huberia nettoana,Brade,J. F. A. Baumgratz,A. C. Brade,"20739","1951","04","26",South America,Brazil,São Paulo,Sao José do Barreiro,Serra da Bocaina,-44.5697,-22.64,"1700","1700",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497240' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478136,NY00478136_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.239597,-22.836331,"18",2019-11-21 14:39:22-03,UFJF,CESJ,"70365",PreservedSpecimen,Plantae,Angiosperma,NA,Melastomataceae,Huberia,nettoana,Huberia nettoana,Brade,K. Antunes,"K. Antunes; L.D. Santana; C.N. Delgado; L.N. Gonçalvez","720","2017","08","01",América do Sul,Brasil,Minas Gerais,Marmelópolis,"APA da Mantiqueira, Serra dos Marins, Morro do Careca",-45.239597,-22.836331,"179","179",NA,"Árvore de 7,0 m de alt., em Floresta Nebular, Frutos paleáceos, (indivíduo 729 da parcela 10 da fitossociologia)",CESJ070365,NA,NA,NA,"2018",NA,"-45.239597","-22.836331","01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
