X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,year,month,imagecode,stateProvince,day,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,class,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"39",2021-03-01 16:25:32-03,UNICAMP,UEC,"176880",S,Plantae,Asteraceae,Verbesina,claussenii,Verbesina claussenii,NA,"Pickel, DBJ",SPSF3189,NA,Brazil,NA,NA,NA,Beira da mata.,UEC129745,Magnoliopsida,NA,Sch.Bip. ex Baker,"1948","02",UEC129745,São Paulo,"12",-45.5900001525879,-22.7299995422363,NA,NA,"Smith, LB",Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"47",2021-03-01 16:25:32-03,UNICAMP,UEC,"48578",S,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,"Leitão Filho, HF; Rodrigues, RR; Martins, FR","20129",NA,Brazil,Estação experimental do Instituto Florestal em área de cerrado.,NA,NA,"Arbusto até 1,5 mts; capítulos com flores amarelas.; Cerradão.",UEC129754,Magnoliopsida,NA,Gardner,"1988","02",UEC129754,São Paulo,"10",-50.4099998474121,-22.6599998474121,NA,NA,"Sanches, MC",Assis,"23972",auto,"1992","05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"49",2020-12-21 16:17:36-03,MBM,MBM,"259890",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,"Souza, L.C.","181",Southern America,Brazil,Estação Experimental,NA,NA,NA,MBM259890,NA,NA,Gardner,"1997","12",MBM259890,São Paulo,"07",-48.0499992370605,-23.5900001525879,NA,NA,"Franco, G.A.D.C.",Itapetininga,"40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.689019,-20.042944,"85",2020-12-11 11:33:40-03,UFMG,BHCB,"149058",PreservedSpecimen,Plantae,Asteraceae,Verbesina,claussenii,Verbesina claussenii,NA,"Tameirão Neto, E; Mansur, T","5032",Southern America,Brasil,"Serra Gandarela, Projeto Mina Apolo",NA,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbustivo (1,80m)",NA,Dicotyledon,NA,Sch.Bip. ex Baker,"2011","01",NA,Minas Gerais,"15",-49.689019,-20.042944,"1596","1596",NA,Santa Bárbara,NA,NA,"2011","03",NA,"-49.689019","-20.042944",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.688889,-20.043056,"115",2021-03-01 11:53:24-03,UFPE,UFP,"76418",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,"Tameirão, EN; Mansur, T","5032",NA,Brasil,NA,NA,NA,"Arbustivo (1,80 m).; Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual.",UFP076418,NA,Asterales,Gardner,"2011","01",NA,Minas Gerais,"15",-49.688889,-20.043056,"1596","1596",NA,Santa Bárbara,NA,NA,"2017","12",NA,"-49.688889","-20.043056",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"152",2021-03-04 15:42:41-03,IF,SPSF,"03189",PreservedSpecimen,Plantae,Asteraceae,Verbesina,claussenii,Verbesina claussenii,NA,D.Bento Pickel,NA,América do Sul,Brasil,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Asterales,NA,"1948","02",NA,SP,"12",-45.5900001525879,-22.7299995422363,NA,NA,NA,Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.536667,-23.362778,"153",2021-03-04 15:42:41-03,IF,SPSF,"39523",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,C.de Moura & J.A.Pastore & O.T. Aguiar & F. A. R. D. P. Arzolla & F.E.S.P.Vilela,"176",América do Sul,Brasil,"Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Árvore 5m, flores amarelas.; GEOGRAFIA: Floresta Ombrófila Densa.;",NA,Magnoliophyta,Asterales,Gardner,"2008","02",NA,SP,"27",-46.536667,-23.362778,"1144","1144",M.E.Monge,Mairiporã,NA,NA,"2010","03","30",NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.5375,-23.366389,"154",2021-03-04 15:42:41-03,IF,SPSF,"42633",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,F.A.R.D.P Arzolla & F.E.S.P.Vilela,"1350",América do Sul,Brasil,"Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Arbusto 2m, frutos secos da estação anterior.; GEOGRAFIA: Floresta Ombrófila Densa Montana, associação de Mata Baixa e Escrube sobre quartzito.;",NA,Magnoliophyta,Asterales,Gardner,"2009","08",NA,SP,"04",-46.5375,-23.366389,"1160","1160",G.A.D.C. Franco,Mairiporã,NA,NA,"2009","11","25",NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"155",2021-03-04 15:42:41-03,IF,SPSF,"07227",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,M.J.Robim & J.P.M. Carvalho,NA,América do Sul,Brasil,P.E. de Campos do Jordão,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Asterales,NA,"1984","02",NA,SP,"22",-45.5900001525879,-22.7299995422363,NA,NA,NA,Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"156",2021-03-04 15:42:41-03,IF,SPSF,"09009",PreservedSpecimen,Plantae,Asteraceae,Verbesina,floribunda,Verbesina floribunda,NA,M.J.Robim & J.P.M. Carvalho,"246",América do Sul,Brasil,P.E. de Campos do Jordão,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Asterales,NA,"1985","03",NA,SP,"01",-45.5900001525879,-22.7299995422363,NA,NA,NA,Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
