X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,minimumElevationInMeters,maximumElevationInMeters,imagecode,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,relationshipType,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.8675,-23.3572,"18",2021-03-15 16:37:00-03,NY,NYBG,"02705652",PreservedSpecimen,Plantae,Myrtaceae,Marlierea,antonia,Marlierea antonia,(O.Berg) D.Legrand,NA,NA,NA,NA,M. F. Santos,"840","2012","03","06",Brazil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar - Nucleo Picinguaba. Trilha para a praia Brava da Almada, a partir da praia da Fazenda. No sub-bosque.",-44.8675,-23.3572,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005028' target='other'> <mi>dwc_moreinfo</mi></a>,NY02705652,"62",NA,NY02705652_01,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.99,"25",2021-03-15 16:37:00-03,NY,NYBG,"616405",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,pubipetala,Myrcia pubipetala,Miq.,M. L. Kawasaki,NA,NA,NA,F. C. Hoehne,s.n.,"1938","03","23",Brazil,São Paulo,Guarujá,NA,-46.25,-23.99,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18240' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616405,NA,NA,NY00616405_01,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"32",2021-03-15 16:37:00-03,NY,NYBG,"616404",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,pubipetala,Myrcia pubipetala,Miq.,M. L. Kawasaki,NA,NA,NA,O. Handro,s.n.,"1946","02","27",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.618358,-23.646109,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18239' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616404,NA,NA,NY00616404_01,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4526,-24.4201,"97",2020-11-24 17:10:54-03,UTFPR,DVPR,"5638",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,pubipetala,Myrcia pubipetala,Miq.,"Brotto, ML","2016","12","05","Silva, JM; Brotto, ML; Völtz, RR; Lozano, ED","9662","2016","11","30",Brasil,Paraná,Adrianópolis,"Tatupeba; Estrada para João Surrá.",-48.4526,-24.4201,"-48.4526","-24.4201","Árvore com 4 m de altura, frutos cor de vinho.; Floresta Ombrófila Densa Submontana, vegetação em estágio médio de sucessão.",DVPR005638,"130","130",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.51235,-24.48263,"98",2020-11-24 17:10:54-03,UTFPR,DVPR,"3932",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,pubipetala,Myrcia pubipetala,Miq.,"Cordeiro, J","2014",NA,NA,"Caxambu, MG; et al.","4040","2012","04","28",Brasil,São Paulo,Pariquera-Açu,Propriedade do Sr. Flávio,-47.51235,-24.48263,"-47.51235","-24.48263","Árvore ca. 6 m. Frutos imaturos verdes.; Relevo: suave-ondulado - Vegetação: Floresta Ombrófila Densa Submontana",DVPR003932,"55","55",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"103",2020-01-20 14:40:43-03,UPM,MACK,"923",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,pubipetala,Myrcia pubipetala,Miq.,NA,NA,NA,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","26",Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"150",2020-11-04 11:14:49-03,ESALQ,ESA,"20387",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,antonia,Myrcia antonia,(O. Berg) Mazine,"Lima, R.A.F.","2016",NA,NA,"Moraes, P.L.R.","1178.0","1995","03","02",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA020387,NA,NA,ESA020387,NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"151",2020-11-04 11:14:49-03,ESALQ,ESA,"7177",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,antonia,Myrcia antonia,(O. Berg) Mazine,"Lima, R.A.F.","2016",NA,NA,"Moraes, P.L.R.","669.0","1992","02","22",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA007177,NA,NA,ESA007177,NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"152",2020-11-04 11:14:49-03,ESALQ,ESA,"16376",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,antonia,Myrcia antonia,(O. Berg) Mazine,"Lima, R.A.F.","2016",NA,NA,"Moraes, P.L.R.","1025.0","1994","08","06",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA016376,NA,NA,ESA016376,NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"154",2020-11-04 11:14:49-03,ESALQ,ESA,"14775",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,antonia,Myrcia antonia,(O. Berg) Mazine,"Lima, R.A.F.","2016",NA,NA,"Moraes, P.L.R. Diniz, C.C.","993.0","1994","05","22",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA014775,NA,NA,ESA014775,NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
