X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.463,-24.5348,"29",2020-11-24 17:10:47-03,UTFPR,DVPR,"3175",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,vaccinioides,Ocotea vaccinioides,(Meisn.) Mez,"Brotto, ML","Brotto, ML; Silva, JM; Mello, MCH","1790","2014","08","28",NA,Brasil,Paraná,Tunas do Paraná,"estrada de Pacas ao Parque Estadual das Lauráceas, próximo à entrada da Madepar",-48.463,-24.5348,"968","968",NA,"Árvore 16 m, frutos imaturos verdes.; Floresta Ombrófila Densa Montana, vegetação secundária",DVPR003175,NA,"-48.463","-24.5348","2014","09","09",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.204722,-24.110555,"42",2020-11-04 11:12:03-03,ESALQ,ESA,"128516",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Virillo, C.B.","144.0","2013","04","01",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",-47.204722,-24.110555,"269","269",NA,NA,ESA128516,NA,"-47.204722","-24.110555","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"43",2020-11-04 11:12:03-03,ESALQ,ESA,"28850",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Ivanauskas, N.M.","611.0","1995","12","16",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028850,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"44",2020-11-04 11:12:03-03,ESALQ,ESA,"104276",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Aguiar, O.T.","1093.0","2002","03","13",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104276,ESA104276,NA,NA,"2002","03","19","27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"45",2020-11-04 11:12:03-03,ESALQ,ESA,"75325",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","163.0","2001","04","16",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,NA,NA,"Árvore, ca. 5m alt. Cúpula verde, frutos imaturos verdes.",ESA075325,ESA075325,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"49",2020-11-04 11:12:03-03,ESALQ,ESA,"17337",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meisn.) Mez,"Brotto, M.L.","Moraes, P.L.R.","1062.0","1994","09","06",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA017337,NA,NA,NA,"2017","02","02","27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"50",2020-11-04 11:12:03-03,ESALQ,ESA,"109560",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29222.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109560,ESA109560,NA,NA,"2008","06",NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"51",2020-11-04 11:12:03-03,ESALQ,ESA,"29155",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Ivanauskas, N.M.","736.0","1996","03","28",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029155,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"52",2020-11-04 11:12:03-03,ESALQ,ESA,"29392",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Ivanauskas, N.M. et al.","947.0","1996","05","21",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029392,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"53",2020-11-04 11:12:03-03,ESALQ,ESA,"28849",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,daphnifolia,Ocotea daphnifolia,(Meissn.) Mez,"Baitello, J.B.","Ivanauskas, N.M.","423.0","1995","09","28",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028849,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
