X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,individualCount,occurrenceRemarks,geoFlag,monthIdentified,dayIdentified,recordNumber,year,month,day,locality,barcode,imagecode,continentOcean,verbatimLongitude,verbatimLatitude,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"2",2015-07-02 14:00:13-03,JBP,HPL,"12250",S,Plantae,NA,NA,NA,Amaryllidaceae,Hippeastrum,papilio,Hippeastrum papilio,NA,H. Lorenzi,"2010",H. Lorenzi,Brasil,SP,Nova Odessa,-47.29,-22.77,"8440",NA,NA,auto,"09","09","6913","2010","09","09","Coletado sob cultivo no Jardim Botânico Plantarum; originário do habitat natural no município de Pedras Altas, Rio Grande do Sul.",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0556,-22.6331,"9",2019-01-25 15:38:05-02,IAC,IAC,"46818",S,Plantae,NA,NA,NA,Amaryllidaceae,Hippeastrum,papilio,Hippeastrum papilio,(Ravenna) Van Scheepen,A.F.C. Tombolato & T.N. Lucon,"2005",A.F.C. Tombolato & T.N. Lucon,Brasil,São Paulo,Holambra,-47.0556,-22.6331,NA,NA,NA,NA,"09","05",s/nº,"2005","09","05",NA,NA,NA,NA,"-47.0556","-22.6331","35",São Paulo,SP,Sudeste
