X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,identifiedBy,coordinatePrecision,geoFlag,class,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"8",2020-11-04 11:12:27-03,ESALQ,ESA,"17067",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Scaramuzza, C.A.M. ; Souza, V.C.","191.0","1989","04","09",NA,Brasil,NA,NA,NA,ESA017067,Magnoliophyta,NA,(A.St.-Hil.) Nied.,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017067,"Mamede, M.C.H.","27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"9",2020-11-04 11:12:27-03,ESALQ,ESA,"11866",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Souza, V.C. et al.","4174.0","1993","09","06",NA,Brasil,NA,NA,NA,ESA011866,Magnoliophyta,NA,NA,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA011866,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.17,-24.08,"12",2020-11-04 11:12:27-03,ESALQ,ESA,"85428",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3640.0","2003","11","13",NA,Brasil,NA,NA,"Erva, 15-20cm alt., flores amarelas",ESA085428,Magnoliophyta,NA,NA,São Paulo,Itararé,4km de Itararé para Bom Sucesso de Itararé. Beira de estrada,-49.17,-24.08,"840","840",ESA085428,"Souza, V.C.",NA,NA,NA,NA,"-49.17","-24.08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"14",2020-11-04 11:12:27-03,ESALQ,ESA,"21304",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Souza, V.C. et al.","7025.0","1994","11","12",NA,Brasil,NA,NA,NA,ESA021304,Magnoliophyta,NA,(A.St.-Hil.) Nied.,São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,ESA021304,"Souza, V.C.","42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"15",2020-11-04 11:12:27-03,ESALQ,ESA,"21295",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Souza, V.C. et al.","7065.0","1994","11","12",NA,Brasil,NA,NA,NA,ESA021295,Magnoliophyta,NA,(A.St.-Hil.) Nied.,São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,ESA021295,"Souza, V.C.","42926",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"16",2020-11-04 11:12:27-03,ESALQ,ESA,"17068",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Scaramuzza, C.A.M. ; Souza, V.C.","587.0","1989","09","24",NA,Brasil,NA,NA,NA,ESA017068,Magnoliophyta,NA,(A.St.-Hil.) Nied.,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017068,"Mamede, M.C.H.","27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"17",2020-11-04 11:12:27-03,ESALQ,ESA,"17064",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Sakuragui, C.M. et al.","321.0","1993","10","01",NA,Brasil,NA,NA,NA,ESA017064,Magnoliophyta,NA,NA,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017064,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"18",2020-11-04 11:12:27-03,ESALQ,ESA,"9295",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Souza, V.C. et al.","3550.0","1993","05","19",NA,Brasil,NA,NA,NA,ESA009295,Magnoliophyta,NA,(A.St.-Hil.) Nied.,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009295,"Mamede, M.C.H.","27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"26",2019-08-20 10:17:16-03,UNICAMP,UEC,"93059",S,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Rosa, CMA",s.n.,"1995","04","07",NA,Brazil,NA,NA,"flor, Herbácea ca. 0,20 m de altura. Flor amarela odorífera.",UEC021298,Magnoliopsida,NA,Griseb.,São Paulo,Itararé,Cerrado na margem esquerda do ribeirão C,-49.3400001525879,-24.1100006103516,NA,NA,UEC021298,"Mamede, MCH","27729",auto,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"27",2019-08-20 10:17:16-03,UNICAMP,UEC,"78484",S,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7198","1994","11","13",NA,Brazil,NA,NA,"flor, Erva. Flores amarelo-alaranjadas. Área de plantação de eucalipto recém-cortada.",UEC021297,Magnoliopsida,NA,Griseb.,São Paulo,Itararé,Estrada Itararé - Bonsucesso . Fazenda I,-49.3400001525879,-24.1100006103516,NA,NA,UEC021297,"Mamede, MCH","27729",auto,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"88",2019-11-01 15:02:36-03,UnB,UB,"27278",PreservedSpecimen,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Campos, SM","163","1960","01","21",Southern America,Brasil,NA,NA,"Flor amarela; Cerrado, na beira da estrada.",NA,Dicotyledoneae,NA,Grisebach,São Paulo,Itapetininga,2-3km NNW da cidade de Itapetininga,-48.0499992370605,-23.5900001525879,NA,NA,NA,"Wurdack, JJ","40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"91",2021-02-25 09:38:41-03,IBt,SP,"64992",S,Plantae,Malpighiaceae,Aspicarpa,sericea,Aspicarpa sericea,"Campos, SM","163","1960","01","21",NA,Brasil,NA,NA,NA,NA,NA,NA,Griseb.,São Paulo,Itapetininga,NA,-48.0499992370605,-23.5900001525879,NA,NA,NA,NA,"40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
