X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,individualCount,typeStatus,class,verbatimLongitude,verbatimLatitude,previousCatalogNumber,sex,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"2",2020-11-04 12:17:23-03,ESALQ,ESA,"34219",PreservedSpecimen,Plantae,Magnoliophyta,NA,Orchidaceae,Brachionidium,restrepioides,Brachionidium restrepioides,NA,"Smidt, E.C.","Bertoncini, A.P. et al.","757.0","1996","11","13",NA,Brasil,São Paulo,NA,NA,NA,ESA034219,ESA034219,"2000","07","07",Cunha,-44.9599990844727,-23.0699996948242,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"9",2021-03-15 18:29:06-03,USP,SPF,"207686",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Brachionidium,restrepioides,Brachionidium restrepioides,(Hoehne) Pabst,"Handro, W","Hoehne, FC",s.n.,"1918","06","11",NA,Brasil,São Paulo,"REBIO do Alto da Serra de Paranapiacaba, Antiga Estação Biológica do Alto da Serra.",NA,Epiphyta entre musgos sobre tronco de árvores dos logares húmidos. Flor amarello-esverdeada.,SPF00207686,NA,NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,NA,phototype,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"14",2019-11-21 10:13:55-03,IBt,SP,"2152",S,Plantae,NA,NA,Orchidaceae,Yolanda,restrepioides,Yolanda restrepioides,Hoehne,"Hoehne, FC","Hoehne, FC",s.n.,"1918","06","11",NA,Brasil,São Paulo,"Alto da Serra, Estação Biológica",NA,Epífita entre musgos sobre tronco de árvore dos lugares ·midos. Flor amarelo-esverdeada,SP002436,SP002436,"1919",NA,NA,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,NA,Holotype,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
