X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,fieldNumber,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4597,-22.9203,"1",2021-03-15 16:37:00-03,NY,NYBG,"1017936",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Xyridaceae,Xyris,fusca,Xyris fusca,L.A.Nilsson,M. das G. L. Wanderley,S. A. Nicolau,"1664","1998","01","23",South America,Brazil,São Paulo,Pindamonhangaba,"Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes.",-45.4597,-22.9203,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233434' target='other'> <mi>dwc_moreinfo</mi></a>,NY01017936,NY01017936_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"15",2015-09-03 21:42:20-03,MNHN,RECOLNAT_MNHN_P,P01727383,PreservedSpecimen,NA,NA,NA,Xyridaceae,Xyris,fusca,Xyris fusca,L.A.Nilsson,NA,"Nicolau, S.A.|BArbosa, A.C.|Pagoto, A.|Faria, V.B.|Uehara, M.P.",NA,"1998","1","23",NA,Brasil,São Paulo,Pindamonhangaba,"Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes. Pindamonhangaba, São Paulo, Sudeste, Brasil, América do Sul",-45.4599990844727,-22.9200000762939,hb,. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01727383' target='other'> <mi>dwc_moreinfo</mi></a>,P01727383,P01727383_01,NA,NA,NA,NA,NA,NA,"24176",auto,NA,NA,"1664",NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"25",2019-10-07 09:22:44-03,UEFS,HUEFS,"103417",PreservedSpecimen,Plantae,Angiospermae,Poales,Xyridaceae,Xyris,fusca,Xyris fusca,L.A.Nilsson,NA,"Nicolau, S.A.","1663","1998","01","23",NA,Brasil,São Paulo,Pindamonhangaba,"Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes, campos montanos.",-45.4599990844727,-22.9200000762939,NA,NA,HUEFS0103417,HUEFS0103417,NA,NA,NA,NA,NA,NA,"24176",auto,NA,NA,NA,Lilianae,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"27",2020-11-12 17:02:39-03,UEL,FUEL,"39268",PreservedSpecimen,Plantae,Tracheophyta,Poales,Xyridaceae,Xyris,fusca,Xyris fusca,L.A.Nilsson,"Wanderley, MGL","Nicolau, SA; Barbosa, AC; Pagoto, A; Faria, VB; Uehara, MP","1663","1998","01","23",NA,Brasil,São Paulo,Pindamonhangaba,"Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes",-45.4599990844727,-22.9200000762939,NA,NA,FUEL015928,NA,NA,NA,NA,"2003","10","03","24176",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"28",2021-03-04 15:42:00-03,IF,SPSF,"15784",PreservedSpecimen,Plantae,Magnoliophyta,Commelinales,Xyridaceae,Xyris,fusca,Xyris fusca,NA,NA,A. Amaral Jr.,"10","1982","02","16",América do Sul,Brasil,SP,Campos do Jordão,Pico do Itapeva,-45.5900001525879,-22.7299995422363,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,Liliopsida,NA,"35",São Paulo,SP,Sudeste
