X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,minimumElevationInMeters,maximumElevationInMeters,class,verbatimLongitude,verbatimLatitude,identifiedBy,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,imagecode,relatedCatalogItem,dayIdentified,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"5",2021-03-15 16:37:00-03,NY,NYBG,"572331",PreservedSpecimen,Plantae,Magnoliophyta,Oxalidales,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K.Schum.,H. de F. Leitão Filho,"1009","1970","04","30",South America,Brazil,São Paulo,Sao Paulo,Capital. Horto Florestal de Cantareira,-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72619' target='other'> <mi>dwc_moreinfo</mi></a>,NY00572331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"25",2020-11-04 11:06:26-03,ESALQ,ESA,"34328",PreservedSpecimen,Plantae,Magnoliophyta,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K. Schum.,"Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","14.0","1996","12","11",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,ESA034328,NA,NA,NA,NA,NA,"Rodrigues, R.R.",NA,NA,"38855",auto,ESA034328,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"26",2020-11-04 11:06:26-03,ESALQ,ESA,"29334",PreservedSpecimen,Plantae,Magnoliophyta,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K. Schum.,"Ivanauskas, N.M.","889.0","1996","09","20",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029334,NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990",auto,ESA029334,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"27",2020-11-04 11:06:26-03,ESALQ,ESA,"83760",PreservedSpecimen,Plantae,Magnoliophyta,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K. Schum.,"Leitão Filho, H.F. et al.","33160.0","1995","02","10",NA,Brasil,São Paulo,Pariqüera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA083760,NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990",auto,ESA083760,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"28",2020-11-04 11:06:26-03,ESALQ,ESA,"29342",PreservedSpecimen,Plantae,Magnoliophyta,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K. Schum.,"Ivanauskas, N.M.","897.0","1996","09","22",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029342,NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990",auto,ESA029342,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"42",2021-03-01 16:29:00-03,UNICAMP,UEC,"134543",S,Plantae,Magnoliopsida,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K.Schum.,"Ivanauskas, NM","889","1996","09","20",NA,Brazil,São Paulo,Pariquera-Açu,Propriedade de Antônio Povinski.,-47.876944,-24.675833,NA,"Árvore de 25m, com raízes tabulares. Flores.; Floresta Atlântica.",UEC097242,NA,NA,NA,"-47.876944","-24.675833","Ivanauskas, NM","1996","09",NA,NA,UEC097242,NA,"20",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.608333,"44",2021-03-01 16:29:00-03,UNICAMP,UEC,"95740",S,Plantae,Magnoliopsida,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) K.Schum.,"Ivanauskas, NM","897","1996","09","22",NA,Brazil,São Paulo,Pariquera-Açu,Estação Experimental do Instituto Agronômico.,-47.876944,-24.608333,NA,"Árvore de 20m, com raízes tabulares. Flores.; Floresta Atlântica.",UEC097252,NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,UEC097252,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"52",2020-12-21 16:23:17-03,MBM,MBM,"216466",PreservedSpecimen,Plantae,NA,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,Schum.,"Ivanauskas, N.M.","897","1996","09","22",Southern America,Brazil,São Paulo,Pariquera-Açu,Estação Experimental do Instituto Agronômico,-47.8800010681152,-24.7099990844727,NA,NA,MBM216466,NA,NA,NA,NA,NA,NA,NA,NA,"17990",auto,MBM216466,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"53",2020-12-21 16:23:17-03,MBM,MBM,"287710",PreservedSpecimen,Plantae,NA,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,Schum.,"Ivanauskas, N.M.","889","1996","09","20",Southern America,Brazil,São Paulo,Pariquera-Açu,Propriedade de Antônio Povinski,-47.8800010681152,-24.7099990844727,NA,NA,MBM287710,NA,NA,NA,NA,NA,"Ivanauskas, N.M.",NA,NA,"17990",auto,MBM287710,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.608333,"120",2020-06-15 15:30:16-03,UNESP-RC,HRCB,"28375",PreservedSpecimen,Plantae,NA,NA,Elaeocarpaceae,Sloanea,obtusifolia,Sloanea obtusifolia,(Moric.) Schum.,"Ivanauskas, N.M.","897","1996","09","22",NA,Brasil,São Paulo,Pariquera-Açu,Estação Experimental do I.A.C.,-47.876944,-24.608333,NA,"Árvore de 20m, com raízes tabulares. Flores",NA,NA,NA,NA,47º52'37W,24º36'30S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
