X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,typeStatus,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"230",2020-11-04 11:14:28-03,ESALQ,ESA,"21077",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,Cambess.,"Mazine, F.F.","Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M. Y.","7252.0","1994","11","14",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA021077,ESA021077,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"232",2020-11-04 11:14:28-03,ESALQ,ESA,"12114",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,Cambess.,"Mazine, F.F.","Souza, V.C. et al.","4422.0","1993","10","30",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012114,ESA012114,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"233",2020-11-04 11:14:28-03,ESALQ,ESA,"85630",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,NA,"Sobral, M.","Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1015.0","2003","11","13",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA085630,ESA085630,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"234",2020-11-04 11:14:28-03,ESALQ,ESA,"85638",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,Cambess.,"Mazine, F.F.","Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1023.0","2003","11","13",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA085638,ESA085638,"2007","03","27",NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"246",2020-11-04 11:14:34-03,ESALQ,ESA,"100861",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,"Mazine, F.F.","Paula-Souza, J.","313.0","2006","11","15",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA100861,ESA100861,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"247",2020-11-04 11:14:34-03,ESALQ,ESA,"65977",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,NA,"Franciosi, E.R.N. et al.","16.0","1996","12","16",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA065977,ESA065977,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3899993896484,-21.5100002288818,"248",2020-11-04 11:14:34-03,ESALQ,ESA,"6823",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Mello, M. B. de",NA,"1990","09","08",Brasil,São Paulo,Dobrada,NA,-48.3899993896484,-21.5100002288818,NA,NA,NA,NA,ESA006823,ESA006823,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15956",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"249",2020-11-04 11:14:34-03,ESALQ,ESA,"6968",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.",Patrícia,NA,"1987","10","08",Brasil,São Paulo,Marília,NA,-49.939998626709,-22.2099990844727,NA,NA,NA,NA,ESA006968,ESA006968,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"38865",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"250",2020-11-04 11:14:34-03,ESALQ,ESA,"48487",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Aguiar, O.T.","Rozza, A.F.","118.0","1995","09","22",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,NA,ESA048487,ESA048487,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"251",2020-11-04 11:14:34-03,ESALQ,ESA,"26662",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,NA,"Aguiar, O.T.","137.0","1995","10","19",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,NA,ESA026662,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"252",2020-11-04 11:14:34-03,ESALQ,ESA,"111927",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,"Bünger, M.O.","Campos, O.",NA,"2010","09","07",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA111927,ESA111927,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"253",2020-11-04 11:14:34-03,ESALQ,ESA,"93139",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Duarte, A.R.","Romão, G.O. ; Duarte, A.R.","322.0","2000","09","21",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA093139,ESA093139,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"254",2020-11-04 11:14:34-03,ESALQ,ESA,"26954",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Cardoso-Leite, E. ; Oliveira, A.","380.0","1994","08","18",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026954,ESA026954_1 ESA026954_2,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"261",2020-11-04 11:14:34-03,ESALQ,ESA,"9059",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","09","23",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA009059,ESA009059,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"262",2020-11-04 11:14:34-03,ESALQ,ESA,"26658",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,NA,"Aguiar, O.T.","118.0","1995","09","22",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,NA,ESA026658,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"263",2020-11-04 11:14:34-03,ESALQ,ESA,"48484",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Aguiar, O.T.","Rozza, A.F.","137.0","1995","10","19",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,NA,ESA048484,ESA048484,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"264",2020-11-04 11:14:34-03,ESALQ,ESA,"1964",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Silva, R.A.",NA,"1985","10","03",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA001964,ESA001964,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"265",2020-11-04 11:14:34-03,ESALQ,ESA,"1148",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Moino Jr. , A.",NA,"1986","10","20",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,ESA001148,ESA001148,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"266",2020-11-04 11:14:34-03,ESALQ,ESA,"88758",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Sobral, M.","Brunini, J.","172.0","1984","09","29",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,ESA088758,ESA088758,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"267",2020-11-04 11:14:34-03,ESALQ,ESA,"13076",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Moraes, P.L.R.","889.0","1993","12","19",Brasil,São Paulo,São Luís do Paraitinga,NA,-45.310001373291,-23.2199993133545,NA,NA,NA,NA,ESA013076,ESA013076,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27362",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"268",2020-11-04 11:14:34-03,ESALQ,ESA,"104512",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,"Aguiar, O.T.","Aguiar, O.T.","1137.0","2002","03","12",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104512,ESA104512,"2002","03","17",NA,NA,NA,NA,NA,Magnoliophyta,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"269",2020-11-04 10:56:24-03,ESALQ,ESA,"136069",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,R.J.F. Garcia,R.J.F. Garcia,"3123.0","2007","09","21",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA136069,NA,"2008","09","18",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"270",2020-11-04 11:14:34-03,ESALQ,ESA,"7623",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Kawasaki, M.L.","Pessotti, P.R.R.",NA,"1991","01","01",Brasil,São Paulo,São Pedro,NA,-47.9099998474121,-22.5400009155273,NA,NA,NA,NA,ESA007623,ESA007623,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"19379",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"272",2020-11-04 11:14:34-03,ESALQ,ESA,"23157",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,"Rodrigues, R.R. & Souza, V.C.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1591.0","1993","11","24",Brasil,São Paulo,Ubatuba,"Puruba. 23*20'56S, 44*55'37W. Restinga.",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,ESA023157,ESA023157,NA,NA,NA,"Árvore, 3 m alt.; flores alvas. Borda.",NA,NA,NA,NA,Magnoliophyta,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.34,-24.11,"297",2015-07-02 14:03:11-03,JBP,HPL,"10172",S,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,Cambess.,M.O. Bünger,H. Lorenzi,"4197","2003","12","08",Brasil,SP,Itararé,"Coletado nas proximidades da ponte do Rio Verde; em área de cerrado aberto de solo arenoso e rico em matéria orgânica.",-49.34,-24.11,NA,NA,NA,NA,NA,NA,"2012","02","10",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.34,-24.11,"300",2015-07-02 14:03:11-03,JBP,HPL,"5489",S,Plantae,Myrtaceae,Eugenia,calycina,Eugenia calycina,Benth,R. Tsuji,H. Lorenzi,"4198","2003","12","08",Brasil,SP,Itararé,Coletado na estrada para Bom Sucesso em beira de estrada em antigo cerrado.,-49.34,-24.11,NA,NA,NA,NA,NA,NA,"2005","08","12",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.34,-24.11,"302",2015-07-02 14:03:11-03,JBP,HPL,"10046",S,Plantae,Myrtaceae,Eugenia,cf. calycina,Eugenia cf. calycina,NA,F.F. Mazine,H. Lorenzi,"6009","2005","12","06",Brasil,SP,Itararé,"Coletado em beira de estrada para Bom Sucesso 24°08'25,3''S; 49°16'28,4''W; 860msm.",-49.34,-24.11,NA,NA,NA,NA,NA,NA,"2008","04","10",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.34,-24.11,"303",2015-07-02 14:03:11-03,JBP,HPL,"5524",S,Plantae,Myrtaceae,Eugenia,cf. involucrata,Eugenia cf. involucrata,DC.,H. Lorenzi,H. Lorenzi,"4197","2003","12","08",Brasil,SP,Itararé,"Coletado na ponte do Rio Verde, em cerrado aberto de solo arenoso, rico em matéria orgânica.",-49.34,-24.11,NA,NA,NA,NA,NA,NA,"2003","12","08",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.54,"306",2015-07-02 14:03:12-03,JBP,HPL,"11179",S,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,NA,C. Proença,H. Lorenzi,"6337","2007","09","22",Brasil,SP,São Paulo,"Coletada no Instituto de Botânica, bem próximo a entrada do Jardim.",-46.63,-23.54,NA,NA,NA,NA,NA,NA,"2009","10","10",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.52,-22.59,"307",2015-07-02 14:03:13-03,JBP,HPL,"5550",S,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,M.L. Kawasaki,G.F. Arbocz,"743","1994","09","03",Brasil,SP,Socorro,Estrada das gabirobas.,-46.52,-22.59,NA,NA,NA,NA,NA,NA,"1995","09","03",NA,NA,NA,NA,NA,NA,NA,"17674",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9422,-22.3722,"308",2015-07-02 14:03:13-03,JBP,HPL,"5740",S,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,M.L. Kawasaki,H. Lorenzi,"2429","2000","11","09",Brasil,SP,Mogi Guaçu,Coletado no Horto da Campininha.,-46.9422,-22.3722,NA,NA,NA,NA,NA,NA,"2000","11","09",NA,NA,NA,NA,NA,NA,NA,"39309",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.52,-22.59,"312",2015-07-02 14:03:13-03,JBP,HPL,"5551",S,Plantae,Myrtaceae,Eugenia,involucrata,Eugenia involucrata,DC.,G.F. Arbocz,G.F. Arbocz,"893","1994","10","14",Brasil,SP,Socorro,Coletado na estrada das guabirobas.,-46.52,-22.59,NA,NA,NA,NA,NA,NA,"1994","10","14",NA,NA,NA,NA,NA,NA,NA,"17674",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
