X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"257",2015-09-04 19:30:31-03,MNHN,RECOLNAT_MNHN_P,P06605469,PreservedSpecimen,NA,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,"Hoehner, F.",NA,"1949","1","27",NA,Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06605469' target='other'> <mi>dwc_moreinfo</mi></a>,P06605469,P06605469_01,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"346",2020-06-22 14:18:42-03,UNESP-IBILCE,SJRP,"21246",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,Carmem. L. Cristobal,"Hoehne, F.C.",NA,NA,NA,NA,América do Sul,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"1975","53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"347",2020-06-22 14:18:42-03,UNESP-IBILCE,SJRP,"17391",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,"Hoehne, W.",NA,NA,NA,NA,América do Sul,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-22.0499992370605,"349",2020-06-22 14:18:42-03,UNESP-IBILCE,SJRP,"21706",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,A.D. Faria,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Aguaí,"próximo ao rio jaguari-mirim, sítio rachel cristina",-46.9700012207031,-22.0499992370605,NA,"Pétalas creme, ramos com espinhos;",NA,NA,NA,NA,NA,NA,NA,"25812",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"447",2019-11-13 11:24:44-03,USP,SPF,"12176",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Guimarães, TB","Hoehne, W",s.n.,"1949","01","27",NA,Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00012176,NA,NA,NA,NA,NA,"2000","53584",auto,"08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"454",2019-10-07 09:33:07-03,UEFS,HUEFS,"114015",PreservedSpecimen,Plantae,Angiospermae,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,T.B.Guimarães,"Hoehne, W.",SPF12176,"1946","01","27",NA,Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,HUEFS0114015,HUEFS0114015,NA,NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,Rosanae,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.169767,-22.922308,"478",2019-01-25 15:42:15-02,IAC,IAC,"5303",S,Plantae,NA,NA,Malvaceae-2.Byttnerioideae,Byttneria,scabra,Byttneria scabra,L.,A.S. Lima,A.P. Viégas,s/nº,"1940","01","13",NA,Brasil,São Paulo,Campinas,fazenda Campo Grande,-47.169767,-22.922308,NA,NA,NA,NA,NA,NA,NA,NA,"1942",NA,NA,"04","08","-47.169767","-22.922308",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"492",2020-11-12 17:01:24-03,UEL,FUEL,"30849",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Hoehne, FC",s.n.,"1919","02","23",NA,Brasil,São Paulo,São Paulo,Butantan,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"1975","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"507",2019-11-01 15:03:25-03,UnB,UB,"173514",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Gottsberger, IS; Gottsberger, GK","1513371","1971","03","13",Southern America,Brasil,São Paulo,Botucatu,5km ao longo da antiga estrada de terra para Itatinga.,-48.439998626709,-22.8799991607666,NA,"Anteras cor de rosa escuro, 1m de alt. ao longo da estrada.; Num lado vegetação de mata secundária e no outro lado cerrado.",NA,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"508",2019-11-01 15:03:25-03,UnB,UB,"173516",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Guimarães, TB","Hoehne, W","12176","1949","01","27",Southern America,Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,NA,"Flores alvas.; Brejo.",NA,NA,NA,NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.55,"571",2017-09-11 17:10:33-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,"Burchell, WJ","4262","1827","02","15",Southern America,Brazil,São Paulo,São Paulo,"IBB/ São Paulo, SP, along the road from the Tanque Zunica to the Convento da Luz (in the northern part of the city, abid esat of the center) and thence along the Santa Anna road (goes due north from São Paulo) over the river Tiete (runswest across no",-46.633333,-23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.55",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-23.26,"587",2017-09-11 17:10:34-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra serrata,K.Schum.,NA,"Riedel, L","1967",NA,NA,NA,Southern America,Brazil,São Paulo,Itu,prope Ytú,-47.29,-23.26,NA,NA,NA,NA,NA,NA,serrata,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-23.26,"607",2017-09-11 17:10:34-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra serrata,K.Schum.,NA,"Riedel, L","1967",NA,NA,NA,Southern America,Brazil,São Paulo,Itu,prope Ytú,-47.29,-23.26,NA,NA,NA,NA,NA,NA,serrata,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.55,-23.616667,"619",2020-07-23 10:20:57-03,IBt,SP,"7200",S,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Brade, AC","7372","1914","02","24",NA,Brasil,São Paulo,São Caetano do Sul,NA,-46.55,-23.616667,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,"-46.55","-23.616667",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-22.0499992370605,"629",2020-07-23 10:20:57-03,IBt,SP,"444559",S,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Esteves, GL","Faria, AD; et al.",97/173,"1997","01","21",NA,Brasil,São Paulo,Aguaí,"SP 340, próximo do Rio Jaguari-Mirim, Sítio Rachel Cristina",-46.9700012207031,-22.0499992370605,NA,NA,NA,NA,NA,NA,NA,NA,"2012","25812",auto,"09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"630",2020-07-23 10:20:57-03,IBt,SP,"44280",S,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Viégas, AP",s.n.,"1940","01","13",NA,Brasil,São Paulo,Campinas,Fazenda Campo Grande,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,"1998","23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2799987792969,-20.6299991607666,"631",2019-11-21 10:09:22-03,IBt,SP,"14010",S,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Loefgren, A",CGG2151,"1893","01","15",NA,Brasil,São Paulo,Patrocínio Paulista,"Sapucahy, capoeirão, Vilella.",-47.2799987792969,-20.6299991607666,NA,"Frutex heerb. armatus rigida, fl. albida.",SP006748,SP006748,NA,NA,NA,NA,"1975","26066",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"632",2020-07-23 10:20:57-03,IBt,SP,"1539",S,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Cristóbal, CL","Hoehne, FC",s.n.,"1918","02","23",NA,Brasil,São Paulo,São Paulo,"Rio Pequeno, Butantan",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"1975","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
