X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,class,order,individualCount,continentOcean,preparationType,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,infraspecificEpithet,fieldNumber,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5297,-23.66,"7",2013-08-01 15:28:00-03,NY,NYBG,"565068",PreservedSpecimen,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,NA,J. H. A. Dutilh,NA,NA,NA,F. C. Hoehne,"30996","1933","09","25",Brazil,São Paulo,Santo André,Alto da Serra,-46.5297,-23.66,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655047' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565068,NY00565068_01,NA,NA,Asparagales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"36",2020-11-04 10:59:02-03,ESALQ,ESA,"6422",PreservedSpecimen,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,NA,"Dutilh, J.",NA,NA,NA,"Furuya, R.Y.",NA,"1990","10","27",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA006422,ESA006422,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.96,"38",2015-07-02 14:00:13-03,JBP,HPL,"313",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) H. E. Moore.,E.R. Salviani & H. Lorenzi,"2000","10","06",E.R. Salviani & H. Lorenzi,"1605","2000","10","06",Brasil,SP,Tapiraí,Cidade.,-47.5,-23.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.85,-23.64,"39",2015-07-02 14:00:13-03,JBP,HPL,"315",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,NA,R. Tsuji,"2004","05","25",A.G. Ribeiro,"211","1996","10","23",Brasil,SP,Embú,NA,-46.85,-23.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6851",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"40",2015-07-02 14:00:13-03,JBP,HPL,"12198",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,NA,J. Dutilh,"2012","07","27",H. Lorenzi,"6925","2010","10","07",Brasil,SP,Nova Odessa,"Coletado em cultivo no Jardim Botânico Plantarum; originário de Bocaiuva, Paraná (Alto da Serra). Pétalas e sépalas róseo-alaranjadas com listras brancas no seu interior que se unem na base no centro da garganta.",-47.29,-22.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.12,-22.28,"41",2015-07-02 14:00:13-03,JBP,HPL,"311",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,H. E. Moore.,H. Lorenzi,"2001","09","05",H. Lorenzi,"2898","2001","09","05",Brasil,SP,Brotas,"Em montanha rochosa, semi sombreada.",-48.12,-22.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"50",2019-08-20 09:59:00-03,UNICAMP,UEC,"172965",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,NA,NA,NA,NA,"Dutilh, JHA",s.n.,"2001","08","16",Brazil,São Paulo,Brotas,NA,-48.1199989318848,-22.2800006866455,NA,NA,NA,UEC084177,UEC084177,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"26585",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"51",2019-08-20 09:59:00-03,UNICAMP,UEC,"174133",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,"Oliveira, RS","2013","02",NA,"Dutilh, JHA",s.n.,"2002","08","31",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,UEC089075,UEC089075,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"52",2021-03-01 16:18:54-03,UNICAMP,UEC,"167092",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,"Oliveira, RS","2008","09",NA,"Oliveira, RS; Dutilh, JHA","116","2008","09","20",Brazil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,Cultivada.,UEC040121,UEC040121,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"53",2021-03-01 16:18:54-03,UNICAMP,UEC,"185375",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,NA,NA,NA,NA,"Lorenzi, H","6925","2010","10","07",Brazil,São Paulo,Nova Odessa,jardim botanico plantarum,-47.2900009155273,-22.7700004577637,NA,NA,"herbacea bulbosa com hastes florais contendo 2-4 flores com bractea na base da inflorescencia cerca de 40 cm de altura, estigma trifido; alto da serra",UEC105825,UEC105825,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"8440",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"54",2021-03-01 16:18:54-03,UNICAMP,UEC,"137496",S,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,"Dutilh, JHA","2005","03",NA,"Arzolla, FARDP; Condez, TH; Paula, GCR","629","2004","09","22",Brazil,São Paulo,São Paulo,"Parque Estadual da Cantareira, Região da chapada.",-46.6300010681152,-23.5400009155273,NA,NA,"Herbácea, 30cm de altura com flores de coloração laranja.; Borda de mata.",UEC090260,UEC090260,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"77",2020-12-21 16:11:34-03,MBM,MBM,"57228",PreservedSpecimen,Plantae,Amaryllidaceae,Hippeastrum,striatum,Hippeastrum striatum,(Lam.) Moore,"Dutilh, J.",NA,NA,NA,"Shepherd, G.J.; et al.; et al.","5909","1977","10","05",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,MBM057228,MBM057228,NA,NA,NA,NA,Southern America,NA,NA,NA,"17840",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
