X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,coordinatePrecision,geoFlag,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"13",2020-12-20 21:17:54-03,UFV,VIC,"43944",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,NA,"Anunciação, E.A.; et al.","243","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia Itatins, Trilha para Morrinho mata de encosta.",-47.5499992370605,-24.7000007629395,NA,NA,NA,Arvoreta de 2 m flores creme.,VIC043944,NA,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"19",2021-03-01 16:42:57-03,UNICAMP,UEC,"200133",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,NA,"Padgurschi, MCG; Belinello, R",M167,"2009","03","25",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,Parcela M - Projeto Biota-FAPESP. Árvore com 2 metros de altura. Frequência da espécie na parcela: n=1,UEC177682,UEC177682,NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.945278,-23.330333,"20",2021-03-01 16:42:57-03,UNICAMP,UEC,"160436",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","501","2011","07","15",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"999","999",NA,"Material vegetativo. Cerca de 10 m de altura e 3 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",UEC039448,UEC039448,NA,"2011","05","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"22",2021-03-01 16:42:57-03,UNICAMP,UEC,"200491",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB","Pereira, LS; Belinello, R",N1085,"2007","12",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 13 metros de altura. Frequência da espécie na parcela: n=6; Mata Atlântica",UEC158052,UEC158052,NA,"2008",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"25",2021-03-01 16:42:57-03,UNICAMP,UEC,"53031",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB; Ramos, E","Zickel, CS; Salis, SM; et al.","23471","1989","06","15",NA,Brazil,São Paulo,Bertioga,Boraceia.,-46.138599395752,-23.8544006347656,NA,NA,NA,"Arbusto com 3m e flores brancas.; Restinga.",UEC046428,UEC046428,NA,"2005","09",NA,NA,NA,NA,"37616",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"26",2021-03-01 16:42:57-03,UNICAMP,UEC,"35582",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB; Ramos, E","Pirani, JR","825","1983","08","28",NA,Brazil,São Paulo,Iguape,Estação Ecológica de Juréia.,-47.5499992370605,-24.7000007629395,NA,NA,NA,"Arbusto a beira da cachoeira, entre rochas. Orla da floresta. Frutos verdes.; Mata pluvial tropical.",UEC046425,UEC046425,NA,"2005","09",NA,NA,NA,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"27",2021-03-01 16:42:57-03,UNICAMP,UEC,"35572",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB; Ramos, E","Sucre, D; Barroso, GM; Burle Max, R","6967","1970","05","27",NA,Brazil,São Paulo,Ilhabela,"Ilha Bela, Serra dos Castelhanos.",-45.3499984741211,-23.7700004577637,"250","340",NA,"Arbusto, umbrófilo, crescendo em mata úmida, 70m altura, frutos ainda verdes.",UEC046426,UEC046426,NA,"2005","04",NA,NA,NA,NA,"23719",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"28",2021-03-01 16:42:57-03,UNICAMP,UEC,"56039",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB; Ramos, E","Silva, DM; Franceschinelli, EV; Santos, CGM; Castro, MM; Geraldini, A; et al.","22626","1989","11","27",NA,Brazil,São Paulo,Santos,Boracéia (Distrito de Bertioga).,-46.3300018310547,-23.9599990844727,NA,NA,NA,"Arbusto, ca. 60cm, flores esverdeadas. Flores e botões.; Mata de Restinga.",UEC046427,UEC046427,NA,"2005","04",NA,NA,NA,NA,"26836",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"73",2019-06-24 08:13:59-03,IAC,IAC,"45825",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,F. Pedroni & M. Sanchez,F. Pedroni & M. Sanchez,s/nº,"1997","04","16",NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,NA,"1997","04","-45.0711","-23.4339",NA,NA,NA,NA,"16",NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"74",2019-01-25 15:46:36-02,IAC,IAC,"46194",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,E.A. Anunciação et al.,"241","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, trilha para o morrinho",-47.25,-24.55,NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.250000","-24.550000",NA,NA,NA,NA,"26",NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"75",2019-01-25 15:46:36-02,IAC,IAC,"46195",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,E.A. Anunciação et al.,"243","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, trilha para o morrinho",-47.25,-24.55,NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.250000","-24.550000",NA,NA,NA,NA,"26",NA,NA,"35",São Paulo,SP,Sudeste
-47.5553,-24.7081,"76",2019-06-24 08:13:59-03,IAC,IAC,"46196",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,"E.A. Anunciação; M. Sugiyama & E.L. Silva","545","1994","05","17",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o morrinho, próximo ao primeiro paredão",-47.5553,-24.7081,NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"17",NA,NA,"35",São Paulo,SP,Sudeste
-47.5553,-24.7081,"77",2019-01-25 15:46:36-02,IAC,IAC,"46197",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,"L. Rossi; E.L.M. Catharino & I. Cordeiro","602","1990","05","16",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, proximidades de maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do rio Verde",-47.5553,-24.7081,NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"16",NA,NA,"35",São Paulo,SP,Sudeste
