X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,coordinatePrecision,geoFlag,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5553,-24.7081,"78",2019-01-25 15:46:36-02,IAC,IAC,"46198",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,"L. Rossi; M.A. Carvalhaes; E.A. Anunciação & C.M. Yoshioka","1219","1992","12","14",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, trilha para a Figueira",-47.5553,-24.7081,NA,NA,NA,NA,NA,NA,NA,"1997","03","-47.5553","-24.7081",NA,NA,NA,NA,"14",NA,NA,"35",São Paulo,SP,Sudeste
-46.3336,-23.9608,"79",2019-06-24 08:13:59-03,IAC,IAC,"46327",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,E. Ramos & R.B. Torres,"D.M. Silva; E.V. Franceschinelli; C.G.M. Santos; M.M.S. Castro; A. Geraldini; M.F. Siqueira; C.N. Begnami & L.C. Bernacci","100","1989","11","27",NA,Brasil,São Paulo,Santos,Boracéia,-46.3336,-23.9608,NA,NA,NA,NA,NA,NA,NA,"2005","09","-46.3336","-23.9608",NA,NA,NA,NA,"27",NA,NA,"35",São Paulo,SP,Sudeste
-46.1386,-23.8544,"80",2019-06-24 08:13:59-03,IAC,IAC,"46328",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres & E. Ramos,C.S. Zickel & S.M. Salis et al.,s/nº,"1989","06","15",NA,Brasil,São Paulo,Bertioga,Boracéia,-46.1386,-23.8544,NA,NA,NA,NA,NA,NA,NA,"2005","09","-46.1386","-23.8544",NA,NA,NA,NA,"15",NA,NA,"35",São Paulo,SP,Sudeste
-46.1386,-23.8544,"81",2019-01-25 15:46:36-02,IAC,IAC,"47262",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,R.B. Torres,S. Souza,"111","2005","02","03",NA,Brasil,São Paulo,Bertioga,Parque das Neblinas,-46.1386,-23.8544,NA,NA,NA,Nome popular: Lagarteira,NA,NA,NA,"2005","02","-46.1386","-23.8544",NA,NA,NA,NA,"03",NA,NA,"35",São Paulo,SP,Sudeste
-45.31,-23.2217,"82",2019-01-25 15:46:36-02,IAC,IAC,"55754",S,Plantae,NA,NA,Salicaceae-1.Samydoideae,Casearia,paranaensis,Casearia paranaensis,Sleumer,I.P. Renó,I.P. Renó,"4","2014","01","28",NA,Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",-45.31,-23.2217,NA,NA,NA,"Parcela L, Indivíduo L0594",NA,NA,NA,"2014","01","-45.3100","-23.2217",NA,NA,NA,NA,"28",NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"90",2021-03-04 15:46:14-03,IF,SPSF,"24074",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Casearia,paranaensis,Casearia paranaensis,NA,NA,E.A.Anunciaçao,"545","1994","05","17",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"91",2021-03-04 15:46:14-03,IF,SPSF,"24073",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Casearia,paranaensis,Casearia paranaensis,NA,NA,E.A.Anunciaçao & M.Z.Gomes,"241","1993","06","26",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"92",2021-03-04 15:46:14-03,IF,SPSF,"24072",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Casearia,paranaensis,Casearia paranaensis,NA,NA,L.Rossi,"602","1990","05","16",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"93",2021-03-04 15:46:14-03,IF,SPSF,"34321",PreservedSpecimen,Plantae,Magnoliophyta,Salicales,Salicaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,J. A. Pastore,Natália M. Ivanauskas & Renato F. Lorza & Dirceu de Souza & Benedito Lopes,"5046","2004","01","24",América do Sul,Brasil,SP,São Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",-45.310001373291,-23.2199993133545,NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 22m de altura e 126,5cm de perímetro à altura do peito. Matriz 2414;",NA,NA,NA,"2007","11",NA,NA,Magnoliopsida,NA,"27362",auto,"13",NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"95",2019-11-21 10:18:50-03,IBt,SP,"262378",S,Plantae,NA,NA,Salicaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Anunciação, EA","Anunciação, EA; Gomes, MZ","241","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha para o morrinho, mata de encosta",-47.25,-24.55,NA,NA,NA,"Arvoreta ca. 1,5m alt., flores creme",NA,NA,NA,"1993",NA,"-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"96",2019-11-21 10:18:50-03,IBt,SP,"262380",S,Plantae,NA,NA,Salicaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Anunciação, EA","Anunciação, EA; Gomes, MZ","243","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha para o morrinho de encosta",-47.25,-24.55,NA,NA,NA,"Arvoreta ca. 2m alt., flores creme",NA,NA,NA,"1993",NA,"-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"98",2019-11-21 10:18:50-03,IBt,SP,"244565",S,Plantae,NA,NA,Salicaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB","Rossi, L; et al.","602","1990","05","16",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do Rio Verde, mata das margens do rio",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Arvoreta ca. 2,0m alt., flores alvas",NA,NA,NA,"1997","03",NA,NA,NA,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"99",2019-11-21 10:18:50-03,IBt,SP,"270893",S,Plantae,NA,NA,Salicaceae,Casearia,paranaensis,Casearia paranaensis,Sleumer,"Torres, RB","Anunciação, EA; et al.","545","1994","05","17",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o morrinho, mata de encosta",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Arvoreta ca. 3m alt., flores creme, próximo ao 1° paredão",NA,NA,NA,"1997","03",NA,NA,NA,NA,"55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
