X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,infraspecificEpithet,recordNumber,continentOcean,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,relationshipType,relatedCatalogItem,typeStatus,fieldNumber,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.190556,-23.343889,"9",2019-10-09 11:21:41-03,UFBA,ALCB,"125848",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,(Kiaersk.) Barroso ex Sobral,"Souza, VC","2013",NA,NA,"Colletta, GD; Coelho, RLG; Caliari, CP; Barroso, R","2013","02","15",Brasil,São Paulo,Santa Isabel,-46.190556,-23.343889,"-46.190556","-23.343889",ALCB029998,NA,Dicotyledon,NA,NA,"812",Southern America,Fragmento 19 (tav),"690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"10",2020-11-04 11:15:04-03,ESALQ,ESA,"123932",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","2013","05","01",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,ESA123932,NA,Magnoliophyta,NA,NA,"35033.0",NA,Área da Cia. Votorantim. Trilha do Rio Dezembro.,NA,NA,NA,"Árvore, ca. 6 m alt. Vegetativo.","41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2200012207031,-23.3099994659424,"11",2020-11-04 10:56:25-03,ESALQ,ESA,"132780",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,(Kiaersk.) G.M.Barroso ex Sobral,"Souza, V. C","2013",NA,NA,"Colletta, G.D.; Coelho, R. L. G; Calliari, C. P; Barroso, R","2013","02","15",Brasil,São Paulo,Santa Isabel,-46.2200012207031,-23.3099994659424,NA,NA,ESA132780,NA,NA,NA,NA,"812.0",NA,Fragmento 19 (TAV),NA,NA,NA,Árvore (sílica),"15272",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"13",2020-11-04 11:15:04-03,ESALQ,ESA,"104475",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,NA,"Kuntz, J.","2011",NA,NA,"Aguiar, O.T.","2002","03","14",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,ESA104475,ESA104475,Magnoliophyta,NA,NA,"1021.0",NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"17",2020-11-04 11:15:04-03,ESALQ,ESA,"109393",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109393,ESA109393,Magnoliophyta,NA,NA,"548.0",NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"18",2020-11-04 11:15:04-03,ESALQ,ESA,"123923",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","2013","05","01",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,ESA123923,NA,Magnoliophyta,NA,NA,"35024.0",NA,Área da Cia. Votorantim. Trilha do Rio Dezembro.,NA,NA,NA,"Árvore, ca. 6 m alt. Vegetativo.","41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"19",2020-11-04 11:15:04-03,ESALQ,ESA,"52039",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,(Kiaersk.) G.M.Barroso ex Sobral,"Kuntz, J.","2011",NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA052039,ESA052039,Magnoliophyta,NA,NA,"474.0",NA,Parcela permanente - Parque Estadual de Carlos Botelho,"400","400",NA,no sub-bosque,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"26",2020-12-04 13:19:31-03,UDESC,LUSC,"7974",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pseudodichasiantha,Plinia pseudodichasiantha,(Kiaersk.) G.M.Barroso ex Sobral,NA,"2007","04","05","Duarte, A.R.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,LUSC008852,LUSC008852,NA,NA,NA,"548",NA,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"89",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"27770",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pauciflora,Plinia pauciflora,M.L. Kawas. & B. Holst,NA,NA,NA,NA,"Izar, P.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parque Intervales. Base Saibadela.,NA,NA,NA,NA,"34059",auto,NA,NA,Parátipo,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"90",2020-07-15 14:43:34-03,UNESP-RC,HRCB,"31494",PreservedSpecimen,Plantae,Myrtaceae,Plinia,pauciflora,Plinia pauciflora,M.L. Kawas. & B. Holst,NA,NA,NA,NA,"Zipparro, V. B.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parque Intervales. Base Saibadela. Trilha do Rio.,NA,NA,NA,NA,"34059",auto,NA,NA,Holótipo,NA,NA,NA,"35",São Paulo,SP,Sudeste
