X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,infraspecificEpithet,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"5",2021-03-15 16:37:00-03,NY,NYBG,"386880",PreservedSpecimen,Plantae,Malvaceae,Hibiscus,diversifolius,Hibiscus diversifolius,Jacq.,NA,W. Hoehne,NA,"1944","03","15",Brazil,São Paulo,Sao Paulo,Parque do Estado de Sao Paulo,-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72592' target='other'> <mi>dwc_moreinfo</mi></a>,NY00386880,NY00386880_01,NA,NA,NA,Magnoliophyta,Malvales,South America,sheet,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"65",2019-11-13 11:24:49-03,USP,SPF,"11183",PreservedSpecimen,Plantae,Malvaceae,Hibiscus,diversifolius,Hibiscus diversifolius,Jacq.,"Hoehne, W","Hoehne, W",s.n.,"1944","03","15",Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00011183,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1199989318848,-22.7299995422363,"121",2019-11-21 10:09:23-03,IBt,SP,"40269",S,Plantae,Malvaceae,Hibiscus,diversifolius,Hibiscus diversifolius,Jacq.,NA,"Kuhlmann, M; Gehrt, A",s.n.,"1939","11","23",Brasil,São Paulo,Lorena,NA,-45.1199989318848,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27246",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
