X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,verbatimLongitude,verbatimLatitude,yearIdentified,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,class,monthIdentified,relatedCatalogItem,dayIdentified,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.310833,-23.779278,"16",2014-04-04 18:27:44-03,PNFM,IRAI,"7119",S,Plantae,Magnoliophyta,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,A.Juss.,"Villagra, B.L.P.","Villagra, B.L.P.","336","2010","04","20",NA,Brasil,São Paulo,Reserva Biológica do Alto da Serra de Paranapiacaba,"835","835",NA,"Trepadeira lenhosa volúvel, botões e flores amarelas",IRAI00007119,NA,Santo André,"-46.310833","-23.779278","2010",-46.310833,-23.779278,NA,NA,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"17",2020-07-23 12:11:34-03,CEPLAC,CEPEC,"98209",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,NA,A. M. Amorim,J. V. Godoi,"450","1994","07","25",NA,Brasil,São Paulo,"Parque Caminhos do Mar, entrada velha de Santos.",NA,NA,NA,NA,NA,NA,são bernardo do campo,NA,NA,NA,-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,30/12/2004,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2020-07-23 12:11:34-03,CEPLAC,CEPEC,"109404",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,NA,A. M. Amorim,A. M. Amorim,"3362","2000","03","17",NA,Brasil,São Paulo,Parque Estadual da Serra do Mar. Núcleo Curucutu. Trilha para O Rio Embu-Guaçu.,NA,NA,NA,NA,NA,NA,SÃO PAULO,NA,NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,30/12/2003,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"19",2020-07-23 12:11:34-03,CEPLAC,CEPEC,"98212",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,NA,A. M. Amorim,T. P. Guerra,"166","1994","06","14",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Km 37,5 da Via Ancheita.",NA,NA,NA,NA,NA,NA,são bernardo do campo,NA,NA,NA,-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,30/12/2003,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2020-07-23 12:11:34-03,CEPLAC,CEPEC,"98210",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,NA,A. M. Amorim,L. C. Q. M. P. Sampaio,"26","1998","04","16",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Cururcutu, trilha do campo.",NA,NA,NA,NA,NA,NA,SÃO PAULO,NA,NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,30/12/2003,NA,NA,"35",São Paulo,SP,Sudeste
-46.775278,-23.989167,"25",2021-03-04 15:44:44-03,IF,SPSF,"29729",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,((Griseb.) A.Juss.),A.A.Silva,F.M.Souza,"113","2001","04","13",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú","750","750",NA,"COLETA: XLS: SPSFAntigo&nf;Epífita, botões amarelos com elaióforos verdes.; GEOGRAFIA: Floresta ribeirinha ao longo do Rio Mambu.;",NA,NA,São Paulo,NA,NA,"2016",-46.775278,-23.989167,NA,NA,Magnoliopsida,"08",NA,"15",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"26",2021-03-04 15:44:44-03,IF,SPSF,"27944",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,J.A.Pastore,J.B.Baitello,"979","2001","04","06",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Mata baixa de altitude.&nf;Área com bromélias, mirtáceas e Ocotea curucutuensis;",NA,NA,São Paulo,NA,NA,"2009",-46.6300010681152,-23.5400009155273,"53584",auto,Magnoliopsida,"06",NA,"02",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"27",2021-03-04 15:44:44-03,IF,SPSF,"33184",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,NA,NA,A.M.Amorim,"3362","2000","03","17",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa montana&nf;;",NA,NA,São Paulo,NA,NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"29",2019-11-21 10:08:57-03,IBt,SP,"328586",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Custodio Filho, A","2433","1984","05","11",NA,Brasil,São Paulo,Estação Biológica de Boracéia,"890","950",NA,NA,SP019112,SP019112,Biritiba-Mirim,"-45.866667","-23.633333","2003",-45.866667,-23.633333,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"30",2019-11-21 10:08:57-03,IBt,SP,"328567",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Custodio Filho, A","2417","1984","05","11",NA,Brasil,São Paulo,Estação Biológica de Boracéia,"890","950",NA,NA,SP019113,NA,Biritiba-Mirim,"-45.866667","-23.633333","2003",-45.866667,-23.633333,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"31",2019-11-21 10:08:57-03,IBt,SP,"197338",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Sugiyama, M; Kirizawa, M","470","1984","03","28",NA,Brasil,São Paulo,"Estação Biológica, Paranapiacaba. Picada 1","750","900",NA,NA,SP019104,NA,Santo André,"-46.316667","-23.783333","2003",-46.316667,-23.783333,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"32",2019-11-21 10:08:57-03,IBt,SP,"328578",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Custodio Filho, A","2519","1984","08","10",NA,Brasil,São Paulo,"Estação Biológica de Boracéia, Região do Guaratuba","890","950",NA,NA,SP019111,SP019111,Biritiba-Mirim,"-45.866667","-23.633333","2003",-45.866667,-23.633333,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"33",2019-11-21 10:08:57-03,IBt,SP,"396948",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Romaniuc Neto, S; Custodio Filho, A","223","1984","09","13",NA,Brasil,São Paulo,"Estação Biológica de Boracéia, Guaratuba","890","950",NA,NA,SP019115,NA,Biritiba-Mirim,"-45.866667","-23.633333","2003",-45.866667,-23.633333,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2039,-23.466,"34",2019-11-21 10:08:57-03,IBt,SP,"442441",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Villagra, BLP","Villagra, BLP","305","2010","04",NA,NA,Brasil,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande. Parcela 2.",NA,NA,NA,NA,SP008319,NA,Santo André,"-46.2039","-23.466","2010",-46.2039,-23.466,NA,NA,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2039,-23.466,"35",2019-11-21 10:08:57-03,IBt,SP,442441a,Xilot,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Villagra, BLP","Villagra, BLP","305","2010","04",NA,NA,Brasil,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande. Parcela 2.",NA,NA,NA,NA,NA,NA,Santo André,"-46.2039","-23.466","2010",-46.2039,-23.466,NA,NA,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.0299987792969,-23.5699996948242,"36",2019-11-21 10:08:57-03,IBt,SP,"196963",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Kirizawa, M; Sousa, AVG","1206","1984","05","01",NA,Brasil,São Paulo,Estrada Mogi - Bertioga,NA,NA,NA,NA,SP019103,NA,Biritiba-Mirim,NA,NA,"2003",-46.0299987792969,-23.5699996948242,"19656",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"37",2019-11-21 10:08:57-03,IBt,SP,"69876",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Kuhlmann, M","4384","1958","04","17",NA,Brasil,São Paulo,Serra do Mar,NA,NA,NA,NA,SP019101,NA,Cubatão,NA,NA,"2003",-46.4199981689453,-23.8899993896484,"15123",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"38",2019-11-21 10:08:57-03,IBt,SP,"8118",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Gehrt, A",s.n.,"1922","05","16",NA,Brasil,São Paulo,Alto da Serra,NA,NA,NA,"Planta escandente, flor amarela",SP000244,SP000244,Santo André,NA,NA,"2003",-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,NA,NA,Lectotype,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"39",2021-02-18 08:31:01-03,IBt,SP,"111142",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Mattos, J","15432","1969","05","29",NA,Brasil,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo - Santos",NA,NA,NA,NA,SP019102,NA,Santo André,NA,NA,"2003",-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"40",2019-11-21 10:08:57-03,IBt,SP,"35284",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Gehrt, A",s.n.,"1936","04","26",NA,Brasil,São Paulo,Morro de São Pedro,NA,NA,NA,NA,SP019114,SP019114,Santos,NA,NA,"2003",-46.3300018310547,-23.9599990844727,"26836",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"41",2019-11-21 10:08:57-03,IBt,SP,299789A,S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Mamede, MCH","Moreira, BA","51","1996","06",NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,São Bernardo do Campo,NA,NA,NA,-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"42",2019-11-21 10:08:57-03,IBt,SP,"270385",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Ferreira, S",s.n.,"1990","06","06",NA,Brasil,São Paulo,Parque Caminhos do Mar,NA,NA,NA,NA,SP019106,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"43",2019-11-21 10:08:57-03,IBt,SP,"270386",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Ferreira, S",s.n.,"1990","05","24",NA,Brasil,São Paulo,Parque Caminhos do Mar,NA,NA,NA,NA,SP019108,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"44",2019-11-21 10:08:57-03,IBt,SP,"367639",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Moreira, BA; et al.","208","1997","03","18",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Calçada do Lorena, Setor A",NA,NA,NA,NA,SP019098,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"45",2019-11-21 10:08:57-03,IBt,SP,"269713",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Godoi, JV; et al.","450","1994","07","25",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Estrada Velha de Santos",NA,NA,NA,NA,SP019097,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"46",2019-11-21 10:08:57-03,IBt,SP,"269715",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Guerra, TP; Chiea, SAC; Godoi, JV; Rocha, E; Machado, S","166","1994","06","14",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Km 37,5 da Via Anchieta",NA,NA,NA,NA,SP019099,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"47",2019-11-21 10:08:57-03,IBt,SP,"270867",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Guerra, TP; Godoi, JV; Machado, S","198","1994","07","26",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Portão 40",NA,NA,NA,NA,SP019107,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"48",2019-11-21 10:08:57-03,IBt,SP,"269712",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Godoi, JV; Guerra, TP; Machado, S","492","1994","07","26",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Portão 40",NA,NA,NA,NA,SP019109,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"49",2019-11-21 10:08:57-03,IBt,SP,"271696",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Marzola, ELC; Godoi, JV","678","1994","11","08",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Rodovia Anchieta, Km 37,5, trilha em direção aos campos de altitude",NA,NA,NA,NA,SP019110,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"50",2019-11-21 10:08:57-03,IBt,SP,"299720",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Silva, EL; Moreira, BA","249","1996","07","17",NA,Brasil,São Paulo,"Parque Caminhos do Mar, Trilha da Cachoeira",NA,NA,NA,NA,SP019105,NA,São Bernardo do Campo,NA,NA,"2003",-46.560001373291,-23.6900005340576,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"51",2019-11-21 10:08:57-03,IBt,SP,299789B,S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Sampaio, LCQMP; Garcia, RJF; Vedovello, D","28","1998","04","16",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do campo",NA,NA,NA,NA,SP019100,NA,São Paulo,NA,NA,"2003",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"52",2019-11-21 10:08:57-03,IBt,SP,"367620",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Amorim, AM; Garcia, RJF; Sampaio, LCM; Mayworm, MA","3085","1999","07","01",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu, Trilha do Marco",NA,NA,NA,NA,SP019096,NA,São Paulo,NA,NA,"2003",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"53",2019-11-21 10:08:57-03,IBt,SP,"367603",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,thyrsoidea,Heteropterys thyrsoidea,(Griseb.) A.Juss.,"Amorim, AM","Amorim, AM; Alves, MV; Garcia, RJF; Fiaschi, P; Costa, A; Vieira, S; Costa, CB","3362","2000","03","17",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu, Trilha para o rio Embu-Guaçu","900","900",NA,NA,SP019095,SP019095,São Paulo,NA,NA,"2003",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
