X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.13,-23.3,"3",2016-11-07 11:56:00-02,NY,NYBG,"1188086",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,F. C. Hoehne,s.n.,"1933","10","04",South America,Brazil,São Paulo,NA,-47.13,-23.3,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396803' target='other'> <mi>dwc_moreinfo</mi></a>,NY01188086,NY01188086_01,Cabreúva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"5",2016-11-07 11:59:00-02,NY,NYBG,"1279903",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,M. Kuhlmann,"3238","1946","10","17",South America,Brazil,São Paulo,Nativa no Jardim Botanico,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514519' target='other'> <mi>dwc_moreinfo</mi></a>,NY01279903,NY01279903_01,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.13,-23.3,"8",2016-11-07 11:56:00-02,NY,NYBG,"1188085",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,F. C. Hoehne,s.n.,"1933","10","04",South America,Brazil,São Paulo,NA,-47.13,-23.3,sheet,Ex. 1ª Seção Bot. e Agronomia do Inst. Biologico. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396799' target='other'> <mi>dwc_moreinfo</mi></a>,NY01188085,NY01188085_01,Cabreúva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"11",2016-11-07 11:59:00-02,NY,NYBG,"1279902",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,F. C. Hoehne,s.n.,"1931","10","15",South America,Brazil,São Paulo,Nativa no Parque do Estado e Jardim Botânico,-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514515' target='other'> <mi>dwc_moreinfo</mi></a>,NY01279902,NY01279902_01,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"15",2016-11-07 11:59:00-02,NY,NYBG,"1279901",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,J. de S. Silva,"389","1975","10","09",South America,Brazil,São Paulo,Parque Estadual das Fontes do Ipiranga.,-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514507' target='other'> <mi>dwc_moreinfo</mi></a>,NY01279901,NY01279901_01,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"16",2016-11-07 11:56:00-02,NY,NYBG,"1188214",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,H. H. van der Werff,F. C. Hoehne,"20917","1931","10","14",South America,Brazil,São Paulo,Jardim Botanico,-46.618358,-23.646109,sheet,"Planta viva, no. 119. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397593' target='other'> <mi>dwc_moreinfo</mi></a>",NY01188214,NY01188214_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"30",2020-11-04 11:10:20-03,ESALQ,ESA,"6671",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Sclerolobium,denudatum,Sclerolobium denudatum,Vogel,"Tamashiro, J.Y.","Moraes, P.L.R.","428.0","1990","01","05",NA,Brasil,São Paulo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA006671,NA,São Miguel Arcanjo,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"31",2020-11-04 11:10:20-03,ESALQ,ESA,"6670",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Sclerolobium,denudatum,Sclerolobium denudatum,Vogel,"Tamashiro, J.Y.","Moraes, P.L.R.","399.0","1991","01","13",NA,Brasil,São Paulo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA006670,NA,São Miguel Arcanjo,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"32",2020-11-04 11:10:59-03,ESALQ,ESA,"19194",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Tachigali,denudata,Tachigali denudata,(Vogel) Oliveira Filho,"Souza, V.C.","Rossi, L. et al.","1665.0","1994","09","06",NA,Brasil,São Paulo,NA,-45.8400001525879,-23.5300006866455,NA,NA,ESA019194,ESA019194,Salesópolis,NA,NA,"2012","03","20",NA,NA,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"33",2020-11-04 11:10:59-03,ESALQ,ESA,"128758",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Tachigali,denudata,Tachigali denudata,NA,"Souza, V.C.","Kuntz, J.","1068.0","1905","07","05",NA,Brasil,São Paulo,NA,-47.5,-23.9599990844727,NA,NA,ESA128758,NA,Tapiraí,NA,NA,"2013","04","23",NA,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
