X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,recordNumber,monthIdentified,dayIdentified,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"22",2016-11-01 11:47:00-02,NY,NYBG,"604767",PreservedSpecimen,Plantae,Poaceae,Agenium,villosum,Agenium villosum,NA,G. Guala,A. Usteri,"1908","01","19",Brazil,São Paulo,Sao Paulo,Ipiranga,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568444' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604767,NY00604767_01,NA,"9608",NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.37,-24.1,"29",2016-11-01 11:47:00-02,NY,NYBG,"604764",PreservedSpecimen,Plantae,Poaceae,Agenium,villosum,Agenium villosum,NA,G. Guala,L. B. Smith,"1965","01","17",Brazil,Paraná,Arapoti,By school on road to Jaguariaiva,-49.37,-24.1,NA,NA,"950","950",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568448' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604764,NY00604764_01,NA,"14713",NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.57,-22.28,"77",2021-03-15 16:37:00-03,NY,NYBG,"782055",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,NA,W. D. Clayton,"1965","02","07",Brazil,São Paulo,Paraguaçú Paulista,Estaçao Florestal de Paraguaçu Paulista (6 km N of city on road to Bora),-50.57,-22.28,NA,NA,"500","500",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278143' target='other'> <mi>dwc_moreinfo</mi></a>,NY00782055,NY00782055_01,NA,"4567",NA,NA,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.681969,-23.349081,"100",2019-12-12 15:31:49-03,UFABC,HUFABC,"002005",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,NA,Keller V.C.,"2017","08","22",Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Setor A",-46.681969,-23.349081,"-46.681969","-23.349081",NA,NA,Erva,HUFABC002005,NA,NA,"73",NA,NA,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"183",2020-11-04 12:18:29-03,ESALQ,ESA,"26477",PreservedSpecimen,Plantae,Poaceae,Agenium,villosum,Agenium villosum,(Nees) Pilg.,"Valls, J.F.M.","Souza, V.C. et al.","1993","05","22",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA026477,ESA026477,NA,"3883.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"184",2020-11-04 12:18:52-03,ESALQ,ESA,"9093",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Valls, J.F.M.","Scaramuzza, C.A.M. ; Godon, M.",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009093,ESA009093,NA,"411.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"189",2020-11-04 12:18:52-03,ESALQ,ESA,"9091",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Valls, J.F.M.","Scaramuzza, C.A.M. ; Godon, M.",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009091,ESA009091,NA,"410.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"190",2020-11-04 12:18:52-03,ESALQ,ESA,"94894",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. et al.",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA094894,ESA094894,NA,"705.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"192",2020-11-04 12:18:52-03,ESALQ,ESA,"9651",PreservedSpecimen,Plantae,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum,Nees,"Scaramuzza, C.A.M.","Souza, V.C. et al.","1993","02","20",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009651,NA,NA,"2477.0",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"207",2019-02-15 11:47:52-02,IPA,IPA,"8931",S,Plantae,Poaceae,Heteropogon,villosus,Heteropogon villosus,Nees.,Chase,"Pickel, B.","1941","03","30",Brasil,São Paulo,São Paulo,"Alto do Ipiranga, Em campo alto e seco. Touceira deitada.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,IPA0008931,NA,NA,"5309",NA,NA,Southern America,NA,NA,Plantae,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
