X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,typeStatus,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.2631,-24.2617,"2",2021-03-15 16:37:00-03,NY,NYBG,"569127",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,V. C. Souza,"4709","1993","11","27",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132586' target='other'> <mi>dwc_moreinfo</mi></a>,NY00569127,Magnoliophyta,Poales,(Boeckeler) T.Koyama,W. W. Thomas,São Paulo,Itararé,Fazenda Espinho.,-49.2631,-24.2617,NY00569127_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.455385,-22.725628,"5",2021-03-15 16:37:00-03,NY,NYBG,"622957",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,J. R. Pirani,"1382","1985","11","20",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132589' target='other'> <mi>dwc_moreinfo</mi></a>,NY00622957,Magnoliophyta,Poales,(Boeckeler) T.Koyama,M. T. Strong,São Paulo,Campos do Jordao,"Parque Estadual, camino para Sao José dos Alpes.",-45.455385,-22.725628,NY00622957_01,"2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"15",2020-11-04 11:05:56-03,ESALQ,ESA,"12445",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"Souza, V.C. et al.","4709.0","1993","11","27",NA,Brasil,NA,NA,NA,ESA012445,Magnoliophyta,NA,(Boeckel.) Koyama,"Thomas, W.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA012445,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.154444,-22.623889,"21",2019-11-21 14:33:56-03,UFJF,CESJ,"70224",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"L.V.V. Cruz; S.G. Furtado; A. Magro; L. Menini Neto","192","2017","10","20",América do Sul,Brasil,NA,NA,"Touceira ca. 1,5 m, flores marrons, frequentes em charco que liga o circuito 5 lagos",CESJ070224,Angiosperma,NA,(Boeckeler) T.Koyama,L.V.V. Cruz,Minas Gerais,Itamonte,"Parque Nacional do Itatiaia, Circuito 5 Lagos",-45.154444,-22.623889,NA,"2453","2453",NA,NA,"-45.154444","-22.623889",NA,NA,"2017",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"25",2019-08-20 09:59:59-03,UNICAMP,UEC,"128634",S,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"Souza, VC; Dutilh, JHA; Yamamoto, K; Stehmann, JR","4709","1993","11","27",NA,Brazil,NA,NA,"flor, Erva, cerca de 1,0 m de altura; brácteas castanho escuras. Campo natural atingido por fogo há 4 meses.",UEC008989,Liliopsida,NA,(Boeck.) T.Koyama,"Tamashiro, JY",São Paulo,Itararé,Fazenda Espinho,-49.3400001525879,-24.1100006103516,UEC008989,NA,NA,"27729",auto,NA,NA,NA,NA,"2011","10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"29",2020-12-21 16:22:22-03,MBM,MBM,"269175",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"Souza, V.C.; et al.; et al.","4709","1993","11","27",Southern America,Brazil,NA,NA,NA,MBM269175,NA,NA,T. Koyama,"Thomas, W.W.",São Paulo,Itararé,Fazenda Espinho,-49.3400001525879,-24.1100006103516,MBM269175,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"34",2019-11-01 15:28:09-03,PUC-RIO,FCAB,"1144",PreservedSpecimen,Plantae,Cyperaceae,Cladium,ensifolium,Cladium ensifolium,P. Capell S.J.,s.n.,"1951","12","18",NA,Brasil,NA,NA,Sinônimo relevante: Machaerina ensifolia (Boeckeler) T.Koyama,"001144",NA,Angiospermae,(Boeckeler) Benth.,NA,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"70",2019-11-13 11:18:42-03,USP,SPF,"40514",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"Pirani, JR","1382","1985","11","20",NA,Brasil,NA,NA,NA,SPF00040514,NA,NA,(Boeckeler) T.Koyama,"Strong, MT",São Paulo,Campos do Jordão,Parque Estadual,-45.5900001525879,-22.7299995422363,NA,"2000","2000","21048",auto,NA,NA,NA,NA,"1996","06",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"71",2019-11-13 11:18:42-03,USP,SPF,"151582",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,"Souza, VC","4709","1993","11","27",NA,Brasil,NA,NA,NA,SPF00151582,NA,NA,(Boeckeler) T.Koyama,"Thomas, WW",São Paulo,Itararé,Fazenda Espinho.,-49.3400001525879,-24.1100006103516,NA,NA,NA,"27729",auto,NA,NA,NA,NA,"2001",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"79",2021-03-04 15:42:08-03,IF,SPSF,"09781",PreservedSpecimen,Plantae,Cyperaceae,Machaerina,ensifolia,Machaerina ensifolia,J.R.Pirani & W.Thomas & M.J.Robim & R.Mello Silva & T.B.Cavalcanti,"1382","1985","11","20",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Caminho para São José dos Alpes;",NA,Magnoliophyta,Poales,(Boeck.) T.Koyama,M.Alves,SP,Campos do Jordão,P.E. de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,"2000","2000","21048",auto,NA,NA,Liliopsida,NA,"2006","08","21",NA,NA,"35",São Paulo,SP,Sudeste
