"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1187782","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","H. S. Irwin","1971","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393125' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187782","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","I. Huamantupa Chuquimaco","31036","Bahia","Serra da Agua de Rega. Rio Riachao, ca. 27 km S of Seabra, road to Agua de Rega","-41.7703","-12.4186","1000","1000","NY01187782_01","Seabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1188059","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","A. P. Duarte","1961","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188059","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","H. H. van der Werff","s.n.","Minas Gerais","Serra do Cipó, a margem do Rio Palacinho.",NA,NA,NA,NA,"NY01188059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1188222","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","L. Riedel","1934","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188222","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly",NA,"2919",NA,"In sylvis montosis St. Luzia et Auro-preto.",NA,NA,NA,NA,"NY01188222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1188038","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188038","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","H. H. van der Werff","16707",NA,NA,NA,NA,NA,NA,"NY01188038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1187802","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","J. E. B. Warming","1865","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187802","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","H. H. van der Werff","391/1","Minas Gerais",NA,"-43.8894","-19.6272",NA,NA,"NY01187802_01","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1188006","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa",NA,NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396410' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188006","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","H. H. van der Werff","s.n.",NA,NA,NA,NA,NA,NA,"NY01188006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1075361","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","C. A. Cid Ferreira","1991","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250662' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075361","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","Determiner unspecified","10140A","Acre","Reserva Extrativista Chico Mendes, Seringal Porongaba, estrada para a colocaçao Urubu, aproximadamente a 33 Km de brasiléia 10°4'S; 68°45'W.","-68.75","-10.07",NA,NA,NA,"Brasiléia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1188079","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","C. Farney","1986","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188079","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly",NA,"1095","Minas Gerais","Km 24 da estrada São Thomé/Cruzília.","-44.9853","-21.7222",NA,NA,"NY01188079_01","São Thomé das Letras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 11:59:00-03","NY","NYBG","1844371","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","M. P. M. de Lima","1997","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2141843' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844371","Magnoliophyta","Fabales",NA,NA,"407","Rio de Janeiro","Parque Nacional do Itatiaia. Estrada para o abrigo Macieira.","-44.65833","-22.35833","1450",NA,"NY01844371_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1187781","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","H. S. Irwin","1971","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393121' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187781","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","I. Huamantupa Chuquimaco","31036","Bahia","Serra da Agua de Rega. Rio Riachao, ca. 27 km S of Seabra, road to Agua de Rega","-41.7703","-12.4186","1000","1000","NY01187781_01","Seabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1187827","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","H. C. de Lima","1989","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187827","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly",NA,"3558","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.","-42.05","-22","1100","1100","NY01187827_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1188112","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396950' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188112","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly",NA,"11910","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01188112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 09:21:00-03","NY","NYBG","1747221","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","L. Riedel","1834","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747221","Magnoliophyta","Fabales",NA,"G. A. Romero","2919","Minas Gerais","Santa Luzia, Ouro Preto",NA,NA,NA,NA,"NY01747221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1187944","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","A. F. M. Glaziou","1880",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187944","Magnoliophyta","Fabales","(Mart. ex Benth.) Zarucchi & Pipoly","H. H. van der Werff","11911","Rio de Janeiro","Villa Nova","-42.873699","-22.786391",NA,NA,"NY01187944_01","Itaboraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:30:39-03","UFRJ","RFA","5110","PreservedSpecimen","Plantae","Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","M. Magalhães","1957","02","26",NA,"Brasil",NA,NA,"Árvore 15-20m; frutos em VIII; isoladas entre si Habito: árvore","RFA25495",NA,NA,"Mart. ex Benth.",NA,"9998","Minas Gerais","Mata do J.A.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:30:39-03","UFRJ","RFA","28029","PreservedSpecimen","Plantae","Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","T.S. Filgueiras","1988","05","06",NA,"Brasil",NA,NA,"Árvore ca. de 8m de altura; folhas corrugadas; mata","RFA19868",NA,NA,"Mart. ex Benth.","B.F.S.Dias","1321","Minas Gerais",NA,"-47.2002983093262","-18.4733009338379",NA,NA,NA,"Coromandel","60859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:19:54-03","UFRJ","RFA","25947","PreservedSpecimen","Plantae","Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","A. Quinet","2000","12","11",NA,"Brasil",NA,NA,"Árvore, 18m de altura, 25cm de DAP, folha verde discolor, abundante no local.","RFA39325",NA,NA,"Mart. ex Benth.","H. C. de Lima & L. F. G. da Silva","57/56","Minas Gerais","Localidade S. Pedro dos Ferros.","-42.5238990783691","-20.1702995300293",NA,NA,NA,"São Pedro dos Ferros","31662","auto","2001","08","10",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:19:54-03","UFRJ","RFA","25133","PreservedSpecimen","Plantae","Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","F. M. de B. Pereira","2000","07","11",NA,"Brasil",NA,NA,"Árvore, 6m de altura, 22cm de DAP, folha e fruto verdes, flor marrom, rara no local.","RFA39321",NA,NA,"Mart. ex Benth.","H. C. de Lima & L. F. G. da Silva","27/021","Rio de Janeiro","Município do São José do Vale do Rio Preto, 1° Distrito, Fazenda do Capim.","-42.9244003295898","-22.1513996124268",NA,NA,NA,"São José do Vale do Rio Preto","17642","auto","2002","02","20",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:44-03","UTFPR","DVPR","3838","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Siqueira, EL; et al.","2013","10","19",NA,"Brasil",NA,NA,"árvore ca. 8 m, heliófita. Flores amarelas.; Relevo: suave-ondulado.","DVPR003838","Magnoliophyta",NA,"(Mart. ex Benth.) Zarucchi & Pipoly","Cordeiro, J","916","Minas Gerais","Sitío do Seu Tozinho/Adelson.","-40.59077","-15.4339","881","881",NA,"Divisópolis",NA,NA,"2015",NA,NA,"-40.59077","-15.4339",NA,NA,NA,NA,NA,NA
"30","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3484","PreservedSpecimen","Plantae","Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","Sandra Matoso",NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003484",NA,NA,NA,NA,NA,"MG","Viçosa-Dendrologia UFV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-19 15:43:42-03","UNEB","HUNEB","232","PreservedSpecimen","Plantae","Caesalpiniaceae","Sclerolobium","rugosum","Sclerolobium rugosum","Jesus, N.G.","1997","09","20",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000232","Angiospermae","Florideophycidae","Mart. ex Benth.","L.P.de Queiroz","129","Bahia","RPPN Fazenda Lontra/Saudade.","-40.215556","-12.915278","120","150",NA,"Entre Rios",NA,NA,"2001","11",NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA
"32","2019-11-19 15:43:42-03","UNEB","HUNEB","3419","PreservedSpecimen","Plantae","Caesalpiniaceae","Sclerolobium","rugosum","Sclerolobium rugosum","Passos, L.A.","1999",NA,NA,NA,"Brasil",NA,NA,NA,"HUNEB0003419","Angiospermae","Florideophycidae","Mart. ex Benth.",NA,NA,"Bahia","Chapada Diamantina, Faz. Ribeirão da Serra, margem do Rio Sincorá, ca. 2 km a Nordeste da sede.","-41.283333","-13.4","900","900",NA,"Ibicoara",NA,NA,NA,NA,NA,"41W17'","13S24'","Dicotyledoneae",NA,NA,NA,NA,NA
"33","2019-11-19 15:43:42-03","UNEB","HUNEB","125","PreservedSpecimen","Plantae","Caesalpiniaceae","Sclerolobium","rugosum","Sclerolobium rugosum","Jesus, N.G.","1996","12","07",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000125","Angiospermae","Florideophycidae","Mart. ex Benth.","L.P.de Queiroz","22","Bahia","RPPN Fazenda Lontra/Saudade.","-40.215556","-12.915278","120","150",NA,"Entre Rios",NA,NA,"2001","11",NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA
"34","2021-04-08 17:40:20-03","EAO","IAN","138421","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Sclerolobium","rugosum","Sclerolobium rugosum","sc",NA,NA,NA,NA,NA,NA,NA,NA,"IAN138421","Dicotiledônea",NA,"Mart.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:40:20-03","EAO","IAN","161044","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Sclerolobium","rugosum","Sclerolobium rugosum","Silva, NT da","1983","07","06","Southern America","Brasil",NA,NA,"Árvore de 25mx70cm de diâm., fruto imaturo verde.","IAN161044","Dicotiledônea",NA,"Mart.",NA,"6550","Rondônia","RO-429, km 105. Mata de terra firme. Solo areno-argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:40:20-03","EAO","IAN","14891","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Sclerolobium","rugosum","Sclerolobium rugosum","Oliveira, E","1941","08","01","Southern America","Brasil",NA,NA,"Árvore de 12m de altura.","IAN014891","Dicotiledônea",NA,"Mart.","Barreto, M","s.n.","Minas Gerais","Capoeira, Estação Experimental,muito frequente.","-43.937801361084","-19.9207992553711",NA,NA,"IAN014891 IAN014891_e","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:40:20-03","EAO","IAN","14890","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Sclerolobium","rugosum","Sclerolobium rugosum","Oliveira, E","1941","08","01","Southern America","Brasil",NA,NA,"Árvore de 12m de altura.","IAN014890","Dicotiledônea",NA,"Mart.","Barreto, M","s.n.","Minas Gerais","Capoeira, Estação Experimental,muito frequente.","-43.937801361084","-19.9207992553711",NA,NA,"IAN014890 IAN014890_e IAN014890_e1","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:17:23-03","UFBA","ALCB","75351","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","2006","10","13","Southern America","Brasil",NA,NA,"de ca 7m. Folíolos coriáceos discolores. Inflorescência com flores cremes. Frutos imaturos verdes. Ocasional.","ALCB028527","Dicotyledon",NA,"Mart. ex Benth.","Guedes, ML","12841","Bahia","Chapada Diamantina, Fazenda Beija Flor","-41.6","-13.15",NA,NA,"ALCB028527","Piatã",NA,NA,"2007","01",NA,"-41.6","-13.15",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:17:23-03","UFBA","ALCB","73866","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Guedes, ML; Valadão, RM; Santos, JS","2006","09","24","Southern America","Brasil",NA,NA,"de ca. 25m. Folhas com folíolos coriáceos, discolores, com a face abaxial amareladas. Inflorescência terminal, botões esverdeados. Frutos passados.; Arbórea","ALCB028528","Dicotyledon",NA,"Mart. ex Benth.","Guedes, ML","12083","Bahia","Litoral Sul, Vila 5","-39.133333","-13.716667",NA,NA,"ALCB028528","Ituberá/Grapiúna",NA,NA,"2006","10",NA,"-39.133333","-13.716667",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:17:23-03","UFBA","ALCB","043987","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Passos Júnior, LA; Guedes, ML; et al.","1999","08","08","Southern America","Brasil",NA,NA,"18,0 m x DAP de 50 cm. Folhas coriáceas, discolores. Frutos imaturos planos verdes. Frequente. Indiv¡duos nos.: 136, 137, 138, 139, 168, 182, 184, 207, 210, 216, 228.; com porte arbustivo-arbóreo médio de 7,50 m. Solo areno-argiloso.","ALCB028526","Dicotyledon",NA,"Mart. ex Benth.","Santana, JCO","323","Bahia","Chapada Diamantina, Fazenda Ribeirão da Serra, margem do Rio Sincorá, ca. de 2 Km a Nordeste da sede","-41.283333","-13.4","900","900","ALCB028526","Ibicoara",NA,NA,"2014","10",NA,"-41.283333","-13.4",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:17:23-03","UFBA","ALCB","126935","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Lima, HC; Cardoso, D; Lima, AGM; Ibri, G","2016","05","24","Southern America","Brasil",NA,NA,"Com 7 m alt. Tronco com casca lisa e acinzentada, DAP ca. 18 cm. Estéril. Muito frequente. Material banco DNA. Fotos HCL.","ALCB041048","Dicotyledon",NA,"Mart. ex Benth.","Lima, HC","8233","Minas Gerais","RPPN Santuário do Caraça. Santuário do Caraça, Km 16-18 após o portão de entrada para o mosteiro.","-43.51","-20.076111","1187","1187","ALCB041048","Catas Altas",NA,NA,"2016","08",NA,"-43.51","-20.076111",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:17:23-03","UFBA","ALCB","126937","PreservedSpecimen","Plantae","Fabaceae","Tachigali","rugosa","Tachigali rugosa","Lima, HC; Cardoso, D; Lima, AGM; Ibri, G","2016","05","24","Southern America","Brasil",NA,NA,"Indivíduo jovem, 1,5 m alt. Estéril. Frequente. Material banco DNA. Fotos DC.; Mata baixa de encosta.","ALCB041050","Dicotyledon",NA,"Mart. ex Benth.","Lima, HC","8240","Minas Gerais","RPPN Santuário do Caraça. Santuário do Caraça, trilha para a Cascatinha, ca. 600 metros da Cascatinha.","-43.475278","-20.106111","1260","1260","ALCB041050","Catas Altas",NA,NA,"2016","08",NA,"-43.475278","-20.106111",NA,NA,NA,NA,NA,NA
