"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"1207","2009-07-09 17:05:00-03","MO","MOBOT","3205352","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L.R. Landrum","Gert G. Hatschbach","1977","9","2","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pirai (mun. Tijucas do Sul).","Hatschbach 40183",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1208","2008-05-27 22:02:00-03","MO","MOBOT","3205452","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L.R. Landrum","Gert G. Hatschbach","1981","6","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guaricana (mun. S. José dos Pinhaes). Mata pluvial baixa.","Hatschbach 43945",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1209","2011-02-28 13:42:00-03","MO","MOBOT","3205615","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L.R. Landrum","Gert G. Hatschbach|Maria M. Hatschbach","1988","3","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Negro, próx. a Bateias de Baixo (mun. Campo Alegre). Mata de galeria.","Hatschbach 51927",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1210","2008-05-27 22:02:00-03","MO","MOBOT","3207476","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L. Landrum","Gert G. Hatschbach","1968",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"Serrinha (Mun. Guaraqueçaba), Mata pluvial, encosta morro.","Hatschbach 19005",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1211","2009-07-09 17:05:00-03","MO","MOBOT","3207765","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L. Landrum","Gert G. Hatschbach","1967",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Campina Grande Sul, Sitio de Belizario.","Hatschbach 16242",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1212","2008-05-27 22:02:00-03","MO","MOBOT","3207944","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L. Landrum","Gert G. Hatschbach","1968","5","20","Brazil","Paraná",NA,NA,NA,NA,NA,"20.00000000","50.00000000",NA,NA,NA,NA,NA,"Rio Tagaçaba (mun. Guaraqueçaba). Mata pluvial encosta de morro.","Hatschbach 19221",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1213","2008-05-27 22:02:00-03","MO","MOBOT","3208200","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides",NA,"L. Landrum","Gert G. Hatschbach","1967","8","9","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serrinha (mun. Guaraqueçaba), Mata pluvial; veroso folhas pelos rufos.","Hatschbach 16896",NA,NA,NA,NA,NA,"myrcioides","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1214","2018-06-22 05:25:00-03","MO","MOBOT","2476553","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand",NA,"Pe. Raulino Reitz|Roberto M. Klein","1961","1","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Reitz 10673",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1215","2008-05-27 22:02:00-03","MO","MOBOT","3205762","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand","G. Hatschbach, 5/","R. Kummrow","1986","1","8","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Col. Floresta (mun. Morretes) Na mata ao longo de rio encachoeirado.","Kummrow 2718",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1216","2008-05-27 22:02:00-03","MO","MOBOT","3205986","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand","M. Sobral","Gert G. Hatschbach","1983","4","6","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Castelhanos (mun. S. José dos Pinhais). Mata pluvial margens rio encachoeirado.","Hatschbach 46262",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1217","2008-05-27 22:02:00-03","MO","MOBOT","3206149","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand",NA,"Gert G. Hatschbach","1966","8","27","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Paranagua: Morro do Tabaquara.","Hatschbach 14546",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1218","2008-05-27 22:02:00-03","MO","MOBOT","3206264","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand",NA,"Gert G. Hatschbach","1966","8","2","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mun. S. Jose dos Pinhaes: Col S. Andrade.","Hatschbach 14602",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1219","2008-05-27 22:02:00-03","MO","MOBOT","3206810","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand","L. Landrum","Gert G. Hatschbach","1966","7","27","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morro do Tabaquara (mun. Paranagua).","Hatschbach 14546",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1220","2008-05-27 22:02:00-03","MO","MOBOT","3207240","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand","L. Landrum","Gert G. Hatschbach","1968",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"Mun. Antonina. Sapitanduva.","Hatschbach 18523",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1221","2008-05-27 22:02:00-03","MO","MOBOT","3208750","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O. Berg) D. Legrand","G. Hatschbach","P.I. Oliveira","1981","2","11","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Est. Marumbi (mun. Morretes). Da mata.","Oliveira 280",NA,NA,NA,NA,NA,"acrophylla","South America",NA,NA,NA,NA,NA,NA,NA,NA
"1222","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","17536","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Bg.) Legr.","G. Hatschbach","E. Barbosa",NA,NA,NA,"Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Rio do Melo",NA,"Arbusto 3 m, flor alva, interior da mata;","22441","auto","Tracheophyta","Myrtales",NA,"América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"1223","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","12434","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Bg.) Legr.","L.R. Landrum","R. Kummrow",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rio capivari",NA,"Arvoreta 4 m, orla mata;","55154","auto","Tracheophyta","Myrtales",NA,"América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"1224","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","12389","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Bg.) Legr.","G. Hatschbach","J.M. Silva",NA,NA,NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,"serra piramirim",NA,"Arbusto 3 m, flor alva, mata pluvial;","12577","auto","Tracheophyta","Myrtales",NA,"América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"1225","2019-06-12 09:07:06-03","UFSM","HDCF","6317","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Figueira, M","Figueira, M; Andriollo, D D; Greff, L T B","2011","02","24","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.386667","-29.423333","-50.386667","-29.423333",NA,NA,NA,NA,"2011","02","24","Floresta Nacional de São Francisco de Paula","48","Arvoreta, ocasional, aprox. 2 m de alt., frutos imaturos verdes; Floresta Ombrófila Mista, relevo suave",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1226","2019-03-29 10:41:33-03","UFSM","HDCF","5652","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Figueira, M.","Longhi, S. J.","2006","08","26","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"2016","04","19","Morro do Elefante",NA,NA,"37819","auto",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1227","2019-03-29 10:41:33-03","UFSM","HDCF","5394","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Longhi, S. J.","Moscorrich, F.; Torrania","1997","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLONA",NA,"Tese Fábio e Torrania","76715","auto",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1228","2019-03-29 10:41:33-03","UFSM","HDCF","4547","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Figueira, M.","Longhi, S. J.","1993","04","29","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"2015","04","15",NA,NA,"Floresta Ombrófila Densa Sub-montana","30514","auto",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1229","2019-03-29 10:41:33-03","UFSM","HDCF","4967","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Sobral, M.","Filho, A. A.","1995","11","07","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLONA",NA,NA,"76715","auto",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1230","2019-03-29 10:41:33-03","UFSM","HDCF","445","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg.","Sobral, M.","Elesbão, L. E. G.; Luiza, M.","1976","02",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"1985","12","28","FLONA",NA,NA,"76715","auto",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1231","2016-09-15 10:17:27-03","UNIOESTE","UNOP","3608","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Sobral, M.","Engels, M.E.; Imig, D.C.; Nunes, M.G.; Imig, D.C.; Nunes, M.G.","2014","05","29","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"Serra do Mar.","2494","Arvoreta, ca. 5m. Caule castanho. Folhas verdes discolores, nervuras da face abaxial levemente discolores. Flores alvas. Floresta Ombrófila Densa, no bosque.","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","2018-09-12 14:48:21-03","UNIOESTE","UNOP","2021","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Brotto, M.L.","Silva, J.M.; Motta, J.T.; Motta, J.T.","2014","06","24","Brasil","Paraná","Piraquara","-48.996944","-25.491944","-48.996944","-25.491944","960","960",NA,NA,"2014","07","28","Mananciais da Serra","8582","Árvore de 4 m; flores alvas. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","2018-09-12 14:48:21-03","UNIOESTE","UNOP","1985","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Engels, M.E.; Barboza, E.","Engels, M.","2013","09","02","Brasil","Paraná","Guaratuba","-48.943056","-25.881944","-48.943056","-25.881944","800","800",NA,NA,"2013","10","02","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","1580","Arbórea. Caule castanho. Folhas verdes. Frutos imaturos verdes. Floresta Ombófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","2020-08-31 09:07:49-03","INPA","INPA","159572","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Landrum, LR","Silva, JM da","1987","06","02","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"INPA0159572","INPA0159572 INPA0159572_e","1988",NA,NA,"Parqui Iguaçu","313",NA,"25180","auto","Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1235","2020-08-31 09:07:49-03","INPA","INPA","171903","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Landrum, LR","Ribas, OS","1989","05","16","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"INPA0171903","INPA0171903 INPA0171903_e","1989",NA,NA,"Recantos das Araucárias","98",NA,"25180","auto","Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1236","2020-08-31 09:07:49-03","INPA","INPA","124637","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) Legrand","Landrum, LR","Hatschbach, GG","1977","12","28","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"INPA0124637","INPA0124637 INPA0124637_e","1982",NA,NA,"Rio Bromado","40649",NA,"30514","auto","Dicotyledon Com-Clade","Myrtales","acrophylla","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1237","2020-08-31 09:07:49-03","INPA","INPA","195527","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, MEG","Hatschbach, GG","1991","04","07","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"1200","1200","INPA0195527","INPA0195527 INPA0195527_e","1992",NA,NA,"Rod. SC-430, descida para Águas Brancas","55323",NA,"30102","auto","Dicotyledon Com-Clade","Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1238","2020-08-31 09:07:49-03","INPA","INPA","109941","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Landrum, LR","Hatschbach, GG","1981","06","17","Brasil","Paraná","San José dos Pinhaes",NA,NA,NA,NA,NA,NA,"INPA0109941","INPA0109941 INPA0109941_e","1982",NA,NA,"Guaricana","43945",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1239","2020-08-31 09:07:49-03","INPA","INPA","171916","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Hatschbach, GG","Silva, JM da","1989","06","30","Brasil","Paraná","San José dos Pinhaes",NA,NA,NA,NA,"850","850","INPA0171916","INPA0171916 INPA0171916_e","1989",NA,NA,"Guaricana","625",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1240","2020-08-31 09:07:49-03","INPA","INPA","156113","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Landrum, LR","Kummrow, R","1986","05","06","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"INPA0156113","INPA0156113 INPA0156113_e","1987",NA,NA,"Rio Capivari","2754",NA,"55154","auto","Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1241","2020-08-31 09:07:49-03","INPA","INPA","200937","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","Landrum, LR","Oliveira, PI","1985","05","30","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"INPA0200937","INPA0200937 INPA0200937_e","1995",NA,NA,"Véu de Noiva","910",NA,"30514","auto","Dicotyledon Com-Clade","Myrtales","myrcioides","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1242","2020-08-31 09:07:49-03","INPA","INPA","124637","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) Legrand","Landrum, LR","Hatschbach, GG","1977","12","28","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"INPA0124637","INPA0124637 INPA0124637_e","1982",NA,NA,"Rio Bromado","40649",NA,"30514","auto","Dicotyledon Com-Clade","Myrtales","acrophylla","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1243","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","10103",NA,"Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M. Sobral/2008","L. Kollmann; E. Bausen & W. Pizziolo","1999","03","09","Brasil","Espírito Santo","Santa Teresa","-40.589167","-19.922222","40W35'21","19S55'20",NA,NA,"MBML010103","MBML010103",NA,NA,NA,"Santo Antônio","2059","Arvore 12m. Dap 23cm. Frutos marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","2021-01-09 21:48:43-03","UNICENTRO","HUCO","2295","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Inoue, M.T.","Bychinski, J.; et al.; et al.","2004","06","07","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"HUCO002295",NA,"2004",NA,NA,NA,"s.n.","7 m, DAP 38 cm; DESC: 7 m, DAP 38 cm","47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","2021-01-09 21:48:43-03","UNICENTRO","HUCO","3691","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Stival-Santos, A.","Stival- Santos, A.; et al.","2007","02","13","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"2007","09","10",NA,"11","FURB 6497; FOD; HABITAT: FOD","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","2021-01-09 21:48:43-03","UNICENTRO","HUCO","3714","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Oliveira, A.A.","Stival-Santos, A.; et al.; et al.","2009","10","07","Brasil","Santa Catarina","Gaspar","-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,"HUCO003714",NA,"2009","10","07",NA,"973","FURB 19394","19036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","2021-01-09 21:48:43-03","UNICENTRO","HUCO","3386","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","Gasper, A.L.","Korte, A.; Kniess, A.; Kniess, A.","2010","02","25","Brasil","Santa Catarina","Rio do Campo","-50.1413993835449","-26.9489002227783",NA,NA,NA,NA,"HUCO003386",NA,"2010","03","23","Tamanduá","2048","Florística IFFSC 682, FURB 21697; Arbustivo, 2,5 metros, flor branca, estádio de sucessão avançado; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arbustivo, 2,5 metros, flor branca, estádio de sucessão avançado","24225","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","2021-03-04 11:05:53-03","UFRB","HURB","5234","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","M. Sobral","Verdi, M.; et al.","2009","08","14","Brasil","Santa Catarina","Anitápolis","-49.044167","-27.867778","49°02'39,00 W","27°52'04,00 S","699","699","HURB000005234",NA,"2010","01","25","Seção Carneiro;","2581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","2021-03-04 11:05:53-03","UFRB","HURB","5247","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","M. Sobral","Verdi, M.; et al.","2009","04","03","Brasil","Santa Catarina","Urubici","-49.412222","-27.992222","49°24'44,00 W","27°59'32,00 S","1482","1482","HURB000005247",NA,"2009","07",NA,"Campo dos Padres; borda da mata","1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","2021-03-04 11:05:53-03","UFRB","HURB","5255","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O. Berg","M. Verdi","Verdi, M.","2010","02","13","Brasil","Santa Catarina","Blumenau","-49.079131","-26.922172","49°04'44,87 W","26°55'19,82 S","87","87","HURB000005255",NA,"2010","02","13","Parque Natural Municipal São Francisco de Assis;","3608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","2017-11-24 14:11:45-02","UFLA","ESAL","23250","S","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Sobral, M","Domingos, DQ; Zagotta-Vital, FA","2014","04","15","Brasil","Minas Gerais","Monte Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camanducaia, Interior de mata, prox. ao platô","607","Árvore, aprox. 4m, cálice esverdeado e fruto imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2021-03-03 13:56:22-03","UFF","NIT","NIT11127","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","T. Fernandes","A. Lobão",NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,NA,NA,NA,NA,"NIT00003975",NA,NA,NA,NA,NA,"2408","Árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2021-03-03 13:56:22-03","UFF","NIT","NIT11126","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","T. Fernandes","A. Lobão",NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,NA,NA,NA,NA,"NIT00003974",NA,NA,NA,NA,NA,"2403","Arvoreta, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","2021-03-03 13:56:22-03","UFF","NIT","NITw1598","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","Haroldo Lima","Gláucia Crispim",NA,NA,NA,"Brasil","Rio de Janeiro","Miguel Pereira","-43.4688987731934","-22.4538993835449",NA,NA,NA,NA,"NITw00003788",NA,NA,NA,NA,"Parcela 5, PPBIO -MA, , nº10.",NA,"rbw 10777","25640","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","2020-11-18 11:49:54-03","UERJ","HRJ","12408","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M.C. Souza","C.Y#?#.G. Manão; C.Y. Manão, S.J. Silva Neto, P Martins, C.L Oliveira, .A. Fontes, K.C Santos","2011","07","20","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"580","580","HRJ00012576",NA,NA,NA,NA,"Ilha Grande.","s.n.",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","2020-11-18 11:41:00-03","UERJ","HRJ","11651","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"?",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"HRJ00011601",NA,NA,NA,NA,"Ilha Grande.","s.n.",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","2020-11-18 11:41:00-03","UERJ","HRJ","11405","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"?",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"HRJ00011405",NA,NA,NA,NA,"Ilha Grande.","s.n.",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
