"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","previousCatalogNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem"
"65","2020-09-12 05:00:02-03","US","US","3439254","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby",NA,"A. Kegler","456","South America","Brazil","RS, Mun. Caxias do Sul, Vila Seca",NA,NA,"US02207304","US02207304_01","1999","12","13","Rio Grande do Sul",NA,NA,NA,NA,"780",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"66","2020-09-02 16:29:20-03","Cenargen","CEN","79179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby",NA,"João Ricardo Vieira Iganci","757",NA,"Brasil","Espinilho, na margem da estrada.","Exsicatas","Planta divaricado-ramosa, com flores de estames cor de rosa, frutos marrom claro, glabros. Doação.","CEN00079179","CEN00079179","2010","12","30","RS","SAO LOURENCO DO SUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-02 16:29:20-03","Cenargen","CEN","5289","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","M. Simon","José Francisco Montenegro Valls","4334",NA,"Brasil","Granja São José. Em campo aliviado.","Exsicatas","Inflorescência rosa-arroxeada. Doação Herbário Depto. Bot. da U.F.R.G.S. - Porto Alegre. I.C.N 43707","CEN00005289","CEN00005289","1978","12","22","RS","SAO GABRIEL","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,"2009","08","56206","auto",NA,NA,NA,NA,NA,"1",NA
"68","2020-09-02 16:29:20-03","Cenargen","CEN","92091","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","M. Simon","José Floriano Barêa Pastore","5053",NA,"Brasil","BR 282, km 351","Exsicatas","Doação do Herbário CTBS","CEN00092091","CEN00092091","2015","01","06","SC","CAMPOS NOVOS","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"2017","01","43319","auto",NA,NA,NA,NA,NA,"1",NA
"69","2020-09-02 16:29:20-03","Cenargen","CEN","54269","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","M. Simon","Miguel Dall#?#agnol","495",NA,"Brasil","Beira da estrada Curitibanos - Lebon Régis.","Unicata","Collaea stenophylla, Desmodium incanum.","CEN00054269","CEN00054269","1986","04","17","SC","CURITIBANOS","-50.584400177002","-27.2828006744385",NA,"910","910",NA,NA,"2009","08","25987","auto",NA,NA,NA,NA,NA,"1",NA
"70","2019-11-13 11:22:51-03","USP","SPF","83079","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Borges, LM","Handro, O","1198",NA,"Brasil",NA,NA,NA,"SPF00083079",NA,"1967","09",NA,"São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,NA,NA,NA,"2010","08","39505","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-25 13:52:17-03","UNIVILLE","JOI","10142","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","O.S. Ribas","R. Wasum","3581",NA,"Brasil","Cachoeirinha.",NA,"F. Grala; HABITO: pequeno arbusto com frutos","JOI010142",NA,"2006","02","23","Rio Grande do Sul","Hulha Negra","-53.8694000244141","-31.4041996002197",NA,"205","205",NA,NA,"2007","12","50649","auto",NA,"21",NA,NA,NA,NA,NA
"72","2021-03-25 13:52:17-03","UNIVILLE","JOI","10143","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","O.S. Ribas","R. Wasum","3580",NA,"Brasil","Cachoeirinha.",NA,"E. Pasini; HABITAT: orla da matinha","JOI010143",NA,"2006","02","25","Rio Grande do Sul","Hulha Negra","-53.8694000244141","-31.4041996002197",NA,"206","206",NA,NA,"2007","12","50649","auto",NA,"21",NA,NA,NA,NA,NA
"73","2020-05-08 11:10:47-03","UEFS","HUEFS","105010","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","J.S.Silva","Machado, M.","684",NA,"Brasil","ca. 15.2 km a leste da entrada de Santana do Livramento na BR-293, topo plano de morro em forma de meseta, com encostas íngremes, rochosas.",NA,NA,"HUEFS0105010",NA,"2005","12","05","Rio Grande do Sul","Santana do Livramento","-55.348889","-30.823889",NA,"302","302","55W20'56''","30S49'26''","2011","03",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"74","2020-05-08 11:10:47-03","UEFS","HUEFS","115153","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","M.F.Simon","Queiroz, L.P.de","12430",NA,"Brasil","ca. 90 km N de Santana da Boa Vista na estrada para Irapuá",NA,"Campos da Serra do Sudeste do Rio Grande do Sul com afloramentos de granito e capões de mata","HUEFS0115153",NA,"2006","11","12","Rio Grande do Sul","Santana da Boa Vista","-52.9275","-30.365278",NA,"93","93","52W55'39''","30S21'55''","2008","05",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"75","2020-05-08 11:10:47-03","UEFS","HUEFS","232312","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","M.Simon","Pastore, J.F.B.","5053",NA,"Brasil","BR-282, Km 351.",NA,"Campo sujo, rupestre.","HUEFS0232312",NA,"2015","01","06","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"2017","01","43319","auto","Rosanae",NA,NA,NA,NA,NA,NA
"76","2018-09-04 12:33:12-03","F","FMNH-SEEDPLANTS","V0164689F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta",NA,NA,"W. G. F. Herter","1856","South America","Uruguay",NA,NA,NA,"V0164689F","V0164689F_01","1933","12","2",NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"77","2019-01-25 15:41:02-02","IAC","IAC","17743","S","Plantae",NA,NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","J.S. Silva (2)","E. Maria (1)","1683",NA,"Brasil","Instituto Agronômico do Sul",NA,"Plantas recebidas do Instituto Geobiologico La Salle de Canoas",NA,NA,"1950","01","24","Rio Grande do Sul","Pelotas","-52.3425","-31.7719",NA,NA,NA,"-52.3425","-31.7719","2011","02",NA,NA,NA,"24",NA,NA,NA,NA,NA
"78","2020-07-23 12:14:37-03","CEPLAC","CEPEC","71958","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta",NA,"R. C. Barneby","O. S. Ribas","1274",NA,"Brasil","Km 254 da BR-470.",NA,NA,NA,NA,"1996","02","11","Santa Catarina","campos novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA,"30/12/1996"
"79","2020-08-20 20:38:52-03","UFSC","FLOR","8068","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Barneby, R.C.","Sobral, M.","2497",NA,"Brasil","Durasnal.",NA,"subarbusto, flor rósea. PARATYPUS de Mimosa cruenta - Mem. N. Y. Bot. Gard. 65:808. FIC, 138:1979","FLOR0008068",NA,"1983","10","01","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016","Paratypus",NA,NA,NA,NA,"1991",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:42:12-03","UFRGS","ICN","178202","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Pasini, E","Pasini, E","968","América do Sul","Brasil","Antiga Fazenda Faxinal",NA,"subarbusto; campo rochoso","ICN00018972","ICN00018972 ICN00018972_1","2013","10","10","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,NA,"2014","05","29956","auto",NA,"27",NA,NA,NA,NA,NA
"81","2021-02-08 12:42:12-03","UFRGS","ICN","061908","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Sobral, M","Matzenbacher, NI","s.n.","América do Sul","Brasil","BR-116, km 307",NA,"Arbusto, ca. 1,9m alt.; em campo","ICN00018405","ICN00018405","1981","12","20","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:42:12-03","UFRGS","ICN","165583","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Morales, M","Barbosa, E; et al.","2481","América do Sul","Brasil","estrada Herval para Pedra Altas",NA,"doação MBM; arbust, 1m, flor rosada; campo limpo arenoso","ICN00018404","ICN00018404 ICN00018404_1","2009","11","09","RS","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,NA,NA,NA,"51680","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:42:12-03","UFRGS","ICN","172345","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Baptista; Iganci, JRV","Iganci, JRV; Heiden, G","757","América do Sul","Brasil","Espinilho. Margem da estrada.",NA,"Pequeno arbusto, ca. 1 m de altura, divaricado-ramosa, com flores de estames cor de rosa, frutos marrom-claro, glabros. Pouco frequente.","ICN00018402","ICN00018402","2010","12","30","RS","São Lourenço do Sul","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:42:12-03","UFRGS","ICN","148324","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Schmidt-Silveira, F","Miotto, STS; Pereira, MS","2282","América do Sul","Brasil","Parque Estadual de Itapuã",NA,NA,"ICN00025181","ICN00025181 ICN00025181_1","2005","12","15","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"2016",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:42:12-03","UFRGS","ICN","146878","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Schmidt-Silveira, F","Lüdtke, R","482","América do Sul","Brasil","Parque Estadual de Itapuã Trilha do Araçá Praia da Pedreira 30°21'41.3S 51°02'39.9W",NA,NA,"ICN00025116","ICN00025116","2005","12","22","RS","Viamão","-51.044167","-30.361389",NA,NA,NA,"-51.044167","-30.361389","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:42:12-03","UFRGS","ICN","146898","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Baptista, LRM","Ceolin, GB; et al.","53","América do Sul","Brasil","Km-353. 27°20'04 0S 51°20'48 0W",NA,"Flores róseas e frutos; Barranco","ICN00018403","ICN00018403 ICN00018403_1","2006","10","10","SC","Campos Novos","-51.346667","-27.334444",NA,NA,NA,"-51.346667","-27.334444","2009","07",NA,NA,NA,"20",NA,NA,NA,NA,NA
"87","2021-02-08 12:42:12-03","UFRGS","ICN","185290","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Silveira, FS","Miotto, STS","2777","América do Sul","Brasil","RS-350",NA,"Em barranco na beira da estrada","ICN00018401","ICN00018401 ICN00018401_1","2016","02","28","RS","Encruzilhada do Sul","-52.476111","-30.562222",NA,NA,NA,"-52.476111","-30.562222","2016","02",NA,NA,NA,"28",NA,NA,NA,NA,NA
"88","2021-02-08 12:42:12-03","UFRGS","ICN","196972","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Heiden, G","Heiden, G; Fischer, S; Neitzke, RS","1238","América do Sul","Brasil","Cerrito Alegre, Colonia Osório, próximo ao sobrado do Coronel PedroOsório",NA,"Duplicata: ETC, RB, SPF, ICN; Subarbusto, ca 0,5 m alt, estames róseos.; Campos de clima temperado (pampas), campos sujos em área de afloramento rochoso graníticos.","ICN00032715",NA,"2010","02","09","RS","Pelotas","-52.317778","-31.531111",NA,NA,NA,"-52.317778","-31.531111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:42:12-03","UFRGS","ICN","186724","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Schmidt-Silveira, F","Rodrigues, RS","543","América do Sul","Brasil","Parque Natural do Morro do Osso",NA,NA,"ICN00018400","ICN00018400",NA,NA,NA,"RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"2016","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:06:14-03","IBt","SP","50911","S","Plantae",NA,NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Ribas, OS","Rambo, B; Dutra, J","175",NA,"Brasil",NA,NA,NA,"SP025791","SP025791","1933","01","17","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"2002","08","29946","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:06:14-03","IBt","SP","45270","S","Plantae",NA,NA,"Fabaceae","Mimosa","sanguinolenta","Mimosa sanguinolenta","Barneby","Ribas, OS","Eugenio Leite, J","1981",NA,"Brasil",NA,NA,NA,"SP025744","SP025744","1940","12",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"2002","08","29946","auto",NA,NA,NA,NA,NA,NA,NA
