"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4177494","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"H. L. Clark","7233","1979","10","25","South America","Venezuela","Amazonas","San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. Main study site, 4.3 km NNE on Solano road","119",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501128' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177494","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-67.05","1.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4177478","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"H. L. Clark","7238","1979","11","01","South America","Venezuela","Amazonas","San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. Main study site, 4.3 km NNE on Solano road","119",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501111' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177478","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-67.05","1.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01172653","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"R. de Lemos Fróes","22605",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389323' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172653","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY01172653_01 NY01172653_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4177452","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"B. G. Stergios D.","13239","1989","02","10","South America","Venezuela","Amazonas","Sabanas arbustivas con arena blanca (espodozoles o bana) del caño Memoni. Expedición botánica a la cuenca del Río Casiquiare conjuntemente entre la UNELLEZ, la Univ. de Hamburgo y MARNR, Zona 10",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501084' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177452","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4177425","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"C. Bazán Vásquez","24","1963","08","16","South America","Peru","Junín","Granja Forestal Sipa",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501055' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177425","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,"Jauja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01172480","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"H. S. Irwin","47847",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172480","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY01172480_01 NY01172480_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01252802","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"E. de Oliveira","4033","1968","01","28","South America","Brazil","Pará","Rio Jarí, Monte Dourado, Planalto.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1505368' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252802","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,"-52.6008224","-0.8809315","NY01252802_01 NY01252802_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01172658","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"T. C. Plowman","8703","1980","02","11","South America","Brazil","Pará","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","350","620","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389440' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172658","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira","Conceição do Araguaia","-50.17","-8.05","NY01172658_01 NY01172658_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4177456","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"B. Maguire","35663","1953","04","14","South America","Venezuela",NA,"Along Cano Pimichin below Pimichin. Río Guainía","125","135","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501088' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177456","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","970785","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"R. de Lemos Fróes","28559","1952","08","28","South America","Brazil","Maranhão","Granja Barrêto.",NA,NA,"separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1055338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970785","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira","São Luís","-44.3028","-2.5297","NY00970785_01 NY00970785_02 NY00970785_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4177453","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"R. L. Liesner","9562","1980","03","13","South America","Venezuela","Táchira","on Rio San Buena, 10 km W of La Fundacion. Primary forested areas around Represa Dorada forest evergren","700","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501085' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177453","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-71.7797","7.7967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1182023","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391347' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182023","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY01182023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4177455","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"C. A. Blanco C.","1183","1971","05",NA,"South America","Venezuela","Amazonas","Reserva Forestal El Sipapo, bosque a la margen derecha río Sipapo",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501087' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177455","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4177483","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"H. L. Clark","7655","1980","08","09","South America","Venezuela","Amazonas","San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. IVIC main study site, 4.3 NNE on Solano road","119",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501117' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177483","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-67.05","1.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4177417","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"M. H. Nee","48714","1998","03","20","South America","Bolivia","Santa Cruz","3.5 km (by road) E of turnoff from highway from Santa Cruz to Samaipata, on old dirt road to Cerro Herradura and oil pipeline, ca 2 km (by air) NE of Bermejo","1200",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500908' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177417","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,"Florida","-63.62","-18.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01172487","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"C. E. Calderón","2570",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172487","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY01172487_01 NY01172487_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","440333","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"A. M. Amorim","1571","1993","11","28","South America","Brazil","Bahia","Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una",NA,NA,"sheet",NA,"Leaf (DNA) sample removed by K. Potgieter, 1997. See fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=380703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440333","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,"Una","-39.08","-15.15","NY00440333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4177477","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"H. L. Clark","6573","1978","03","30","South America","Venezuela","Amazonas","San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. Bana (alow Amazon caatinga), 10.8 km NE of San Carlos on Solano road","119",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501110' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177477","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-67.05","1.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","440330","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"W. W. Thomas","8646","1991","07","01","South America","Brazil","Bahia","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=380705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440330","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira","Uruçuca","-39.0617","-14.4231","NY00440330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","440825","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"A. M. Amorim","1571","1993","11","28","South America","Brazil","Bahia","Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una",NA,NA,"separate fruit",NA,"Leaf (DNA) sample removed by K. Potgieter, 1997. See fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=380704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440825","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,"Una","-39.08","-15.15","NY00440825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02694700","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"L. Nusbaumer","4270","2014","10","30","South America","Brazil","Pernambuco","Reserva Biológica da Pedra Talhada. localité de Lagoa do Ouro","820",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952103' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694700","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,"Lagoa do Ouro","-36.442339","-9.209","NY02694700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","440332","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"A. F. M. Glaziou","20414","1894",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=380708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440332","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY00440332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4177447","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"B. Maguire","46164A","1961","09","11","South America","Guyana",NA,"Southern Pakaraima Mountains, vicinity camp, Chimapu Creek","701",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501079' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177447","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4177467","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"J. J. Wurdack","39461","1955","09","25","South America","Venezuela","Monagas","Line W-1 to W-3, 3-5 km west of La Ormega [Hormiga?]. La Hormiga Area, between La Pica and Cano Coldrado east of Maturin","14","50","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501099' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177467","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4177464","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"J. A. Steyermark","86376","1960","07","15","South America","Venezuela","Bolívar","Altiplanicie de Nuria: more or less level forest on trail between El Cruzero and slightly beyond pica 101, ESE of Villa Lola","315",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501096' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177464","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4177442","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"S. A. Mori","8116","1976","08","16","South America","Guyana",NA,"Mazaruni-Potaro District, Bartica-Potaro Road, 24 miles S of Bartica at Forest Service's 24 Mile Camp.","50","125","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501073' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177442","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01172657","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"M. G. da Silva","5364",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172657","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","W. Marcondes-Ferreira",NA,NA,NA,"NY01172657_01 NY01172657_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01873609","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"W. W. Thomas","13599","2003","07","26","South America","Brazil","Bahia","Serra do Brejo, Fazenda of Francisco Brito, 10.5 km S of Mandacara on road to Serra do Brejo (road that goes past stadium)","600","700","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2941360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873609","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.","A. Rapini","Jequié","-40.1111","-13.9469","NY01873609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4177459","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"J. A. Steyermark","89499","1961","08","24","South America","Venezuela","Bolívar","along Río Ayaiche, between Puerta Lema and base of Sierra. Cabeceras de Río Chicanán, 80 km. (en línea recta) al suroeste de El Dorado","300",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501091' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177459","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-62","6.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4177490","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","spruceanum","Aspidosperma spruceanum",NA,"B. M. Boom","5878","1985","02","16","South America","Venezuela","Amazonas","Neblina Base Camp, Río Mawarinuma","140",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4501124' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177490","Magnoliophyta","Gentianales","Benth. ex Müll.Arg.",NA,NA,"-66.17","0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
