"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"173","2019-08-27 13:32:57-03","IAP","PACA-AGP","91300","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. S. Mrchioretto","2015","03",NA,"Mauhs, J.",NA,"1993","01","12","Brasil","SC","Pinhal","Santa Cristina",NA,NA,NA,NA,NA,NA,"PACA091300",NA,"erva a arbuto flores vermelhas&nf;HASU 2423 Habitat: no dique lateral ao rio dos Sinos",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"174","2019-08-27 13:32:57-03","IAP","PACA-AGP","56918","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva , M.F. Parode & M.S. Marchioretto","2014","08",NA,"Emrich, K.",NA,"1955","01","22","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA056918",NA,"Habitat: in silvula Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"175","2019-08-27 13:32:57-03","IAP","PACA-AGP","33324","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Emrich, K.",NA,"1946","02","16","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA033324",NA,"Bestimmung sicher, 28.04.1954 Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"176","2019-08-27 13:32:57-03","IAP","PACA-AGP","33289","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Emrich, K.",NA,"1946","03","04","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA033289",NA,"Bestimmung sicher, 28.04.1954. Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"177","2019-08-27 13:32:57-03","IAP","PACA-AGP","71213","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. Sobral",NA,NA,NA,"S. Diesel",NA,"1988","01","08","Brasil","RS","Canela","Linha São Paulo, Canastra","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA071213",NA,"Levantamento fitossociológico do Rio dos Sinos Habitat: mata nativa",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"178","2019-08-27 13:32:57-03","IAP","PACA-AGP","91286","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","J. Mauhs","1997","08",NA,"Mauhs, J.","194","1992","12","26","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA091286",NA,"quadro 4&nf;HASU 2496 Habitat: interior do mato",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"179","2019-08-27 13:32:57-03","IAP","PACA-AGP","11362","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"P. Buck SJ",NA,"1943","01",NA,"Brasil","RS","Cerro Largo","p. São Luiz","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"PACA011362",NA,"Bestimmung sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","13082","auto","Magnoliatae",NA,NA,NA,NA
"180","2019-08-27 13:32:57-03","IAP","PACA-AGP","66445","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"Camargo, O. R.","3395","1958","11","22","Brasil","RS","Farroupilha","Povoado de Emboaba","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA066445",NA,"Habitat: Na orla do mato.",NA,NA,NA,"Magnoliophyta","Scrophulariales","19545","auto","Magnoliatae",NA,NA,NA,NA
"181","2019-08-27 13:32:57-03","IAP","PACA-AGP","39597","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1949","01","07","Brasil","RS","Gravataí","Cachoeirinha","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"PACA039597",NA,"Bestimmung sicher, 28.04.1954 Habitat: in silva subpaludosa Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","25424","auto","Magnoliatae",NA,NA,NA,NA
"182","2019-08-27 13:32:57-03","IAP","PACA-AGP","8764","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","03",NA,"Rambo, B.",NA,"1940","11","18","Brasil","RS","Lageado","Santa Clara","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,"PACA008764",NA,"Bestimmung sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","36738","auto","Magnoliatae",NA,NA,NA,NA
"183","2019-08-27 13:32:57-03","IAP","PACA-AGP","73829","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. Sobral",NA,NA,NA,"L. Sevegnani",NA,"1992","11","27","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073829",NA,"Mata secundária arb. de 1,5m Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","28094","auto","Magnoliatae",NA,NA,NA,NA
"184","2019-08-27 13:32:57-03","IAP","PACA-AGP","33218","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Henz, E.",NA,"1942","10","22","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA033218",NA,"Bestimmung sicher 28.04.1954. Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"185","2019-08-27 13:32:57-03","IAP","PACA-AGP","33255","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Henz, E.",NA,"1945","12","09","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA033255",NA,"Bestimmung sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"186","2019-08-27 13:32:57-03","IAP","PACA-AGP","91285","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. Bauer",NA,NA,NA,"D. Bauer",NA,"2001","04","04","Brasil","RS","Morro Reuter","Faz. Padre Eterno","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA091285",NA,"arbusto de áreas abertas&nf;HASU 16144",NA,NA,NA,"Magnoliophyta","Scrophulariales","12924","auto","Magnoliatae",NA,NA,NA,NA
"187","2019-08-27 13:32:57-03","IAP","PACA-AGP","39173","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1948","12","27","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA039173",NA,"Bestimmung sicher, 28.04.1954 Habitat: in silva umbrosa Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA
"188","2019-08-27 13:32:57-03","IAP","PACA-AGP","26147.1","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"PACA026147-1",NA,"Bestimmung. Habitat: In silvula riparia. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","74636","auto","Magnoliatae",NA,NA,NA,NA
"189","2019-08-27 13:32:57-03","IAP","PACA-AGP","33106.1","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","A.A. Ohlweiler",NA,NA,NA,"A.A. Ohlweiler","538","1999","11","25","Brasil","RS","Santa Maria do Herval",NA,"-50.9928016662598","-29.4981002807617",NA,NA,NA,NA,"PACA033106-1",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","10918","auto","Magnoliatae",NA,NA,NA,NA
"190","2019-08-27 13:32:57-03","IAP","PACA-AGP","1575","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1934","04","05","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001575",NA,"Bestimmung Sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor e fruto",NA,NA,NA,"Magnoliophyta","Scrophulariales","10287","auto","Magnoliatae",NA,NA,NA,NA
"191","2019-08-27 13:32:57-03","IAP","PACA-AGP","61521","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"Camargo, O. R.","2947","1957","12","14","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA061521",NA,"Habitat: in silva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","21657","auto","Magnoliatae",NA,NA,NA,NA
"192","2019-08-27 13:32:57-03","IAP","PACA-AGP","93771","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","F. C. Xavier",NA,NA,NA,"F. C. Xavier",NA,"2004",NA,NA,"Brasil","RS","Triunfo","Rio Jacuí (ilhota)","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"PACA093771",NA,"flores vermelhas Hábito: erva",NA,NA,NA,"Magnoliophyta","Scrophulariales","41194","auto","Magnoliatae",NA,NA,NA,NA
"193","2019-08-27 13:32:57-03","IAP","PACA-AGP","99927","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Backes, A.",NA,"1975","03","19","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA099927",NA,"HASU s/ n°&nf;HAS 14833.&nf;Plantas do Morro do Coco, n° 539. Habitat: Frequênte em lugares abertos. Hábito: Erva/arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","41667","auto","Magnoliatae",NA,NA,NA,NA
"194","2019-08-27 13:32:57-03","IAP","PACA-AGP","99926","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Backes, A.",NA,"1975","02","26","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA099926",NA,"HASU s/ n°.&nf;Plantas do Morro do Coco, n° 388. Habitat: Em lugares abertos. Fenofase: flor Hábito: Erva/arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","41667","auto","Magnoliatae",NA,NA,NA,NA
"195","2019-08-27 13:32:57-03","IAP","PACA-AGP","91287","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F.Parode & M.S. Marchioretto","2014","08",NA,"Backes, A.","292","1976","01","02","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA091287",NA,"HASU 2859&nf;erva com flor e fruto novo, muito frequente Hábito: erva",NA,NA,NA,"Magnoliophyta","Scrophulariales","41667","auto","Magnoliatae",NA,NA,NA,NA
"196","2019-08-27 13:32:57-03","IAP","PACA-AGP","3343","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA003343",NA,"Bestimmung sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor e fruto",NA,NA,NA,"Magnoliophyta","Scrophulariales","27000","auto","Magnoliatae",NA,NA,NA,NA
"197","2019-08-27 13:32:57-03","IAP","PACA-AGP","71723","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. S Marchioretto","2015","03",NA,"D. B. Falkenberg","4732","1988","09","10","Brasil","SC","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,"450","450","PACA071723",NA,"trepadeira ou arbusto semi trepador, robusto, 2-4m altura, ramos bastante longos, corola vermelha com apice amarelo, largura da bráctea não combina perfeitamente com a Fl. Il. Cat. Fenofase: folha e flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","18275","auto","Magnoliatae",NA,NA,NA,NA
"198","2019-08-27 13:32:57-03","IAP","PACA-AGP","54301","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Reitz, R.","3793","1951","02","02","Brasil","SC","Itapiranga","ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA054301",NA,"Habitat: in silva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","18767","auto","Magnoliatae",NA,NA,NA,NA
"199","2019-08-27 13:32:57-03","IAP","PACA-AGP","53707","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1953","01","17","Brasil","SC","Itapiranga","ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"PACA053707",NA,"Bestimmung Habitat: in silva primaeva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","18767","auto","Magnoliatae",NA,NA,NA,NA
"200","2019-08-27 13:32:57-03","IAP","PACA-AGP","96337","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. Zanotto","2005","01","05","M. Zanotto",NA,"2005","01","06","Brasil","SC","Maravilha","Mata do Seminário","-53.1725006103516","-26.760799407959",NA,NA,"550","550","PACA096337",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","12440","auto","Magnoliatae",NA,NA,NA,NA
"201","2019-08-27 13:32:57-03","IAP","PACA-AGP","66814","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen","1968",NA,NA,"Reitz, R.","2956","1956","04","05","Brasil","SC","Santo Amaro da Imperatriz","Pilões","-48.7785987854004","-27.6881008148193",NA,NA,"200","200","PACA066814",NA,"Arbusto com 1 metro de altura. Habitat: capoeira Fenofase: flor vermelha Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","22435","auto","Magnoliatae",NA,NA,NA,NA
"202","2019-08-27 13:32:57-03","IAP","PACA-AGP","85440","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. F. Kinupp","1997",NA,NA,"V. F. Kinupp","477","1997","05","12","Brasil","PR","Cambé","Parque Municipal Danziger Hof","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"PACA085440",NA,"Arbusto de 1,20 metros de altura.&nf;Herbário Fuel 22590. Habitat: Mata ciliar, beira d#?#água. Fenofase: flores tubulosas vermelha Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","29438","auto","Magnoliatae",NA,NA,NA,NA
"203","2019-08-27 13:32:57-03","IAP","PACA-AGP","71212","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. Sobral",NA,NA,NA,"S. Diesel",NA,"1987","11","02","Brasil","RS","Canela","Linha São Paulo, Canastra","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"PACA071212",NA,"Levantamento fitossociológico do Rio dos Sinos Habitat: mata nativa",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA
"204","2019-08-27 13:32:57-03","IAP","PACA-AGP","44719","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1949","12","14","Brasil","RS","Gravataí","Glorinha","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"PACA044719",NA,"Bestimmung sicher, 28.04.1954. Habitat: in silva campestri aperta Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","25424","auto","Magnoliatae",NA,NA,NA,NA
"205","2019-08-27 13:32:57-03","IAP","PACA-AGP","47125","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1950","05","22","Brasil","RS","Montenegro","Butterberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA047125",NA,"Bestimmung Habitat: in silva primaeva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"206","2019-08-27 13:32:57-03","IAP","PACA-AGP","8315","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1941","12","26","Brasil","RS","Montenegro","Harmonia","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA008315",NA,"Bestimmung Sicher, 28.04.1954. Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"207","2019-08-27 13:32:57-03","IAP","PACA-AGP","35582","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Henz, E.",NA,"1946","12","20","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA035582",NA,"Bestimmung sicher, 28.04.1954 Habitat: in silva primaeva Fenofase: flor e fruto",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"208","2019-08-27 13:32:57-03","IAP","PACA-AGP","47396","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","1954","04","28","A. Spies",NA,"1950","02",NA,"Brasil","RS","Montenegro","Natal","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA047396",NA,"Bestimmung Habitat: in silva primaeva Fenofase: flor e fruto",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"209","2019-08-27 13:32:57-03","IAP","PACA-AGP","26505","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","1954","04","28","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA026505",NA,"Bestimmung Habitat: In silva primaeva. Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"210","2019-08-27 13:32:57-03","IAP","PACA-AGP","107548","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2015","03",NA,"Sehnem, A.","1439","1945","11","10","Brasil","RS","Montenegro","Tupandi.","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA107548",NA,"Habitat: herba ad viam",NA,NA,NA,"Magnoliophyta","Scrophulariales","21601","auto","Magnoliatae",NA,NA,NA,NA
"211","2019-08-27 13:32:57-03","IAP","PACA-AGP","42161","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F.Parode & M.S.Marchioretto","2014","08",NA,"Rambo, B.",NA,"1949","06","25","Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA042161",NA,"Bestimmung sicher, 28.04.1954; fructibus ornata. Habitat: in silva primaeva Fenofase: fruto",NA,NA,NA,"Magnoliophyta","Scrophulariales","20722","auto","Magnoliatae",NA,NA,NA,NA
"212","2019-08-27 13:32:57-03","IAP","PACA-AGP","63340","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","1954","12","17","J. C. Sacco","256","1954","12","16","Brasil","RS","Pelotas","Mato do Horto Botânico do IAS.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"PACA063340",NA,"Sicher, 17.09.1958 Habitat: in silva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","51462","auto","Magnoliatae",NA,NA,NA,NA
"213","2019-08-27 13:32:57-03","IAP","PACA-AGP","38472","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1948","12","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038472",NA,"Bestimmung sicher, 28.04.1954 Habitat: in silva primaeva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA
"214","2020-12-21 16:37:26-03","IAP","PACA-AGP","25985","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F. Parode","2014","08",NA,"Heidler, A.",NA,"1943",NA,NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA025985",NA,"Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","37819","auto","Magnoliatae",NA,NA,NA,NA
"215","2019-08-27 13:32:57-03","IAP","PACA-AGP","58950","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M. F. Parode, V. Silva & M. S. Marchioretto","2014","08",NA,"O.R. Camargo","115","1956","01","26","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA058950",NA,"Habitat: in silva Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","37819","auto","Magnoliatae",NA,NA,NA,NA
"216","2019-08-27 13:32:57-03","IAP","PACA-AGP","44802","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V.Silva, M.F.Parode & M.S.Marchioretto","2014","08",NA,"Rambo, B.",NA,"1949","12","18","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA044802",NA,"Bestimmung sicher, 28.04.1954. Habitat: in araucarieto Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","76715","auto","Magnoliatae",NA,NA,NA,NA
"217","2019-08-27 13:32:57-03","IAP","PACA-AGP","25111","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M. F. Parode & M. S. Marchioretto","2014","08",NA,"F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA025111",NA,"Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","10287","auto","Magnoliatae",NA,NA,NA,NA
"218","2019-08-27 13:32:57-03","IAP","PACA-AGP","3784","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","V. Silva, M.F. Parode & M.S. Marchioretto","2014","08",NA,"Rambo, B.",NA,"1941","01","04","Brasil","RS","São Sebastião do Caí","Bohnental","-51.3755989074707","-29.5867004394531",NA,NA,NA,NA,"PACA003784",NA,"Habitat: In silva primaeva. Fenofase: flor",NA,NA,NA,"Magnoliophyta","Scrophulariales","12036","auto","Magnoliatae",NA,NA,NA,NA
"219","2019-08-27 13:32:57-03","IAP","PACA-AGP","91284","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","A. L. Schneider",NA,NA,NA,"A. L. Schneider","77","2001","01","28","Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA091284",NA,"HASU 10502&nf;foram retirados estames para confecção de lâminas de pólen Habitat: em beira de mata Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Scrophulariales","11711","auto","Magnoliatae",NA,NA,NA,NA
"220","2019-08-27 13:32:57-03","IAP","PACA-AGP","91299.1","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","M.S. Marchioretto","2015","03",NA,"J. Larocca",NA,"1988","12","30","Brasil","RS","Sapiranga","Picada Verão.","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA091299-1",NA,"flores com corola tubulosa (bilabiada) vermelha; planta muito freqüente no local&nf;HASU 258 Habitat: beira de riacho",NA,NA,NA,"Magnoliophyta","Scrophulariales","11711","auto","Magnoliatae",NA,NA,NA,NA
