"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","previousCatalogNumber","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"21","2021-03-15 16:37:00-03","NY","NYBG","655938","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora pauciflora","(Cham. & Schltdl.) Benth.","T. C. Plowman",NA,NA,NA,"P. K. H. Dusén","1915","11","04","Brazil","Paraná",NA,"Serra do Mar, Itupava.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00655938","17301","450","450","NY00655938_01","Magnoliophyta","Solanales","South America","sheet","pauciflora",NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 14:08:00-03","NY","NYBG","655928","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora pauciflora","(Cham. & Schltdl.) Benth.","T. C. Plowman",NA,NA,NA,"R. Reitz","1957","11","06","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca.","-48.8456","-26.3044",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00655928","5601","600","600","NY00655928_01","Magnoliophyta","Solanales","South America","sheet","pauciflora",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","655934","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora pauciflora","(Cham. & Schltdl.) Benth.","T. C. Plowman",NA,NA,NA,"P. K. H. Dusén","1911","11","05","Brazil","Paraná",NA,"Carvalho","-48.981355","-25.49628",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00655934","13298",NA,NA,"NY00655934_01","Magnoliophyta","Solanales","South America","sheet","pauciflora",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 14:08:00-03","NY","NYBG","655930","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora pauciflora","(Cham. & Schltdl.) Benth.","T. C. Plowman",NA,NA,NA,"G. G. Hatschbach","1966","11","29","Brazil","Paraná","Morretes","Rio Ipiranga.","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00655930","15300",NA,NA,"NY00655930_01","Magnoliophyta","Solanales","South America","sheet","pauciflora",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 14:08:00-03","NY","NYBG","655929","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora pauciflora","(Cham. & Schltdl.) Benth.","T. C. Plowman",NA,NA,NA,"L. B. Smith","1956","11","25","Brazil","Santa Catarina","Bom Retiro","Riozinho","-49.4892","-27.7972",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00655929","7936","1000","1000","NY00655929_01","Magnoliophyta","Solanales","South America","sheet","pauciflora",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","26058","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Borgo, M.","1997","02",NA,"Cerum, H.","1994","09","23","Brasil","Paraná","Curitiba",NA,NA,NA,"9999","9999","Arbusto de 1,80 m. , Flores lilás e brancas. Beira da Mata.","BOTU026058","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","26105","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Gatti, A.L.S.",NA,NA,NA,"Gatti, A.L.S.","1998","10","09","Brasil","Paraná","Guaraqueçaba",NA,NA,NA,"9999","9999","Arvoreta umbrófila 3 m, corola roxa e fauce branca. Floresta ombrófita densa submontana - floresta secundária. Beira do curso dágua.","BOTU026105","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:58-03","UFRJ","RFA","11604","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1968","11","12","Brasil","Paraná","Campina Grande do Sul","Serra Virgem Maria. Base oriental da serra","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto flor lilás-esverdeada","RFA49048","20304",NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:32:40-03","UFRJ","RFA","8856","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.",NA,NA,NA,NA,"P. Occhioni","1968","11","19","Brasil","Santa Catarina","Florianópolis","Tapera Ribeirinha","-48.5491981506348","-27.596700668335",NA,NA,"Arbusto de flor roxa","RFA49050","3699",NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:11:05-03","UTFPR","DVPR","1706","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Estevan, DA","2014","11","20","Souza, D; et al.","2010","01","19","Brasil","Paraná","Dois Vizinhos","Trilha ecológica do Campus da UTFPR","-53.0604","-25.413","-53.0604","-25.413","Arbusto, frutos.","DVPR001706","s.n.",NA,NA,"DVPR001706","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:11:05-03","UTFPR","DVPR","4604","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Stehmann, JR","2009",NA,NA,"Cordeiro, J; Cruz, JM; Ferreira, LA","1999","11","19","Brasil","Paraná","Campina Grande do Sul","Samambaia.","-49.0553016662598","-25.3055992126465",NA,NA,"arbusto, 1,70 m , flor vinosa.; Mata atlântica.","DVPR004604","1655",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:11:05-03","UTFPR","DVPR","238","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Cotarelli, VM","2005",NA,NA,"Cotarelli, VM","2005","09","09","Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"Arvoreta 1 m, botões florais verdes e flores roxas.","DVPR000238","s.n.",NA,NA,"DVPR000238","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:49:51-03","EAO","IAN","151993","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.",NA,NA,NA,NA,"Plowman, T","1973","10","01","Brasil",NA,NA,"Grown from cutting obtained at Arnold Arboretum, Jamaica Plain, Mass. Native Brazil. Woburn, Massachusetts: cultivated at Northestern Uni. Greenhouse.",NA,NA,NA,NA,NA,"IAN151993","2739",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:49:51-03","EAO","IAN","152003","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.",NA,NA,NA,NA,"Plowman, T","1973","10","01","Brasil",NA,NA,"Grown from cutting obtained at Arnold Arboretum, Jamaica Plain, Mass. Native Brazil. Woburn, Massachusetts: cultivated at Northestern Uni. Greenhouse.",NA,NA,NA,NA,NA,"IAN152003","3392",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:49:51-03","EAO","IAN","162409","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.",NA,NA,NA,NA,"Plowman, T","1973","10","01","Brasil",NA,NA,"Grown from cutting obtained at Arnold Arboretum, Jamaica Plain, Mass. Native Brazil. Woburn, Massachusetts: cultivated at Northestern Uni. Greenhouse.",NA,NA,NA,NA,NA,"IAN162409","2739",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-20 14:40:51-03","UPM","MACK","2639","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","M. Fascina","2013","01",NA,"S. Honda","2012","11","20","Brasil","SP","São Paulo","Parque TIZO","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1188",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","44072","O","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Plowman, T.","1976","07",NA,"Bowie, C.B.J.; Cunningham, A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Pollen sample taken for BM(NH) collection.","BM001016357","495",NA,NA,NA,"Magnoliophyta","Solanales","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"38","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","44073","O","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Plowman, T.","1976","07",NA,"Weir, J.",NA,NA,NA,"Brazil","São Paulo",NA,"Sarapuí",NA,NA,NA,NA,NA,"BM001016358","281",NA,NA,NA,"Magnoliophyta","Solanales","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"39","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","96244","O","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Giacomin, L.L.","2012","01","01","Giacomin, L.L.; Stehmann, J.R.; Hattori, E.K.O.; Thode, V.","2009","10","11","Brazil","São Paulo","Bom Sucesso de Itararé","estrada de Itararé para Bom Sucesso de Itararé","-49.157422","-24.278253","-49.157422","-24.278253","arvoreta proximo a corrego; flores roxas e brancas; em floresta ombrófila vicinal","BM001120441","1090","1036","1036",NA,"Magnoliophyta","Solanales","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"40","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","96244","O","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham. & Schltdl.) Benth.","Giacomin, L.L.","2012","01","01","Giacomin, L.L.; Stehmann, J.R.; Hattori, E.K.O.; Thode, V.","2009","10","11","Brazil","São Paulo","Bom Sucesso de Itararé","estrada de Itararé para Bom Sucesso de Itararé","-49.157422","-24.278253","-49.157422","-24.278253","arvoreta proximo a corrego; flores roxas e brancas; em floresta ombrófila vicinal",NA,"1090","1036","1036",NA,"Magnoliophyta","Solanales","Southern America",NA,NA,NA,NA,"Dicotyledoneae","134391",NA,NA,NA,NA
"41","2019-12-04 15:25:51-03","PUCPR","HUCP","13511","S","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham.) .",NA,NA,NA,NA,"Kaick, TSU","1987","09","20","Brasil","Paraná","Curitiba","Bom retiro","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00018707","002",NA,NA,"HUCP00018707","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:51-03","PUCPR","HUCP","20226","S","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham.) .","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2008","07","11","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"HUCP00018960","2747",NA,NA,"HUCP00018960","Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:51-03","PUCPR","HUCP","20944","S","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham.) .","Selusniaki, M",NA,NA,NA,"Bernal, A","2007","10","05","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"HUCP00018567","028",NA,NA,"HUCP00018567","Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:51-03","PUCPR","HUCP","20245","S","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham.) .","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Ariati, V; Moledo, R","2008","11",NA,"Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"HUCP00018908","2287",NA,NA,"HUCP00018908","Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:51-03","PUCPR","HUCP","10436","S","Plantae","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","(Cham.) .","Borgo, M",NA,NA,NA,"Gerum, M","1994","09","23","Brasil","Paraná","Curitiba","Bosque Chico Mendes","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00018579","034",NA,NA,"HUCP00018579","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
