"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","798073","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"A. C. Brade","21171","1951","10","10","Brazil","São Paulo",NA,"Serra da Bocaina","-44.676361","-22.842145",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798073","NY00798073_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","798071","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera",NA,NA,NA,NA,"R. Reitz","4837","1957","09","06","Brazil","Santa Catarina",NA,"Campo Alegre",NA,NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798071","NY00798071_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","798084","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"P. K. H. Dusén","6940","1908","10","22","Brazil","Paraná",NA,"Serrinha",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798084","NY00798084_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","798072","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera",NA,NA,NA,NA,"R. Reitz","4853","1957","09","07","Brazil","Santa Catarina",NA,"Campo Novo, Mafra","-49.849819","-26.072275",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798072","NY00798072_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","798085","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"S. Nunes",NA,"1980","10","10","Brazil","Minas Gerais","Passa Quatro","Distrito de Pinheirinmos, Sertao dos Martins","-44.9667","-22.3906",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798085","NY00798085_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","798081","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"G. L. Smith","970","1980","09","30","Brazil","São Paulo",NA,"Serra do Bocaina. 16 km from Sao Jose da Barreiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798081","NY00798081_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","798074","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"F. C. Hoehne","580","1917","09","24","Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798074","NY00798074_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","798075","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"F. C. Hoehne","28130","1931","08","05","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798075","NY00798075_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","798069","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","Á. L. Cabrera",NA,NA,NA,"R. Reitz","7231","1958","09","19","Brazil","Santa Catarina",NA,"Vargem Grande, Lauro Müller",NA,NA,NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798069","NY00798069_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","798078","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"M. Koscinsky","168","1933","10",NA,"Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798078","NY00798078_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","798077","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"E. Schwebel","133","1917","12",NA,"Brazil","São Paulo",NA,"Alto da Serra. Serviço Florestal da C. Paulista de Estr. de Ferro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798077","NY00798077_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","798082","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"G. L. Smith","970","1980","09","30","Brazil","São Paulo",NA,"Serra do Bocaina. 16 km from Sao Jose da Barreiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798082","NY00798082_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","798076","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"F. C. Hoehne","28130","1931","08","05","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798076","NY00798076_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","798080","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","G. L. Smith",NA,NA,NA,"G. L. Smith","971","1980","09","30","Brazil","São Paulo",NA,"Serra do Bocaina. 24 km from Sao Jose da Barreiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798080","NY00798080_01","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:07:28-03","UNESP-IBB","BOTU","25972","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch. Bip.) Cabrera","Dreveck, S.","2009","07","02","Dreveck, S.","1011","2009","07","02","Brasil","Santa Catarina","Itaiópolis","Fazenda Battistela- Moema","-49.769722","-26.640833","49°46'11,0w","26°38'27,00s",NA,NA,"Florística, floresta ombrófila mista, botão branco","BOTU025972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-24 17:10:31-03","UTFPR","DVPR","3176","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","Brotto, ML","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","1789","2014","08","28","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, estrada","-48.4201","-24.5113","-48.4201","-24.5113","895","895","Arbusto 2,8 m, capítulos brancos e estames roxos.; Floresta Ombrófila Densa Montana, vegetação secundária","DVPR003176",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-20 14:40:09-03","UPM","MACK","2145","PreservedSpecimen","Plantae","Asteracaee","Piptocarpha","regnelli","Piptocarpha regnelli","(Sch.Bip.) Cabrera","A. Buccaran",NA,NA,NA,"A. Buccaran","A205","2011","07","05","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"28","2020-01-20 14:40:09-03","UPM","MACK","2142","PreservedSpecimen","Plantae","Asteracaee","Piptocarpha","regnelli","Piptocarpha regnelli","(Sch.Bip.) Cabrera","A. Buccaran",NA,NA,NA,"A. Buccaran","A45","2011","04","17","Brasil","SP","Campos do Jordão","Trilha das Samambaias","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"29","2020-01-20 14:40:18-03","UPM","MACK","2168","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","B. Loeuille","2014",NA,NA,"T. A. B. Mortale","14","2012","12","01","Brasil","SP","Campos do Jordão","Trilha Cajará","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"30","2020-01-20 14:40:18-03","UPM","MACK","2167","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","B. Loeuille","2014",NA,NA,"M. Fascina","M109","2012","03","03","Brasil","SP","Campos do Jordão","Trilha Cajará","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"31","2019-12-04 15:24:53-03","PUCPR","HUCP","23387","S","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera.","Brotto, M",NA,NA,NA,"Silva, JM","8607","2014","08","21","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00007775","HUCP00007775",NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"32","2020-02-08 08:51:01-03","NBC","NL-BOTANY","L.3667542","PreservedSpecimen","Plantae","Compositae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","09","12","Brazil",NA,NA,"Santa Catarina - Alto Matador, Rio do Sul, Pinhal.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3667542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3667542","NL-L3667542","Southern America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:51:01-03","NBC","NL-BOTANY","L.3667543","PreservedSpecimen","Plantae","Compositae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","09","19","Brazil",NA,NA,"Santa Catarina, Vargem Grande, Lauro Müller, Capoeira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3667543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3667543","NL-L3667543","Southern America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-11-04 11:02:10-03","ESALQ","ESA","11256","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii",NA,NA,NA,NA,NA,"Moraes, P.L.R.","226.0","1990","07","27","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA011256",NA,NA,NA,NA,"Magnoliophyta",NA,"27904","auto",NA,NA,NA,NA,NA
"35","2020-11-04 10:55:08-03","ESALQ","ESA","143560","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sc.Bip.) Cabrera","Souza, V.C.","2019","09","06","Souza, V.C. & Colletta, G.D.","42536.0","2019","09","03","Brasil","São Paulo","Itararé","Sede do Instituto Florestal (Ventania). Resquício de Floresta Ombrófila Mista.","-49.3400001525879","-24.1100006103516","-49,203,936","-24,289,128",NA,NA,"Arvoreta, ca. 4 m alt.; flores creme.","ESA143560",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:02:10-03","ESALQ","ESA","105959","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii",NA,"Gasper, A.L.","2008","10","31","Verdi, M.","916.0","2008","10","31","Brasil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"ESA105959","ESA105959",NA,NA,NA,"Magnoliophyta",NA,"19684","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:02:10-03","ESALQ","ESA","110605","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii",NA,"Dreveck, S.","2009","07","02","Dreveck, S.","1011.0","2009","07","02","Brasil","Santa Catarina","Itaiópolis",NA,"-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,NA,"ESA110605","ESA110605",NA,NA,NA,"Magnoliophyta",NA,"51919","auto",NA,NA,NA,NA,NA
"38","2019-12-19 08:15:10-03","FPS","FPS","319","MachineObservation","Plantae","Asteraceae","Piptocarpha","cf. regnellii","Piptocarpha cf. regnellii","(Sch. BIp) Baker","Volet, D.P.","2018","06","14","Schwirkowski, P.","542","2014","10","31","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Serrinha Gatz, sentido Campo Alegre","-49.302643","-26.249609","-49.302643","-26.249609",NA,NA,"<ll>dwc_commonname:</ll> Vassourõazinho, vassourão","FPS00319","FPS00319_v01 FPS00319_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:27:49-03","IAP","PACA-AGP","105959","PreservedSpecimen","Plantae","Compositae","Piptocarpha","regnelii","Piptocarpha regnelii","(Sch. Bip.) Cabrera","A. L. de Gasper","2008","10","31","M. Verdi","916","2008","10","31","Brasil","SC","Brusque","Rua Carlos Gamba s/n°, bairro: Águas Claras.","-48.901944","-27.150278","48°54'07''W","27°09'01''S",NA,NA,"Área de Implementação de Loteamento urbano. Hábito: árvore","PACA105959",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"40","2019-08-27 13:27:49-03","IAP","PACA-AGP","118658","PreservedSpecimen","Plantae","Compositae","Piptocarpha","regnelii","Piptocarpha regnelii","(Sch. Bip.) Cabrera","Verdi, M.","2010","06","30","Verdi, M.","5117","2010","06","30","Brasil","SC","São Bonifácio","santa maria","-48.96","-27.993889","48º57'36w","27º59'38s","339","339","furb 28346 Habitat: floresta ombrofila densa; estagio avancado; interior do fragmento","PACA118658",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"41","2019-08-27 13:27:49-03","IAP","PACA-AGP","118659","PreservedSpecimen","Plantae","Compositae","Piptocarpha","regnelii","Piptocarpha regnelii","(Sch. Bip.) Cabrera","Pererira, R.C.","2018","08","13","Korte, A.","4326","2010","09","15","Brasil","SC","Taió","gramado","-50.220556","-27.000278","50º13'14w","27º00'1s","893","893","furb 30896 Habitat: floresta ombrofila densa, estagio avançado, interior de fragmento","PACA118659",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"42","2021-03-24 17:08:41-03","UFES","SAMES","7360","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","Fernandes.A.C.;Hattori,E.K.O","2012","03","05","Korte,A.; Kniess,A.","1109","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho. Coleta no interior do fragmento.","-49.3335990905762","-27.7003002166748","-494108333.0","-276291667.0","772","772","Flor branca Habito: Árvore","SAMES07360",NA,NA,NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA,NA
"43","2021-03-24 17:08:41-03","UFES","SAMES","7408","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch.Bip.) Cabrera","de Gasper,A.L.","2009","07","01","Verdi,M.; Hasckel,R.P.;Klemz,G.","2371","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.1286010742188","-27.9018993377686","-491875000.0","-279408333.0","602","602","Estágio Sucessional Avançado de regeneração Habitat: Floresta Ombrófila Densa Habito: Árvore","SAMES07408",NA,NA,NA,NA,NA,NA,"20462","auto",NA,NA,NA,NA,NA
"44","2019-11-21 14:32:04-03","UFJF","CESJ","60092","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch. Bip.) Cabrera","J.N. Nakajima","2013","06",NA,"D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira","26","2012","07","06","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 5 m, flores em botão.","CESJ060092",NA,"América do Sul",NA,NA,"Angiosperma",NA,"29865","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:32:04-03","UFJF","CESJ","65525","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch. Bip.) Cabrera","A.L. de Gasper","2009","07","01","M. Verdi; R.P. Hasckel; G. Klemz","2371","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio","-49.1875","-27.940833","-49.1875","-27.940833","602","602","Florística IFFSC 221 (Arbórea); Floresta Ombrófila Densa; Estádio Suces.: Avançado; Altura 5m; Hábito: árvore.","CESJ065525",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:32:04-03","UFJF","CESJ","60102","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","regnellii","Piptocarpha regnellii","(Sch. Bip.) Cabrera","D.S. Santiago","2013","07",NA,"D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira","36","2012","07","06","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 4 m, flores em botão.","CESJ060102",NA,"América do Sul",NA,NA,"Angiosperma",NA,"29865","auto",NA,NA,NA,NA,NA
