"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","previousCatalogNumber","typeStatus","individualCount","class"
"49","2020-12-21 16:14:21-03","MBM","MBM","21755","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.",NA,"Hatschbach, G.","1959","05","24","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1350","1350","MBM021755","MBM021755",NA,NA,"5886","Southern America","Paraná",NA,"Subarbusto até 1 m, Capítulos creme. Planta masculina.; De vegetação arbustiva tipocarrascal do alto dos morros.","41937","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:14:21-03","MBM","MBM","21763","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Irmão Teodoro Luis","Hatschbach, G.","1960","06","19","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","MBM021763","MBM021763",NA,NA,"7079","Southern America","Paraná",NA,"Arbusto. Capítulos creme.; Orla da Matinha nebular.","41937","auto","1961",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:14:21-03","MBM","MBM","75466","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Hatschbach, G.","1960","01","31","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","MBM075466","MBM075466",NA,NA,"6703","Southern America","Paraná",NA,"Arbusto.; Orla da Matinha nebular.","41937","auto","2005","02",NA,NA,NA,NA,NA
"52","2020-12-21 16:14:21-03","MBM","MBM","318461","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Silva, J.M.; Barboza, E.; Barboza, E.","2006","06","02","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1500","1500","MBM318461","MBM318461",NA,NA,"4779","Southern America","Paraná",NA,"Arbusto, 80 cm, capítulo creme.; Orla da matinha nebular.","41937","auto","2006",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:14:21-03","MBM","MBM","170268","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Poliquesi, C.B.; Cruz, J.M. da; Cruz, J.M. da","1994","11","09","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1250","1250","MBM170268","MBM170268",NA,NA,"213","Southern America","Paraná",NA,"Arbusto, 1,70 m, capítulo creme.; Matinha nebular.","41937","auto","1994",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:14:21-03","MBM","MBM","21764","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Irmão Teodoro Luis","Hatschbach, G.","1960","06","19","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","MBM021764","MBM021764",NA,NA,"7078","Southern America","Paraná",NA,"Arbusto.; Orla da Matinha nebular.","41937","auto","1961",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:14:21-03","MBM","MBM","296668","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.; Ribas, O.S.","Cervi, A.C.","2002","08","31","Brazil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos.","-48.5746994018555","-25.8827991485596",NA,NA,"1275","1275","MBM296668","MBM296668",NA,NA,"8310","Southern America","Paraná",NA,"Arbusto, 1 m, inflorescência creme.; Floresta Ombrofila Densa Altomontana.","41937","auto","2004",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:14:21-03","MBM","MBM","225836","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Robinson, H.","Kummrow, R.; Silva, J.M.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.",NA,NA,NA,"Brazil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM225836","MBM225836",NA,NA,"3386","Southern America","Paraná",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:14:21-03","MBM","MBM","301089","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Scheer, M.B.; Mocochinski, A.Y.; Mocochinski, A.Y.","2003","06","01","Brazil","Morretes","Serra da Igreja, Morro dos Padres.","-48.834400177002","-25.476900100708",NA,NA,"1230","1230","MBM301089","MBM301089",NA,NA,"625","Southern America","Paraná",NA,"Refúgio Vegetacional Altomontano.","30514","auto","2004","07",NA,NA,NA,NA,NA
"58","2020-12-21 16:14:21-03","MBM","MBM","301333","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Lobato, T.","Lobato, T.; Ribas, O.S.; Silva, S.S.C.; Ribas, O.S.; Silva, S.S.C.","2005","02","01","Brazil","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"1150","1150","MBM301333","MBM301333",NA,NA,"4","Southern America","Paraná",NA,"Arbusto 2 m, capítulos creme.; Floresta Denso Montana. Encosta de morro.","12577","auto","2005",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:14:21-03","MBM","MBM","289863","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","2004","01","09","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"1300","1300","MBM289863","MBM289863",NA,NA,"5721","Southern America","Paraná",NA,"Arbusto, 1,50 m. Capítulos creme. Flor feminina.; Encosta de morro.","12577","auto","2004","03",NA,NA,NA,NA,NA
"60","2020-12-21 16:14:21-03","MBM","MBM","289864","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","2004","01","09","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"1300","1300","MBM289864","MBM289864",NA,NA,"5722","Southern America","Paraná",NA,"Arbusto, 1,50 m. Capítulos creme.; Encosta de morro.","12577","auto","2004","03",NA,NA,NA,NA,NA
"61","2020-12-21 16:14:21-03","MBM","MBM","290071","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Cordeiro, J.","2003","11","12","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM290071","MBM290071",NA,NA,"2139","Southern America","Paraná",NA,"Subarbusto, 90 cm. Capítulo creme.; Alto do morro.","12577","auto","2004",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:14:21-03","MBM","MBM","291582","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Simon, G.F.; Silva, J.M.; Simon, G.F.","2004","02","03","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"1360","1360","MBM291582","MBM291582",NA,NA,"5872","Southern America","Paraná",NA,"Subarbusto, 1,50 m, capítulo creme.; Matinha nebular da encosta do morro.","12577","auto","2002",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:14:21-03","MBM","MBM","296100","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Cordeiro, J.","2003","11","12","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM296100","MBM296100",NA,NA,"3139","Southern America","Paraná",NA,"Subarbusto, 90 cm, capítulo creme.; Alto do morro.","12577","auto","2010","07","17",NA,NA,NA,NA
"64","2020-12-21 16:14:21-03","MBM","MBM","370882","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Ristow, R.; Ferreira, G.T.; Ferreira, T.; Ferreira, G.T.; Ferreira, T.","2010","07","03","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM370882","MBM370882",NA,NA,"684","Southern America","Paraná",NA,"Arbusto, 1 m, flor creme.","12577","auto","2011",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:14:21-03","MBM","MBM","375289","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Felitto, G.","Canestraro, B.K.","2011","09","18","Brazil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM375289","MBM375289",NA,NA,"208","Southern America","Paraná",NA,"Arbusto, capítulos creme.; Altomontana.","12577","auto","2011",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:14:21-03","MBM","MBM","16268","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.",NA,"Hatschbach, G.","1970","10","14","Brazil","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,"1200","1200","MBM016268","MBM016268",NA,NA,"24945","Southern America","Paraná",NA,"Arbusto 2m, capítulos creme, matinha nebular.; Arbusto, 2m, capítulos creme.; Matinha nebular.","12577","auto",NA,NA,NA,NA,"PARATYPE",NA,NA
"67","2020-12-21 16:14:21-03","MBM","MBM","356585","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Ribas, O.S.; Cordeiro, J.; Silva, J.M.; Vaz, J.; Cordeiro, J.; Silva, J.M.; Vaz, J.","2010","01","27","Brazil","Tijucas do Sul","Serra da Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,"1670","1670","MBM356585","MBM356585",NA,NA,"8395","Southern America","Paraná",NA,"Arbusto, 1,50 m. Capítulos creme.; Refúgios vegetacionais do alto do morro com formações graníticas.","25228","auto","2010",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:14:21-03","MBM","MBM","155285","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Cordeiro, J.; Barboza, E.; Barboza, E.","1992","11","19","Brazil","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1300","1300","MBM155285","MBM155285",NA,NA,"943","Southern America","Santa Catarina",NA,"Arbusto, 1,50 m. Capítulos creme.; Matinha nebular.","37493","auto","2001","12",NA,NA,NA,NA,NA
"69","2020-12-21 16:14:21-03","MBM","MBM","243963","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Cordeiro, J.; Silva, J.M.; Barboza, E.; Ribas, O.S.; Silva, J.M.; Barboza, E.; Ribas, O.S.","1999","12","28","Brazil","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1400","1400","MBM243963","MBM243963",NA,NA,"1744","Southern America","Santa Catarina",NA,"Arbusto, 90 cm, capítulo creme.; Matinha nebular.","37493","auto","2002","07",NA,NA,NA,NA,NA
"70","2020-12-21 16:14:21-03","MBM","MBM","301572","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Ribas, O.S.; Labiak, P.; Cordeiro, J.; Labiak, P.; Cordeiro, J.","2004","12","27","Brazil","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1450","1450","MBM301572","MBM301572",NA,NA,"6539","Southern America","Santa Catarina",NA,"Arbusto, 1,50 m, capítulo creme.; Matinha nebular do alto do morro.","37493","auto","2005","01",NA,NA,NA,NA,NA
"71","2020-12-21 16:14:21-03","MBM","MBM","303672","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Ribas, O.S.; Labiak, P.; Pichorim, M.; Labiak, P.; Pichorim, M.","2005","02","12","Brazil","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1450","1450","MBM303672","MBM303672",NA,NA,"6676","Southern America","Santa Catarina",NA,"Arbusto, 2,50 m, capítulo creme.; Encosta do morro, matinha nebular.","37493","auto","2005",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:14:21-03","MBM","MBM","359824","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Cordeiro, J.; Barboza, E.; Lozano, E.D.; Barboza, E.; Lozano, E.D.","2009","04","07","Brazil","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM359824","MBM359824",NA,NA,"3015","Southern America","Santa Catarina",NA,"Arbusto, 1,50 m, capítulo creme-esverdeado.; Matinha nebular.","37493","auto","2010",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:14:21-03","MBM","MBM","363481","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Barboza, E.","Costa, E.F.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2010","08","26","Brazil","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1400","1400","MBM363481","MBM363481",NA,NA,"109","Southern America","Santa Catarina",NA,"Subarbusto 90 cm, capítulos creme.; Campo de altitude.","37493","auto","2010",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:14:21-03","MBM","MBM","301288","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Ribas, O.S.","Silva, J.M.; Ribas, O.S.; Bornschein, M.R.; Ribas, O.S.; Bornschein, M.R.","2004","10","16","Brazil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","MBM301288","MBM301288",NA,NA,"4132","Southern America","Santa Catarina",NA,"Arbusto 1 m, capítulos creme.; Campo de altitude.","22441","auto","2005","02",NA,NA,NA,NA,NA
"75","2020-12-21 16:14:21-03","MBM","MBM","301524","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Silva, J.M.; Ribas, O.S.; Bornschein, M.R.; Ribas, O.S.; Bornschein, M.R.","2004","10","16","Brazil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","MBM301524","MBM301524",NA,NA,"4118","Southern America","Santa Catarina",NA,"Arbusto, 1 m, capítulo creme.; Campo de altitude.","22441","auto","2005",NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:32:20-03","UFMG","BHCB","162509","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.",NA,"Romão, GO; Dantas, APT","2006","09","09","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, Acesso pela rodovia BR-376 entre os Km665-666, 500m após o rio itararé e 1Km antes do Posto policial. Síitio arca de noé, topo do morro por estrada de terra ca. 6Km da BR, próximo da última antenas","-48.969083","-25.851472","-48.969083","-25.851472","1430","1430","BHCB006031",NA,"Dicotyledon",NA,"1683","Southern America","Paraná",NA,"Arbusto, 60cm, capítulos creme-esverdeados; Campo de altitude com predmínio de gramíneas e alguns aglomerados de arbustos, solo arenoso seco",NA,NA,"2015","06","24",NA,NA,NA,NA
"77","2020-12-11 11:32:20-03","UFMG","BHCB","61716","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.",NA,"Barbosa, E; Ribas, OS","2000","04","08","Brasil","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"4421","Southern America","Paraná",NA,"Campo de altitude. Orla da matinha nebular. Arbusto, 1m. Capítulo alvacento.","41937","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:17:59-03","UFPR","UPCB","85515","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach","Hatschbach, G.","Ribas, O.S. et al.","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"2722",NA,"Paraná",NA,"Arbusto, 1,50m, capítulo creme. Encosta do morro..","12577","auto","2004",NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:17:59-03","UFPR","UPCB","50414","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Ribas, O.S.","Stange, E.J.","2004","09","18","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Paraná",NA,"Herbácea, 50cm. Refúgio vegetacional..","12577","auto","2004","01","01",NA,NA,NA,NA
"80","2021-02-11 17:17:59-03","UFPR","UPCB","48719","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Hatschbach, G.","Ribas, O.S.","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"5721",NA,"Paraná",NA,"Arbusto 1,5m, capítulo creme, flor feminina. Encosta do morro. Alt.: 1300m s.n.m..","12577","auto","2004","01","01",NA,NA,NA,NA
"81","2021-02-11 17:17:59-03","UFPR","UPCB","47435","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Hatschbach, G.","Ribas, O.S.","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"2722",NA,"Paraná",NA,"Arbusto, 1,5m, capítulo creme. Encosta do morro. Alt.: 1300m s.n.m..","12577","auto","2004","01","01",NA,NA,NA,NA
"82","2021-02-11 17:17:59-03","UFPR","UPCB","81700","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M.Barroso","Buturi, C. V.","Buturi, C.V.","2013","10","18","Brasil","Piraquara","Morro do Canal - Serra do Marumbi","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0033825","UPCB0033825",NA,NA,"31",NA,"Paraná",NA,"Arbusto. Flor alva amarelada.","12577","auto","2013","10","23",NA,NA,NA,NA
"83","2021-02-11 17:17:59-03","UFPR","UPCB","48832","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Cordeiro, J. & Ribas, O.S.","Cervi, A.C.","2002","08","31","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,NA,"8310",NA,"Paraná",NA,"Arbusto 1m, inflorescência creme. Floresta ombrófila densa altomonta. Alt.: 1275m s.n.m..","41937","auto","2004","01","01",NA,NA,NA,NA
"84","2014-12-01 17:23:00-02","MO","MOBOT","3283341","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","G. Hatschbach","E. Barbosa|O.S. Ribas","2000",NA,NA,"Brazil",NA,"Serra do Aracatuba (Mun Guaratuba)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbosa 422","South America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2014-10-21 08:18:00-02","MO","MOBOT","100750130","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","J. Pruski (MO)","O.S. Ribas|J.M. Silva|E.F. Costa","2004","1","9","Brazil","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"Ribas 5721","South America","Paraná",NA,NA,"12577","auto",NA,NA,NA,NA,NA,"1",NA
"86","2015-10-22 10:02:32-02","UNIOESTE","UNOP","5035","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","Hatschbach, G.","Silva, J.M.; Barbosa, E.; Barbosa, E.","2006","06","02","Brasil","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,"1500","1500",NA,NA,NA,NA,"4779",NA,"Paraná",NA,"Arbusto, 80cm, capítulo creme. Orla da matinha nebular.","41937","auto","2006",NA,NA,NA,NA,NA,NA
"87","2015-10-22 10:02:32-02","UNIOESTE","UNOP","5719","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","Neher, R.S.","Marcilio, V.; Cestaro, D.C.; Neher, R.S.; Vitor, A.C.R.; Cestaro, D.C.; Neher, R.S.; Vitor, A.C.R.","2009","09","18","Brasil","Piraquara","Morro do canal floresta ombrofila densa alto- montanha e refugios altos montanos.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,"Paraná",NA,"Morro do Canal Floresta Ombrófila Densa Alto-Montana e Refúgios Alto-Montanos","12577","auto",NA,NA,NA,NA,NA,NA,NA
"88","2015-10-22 10:02:32-02","UNIOESTE","UNOP","5123","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","Longhi-Wagner, H.M.","Cordeiro, J.","2003","11","12","Brasil","Piraquara","Morro do canal municipio de piraquara parana","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"2139",NA,"Paraná",NA,"Subarbusto, 90cm, capítulo creme. Alto do morro.","12577","auto","2003",NA,NA,NA,NA,NA,NA
"89","2020-06-15 15:28:43-03","UNESP-RC","HRCB","46104","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Ribas, O.S.","Silva, J.M.","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300",NA,NA,NA,NA,"4132",NA,"Santa Catarina",NA,"Arbusto, 1m, capítulo creme.","22441","auto","2005",NA,NA,NA,NA,NA,NA
"90","2020-06-15 15:28:43-03","UNESP-RC","HRCB","44236","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Ribas, O.S.","Silva, J.M.","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300",NA,NA,NA,NA,"4132",NA,"Santa Catarina",NA,"Arbusto, 1m, capítulo verde.","22441","auto","2005",NA,NA,NA,NA,NA,NA
"91","2020-06-15 15:28:43-03","UNESP-RC","HRCB","49102","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Hatschbach, G.","Silva, J.M.","2006","06","02","Brasil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1500","1500",NA,NA,NA,NA,"4779",NA,"Paraná",NA,"Arbusto, 80cm, capítulo creme.","41937","auto","2006",NA,NA,NA,NA,NA,NA
"92","2020-06-15 15:28:43-03","UNESP-RC","HRCB","34202","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Hatschbach, G.","Barbosa, E.","2000","04","08","Brasil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,NA,"442",NA,"Paraná",NA,"Arbusto, 1m, capítulo alvacento.","41937","auto","2000",NA,NA,NA,NA,NA,NA
"93","2021-01-26 14:12:10-03","CPACT","ECT","5547","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","A.V.F.Lourenço","2015","06","30","Brasil","Piraquara","Morro do Canal. Altitude obtida a partir das coordenadas geográficas.","-48.553889","-25.305","48º33'14''W","25º18'18''S","23","23","ECT0005547","ECT0005547","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2018","12","12",NA,NA,NA,NA
"94","2021-01-26 14:12:10-03","CPACT","ECT","3573","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","F.R.Campos; T.Zuccolotto","2013","11","10","Brasil","Piraquara","Estrada do Morro do Canal. Em vários pontos ao longo da trilha. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-49.063333","-25.440278","49º3'48''W","25º26'25''S","928","928","ECT0003573","ECT0003573","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2017","10","26",NA,NA,NA,NA
"95","2021-01-26 14:12:10-03","CPACT","ECT","3605","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","F.R.Campos; T.Zuccolotto","2013","11","10","Brasil","Piraquara","Estrada do Morro do Canal. Em vários pontos ao longo da trilha. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-49.063333","-25.440278","49º3'48''W","25º26'25''S","928","928","ECT0003605","ECT0003605","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2017","10","26",NA,NA,NA,NA
"96","2021-01-26 14:12:10-03","CPACT","ECT","5603","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","A.V.F.Lourenço","2015","06","30","Brasil","Piraquara","Morro do Canal. Altitude obtida a partir das coordenadas geográficas.","-48.593889","-25.305","48º35'38''W","25º18'18''S","59","59","ECT0005603","ECT0005603","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2018","12","12",NA,NA,NA,NA
"97","2021-01-26 14:12:10-03","CPACT","ECT","5545","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","A.V.F.Lourenço","2015","06","30","Brasil","Piraquara","Morro do Canal. Altitude obtida a partir das coordenadas geográficas.","-48.591389","-25.305278","48º35'29''W","25º18'19''S","63","63","ECT0005545","ECT0005545","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2018","12","12",NA,NA,NA,NA
