"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","sex"
"101","2020-12-21 16:33:26-03","MBM","MBM","41433","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Hatschbach, G.","13946",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM041433",NA,NA,"Cav.","Paraná","Jaguariaíva","Rodovia do Café","-49.7057991027832","-24.2511005401611","MBM041433",NA,NA,"Krapovickas, A.",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:33:26-03","MBM","MBM","12152","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Hatschbach, G.","22910",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM012152",NA,NA,"Cav.","Paraná","Londrina","Leroville, Campo das Pedras","-51.1627998352051","-23.3103008270264","MBM012152",NA,NA,"Krapovickas, A.",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:33:26-03","MBM","MBM","18620","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Hatschbach, G.","26782","1971","06","17","Southern America","Brazil",NA,NA,"Arbusto 1,50m, flor rosada. Capoeira","MBM018620",NA,NA,"Cav.","Paraná","Sengés","Rio Pelame","-49.4636001586914","-24.1128005981445","MBM018620",NA,NA,"Grings, M.",NA,NA,"55682","auto",NA,NA,NA,NA,"2010","07","31",NA,NA,NA
"104","2020-12-21 16:33:26-03","MBM","MBM","223136","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Sacco, J.C.","471",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM223136",NA,NA,"Cav.","Rio Grande do Sul","Pelotas","Instituto Agronômico do Sul (I.A.S.)","-52.3424987792969","-31.771900177002",NA,NA,NA,"Rambo, B.",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:33:26-03","MBM","MBM","38924","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Rojas, T.","3284",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM038924",NA,NA,"Cav.",NA,NA,NA,NA,NA,"MBM038924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:33:26-03","MBM","MBM","109963","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Falkenberg, D.B.","296",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM109963",NA,NA,"Cav.","Rio Grande do Sul",NA,"Rio Pardo",NA,NA,"MBM109963",NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:33:26-03","MBM","MBM","223139","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.; et al.; et al.","16865",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM223139",NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:33:26-03","MBM","MBM","109969","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Falkenberg, D.B.","297",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM109969",NA,NA,"Cav.","Rio Grande do Sul",NA,"Rio Pardo",NA,NA,"MBM109969",NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:33:26-03","MBM","MBM","147913","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Pedersen, T.M.","15643",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,"MBM147913",NA,NA,"Cav.",NA,NA,NA,NA,NA,"MBM147913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:33:26-03","MBM","MBM","17593","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.","16865",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM017593",NA,NA,"Cav.",NA,NA,NA,NA,NA,"MBM017593",NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:33:26-03","MBM","MBM","223137","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.; et al.; et al.","13299",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM223137",NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:33:26-03","MBM","MBM","223138","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.; et al.; et al.","13199",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM223138",NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:33:26-03","MBM","MBM","258065","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Rambo, B.","43848",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM258065",NA,NA,"Cav.","Rio Grande do Sul",NA,"Caí",NA,NA,"MBM258065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:33:26-03","MBM","MBM","27773","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Rambo, B.","42563",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM027773",NA,NA,"Cav.","Rio Grande do Sul",NA,"Próximo de Caí",NA,NA,"MBM027773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:33:26-03","MBM","MBM","32234","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.; et al.; et al.","24061",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM032234",NA,NA,"Cav.",NA,NA,NA,NA,NA,"MBM032234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:33:26-03","MBM","MBM","322374","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Zuloaga, F.O.; Giberti, G.C.; Sáenz, A.A.; Giberti, G.C.; Sáenz, A.A.","2552","1985","04","11","Southern America","Argentina",NA,NA,"Flor rosa.","MBM322374",NA,NA,"Cav.","Misiones","Candelaria","Camino de Santa Ana a San Ignacio",NA,NA,"MBM322374",NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA
"117","2020-12-21 16:33:26-03","MBM","MBM","322375","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Zuloaga, F.O.; Giberti, G.C.; Sáenz, A.A.; Giberti, G.C.; Sáenz, A.A.","2318","1985","04","13","Southern America","Argentina",NA,NA,"Flor lila.","MBM322375",NA,NA,"Cav.","Misiones","Capital","Ruta Provincial 105, Arroyo Piedras",NA,NA,"MBM322375",NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA
"118","2020-12-21 16:33:26-03","MBM","MBM","41448","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Rambo, B.","51628",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM041448",NA,NA,"Cav.","Rio Grande do Sul",NA,"Brasília, Passo do Socorro para Vacaria",NA,NA,"MBM041448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:33:26-03","MBM","MBM","45673","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Schulz, A.G.","18556",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM045673",NA,NA,"Cav.",NA,NA,NA,NA,NA,"MBM045673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:33:26-03","MBM","MBM","109966","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Falkenberg, D.B.","301",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM109966",NA,NA,"Cav.","Rio Grande do Sul","Cachoeira do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016","MBM109966",NA,NA,"Krapovickas, A.",NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:33:26-03","MBM","MBM","5575","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Lindeman, J.; Haas, H.; Haas, H.","1019",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM005575",NA,NA,"Cav.","Paraná","Clevelândia","Brandalize","-52.4707984924316","-26.3957996368408","MBM005575",NA,NA,"Westra, L.Y.T.",NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:33:26-03","MBM","MBM","109961","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Falkenberg, D.B.","299",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM109961",NA,NA,"Cav.","Rio Grande do Sul","Cachoeira do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016","MBM109961",NA,NA,"Krapovickas, A.",NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:33:26-03","MBM","MBM","253167","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71675","2000","12","08","Southern America","Brazil",NA,NA,"Adcendente, flor rosada. Base do paredão rochoso.","MBM253167",NA,NA,"Cav.","Santa Catarina","Urubici","Cachoeira Véu de Noiva","-49.5917015075684","-28.0149993896484","MBM253167",NA,NA,"Grings, M.","1300","1300","30102","auto",NA,NA,NA,NA,"2010","07","30",NA,NA,NA
"124","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606372","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Valthier",NA,"1836","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606372' target='other'> <mi>dwc_moreinfo</mi></a>","P06606372",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"125","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606377","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Prater",NA,"1844","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606377' target='other'> <mi>dwc_moreinfo</mi></a>","P06606377",NA,NA,"Cav.","São Paulo",NA,"Piritura.",NA,NA,"P06606377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606378","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606378' target='other'> <mi>dwc_moreinfo</mi></a>","P06606378",NA,NA,"Cav.","Rio Grande do Sul",NA,NA,NA,NA,"P06606378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"127","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606398","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Fruchard",NA,"1874","2","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606398' target='other'> <mi>dwc_moreinfo</mi></a>","P06606398",NA,NA,"Cav.",NA,NA,"Montevideo. Barra [Vri] miguyelete.",NA,NA,"P06606398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606374","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Claussen",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606374' target='other'> <mi>dwc_moreinfo</mi></a>","P06606374",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-12-04 15:58:19-02","MNHN","RECOLNAT_MNHN_P","P00673861","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Commerson, P.",NA,NA,NA,NA,NA,"[Uruguay]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00673861' target='other'> <mi>dwc_moreinfo</mi></a>","P00673861",NA,NA,"Cav.",NA,NA,"Montevideo",NA,NA,"P00673861_01 P00673861_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606376","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606376' target='other'> <mi>dwc_moreinfo</mi></a>","P06606376",NA,NA,"Cav.","Rio Grande do Sul",NA,NA,NA,NA,"P06606376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"131","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606366","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Schulz, A.G.",NA,"1957","11","10",NA,"Argentina","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606366' target='other'> <mi>dwc_moreinfo</mi></a>","P06606366",NA,NA,"Cav.",NA,NA,"Prov. Santa Fe, Rosario. En matorrales de la barranca, lado norte.",NA,NA,"P06606366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9101",NA
"132","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606367","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Calot",NA,"1876","4","2",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606367' target='other'> <mi>dwc_moreinfo</mi></a>","P06606367",NA,NA,"Cav.",NA,NA,"Dep. de Paysandu, Fray - Bentos. .",NA,NA,"P06606367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127",NA
"133","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606368","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata",NA,NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606368' target='other'> <mi>dwc_moreinfo</mi></a>","P06606368",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606369","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Vauthier",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606369' target='other'> <mi>dwc_moreinfo</mi></a>","P06606369",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606370","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Sello",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606370' target='other'> <mi>dwc_moreinfo</mi></a>","P06606370",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606371","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Vauthier",NA,"1836","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606371' target='other'> <mi>dwc_moreinfo</mi></a>","P06606371",NA,NA,"Cav.","Rio de Janeiro",NA,NA,NA,NA,"P06606371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2421",NA
"137","2015-09-04 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P06606375","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606375' target='other'> <mi>dwc_moreinfo</mi></a>","P06606375",NA,NA,"Cav.","Rio Grande do Sul",NA,NA,NA,NA,"P06606375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA
"138","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606379","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606379' target='other'> <mi>dwc_moreinfo</mi></a>","P06606379",NA,NA,"Cav.",NA,NA,"Prov. Missionarum Ad. Ripeis fl. Uruguay fr. Castra Stativa S. Josephi.",NA,NA,"P06606379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2672",NA
"139","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606380","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606380' target='other'> <mi>dwc_moreinfo</mi></a>","P06606380",NA,NA,"Cav.","Rio Grande do Sul",NA,"Miision prés S. Borja.",NA,NA,"P06606380_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2672 bis",NA
"140","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606383","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Nadeaud",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606383' target='other'> <mi>dwc_moreinfo</mi></a>","P06606383",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606385","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Rojas, T.",NA,"1924","2","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606385' target='other'> <mi>dwc_moreinfo</mi></a>","P06606385",NA,NA,"Cav.",NA,NA,"Dep. Guayrá, Colonia Independencia.",NA,NA,"P06606385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4702",NA
"142","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606386","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.",NA,"1967","9","26",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606386' target='other'> <mi>dwc_moreinfo</mi></a>","P06606386",NA,NA,"Cav.",NA,NA,"La Cordillera. Ruta 2. 10km E. de E. Ayala. Orilla Arroyo.",NA,NA,"P06606386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257",NA
"143","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606387","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Rojas, T.",NA,"1919","3","25",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606387' target='other'> <mi>dwc_moreinfo</mi></a>","P06606387",NA,NA,"Cav.",NA,NA,"Dep. Paraguarí, espinillar orillas arroyo Caañavé.",NA,NA,"P06606387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3284",NA
"144","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606388","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Woolston, A.",NA,"1957","1","10",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606388' target='other'> <mi>dwc_moreinfo</mi></a>","P06606388",NA,NA,"Cav.",NA,NA,"Depto. San Pedro, Colonia Primavera.",NA,NA,"P06606388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"782",NA
"145","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606389","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Balansa",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606389' target='other'> <mi>dwc_moreinfo</mi></a>","P06606389",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1598",NA
"146","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606390","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Balansa, B.",NA,"1874","10","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606390' target='other'> <mi>dwc_moreinfo</mi></a>","P06606390",NA,NA,"Cav.",NA,NA,"Villa - Rica, sur les collines incultes.",NA,NA,"P06606390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1598",NA
"147","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606391","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Balansa, B.",NA,"1874","11","12",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606391' target='other'> <mi>dwc_moreinfo</mi></a>","P06606391",NA,NA,"Cav.",NA,NA,NA,NA,NA,"P06606391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606392","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606392' target='other'> <mi>dwc_moreinfo</mi></a>","P06606392",NA,NA,"Cav.",NA,NA,"Iter ad Yerbales montium Sierra de Maracayú. In regione cursus superiores fluminis Jejui Guazú.",NA,NA,"P06606392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5684",NA
"149","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606393","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Hassler",NA,"1905","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606393' target='other'> <mi>dwc_moreinfo</mi></a>","P06606393",NA,NA,"Cav.",NA,NA,"Cordillera de Villa-Rica.",NA,NA,"P06606393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8760",NA
"150","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606394","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Krapovickas, A.|Cristóbal, C.L.|Palacios, R.A.",NA,"1966","2","8",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606394' target='other'> <mi>dwc_moreinfo</mi></a>","P06606394",NA,NA,"Cav.",NA,NA,"Dep. Caaguazú, 2 km E de Caaguazú, Ruta 2.",NA,NA,"P06606394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12520",NA
"151","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606395","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606395' target='other'> <mi>dwc_moreinfo</mi></a>","P06606395",NA,NA,"Cav.",NA,NA,"Sierra de Maracayú, in regione cursus superioris fluminis Jejui guazú.",NA,NA,"P06606395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5684",NA
"152","2015-09-04 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P06606396","PreservedSpecimen",NA,"Malvaceae","Pavonia","hastata","Pavonia hastata","Fruchard",NA,"1871","4","7",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06606396' target='other'> <mi>dwc_moreinfo</mi></a>","P06606396",NA,NA,"Cav.",NA,NA,"Montevideo [Carasco].",NA,NA,"P06606396_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
