"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","phylum","yearIdentified","verbatimLongitude","verbatimLatitude","imagecode","continentOcean","class","order","monthIdentified","dayIdentified","fieldNumber","preparationType","individualCount"
"99","2020-12-21 16:46:08-03","MBM","MBM","191593","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Hatschbach, G.",NA,"Cervi, A.C.","2798",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,NA,NA,"MBM191593","auto",NA,NA,NA,NA,"MBM191593","Southern America",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:46:08-03","MBM","MBM","191447","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Dombrowski, L.T.","446",NA,NA,NA,"Brazil","Paraná","Curitiba","São Brás","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM191447","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:46:08-03","MBM","MBM","191448","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Tessmann, G.","s.n.",NA,NA,NA,"Brazil","Paraná","Curitiba","Vale do Rio Iguaçu","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM191448","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:46:08-03","MBM","MBM","23462","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Hatschbach, G.","2507",NA,NA,NA,"Brazil","Paraná","Piraquara","Rio Taquari","-49.0633010864258","-25.4416999816895","12577",NA,NA,NA,"MBM023462","auto",NA,NA,NA,NA,"MBM023462","Southern America",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:46:08-03","MBM","MBM","194322","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni","Bidá, A.",NA,"Camargo, O.","114",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Barragem do Blong","-50.5835990905762","-29.4480991363525","76715",NA,NA,NA,"MBM194322","auto",NA,NA,NA,NA,"MBM194322","Southern America",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2516","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","A. Bidá",NA,"P.E. Leite S.J.","s.n.","1945","10",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,"002516","auto",NA,"1996",NA,NA,NA,NA,NA,"Angiospermae","05","22",NA,NA,NA
"105","2015-09-04 15:44:17-03","MNHN","RECOLNAT_MNHN_P","P04488314","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Glaziou, A.",NA,"1879","9","8","Brasil","São Paulo",NA,"Campos da Bocaina",NA,NA,NA,NA,NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488314' target='other'> <mi>dwc_moreinfo</mi></a>","P04488314",NA,NA,NA,NA,NA,"P04488314_01",NA,NA,NA,NA,NA,"11168","hb",NA
"106","2015-09-04 15:43:52-03","MNHN","RECOLNAT_MNHN_P","P04488308","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Jonsson, G.",NA,"1914","10","22","Brasil","Paraná",NA,"Turma 23",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488308' target='other'> <mi>dwc_moreinfo</mi></a>","P04488308",NA,NA,NA,NA,NA,"P04488308_01",NA,NA,NA,NA,NA,NA,"hb",NA
"107","2015-09-04 15:43:52-03","MNHN","RECOLNAT_MNHN_P","P04488309","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Glaziou",NA,"1874","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488309' target='other'> <mi>dwc_moreinfo</mi></a>","P04488309",NA,NA,NA,NA,NA,"P04488309_01",NA,NA,NA,NA,NA,"7577","hb",NA
"108","2015-09-04 15:44:17-03","MNHN","RECOLNAT_MNHN_P","P04488315","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Hatschbach, G.|Guimarães, O.",NA,"1966","2","5","Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545","46557",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488315' target='other'> <mi>dwc_moreinfo</mi></a>","P04488315","auto",NA,NA,NA,NA,"P04488315_01",NA,NA,NA,NA,NA,"14651","hb",NA
"109","2015-09-04 15:43:52-03","MNHN","RECOLNAT_MNHN_P","P04488312","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Dusén, P.",NA,"1911","10","10","Brasil","Paraná","Jaguariaíva","Paraná: Jaguaraiahyva]","-49.7057991027832","-24.2511005401611","44368",NA,NA,"Plantae Brasilienses <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488312' target='other'> <mi>dwc_moreinfo</mi></a>","P04488312","auto",NA,NA,NA,NA,"P04488312_01",NA,NA,NA,NA,NA,"13183","hb",NA
"110","2015-09-04 15:43:52-03","MNHN","RECOLNAT_MNHN_P","P04488310","PreservedSpecimen",NA,"Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Hatschbach, G.",NA,"1966","10","19","Brasil","Paraná","Palmas","Santa Bárbara. Ao longo de brejo.","-51.9906005859375","-26.4841995239258","46666",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488310' target='other'> <mi>dwc_moreinfo</mi></a>","P04488310","auto",NA,NA,NA,NA,"P04488310_01",NA,NA,NA,NA,NA,"15002","hb",NA
"111","2021-02-12 16:53:51-03","UFMG","BHCB","142065","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(N.F.Mattos) Occhioni ex Aranha",NA,NA,"Oliveira, CT; Viana, PL","157","2008","10","01","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.4525","-20.134722",NA,"2056","2056","Arbusto de 1,0 m, flores com cálice verde e corola creme.","BHCB058095",NA,"Dicotyledon","2013","-43.4525","-20.134722",NA,"Southern America",NA,NA,"05",NA,NA,NA,NA
"112","2021-02-12 16:53:51-03","UFMG","BHCB","1749","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(N.F.Mattos) Occhioni ex Aranha",NA,NA,"Schwacke, CAW","9460","1904",NA,NA,"Brasil","Minas Gerais",NA,"Serra de Capanema.",NA,NA,NA,NA,NA,"Herbáceo; Campo rupestre.","BHCB058094",NA,"Dicotyledon","2010",NA,NA,NA,"Southern America",NA,NA,"05",NA,NA,NA,NA
"113","2020-12-11 11:42:35-03","UFMG","BHCB","1751","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(N.F.Mattos) Occhioni ex Aranha",NA,NA,"Schwacke, CAW","6774","1904",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Caparaó.",NA,NA,NA,NA,NA,"Campo rupestre. Herbáceo. Folhas como chá",NA,NA,"Dicotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:42:35-03","UFMG","BHCB","70411","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(N.F.Mattos) Occhioni ex Aranha",NA,NA,"Pirani, JR; Bremer, K; Lobão, A; Pontes, AF","4898","2001","10","19","Brasil","São Paulo","Campos do Jordão","Parque Estadual, Trilha da Cachoeira","-45.5900001525879","-22.7299995422363","21048",NA,NA,"Borda da mata; floresta de Araucaria. Arvoreta, 3m. Copa globosa. Folhas verde-escuro. Flores creme. Voucher para estudo genômico",NA,"auto","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"115","2021-02-11 17:21:54-03","UFPR","UPCB","26753","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Mattos, J.","11950","1964","11","09","Brasil","Santa Catarina",NA,"km 23 da rodovia Mattos Costa- Caçador",NA,NA,NA,NA,NA,"Arbusto, 2m, flor aglomerada, verde-amarelada. Capoeirinha..",NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,"04","10",NA,NA,NA
"116","2021-02-11 17:21:54-03","UFPR","UPCB","27279","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Camargo, O.R.","114","1956","09","26","Brasil",NA,"São Francisco de Paula","Barragem do Blong",NA,NA,NA,NA,NA,"Mata de galeria..",NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA
"117","2021-02-11 17:21:54-03","UFPR","UPCB","50399","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Guimarães, O.A.",NA,"Gonçalves, R.","116","2003","09","06","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, próximo a Fortaleza, 25°14'S49°59'W","-49.983333","-25.233333",NA,NA,NA,"Arbusto 70cm, exposto ao sol..",NA,NA,NA,"2004","-49.983333","-25.233333",NA,NA,NA,NA,"01","01",NA,NA,NA
"118","2021-02-11 17:21:54-03","UFPR","UPCB","27278","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Anzivenzo, L.","137","1978","09","14","Brasil","Rio Grande do Sul","Esmeralda",NA,"-51.190299987793","-28.0536003112793","38649",NA,NA,NA,NA,"auto",NA,"1996",NA,NA,NA,NA,NA,NA,"06","22",NA,NA,NA
"119","2021-02-11 17:21:54-03","UFPR","UPCB","6094","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Hatschbach, G.","14651","1966","09","05","Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545","46557",NA,NA,"Arbusto, 1,80m, flor alvescente. Orla de capão..",NA,"auto",NA,"1996",NA,NA,NA,NA,NA,NA,"04","11",NA,NA,NA
"120","2021-02-11 17:21:54-03","UFPR","UPCB","6210","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Hatschbach, G.","14813","1966","10","10","Brasil","Paraná","São José dos Pinhais","Colônia Roseira","-49.2064018249512","-25.5347003936768","45291",NA,NA,"Arvoreta, flor alva. Capão..",NA,"auto",NA,"1995",NA,NA,NA,NA,NA,NA,"07","28",NA,NA,NA
"121","2021-02-11 17:21:54-03","UFPR","UPCB","30037","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Guimarães, O.A.",NA,"Schiesinsky, D.","7","1992","08","05","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,NA,"Arbustiva com 1,7m de altura. Flores alvas. Afloramentos rochosos (Planalto)..",NA,"auto",NA,"2001",NA,NA,NA,NA,NA,NA,"08","08",NA,NA,NA
"122","2021-02-11 17:21:54-03","UFPR","UPCB","33386","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Cervi, A.C.","2798","1989","10","05","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Rio Monjolo","-50.1618995666504","-25.0949993133545","46557",NA,NA,"Arvoreta, 3-4m, flor branca. Mata de galeria..",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:21:54-03","UFPR","UPCB","23426","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Hatschbach, G.","7201","1960","09","08","Brasil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385","41852",NA,NA,"Arbusto, flor alva. Margem de rio, cerrado..",NA,"auto",NA,"1995",NA,NA,NA,NA,NA,NA,"07","28",NA,NA,NA
"124","2021-02-11 17:21:54-03","UFPR","UPCB","30284","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Guimarães, O.A.",NA,"Cervi, A.C.","3784","1992","09","29","Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611","44368",NA,NA,"Arbusto com flores alvas, de beira de rio..",NA,"auto",NA,"2001",NA,NA,NA,NA,NA,NA,"08","08",NA,NA,NA
"125","2021-02-11 17:21:54-03","UFPR","UPCB","30254","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Guimarães, O.A.",NA,"Schiesinsky, D.","24","1992","10","10","Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545","46557",NA,NA,"Arbusto com 2m de altura. Flores alvas, beira do rio..",NA,"auto",NA,"2001",NA,NA,NA,NA,NA,NA,"08","08",NA,NA,NA
"126","2021-02-11 17:21:54-03","UFPR","UPCB","6201","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Hatschbach, G.","15002","1966","10","19","Brasil","Paraná","Palmas","Santa Bárbara","-51.9906005859375","-26.4841995239258","46666",NA,NA,"Arbusto, flor creme claro. Campo, longo de brejo..",NA,"auto",NA,"1995",NA,NA,NA,NA,NA,NA,"07","28",NA,NA,NA
"127","2021-02-11 17:21:54-03","UFPR","UPCB","26205","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occh.","Bidá, A.",NA,"Schimmelpfeng, L.C.","1039","1987","10","10","Brasil","Paraná","Curitiba","Universidade Federal do Paraná, Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,NA,"Capão, floresta com Araucaria..",NA,"auto",NA,"1996",NA,NA,NA,NA,NA,NA,"04","11",NA,NA,NA
"128","2016-05-11 14:12:00-03","MO","MOBOT","3385652","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Gert G. Hatschbach","Hatschbach 19719","1968","9","12","Brazil","Paraná","Balsa Nova","Barra Rio Papagaios.","-49.6356010437012","-25.5839004516602","27346",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"129","2016-05-11 11:34:00-03","MO","MOBOT","3395808","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Gert G. Hatschbach","Hatschbach 48566","1984","11","1","Brazil","Paraná","Curitiba","Capanema.","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"130","2016-03-08 15:31:00-03","MO","MOBOT","3385916","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Per Dusén","Dusén 15800","1914","11","3","Brazil","Paraná",NA,"Pinhaes, ad marginam silvuale.",NA,NA,NA,"890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"131","2020-03-12 04:39:00-03","MO","MOBOT","3385982","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Gösta Jönsson","Jönsson 1241A","1914",NA,NA,"Brazil","Paraná",NA,"Turuma 23, ad marg. silvulae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"132","2016-05-11 14:13:00-03","MO","MOBOT","3386337","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Per Dusén","Dusén 7326","1908",NA,NA,"Brazil","Paraná",NA,"Serrinha, ad marg. Silv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"133","2016-05-11 14:12:00-03","MO","MOBOT","3387855","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","J.L.M. Aranha F.",NA,"Gert G. Hatschbach","Hatschbach 30703","1972","11","19","Brazil","Paraná",NA,"Gal. Carneiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1"
"134","2019-03-29 10:41:44-03","UFSM","HDCF","5456","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Tales",NA,"Krug, M.",NA,"2001","10","10","Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525","76715",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA
"135","2018-09-12 14:48:37-03","UNIOESTE","UNOP","5707","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Caddah, M.K.",NA,"Kellermann, B.D.; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenb; Snak, C.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenberg, R.","95","2009","09","27","Brasil","Paraná","Balsa Nova","Morro do cristo ,serra de são luis do purunã ,floresta ombrofila mista.","-49.644444","-25.480556",NA,NA,NA,NA,NA,NA,NA,NA,"-49.644444","-25.480556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2018-09-12 14:48:37-03","UNIOESTE","UNOP","3198","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Barboza, E.",NA,"Caxambu, M.G.; et al.; et al.","5639","2014","10","24","Brasil","Paraná","Tibagi","Sítio sete quedas.","-50.253911","-24.5814",NA,"1054","1054","Arbusto ca. 1 m, heliófito. Frutos imaturos verdes. - Relevo: ondulado - Vegetação: savana (Cerrado sensu strictu).",NA,NA,NA,"2015","-50.253911","-24.5814",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","43662",NA,"Plantae","Symplocaceae","Symplocos","cf. pentandra",NA,"Symplocos cf. pentandra","(Mattos) Occhioni",NA,NA,"F.F. Mazine; M. Sobral & W. Forster","199","1999","10","19","Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó, proximidades da Casa Queimada","-41.8452987670898","-20.6888999938965","23972",NA,NA,"Arvoreta 4m, flores brancas, em campo","MBML043662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","1952990","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","itatiaiae","pentandra","Symplocos itatiaiae pentandra","Mattos",NA,"Isotype","G. Hatschbach","358","1946","9","7","Brazil","Paraná",NA,"Piraquara.",NA,NA,NA,NA,NA,NA,"US00112669",NA,NA,NA,NA,NA,"US00112669_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"139","2020-09-12 05:00:02-03","US","US","2564225","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"G. Hatschbach","14813","1966","10","10","Brazil","Paraná",NA,"Est. Parana (Brasil). Mun. S. José dos Pinhaes. Col. Roseira.",NA,NA,NA,NA,NA,NA,"US03135882",NA,NA,NA,NA,NA,"US03135882_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"140","2020-09-12 05:00:02-03","US","US","2654876","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"-- Reitz & Klein, --","13400","1962","10","24","Brazil","Santa Catarina",NA,"Ponte Alta do Norte, Curitibanos. Capão.",NA,NA,NA,"900",NA,NA,"US03135876",NA,NA,NA,NA,NA,"US03135876_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"141","2020-09-12 05:00:02-03","US","US","2562404","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"J. Mattos & O. Handro","2071","1968","10","15","Brazil","Minas Gerais",NA,"Estado de Minas Gerais: Camanducaia, Fazenda Bela Vista.",NA,NA,NA,"1500",NA,NA,"US03135880",NA,NA,NA,NA,NA,"US03135880_01","South America - Neotropics","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"142","2020-09-12 05:00:02-03","US","US","2282249","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"L. Smith & R. M. Klein","7785","1956","11","18","Brazil","Santa Catarina",NA,"Mun. Santo Amaro da Impcratriz: Head of gulf, eastern edge of Campo dos Padres, Dist. Anitapolis.",NA,NA,NA,"1600",NA,NA,"US03135878",NA,NA,NA,NA,NA,"US03135878_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"143","2020-09-12 05:00:02-03","US","US","2743241","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"L. Smith & R. M. Klein","13423","1964","12","3","Brazil","Santa Catarina",NA,"Mun. Agua Doce Forest, Campos de Palmas, 30 km. southeast of Horizonte (Paraná).","-51.4","-26.75",NA,"1000","1200",NA,"US03135887",NA,NA,NA,NA,NA,"US03135887_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"144","2020-09-12 05:00:02-03","US","US","2564224","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"G. Hatschbach & O. Guimarães","14651","1966","1","5","Brazil","Paraná",NA,"Anfiteatro (mun. Ponta Grossa) Paraná.",NA,NA,NA,NA,NA,NA,"US03135881",NA,NA,NA,NA,NA,"US03135881_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"145","2020-09-12 05:00:02-03","US","US","3217417","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"G. Hatschbach","30703","1972","11","19","Brazil","Paraná",NA,"Gal. Carneiro, Paraná.",NA,NA,NA,NA,NA,NA,"US03135879",NA,NA,NA,NA,NA,"US03135879_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"146","2020-09-12 05:00:02-03","US","US","2645265","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"-- Reitz & Klein, --","17650","1965","12","14","Brazil","Paraná",NA,"10 km ao oeste de Guarapuava, Guarapuava, Paraná. Orla de capão.",NA,NA,NA,"1100",NA,NA,"US03135888",NA,NA,NA,NA,NA,"US03135888_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"147","2020-09-12 05:00:02-03","US","US","2340505","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"G. Hatschbach","7201","1960","9","8","Brazil","Paraná",NA,"Est. Parana (Brasil). Mun. Arapoti. Rio das Cinzas, Barra de Perdizes.",NA,NA,NA,NA,NA,NA,"US03135877",NA,NA,NA,NA,NA,"US03135877_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"148","2020-09-12 05:00:02-03","US","US","2282247","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"L. Smith, R. Reitz & R. M. Klein","7742","1956","11","17","Brazil","Santa Catarina",NA,"Mun. Bom Retiro: dwarf forest, Fazenda Campo dos Padres, Campo dos Padres.",NA,NA,NA,"1650",NA,NA,"US03135883",NA,NA,NA,NA,NA,"US03135883_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"149","2020-09-12 05:00:02-03","US","US","2564226","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"G. Hatschbach","15002","1966","10","19","Brazil","Paraná",NA,"Est. Parana (Brasil). Mun. Palmas. Sta. Barbara.",NA,NA,NA,NA,NA,NA,"US03135885",NA,NA,NA,NA,NA,"US03135885_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"150","2020-09-12 05:00:02-03","US","US","2445089","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"-- Reitz & Klein, --","9858","1960","9","7","Brazil","Santa Catarina",NA,"Serra da Boa Vista, São José. Orla do campo.",NA,NA,NA,"1000",NA,NA,"US03135884",NA,NA,NA,NA,NA,"US03135884_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"151","2020-09-12 05:00:02-03","US","US","2654874","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"-- Reitz & Klein, --","13732","1962","10","27","Brazil","Santa Catarina",NA,"Matos Costa. Capão.",NA,NA,NA,"1100",NA,NA,"US03135886",NA,NA,NA,NA,NA,"US03135886_01","South America","Dicotyledonae","Ebenales",NA,NA,NA,NA,"1"
"152","2019-12-09 17:31:00-03","UFPR","EFC","13226","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Vieira, R.S.",NA,"Vieira, R.S.; et al.","577","2014","08","09","Brasil","Paraná","Curitiba","Bairro Bacacheri","-49.2285","-25.4059",NA,NA,NA,"Árvore com 5 m., na borda da floresta. Com flores alvas.","EFC013226",NA,NA,"2014","-49.2285","-25.4059",NA,NA,NA,NA,"10","27",NA,NA,NA
