"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2016-10-19 09:50:00-02","NY","NYBG","407101","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","A. Krapovickas","36657","1980","04","29","South America","Bolivia","Santa Cruz","10 km S de San José","-60.78","-17.78","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407101",NA,NA,NA,"Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2099829","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. G. Hatschbach","42831","1980","03","20","South America","Brazil","Minas Gerais","Francisco Sá, arredores.",NA,NA,"700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244186' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099829","NY02099829_01","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2099837","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","W. R. Anderson","9017","1973","04","17","South America","Brazil","Minas Gerais","6 km by road S of Rio São Francisco on road from Montes Claros to Januária","-44.37","-15.72","520","520","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244194' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099837","NY02099837_01","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2099838","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","A. Krapovickas","42843","1989","01","10","South America","Brazil","Minas Gerais","40 km NE de Patos de Minas. Corrego Segredo.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244195' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099838","NY02099838_01","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2099834","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. G. Hatschbach","43833","1981","04","12","South America","Brazil","Goiás","Rod. BR-040, Lageado.","-47.6133","-16.7686",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244191' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099834","NY02099834_01","Gürke",NA,"Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2099835","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","W. R. Anderson","9102","1973","04","18","South America","Brazil","Minas Gerais","About 1 km E of Rio Pandeiros, near road to Januária","-44.73","-15.52","520","520","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244192' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099835","NY02099835_01","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2099826","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","A. Krapovickas","42812","1989","01","06","South America","Brazil","Minas Gerais","43 km E de Ituiutaba, cruce BR-153 con BR-365.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244183' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099826","NY02099826_01","Gürke",NA,"Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","407099","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","W. Gregory","9737","1959","02","24","South America","Brazil","São Paulo","Rancharia","-50.8897","-22.22",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=54431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407099","NY00407099_01","Gürke",NA,"Rancharia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2099827","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. G. Hatschbach","66432","1997","03","18","South America","Brazil","Minas Gerais","Rodovia Bocaiúva - Diamantina, próximo a Senador Mourão.","-43.6003","-18.2494",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244184' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099827","NY02099827_01","Gürke",NA,"Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00942373","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. G. Hatschbach","62308","1995","05","05","South America","Brazil","Mato Grosso","Gleba Facão, rodovia para o Rio Jacobina.","-57.6789","-16.0708",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942373","NY00942373_01","Gürke","A. Krapovickas","Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2099833","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","E. P. Heringer","5471","1980","09","22","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244190' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099833","NY02099833_01","Gürke",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02099825","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. L. Esteves","2475","1993","03","19","South America","Brazil","Minas Gerais","Estrada Diamantina-Mendanha, próximo ao corrego Soberbo, km 578.","-43.6002998352051","-18.2493991851807",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244182' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099825","NY02099825_01","Gürke",NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2099831","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. L. Esteves","2331A","1990","09","26","South America","Brazil","Minas Gerais","Na direção de Mendanha, Km 584. Próximo ao Córrego Carrapato, KM 565.","-43.6002998352051","-18.2493991851807",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244188' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099831","NY02099831_01","Gürke",NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:09:20-03","UNESP-IBB","BOTU","14657","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Bicudo, L.R.H.","611","1986","02","25",NA,"Brasil","São Paulo",NA,"-48.738611","-22.9",NA,NA,NA,NA,"BOTU014657",NA,"Gürke",NA,"Botucatu",NA,NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:07-03","UNESP-IBB","BOTU","28237","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Faraco, A.G.","58","2005","11","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"BOTU028237",NA,"Gürke",NA,"Bauru",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:43:59-03","EAO","IAN","138379","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Irwin, HS; Souza, R","17552","1966","06","21","Southern America","Brasil","Goiás","Cerrado, ca. 87 km SE of Aragarças.",NA,NA,"700","700",NA,"Subshrub ca. 1 m tall. Corolla red-orange.","IAN138379",NA,"Gürke","Krapovickas, A",NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:43:59-03","EAO","IAN","149216","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Anderson, WR","9102","1973","04","18","Southern America","Brasil","Minas Gerais","About 1 km E of Rio Pandeiros, near road to Januária. sandy cerrado, with some rocky areas.",NA,NA,"500","500",NA,"Shrub to 2 m tall; corolla pink.","IAN149216",NA,"Gürke","Fryxell, PA",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:42:27-03","EAO","IAN","30935","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Kuntze","s.n.",NA,NA,NA,NA,"Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,"IAN030935","IAN030935_f","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-26 18:08:45-03","CPAN-UFMS","COR","8890","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Hatschbach, G.; Pott, A.; Pott, V. & Barbosa, E.","63801","1995","05","23",NA,"Brasil","Mato Grosso","Fazenda Ochsenfeld","-57.181389","-15.073056",NA,NA,NA,"Arbusto, 2,5 m de altura; flor rosada Habito: Arbusto",NA,NA,"Gürke","Krapovickas, A.","Barra do Bugres",NA,NA,"57º10'53''W","15º4'23''S","2001",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:19:43-03","UFBA","ALCB","78396","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13357","2007","05","08","Southern America","Brasil","Bahia","Médio São Francisco, Próximo ao Rio Carinhanha","-44.2125","-14.231667",NA,NA,NA,"Ca. de 1, 20 m de alt. Folhas membranáceas, vilosas. Flores axilares com cálice e calículo verde, pétalas roseas.",NA,NA,"Gurke","Guedes, ML","Feira da Mata",NA,NA,"-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA
"31","2019-10-09 11:19:43-03","UFBA","ALCB","78396","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13357","2007","05","08","Southern America","Brasil","Bahia","Médio São Francisco, Próximo ao Rio Carinhanha","-44.2125","-14.231667",NA,NA,NA,"de ca 1, 20 m de altura. Folhas membranáceas, vilosas. Flores axilares com cálice e calículo verde, pétalas roseas. Ocasional.",NA,NA,"Gürcke","Guedes, ML","Feira da Mata",NA,NA,"-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA
"32","2020-02-08 09:59:38-03","NBC","NL-BOTANY","U.1376740","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","Anderson WR; et al.",NA,"1973","04","18","Southern America","Brazil",NA,"Plants of the Planalto do Brasil. About 1 km E of Rio Pandeiros, near road to Januária.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1376740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1376740","NL-U1376740","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:59:38-03","NBC","NL-BOTANY","WAG.1079375","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","Hatschbach GG",NA,"1978","04","22","Southern America","Brazil",NA,"Rio Itacambirucu (mun. Groa Mogol). Minas gerais.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1079375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1079375","NL-WAG1079375","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:59:38-03","NBC","NL-BOTANY","WAG.1079377","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","Irwin HS; Souza R; Grear JW; Reis dos Santos R",NA,"1966","06","21","Southern America","Brazil",NA,"Drainage of the upper Rio Araguaia, Estado de Goias. Cerrado, ca. 87 km. S.E. of Aragarcas, Goias.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1079377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1079377","NL-WAG1079377","Gürke",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-11-04 11:12:57-03","ESALQ","ESA","72726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Árbocz, G.F. et al.","4565.0","1997","01","01",NA,"Brasil","Mato Grosso",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,NA,"ESA072726","ESA072726","Gürke","Esteves, G.L.","Cocalinho","293587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:57-03","ESALQ","ESA","37537","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","673.0","1997","12","15",NA,"Brasil","São Paulo","Estrada Bom Sucesso de Itararé 2 Km antes da Mineração São Judas. Interior de Floresta Ombrófila Mista","-49.1399993896484","-24.3099994659424",NA,NA,NA,"Erva até 30cm. Flor rósea com fundo vinho","ESA037537","ESA037537","Gürke","Elias, S.I.","Bom Sucesso de Itararé","14955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:57-03","ESALQ","ESA","77199","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Torezan, J.M.","673.0","1997","12","15",NA,"Brasil","São Paulo",NA,"-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"ESA077199",NA,NA,"Elias, S.I.","Bom Sucesso de Itararé","14955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:24:14-03","CPAP","CPAP","11248","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Pott, V. J.","2069","1993","04","22",NA,"Brasil","MT","Estrada para Santo Antonio do Leverger, 33 Km de Barão do Melgaço, Pantanal","-55.833333","-15.983333","100","100",NA,"Subarbusto 1,1m de altura. FLOR: rosa. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Ruderal, em beira de aterro de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"Gürke","A. Krapovickas","Santo Antonio do Leverger",NA,NA,"55°50' W","15°59' S","1994",NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:24:14-03","CPAP","CPAP","11872","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Schessl, M.","2275A","1991","09","16",NA,"Brasil","MT","Santo Antonio do Leverger - Barão De Melgaço, Km 46","-55.833333","-16.083333","145","145",NA,"AMBIENTE: Savana, campo de murundus.",NA,NA,"Gürke","Krapovickas","Santo Antonio do Leverger",NA,NA,"55°50' W","16°05' S","1994","12",NA,NA,NA,NA,NA
"40","2020-11-19 10:24:14-03","CPAP","CPAP","14698","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Pott, A.","7662","1996","02","25",NA,"Brasil","MS","Fazenda São Luis, 53Km W de Coxim, próximo ao rio Taquari; Sub-região do Paiaguás; Pantanal","-55.044167","-18.282778","180","180",NA,"Arbusto 1-2m de altura, ramos c/ pelos glandulosos. FLOR: rosa. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Esparsa. AMBIENTE: Cerradão. Aumenta em área desmatada. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Gürke","R. Vanni","Coxim",NA,NA,"55°02'39'' W","18°16'58'' S","1996","09",NA,NA,NA,NA,NA
"41","2020-11-19 10:24:15-03","CPAP","CPAP","16843","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Hatschbach, G.","62308","1995","05","05",NA,"Brasil","MT","Gleba Facão, rodovia para rio Jacobina","-57.6789016723633","-16.0706005096436",NA,NA,NA,"Arbusto delgado, 1,50m de altura. FLOR: rosada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado de solo rochoso. SUBSTRATO: . RELEVO: .",NA,NA,"Gürke","A. Krapovickas","Cáceres","172193","auto",NA,NA,"1996",NA,NA,NA,NA,NA,NA
"42","2015-07-02 14:02:45-03","JBP","HPL","3945","S","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","G.F. Arbocz","2303","1996","01","20",NA,"Brasil","MS","Coletada na estrada entre Três Lagosas e Arapuá.","-51.6783","-20.7511",NA,NA,NA,NA,NA,NA,"Guercke","G.L. Esteves","Três Lagoas","150618","auto",NA,NA,"1999","09",NA,"01",NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0036253","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. Hatschbach; M. Hatschbach, O. S. Ribas, A. Krapovickas","55000","1991","11","10",NA,"Brazil","Minas Gerais","Bern Querer (Mun. Cristália).","-42.8667","-16.7167",NA,NA,NA,"Ereta, 1 m, flores rosadas.",NA,NA,"G??rke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:45:56-03","UFMS","CGMS","49544","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","G. Hatschbach; A. Pott; V.J. Pott; E. Barbosa","63801","1995","05","23",NA,"Brasil","Mato Grosso","Fazenda Ochsenfeld.",NA,NA,NA,NA,NA,"Flor rosada. Habitat: Orla da mata de galeria. Habito: Arbusto. 2,50m de altura.","CGMS1079476",NA,"Gürke","A. Krapovickas","Barra dos Bugres",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:45:56-03","UFMS","CGMS","42478","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","M. Schessl; G. Gottsberger",NA,"1991","11","16",NA,"Brasil","Mato Grosso","Santo Antônio do Leverger - Barão de Melgaço, Km 46.","-55.8333333","-16.0833333","145","145",NA,"Planta doada por M. Schessl - Pantanal Ecology Project.","CGMS1072456",NA,"Gürke","A. Krapovickas","Santo Antônio do Leverger",NA,NA,"-55,8333333","-16,0833333",NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:45:56-03","UFMS","CGMS","42479","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","A. Pott; V.J. Pott; A. Arantes; N.C. Bueno","7662","1996","02","25",NA,"Brasil","Mato Grosso do Sul","Fazenda São Luís, 53 Km oeste de Coxim, próximo ao rio Taquari, sub-região de Paiaguás, Pantanal.","-55.0441666","-18.2827778","180","180",NA,"Flor rosa. Aumenta em área desmatada. Ramos com pêlos glandulosos. Habitat: Cerradão. Solo arenoso. Relevo plano. Habito: Arbusto. 1,00-2,00 m de altura. Esparso.","CGMS1072457",NA,"Gürke","R. Vanni","Coxim",NA,NA,"-55,0441666","-18,2827778",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:17:51-03","UNICAMP","UEC","21461","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","garckeana","Pavonia garckeana","Hatschbach, G","41310","1978","04","22",NA,"Brazil","Minas Gerais","Rio Itacambiruçu","-43.3","-16.6",NA,NA,NA,"Arbusto 1,70 m , flor rosada, solo arenoso, entre a base dos morros e o rio",NA,NA,"Gürke","Esteves, GL","Grão Mogol",NA,NA,"-43.3","-16.6","1997","02",NA,NA,NA,NA,NA
