"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","557766","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","4229","1957","05","26","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca, Joinville","-48.8456","-26.3044",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557766","NY00557766_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557763","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"S. de V. A. Pessôa","s.n.","1988","07","27","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rios das Flores. Parc. 1A, microp.10c, ind.1895","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557763","NY00557763_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:23-03","UFRJ","RFA","25969","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","G.M. Barroso","2001","12","20","A. Quinet","19/58","2000","12","17","Brasil","Rio de Janeiro","Magé","Piabetá, Estrada do matão nº 100 - Cachoeira Grande","-43.121667","-22.568889","43º7'18''W","22º34'8''S","290","290","Arbusto, 1,5 m de altura, 7 cm de DAP, folha discolor verde, flor vermelha, rara no local","RFA42067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:53-03","EAO","IAN","23287","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN023287",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:21:18-03","UFBA","ALCB","053804","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","Faria, JEQ","2012","10",NA,"Nic Lughadha, E; Mello-Silva, R de","180","1999","02","09","Brasil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, final da estrada Flamengo, cruzamento com a Gávea","-39.909167","-19.188056","-39.909167","-19.188056","20","20","3 m. Folhas cartáceas. Frutos cor de vinho escuro.","ALCB058274",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:21:18-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","Sobral, M","1999",NA,NA,"Hatschbach, G; Silva, JM","52779","1989","04","07","Brasil","Santa Catarina","Garuva","Rodovia Guaratuba-Itapoá","-48.8549995422363","-26.0266990661621",NA,NA,"5","5","5 m. Fruto maduro vermelho.; da planície litorânea; solo arenoso do tabuleiro.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"22441","auto",NA,NA,NA,NA,NA
"17","2019-10-09 11:21:18-03","UFBA","ALCB","60367","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","Sobral, M","1999",NA,NA,"Hatschbach, G; Silva, JM","52779","1989","04","07","Brasil","Santa Catarina","Garuva","Rodovia Guaratuba-Itapoá","-48.8549995422363","-26.0266990661621",NA,NA,"5","5","5 m. Fruto maduro vermelho.; da planície litorânea; solo arenoso do tabuleiro.","ALCB058268",NA,"Dicotyledon",NA,"Southern America",NA,"22441","auto",NA,NA,NA,NA,NA
"18","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515699","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","09","29","Brazil",NA,NA,"Parana, Paranagua, Serra de Prata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2515699","NL-L2515699",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515700","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","12","16","Brazil",NA,NA,"Parana, Campina Gde. Sul, Jaguatiriga, Rio Capivary.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2515700","NL-L2515700",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0005061","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg","Berg O",NA,NA,NA,"Riedel L",NA,"1823","11","01","Brazil",NA,NA,"Enster Mandiocca et Porto Estrella",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005061","NL-U0005061",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","isotype","104047 B",NA,NA
"21","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0285127","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285127",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12600",NA,NA
"22","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0285128","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"atlantic slope",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285128 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285128",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12515",NA,NA
"23","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0285129","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285129 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285129",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12476",NA,NA
"24","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0285130","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285130",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12487",NA,NA
"25","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U 0285131","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Serro do Mar Bela Vista",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285131",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"Uw12474",NA,NA
"26","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442580","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442580","NL-U1442580",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,"U 0082577",NA,NA
"27","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442581","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","09","29","Brazil",NA,NA,"Parana, Paranagua, Serra de Prata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442581","NL-U1442581",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442582","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","11","10","Brazil",NA,NA,"Est. Parana. Loc. Pedra Branca de Araraguara. Mun. Guaratuba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442582","NL-U1442582",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442583","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Hatschbach GG; Koczicki C",NA,"1968","04","10","Brazil",NA,NA,"Loc. Serrinha (mun. Guaraquecaba) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442583","NL-U1442583",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442584","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","14","Brazil",NA,NA,"Est Parana. Serra do Mar, rain forest on old road Curritiba - Morretes, on atlantic slope above Bela Vista.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442584","NL-U1442584",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442585","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","14","Brazil",NA,NA,"Est Parana. Serra do Mar, rain forest on old road Curritiba - Morretes, on atlantic slope above Bela Vista.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442585","NL-U1442585",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442586","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","08","Brazil",NA,NA,"Est Parana.Forest on atlantic slope of Serra do Mar, above Bela Vista. at old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442586","NL-U1442586",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","08","Brazil",NA,NA,"Est Parana. Serra do Mar, rain forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442587","NL-U1442587",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442588","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","08","Brazil",NA,NA,"Est Parana. Serra do Mar, rain forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442588","NL-U1442588",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442589","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","06","Brazil",NA,NA,"Est Parana. Serra do Mar, forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442589","NL-U1442589",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442590","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","06","Brazil",NA,NA,"Est Parana. Serra do Mar, forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442590","NL-U1442590",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442591","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","11","Brazil",NA,NA,"Est Parana. Serra do Mar, forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442591","NL-U1442591",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442592","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","O.Berg",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","01","14","Brazil",NA,NA,"Est Parana. Serra do Mar, forest on atlantic slope above Bela Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442592","NL-U1442592",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-11-04 11:14:41-03","ESALQ","ESA","16383","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Kawasaki, M.L.",NA,NA,NA,"Moraes, P.L.R.","1042.0","1994","08","07","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA016383","ESA016383","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:14:41-03","ESALQ","ESA","85618","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Sobral, M.",NA,NA,NA,"Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1003.0","2003","11","08","Brasil","Paraná","Itaporá",NA,NA,NA,NA,NA,NA,NA,NA,"ESA085618",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:41-03","ESALQ","ESA","39586","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Mazine, F.F.",NA,NA,NA,"Leitão Filho, H.F. et al.","33521.0","1995","02","14","Brasil","São Paulo","Parque Estadual de Jacupiranga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA039586","ESA039586","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:41-03","ESALQ","ESA","15776","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.","18125.0","1967","12","14","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA015776","ESA015776","Magnoliophyta",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:14:41-03","ESALQ","ESA","85626","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Mazine, F.F.",NA,NA,NA,"Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1011.0","2003","11","09","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA085626","ESA085626","Magnoliophyta",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:14:41-03","ESALQ","ESA","11081","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia",NA,"Kawasaki, M.L.",NA,NA,NA,"Bernacci, L.C.","28471.0","1989","07","15","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"ESA011081","ESA011081","Magnoliophyta",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:14:41-03","ESALQ","ESA","29497","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1052.0","1996","04","24","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029497","ESA029497","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:14:41-03","ESALQ","ESA","29500","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subavenia","Eugenia subavenia","Berg","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1055.0","1996","01","04","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029500","ESA029500","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
