"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","885187","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","R. Riina","J. C. Lindeman","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885187","NY00885187_01","3202","1966","10","22","São Paulo",NA,"By road S. Paulo - Santos, lower slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02330237","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","M. B. R. Caruzo","B. D. Sucre","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523210' target='other'> <mi>dwc_moreinfo</mi></a>","NY02330237","NY02330237_01","4467","1969","01","19","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara, mata do Rumo, (Reserva Florestal do Jardim Botânico)","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00504443","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","J. A. Kallunki","M. G. Vieira","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504443","NY00504443_01","398","1979","10","13","Rondônia",NA,"Mineraçao Campo Novo BR-421 a 2 km a Oeste da Mineraçao Campo Novo a 120 km de Ariquemes WSW","-63.62","-10.5847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:30:16-03","UFRJ","RFA","4534","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","A. P. N. Pereira","P. Occhioni",NA,"Brasil",NA,"Subarbusto, flor branca","RFA25151",NA,"168","1944","12","14","Rio de Janeiro","Rio de Janeiro","Distrito Federal, matas da Mesa do Imperador","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,"2019","05","14",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:30:16-03","UFRJ","RFA","5051","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","I. Cordeiro","E. Pereira",NA,"Brasil",NA,"Arbusto de flores alvas","RFA25447",NA,"4323","1958","09","23","Rio de Janeiro","Rio de Janeiro","Distrito Federal, Vista Chinesa","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:30:16-03","UFRJ","RFA","4820","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","I. Cordero","P. Occhioni",NA,"Brasil",NA,"Arbusto; flor branca","RFA25289",NA,"431","1945","10","17","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:38:21-03","EAO","IAN","5142","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"sc",NA,NA,NA,NA,"IAN005142","IAN005142_ft IAN005142_ft1","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:14:22-03","UFBA","ALCB","11598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"s.col.","Southern America","Brasil",NA,NA,"ALCB015704","ALCB015704","s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:14:22-03","UFBA","ALCB","11599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"s.col.","Southern America","Brasil",NA,NA,"ALCB015705","ALCB015705","s/n",NA,NA,NA,NA,NA,"Do Rio, Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:48:11-03","NBC","NL-BOTANY","L.2203801","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Riedel L","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2203801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2203801","NL-L2203801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0145442 | 903156537",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:48:11-03","NBC","NL-BOTANY","L.2211541","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Riina R","Burchell WJ","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2211541","NL-L2211541",NA,NA,NA,NA,NA,NA,"Brasilia. Corcovado.",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae","L 0146208 | 90991643",NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:48:11-03","NBC","NL-BOTANY","U.1267081","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Riina R","Kollmann L; Bausen E; Pizziolo W","Southern America","Brazil",NA,"Chapada, mata baixa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267081","NL-U1267081",NA,"1998","12","08","Espírito Santo",NA,"Brasil, ES, Mun de Santa Teresa, Santo Antônio. Terreno do Bosa.",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae","U 0115453",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:48:11-03","NBC","NL-BOTANY","U.1267114","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Riina R","Lindeman JC; Haas JH de","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267114","NL-U1267114",NA,"1966","10","22",NA,NA,"Flora Brasiliae Australis. Est. S. Paulo. By road S. Paulo - Santos, lower slope.",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:48:11-03","NBC","NL-BOTANY","U.1267138","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Riina R","Pulle AA","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267138","NL-U1267138",NA,"1948","10","30",NA,NA,"Rio de Janeiro, Vista Chineza.",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:07:41-03","ESALQ","ESA","109349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus",NA,NA,"Sampaio, D.",NA,"Brasil",NA,NA,"ESA109349","ESA109349","158.0",NA,NA,NA,"São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:55:26-03","ESALQ","ESA","141528","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Souza, V.C.","Souza, V.C.",NA,"Brasil",NA,"Arvoreta, até 4 m alt.; flores creme.","ESA141528",NA,"41251.0","2018","11","03","São Paulo","Itanhaém","Bairro Santa Cruz. Rua São Roque. Floresta de restinga.","-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,"2018","11","03",NA,NA,"-46,905,323","-24,247,022",NA,NA,NA,NA
"27","2020-11-04 11:07:41-03","ESALQ","ESA","100264","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus",NA,"Cordeiro, I.","Martins, S.E.",NA,"Brasil",NA,NA,"ESA100264","ESA100264","565.0","1999","10","20","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:07:41-03","ESALQ","ESA","109350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus",NA,NA,"Sampaio, D.",NA,"Brasil",NA,NA,"ESA109350","ESA109350","159.0",NA,NA,NA,"São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:07:41-03","ESALQ","ESA","104672","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus",NA,"Caruzo, M.B.R.","Carrasco, P.G.",NA,"Brasil",NA,NA,"ESA104672","ESA104672",NA,"1999","10","31","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182","49747","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 10:55:26-03","ESALQ","ESA","139096","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Colletta, G.D",NA,"Brasil",NA,"Arvore, 3m, estéril","ESA139096",NA,"2614.0","2016","03","30","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:28:05-03","MN","R","99260","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Glaziou, A.F.M.; Saldanha da Gama, J.",NA,"Brasil",NA,"Herb. J. de Saldanha, 4979","R000099260","R000099260_001",NA,"1878","10","03","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:35:37-03","UFJF","CESJ","10484","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","B.S.Haiad","L. Krieger","América do Sul","Brasil",NA,"Arbusto. Folhas ásperas.","CESJ010484",NA,"CESJ10484","1971","09","07","Rio de Janeiro","Rio das Ostras","Na restinga.","-41.9449996948242","-22.5268993377686","17620","auto",NA,NA,"2004","08","24",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-27 16:09:38-03","UFES","VIES","8711","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Santos, R.F.","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.",NA,"Brasil",NA,NA,"VIES008711","VIES008711","3996","1992","10","27","Espírito Santo","Aracruz","Brejo Grande.","-40.2733001708984","-19.8202991485596","37987","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:09:38-03","UFES","VIES","4896","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Souza, A.","Gomes, J.M.L.; Thomaz, L.D.",NA,"Brasil",NA,NA,"VIES004896","VIES004896","1326","1989","09",NA,"Espírito Santo","Vila Velha","Reserva Ecológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156","auto",NA,NA,"1991","08","06",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-12 18:12:05-03","UFES","VIES","4355","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Santos, R.F.","Vinha, P.C.",NA,"Brasil",NA,NA,"VIES004355","VIES004355","s.n.","1990","05","12","Espírito Santo","Guarapari",NA,"-40.511111","-20.658056",NA,NA,NA,NA,"2015","01","19",NA,NA,"40º30'40''W","20º39'29''S",NA,NA,NA,NA
"36","2020-04-27 16:09:38-03","UFES","VIES","4770","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Souza, A.","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V. & Vinha, P.C.",NA,"Brasil",NA,NA,"VIES004770","VIES004770","2142","1990","07","26","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449","28401","auto",NA,NA,"1991","08","06",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-27 10:24:52-03","UFES","VIES","2045","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Alves, MV da S","Pereira, O.J.",NA,"Brasil",NA,NA,"VIES002045","VIES002045","1194","1987","10","21","Espírito Santo","Vila Velha","Jacarenema. Restinga.","-40.2924995422363","-20.3297004699707","27156","auto",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-27 10:24:52-03","UFES","VIES","4693","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Thomaz, L.D.; Milaneze, M.A. & Gomes, J.M.L.",NA,"Brasil",NA,NA,"VIES004693","VIES004693","537","1990","01","03","Espírito Santo","Vila Velha","Reserva Biológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 09:30:14-03","UFRRJ","RBR","7795","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"L.F.T. Menezes",NA,"Brasil",NA,NA,"RBR00007795",NA,"783","2001","02","02","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Caminho da gruta.'","-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 09:30:14-03","UFRRJ","RBR","7791","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"L.F.T. Menezes",NA,"Brasil",NA,NA,"RBR00007791",NA,"664","2000","06","03","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação.'","-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:30:14-03","UFRRJ","RBR","7793","S","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"L.F.T. Menezes",NA,"Brasil",NA,NA,"RBR00007793",NA,"228","1998","12","29","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação.'","-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:24:22-03","MBM","MBM","136623","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Caruzo, M.B.R.","Lindeman, J.; Haas, H.; Haas, H.","Southern America","Brazil",NA,NA,"MBM136623","MBM136623","3202","1966","10","22","São Paulo",NA,"Rodovia São Paulo - Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:24:22-03","MBM","MBM","228137","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Ginzbarg, S.","Guimarães, E.F.; et al.; et al.","Southern America","Brazil",NA,NA,"MBM228137","MBM228137","83","1966","11","07","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 08:59:12-03","MNHN","RECOLNAT_MNHN_P","P05566372","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Riedel",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05566372' target='other'> <mi>dwc_moreinfo</mi></a>","P05566372","P05566372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-25 15:59:59-03","MNHN","RECOLNAT_MNHN_P","P00634639","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Berry","Gaudichaud, C.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634639' target='other'> <mi>dwc_moreinfo</mi></a>","P00634639","P00634639_01",NA,"1831",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","1139",NA,NA
"46","2021-03-25 16:41:17-03","MNHN","RECOLNAT_MNHN_P","P00634641","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Croizat","Gaudichaud, C.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634641' target='other'> <mi>dwc_moreinfo</mi></a>","P00634641","P00634641_01 P00634641_02",NA,"1831",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","1139",NA,NA
"47","2015-09-05 07:46:06-03","MNHN","RECOLNAT_MNHN_P","P00634642","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.","Croizat","Gaudichaud, C.",NA,"Brésil","hb","Donné au Muséum par ses enfants, en 1857 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634642' target='other'> <mi>dwc_moreinfo</mi></a>","P00634642","P00634642_01",NA,"1831",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","1139",NA,NA
"48","2021-03-25 16:41:17-03","MNHN","RECOLNAT_MNHN_P","P00634643","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Gaudichaud, C.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634643' target='other'> <mi>dwc_moreinfo</mi></a>","P00634643","P00634643_01",NA,"1831",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","1139",NA,NA
"49","2015-09-05 08:59:12-03","MNHN","RECOLNAT_MNHN_P","P05566373","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","sphaerogynus","Croton sphaerogynus","Baill.",NA,"Burchell",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05566373' target='other'> <mi>dwc_moreinfo</mi></a>","P05566373","P05566373_01",NA,NA,NA,NA,NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1113",NA,NA
