"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","fieldNumber"
"52","2021-02-08 12:36:46-03","UFRGS","ICN","164093","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Matzenbacher, NI","3031","2009","12","06","América do Sul","Brasil","RS","Fazenda São Maximiano",NA,"flores; em campo pedregoso, subarbusto de 0,5m altura",NA,NA,"-51.386111","-30.180833",NA,NA,"Guaíba","2014",NA,NA,"08","-51.386111","-30.180833",NA,NA,NA,NA
"53","2021-02-08 12:36:46-03","UFRGS","ICN","178287","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","20","2013","03","06","América do Sul","Brasil","RS","Fazenda Maximiano",NA,"Em morro, sobre rochas",NA,NA,"-51.38","-30.181944","196","196","Guaíba","2014",NA,NA,"06","-51.38","-30.181944","01",NA,NA,NA
"54","2021-02-08 12:36:46-03","UFRGS","ICN","178288","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","21","2013","03","06","América do Sul","Brasil","RS","Fazenda Maximiano",NA,"Aproximadamente 50cm; Em morro, sobre rochas",NA,NA,"-51.378889","-30.182222","186","186","Guaíba","2014",NA,NA,"06","-51.378889","-30.182222","01",NA,NA,NA
"55","2021-02-08 12:36:46-03","UFRGS","ICN","178289","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","23","2013","04","22","América do Sul","Brasil","RS","Lami, Cantagalo",NA,"Aproximadamente 50cm; Em afloramento rochoso",NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"56","2021-02-08 12:36:46-03","UFRGS","ICN","178290","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","25","2013","04","22","América do Sul","Brasil","RS","Lami, Cantagalo",NA,"Em afloramento rochoso",NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"57","2021-02-08 12:36:46-03","UFRGS","ICN","178292","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","90","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"58","2021-02-08 12:36:46-03","UFRGS","ICN","178293","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","91","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"59","2021-02-08 12:36:46-03","UFRGS","ICN","178294","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","92","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"60","2021-02-08 12:36:46-03","UFRGS","ICN","178295","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","97","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"61","2021-02-08 12:36:46-03","UFRGS","ICN","178296","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","95","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"62","2021-02-08 12:36:46-03","UFRGS","ICN","178297","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","96","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,"Com xilopódio",NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"63","2021-02-08 12:36:46-03","UFRGS","ICN","178298","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","94","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,"Com xilopódio",NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"64","2021-02-08 12:36:46-03","UFRGS","ICN","178299","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","93","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,"Com xilopódio",NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
"65","2021-02-08 12:36:46-03","UFRGS","ICN","179329","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Pasini, E","1011","2014","01","28","América do Sul","Brasil","PR","Campos do Quiriri",NA,"Campo rochoso",NA,NA,"-49.1988983154297","-25.9281005859375",NA,NA,"Tijucas do Sul","2014","25228","auto","10",NA,NA,"01",NA,NA,NA
"66","2021-02-08 12:36:46-03","UFRGS","ICN","157175","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Ritter, MR; Matzenbacher, NI","1472","2008","10","14","América do Sul","Brasil","RS","Fazenda São Maximiano BR-116 km 308",NA,"arbusto de cerca de 0,50 metros; em morro",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:36:46-03","UFRGS","ICN","165646","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Matzenbacher, NI","s.n.","2010","10","16","América do Sul","Brasil","RS","Faz. São Maximiano",NA,NA,NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:36:46-03","UFRGS","ICN","051592","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Matzenbacher, NI","s.n.","1982","03","27","América do Sul","Brasil","RS","BR 116 Km 32",NA,"Em campo pedregoso, ca. 100 m.s.m.",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:36:46-03","UFRGS","ICN","157176","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Ritter, MR; Matzenbacher, NI","1473","2008","10","14","América do Sul","Brasil","RS","Fazenda São Maximiano BR-116 km 308",NA,"arbusto de cerca de 0,50 metros; em morro",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:36:46-03","UFRGS","ICN","161840","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Matzenbacher, NI","s.n.","2008","07","20","América do Sul","Brasil","RS","Fazenda S. Maximiano BR-116 Km 308",NA,"Subarbusto; Em campo sujo, a beira de mata",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:36:46-03","UFRGS","ICN","163540","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Matzenbacher, NI","s.n.","2009","12","13","América do Sul","Brasil","RS","Faz. São Maximiano",NA,"Em campo sujo, na descida do morro a SE",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:36:46-03","UFRGS","ICN","159699","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Ritter, MR; Roque, N; Matzenbacher, NI","1477","2009","02","25","América do Sul","Brasil","RS","Faz. São Maximiano BR-116 Km 308",NA,"arbusto de cerca de 0,80m, flores creme; borda de mata",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","08",NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:36:46-03","UFRGS","ICN","126013","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Setubal, R; Boldrini, II","690","2008","11","03","América do Sul","Brasil","RS","morro do Osso",NA,"arbusto; em campo rupestre",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:36:46-03","UFRGS","ICN","119539","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Rodrigues, RS","61","1996","01","17","América do Sul","Brasil","RS","Morro do Osso",NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto; em campo pedregoso, junto a matacões de granito.",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:36:46-03","UFRGS","ICN","119514","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Rodrigues, RS","11","1995","07","03","América do Sul","Brasil","RS","Morro do Osso",NA,"Arbusto com 0,5m alt., em campo pedregoso, junto a matacões.",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:36:46-03","UFRGS","ICN","110194","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Mondin, CA","1020","1995","07","07","América do Sul","Brasil","RS","Morro do Osso",NA,"População de ocorrência concentrada a ca. De 40 cm de altura.; No campo",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:36:46-03","UFRGS","ICN","149244","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Setubal, R; Grings, M","47","2006","03","19","América do Sul","Brasil","RS","morro São Pedro",NA,"erva em campo rupestre de topo de morro",NA,NA,"-51.2299995422363","-30.0331001281738","200","200","Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"78","2021-02-18 17:08:21-03","FEPAGRO","BLA","15401","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","B. Rambo","O. R. Camargo",NA,"1957","12","14",NA,"Brasil","Rio Grande do Sul","E.E. Pomicultura",NA,"Habitat: No mato","BLA015401",NA,"-51.8643989562988","-29.7996997833252","60","60","Taquari",NA,"21657","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:00:39-03","IBt","SP","6264","S","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Monge, M","Brade, AC","5523","1913","02","23",NA,"Brasil","São Paulo","Mooca",NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo","2010","53584","auto","12",NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:01:06-03","IBt","SP","49189","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G.Sancho","Freitas, KA","Eugenio Leite, J","2286","1942","01",NA,NA,"Brasil","Rio Grande do Sul","Morro Teresópolis",NA,NA,NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:01:06-03","IBt","SP","50768","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G.Sancho","Freitas, KA","Rambo, B","s.n.","1941","02","12",NA,"Brasil","Rio Grande do Sul","Toca",NA,NA,NA,NA,"-50.5835990905762","-29.4480991363525",NA,NA,"São Francisco de Paula","2014","76715","auto","08",NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:01:06-03","IBt","SP","10615","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G.Sancho","Freitas, KA","Handro, O","156","1950","01","12",NA,"Brasil","São Paulo","Jabaquara",NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo","2014","53584","auto","08",NA,NA,NA,NA,NA,NA
