"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"176","2021-03-16 17:54:01-03","UCS","HUCS","50849","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Gonzatti, F.","Sartori, V.C.","2020","03","12","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"s.n.","Campus da UCS, Instituto de Biotecnologia.","870","870","em borda de mata.","Angiospermae","Myrtales",NA,NA,"2020","03",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"177","2021-03-16 17:54:01-03","UCS","HUCS","14568","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Smith, S.F.","Kegler, A.","1999","11","30","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"401","Criúiva - Marmeleiro","780","780","orla da mata","Angiospermae","Myrtales",NA,NA,"2001","12",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:54:01-03","UCS","HUCS","40660","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Grizzon, M.","Rodrigues, M.C.","2012","09","30","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"s.n.","Distrito de Sta. Justina","780","780","borda da mata","Angiospermae","Myrtales",NA,NA,"2012","08","22","49662","auto",NA,NA,NA,NA,NA,NA
"179","2021-03-16 17:54:01-03","UCS","HUCS","4860","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Landrum, L.","Rossato, M.","1988","11","08","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"s.n.","Horto Florestal","750","750","árvore; cultivada","Angiospermae","Myrtales",NA,NA,"1988","12",NA,"18634","auto",NA,NA,NA,NA,NA,NA
"180","2021-03-16 17:54:01-03","UCS","HUCS","17502","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Smith, S.F.","Wasum, R.A.","2001","02","17","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"952","Linha São Paulo","830","830","interior da mata","Angiospermae","Myrtales",NA,NA,"2001","12",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"181","2021-03-16 17:54:01-03","UCS","HUCS","10894","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Smith, S.F.","Butzke, A.","1993","12","29","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"s.n.","Mata do IBDF","600","600","campo limpo","Angiospermae","Myrtales",NA,NA,"2001","04",NA,"46790","auto",NA,NA,NA,NA,NA,NA
"182","2021-03-16 17:54:01-03","UCS","HUCS","48285","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand",NA,"Wiesbauer, M.B.","2004","01","16","Brasil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"58","Parque Estadual de Itapuã,Morro do Campista Praia do Tigre",NA,NA,"Doação Herbário ICN 132353&nf;&nf;; Mata de encosta (Floresta Estacional Semidecidual), frutos verdes","Angiospermae","Myrtales",NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"183","2021-03-16 17:54:01-03","UCS","HUCS","13179","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Jarenkow, J.A.","Jarenkow, J.A.","1988","12","01","Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"1069","próximo a ponte da BR-392",NA,NA,"árvore ca. 9m de altura; interior da mata","Angiospermae","Myrtales",NA,NA,"1988","12",NA,"68702","auto",NA,NA,NA,NA,NA,NA
"184","2021-03-16 17:54:01-03","UCS","HUCS","15069","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Smith, S.F.","Kegler, A.","2000","02","19","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"727","São Gotardo","780","780","orla da mata","Angiospermae","Myrtales",NA,NA,"2001","12",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"185","2021-03-16 17:54:01-03","UCS","HUCS","33343","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Sobral, M.","Silva, J.M.","2007","08","17","Brasil","Minas Gerais","Joaquim Felicio","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"6019","Serra do Cabral",NA,NA,"árvore 9m, flor alva; encosta do paredão na beira do rio","Angiospermae","Myrtales",NA,NA,"2008",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"186","2021-03-31 15:02:18-03","UTFPR","HCF","19795","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","M. Selusniaki","A. Soller","2012","09","17","Brasil","PR","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,"árvores alvas.",NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"187","2013-04-01 09:17:18-03","IPT","BCTW","12161","S","Plantae",NA,"Eugenia","pungens","Eugenia pungens","O. Berg",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madeiras do Rio Grande do Sul","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"188","2013-04-01 09:17:18-03","IPT","BCTW","10200","S","Plantae",NA,"Eugenia","pungens","Eugenia pungens","O. Berg",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instituto Tecnológico Rio Grande do Sul","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"189","2020-07-30 15:33:33-03","UFSM","SMDB","15276","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Wolf, S; Wolf, K; Portalet, A","Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","-53.683333","-29.566667","-53.683333","-29.566667","SMDB015276",NA,"80","Três Barras",NA,NA,"Encontrado em topo de morro que beira o rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-07-30 15:33:33-03","UFSM","SMDB","15249","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Wolf, S; Wolf, K; Portalet, A","Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","-53.683333","-29.566667","-53.683333","-29.566667","SMDB015249",NA,"51","Três Barras",NA,NA,"Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Prof. Luciano Denardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-25 12:12:20-03","UFSM","SMDB","9131","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Eisinger, SM; Gressler, E","Gressler, E","2000","10","28","Brasil",NA,NA,NA,NA,NA,NA,"SMDB009131",NA,"s.n.",NA,NA,NA,"Projeto: fenologia do JBUFSM. Planta 540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-07-30 15:33:33-03","UFSM","SMDB","15256","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Wolf, S; Wolf, K; Portalet, A","Wolf, K; Portalet, A; Wolf, S","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","-53.683333","-29.566667","-53.683333","-29.566667","SMDB015256",NA,"58","Três Barras",NA,NA,"Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Profa. Luciano Denardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-25 12:12:20-03","UFSM","SMDB","9132","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Eisinger, SM; Gressler, E","Gressler, E","2000","11","22","Brasil",NA,NA,NA,NA,NA,NA,"SMDB009132",NA,"s.n.",NA,NA,NA,"Projeto: fenologia do JBUFSM. Planta 1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-25 12:12:20-03","UFSM","SMDB",NA,"S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Bortoluzzi, R.L.C.; Filho, AA","Bortoluzzi, R.L.C.","1995","04","19","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"s.n.","Camobi",NA,NA,NA,NA,NA,NA,NA,"1995","08",NA,"37819","auto",NA,NA,NA,NA,NA,NA
"195","2019-11-25 12:12:20-03","UFSM","SMDB",NA,"S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Bortoluzzi, R.L.C.; Filho, AA","Bortoluzzi, R.L.C.","1995","10","20","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"s.n.","Peral Velho",NA,NA,NA,NA,NA,NA,NA,"1996","04",NA,"37819","auto",NA,NA,NA,NA,NA,NA
"196","2019-11-25 12:12:20-03","UFSM","SMDB","4444","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens ceanothifolium","(O. Berg) D. Legrand","Alvarez, A.F.","Alvarez, A.F.; Cauduro, R","1989","12","09","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"SMDB004444",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"1992","07","11","50525","auto",NA,NA,NA,NA,"ceanothifolium",NA
"197","2021-02-11 16:53:18-03","UFSM","SMDB","64","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Záchia, R.A","Rambo, B","1933","09","16","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"SMDB000064",NA,"s.n.","Morro da Glória",NA,NA,NA,NA,NA,NA,NA,"2013","11","27","29946","auto",NA,NA,NA,NA,NA,NA
"198","2019-11-25 12:12:20-03","UFSM","SMDB","807","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Legrand, D","Beltrão, R","1955","01","10","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000807",NA,"s.n.","Fazenda da Limeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"199","2019-11-25 12:12:20-03","UFSM","SMDB","3355","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Alvarez, A.F.; Vianna, F.M.S.","Alvarez, A.F.; Vianna, F.M.S.; et al.","1981","10","08","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB003355",NA,"s.n.","Morro Cechella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"200","2019-11-25 12:12:20-03","UFSM","SMDB","2897","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Alvarez, A.F.","Tabarelli, M","1988","10","22","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB002897",NA,"s.n.","Morro do Cechella",NA,NA,NA,NA,NA,NA,NA,"1989","07","05","37819","auto",NA,NA,NA,NA,NA,NA
"201","2021-02-11 16:53:18-03","UFSM","SMDB","12427","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Záchia, R.A","Frohlich, JK","2009","12","08","Brasil","Rio Grande do Sul","Santo Cristo","-54.6627998352051","-27.8239002227783",NA,NA,"SMDB012427",NA,"s.n.",NA,NA,NA,"Material-Testemunho de Pesquisa em Fitoquímica - Orientadora: Margareth L. Athayde",NA,NA,NA,NA,"2009","12","10","18454","auto",NA,NA,NA,NA,NA,NA
"202","2020-03-03 15:59:04-03","UFSM","SMDB","5931","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Filho, AA; Bortoluzzi, RLC","Bortoluzzi, RLC","1995","10","20","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB005931",NA,"s.n.","Peral Velho",NA,NA,NA,NA,NA,NA,NA,"1996","04",NA,"37819","auto",NA,NA,NA,NA,NA,NA
"203","2019-11-25 12:12:20-03","UFSM","SMDB","18738","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Figueira, M; Schindler, B.","Figueira, M; Schindler, B.","2019","01","08","Brasil","Rio Grande do Sul","Santa Maria","-53.705458","-29.70345","-53.705458","-29.70345","SMDB018738",NA,"CFSM907","bairro Camobi, propriedade Bellinaso",NA,NA,"Árvore, aprox. 9,5 m de alt., casca externa parda, soltando placas, tronco bifurcado a 1 m de alt., DAP aprox. 40 cm, copa globosa, densifoliada, frutos roxos, globosos, lobos do calíce verdes a lilases; Árvore em área urbana onde originalmente ocorr",NA,NA,NA,NA,"2019","01","08",NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 16:53:18-03","UFSM","SMDB","17936","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Záchia, R.A; Nunes, GB","Nunes, GB","2016","06","09","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB017936",NA,"s.n.","Distrito de Pains",NA,NA,"Trabalho de conclusão de curso em Ciências Biológicas de Guilherme Baggio Nunes - Levantamento do estrato arbóreo de um fragmento florestal na fazenda Santa Tereza, distrito de Pains, Santa Maria, RS. Orientador: Renato Aquino Záchia",NA,NA,NA,NA,"2016","06","09","37819","auto",NA,NA,NA,NA,NA,NA
"205","2019-11-25 12:12:20-03","UFSM","SMDB","9343","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Budke, JC","Budke, JC; Giehl, E.L.H.; Athayde, E","2001","10","04","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB009343",NA,"178","Maringá, Mata Ciliar do Arroio Passo das Tropas",NA,NA,"Florística e Fitossociologia em Trecho de Mata Ciliar em Santa Maria- RS. Orientadores: Prof. Renato Záchia e Profa. Sônia M. Eisinger",NA,NA,NA,NA,"2002","01","18","37819","auto",NA,NA,NA,NA,NA,NA
"206","2020-05-14 17:48:07-03","UFSM","SMDB","10955","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Budke, JC; Athayde, EA; Giehl, ELH","Budke, JC; Giehl, ELH; Athayde, EA","2001","10","17","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB010955",NA,"235","Vila Maringá, Mata Ciliar do Arroio Passo das Trop, Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS",NA,NA,"Orientadores Záchia, R. A. & Eisinger, S. M.",NA,NA,NA,NA,"2001","10","17","37819","auto",NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:36:39-03","MBM","MBM","150857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg",NA,"Hunziker, T.","1970","10","10","Argentina",NA,NA,NA,NA,NA,NA,"MBM150857","MBM150857","20729",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:36:39-03","MBM","MBM","23853","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg","Pedersen, T.M.","Krapovickas, A.","1971","09","25","Argentina",NA,NA,NA,NA,NA,NA,"MBM023853","MBM023853","9847",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:36:39-03","MBM","MBM","197867","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg","Sobral, M.","Silva, J.M.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.; Barboza, E.","1996","04","09","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM197867","MBM197867","s.n.","Serra Piramirim, Estrada Itupava",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:37:31-03","MBM","MBM","143077","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Kawasaki, M.L.","Nee, M.","1989","12","29","Bolivia",NA,NA,NA,NA,NA,NA,"MBM143077","MBM143077","38568",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:37:31-03","MBM","MBM","127093","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Pedersen, T.M.","1989","01","27","Argentina",NA,NA,NA,NA,NA,NA,"MBM127093","MBM127093","15148",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:37:31-03","MBM","MBM","103166","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Landrum, L.R.","Solomon, J.C.","1983","10","08","Bolivia",NA,NA,NA,NA,NA,NA,"MBM103166","MBM103166","11080",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:37:31-03","MBM","MBM","10531","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Lindeman, J.","Lindeman, J.; et al.; et al.","1966","03","29","Brazil","Paraná",NA,NA,NA,NA,NA,"MBM010531","MBM010531","812","Reserva do Rio Ivaí",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:37:31-03","MBM","MBM","106343","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Grifo, F.T.","Bernardi, L.","1978","10","17","Paraguay",NA,NA,NA,NA,NA,NA,"MBM106343","MBM106343","18078",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:37:31-03","MBM","MBM","125772","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Tressens, S.G.; et al.; et al.","1987","09","17","Argentina",NA,NA,NA,NA,NA,NA,"MBM125772","MBM125772","3355",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:37:31-03","MBM","MBM","128101","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Landrum, L.R.; et al.; et al.","1987","12","12","Argentina",NA,NA,NA,NA,NA,NA,"MBM128101","MBM128101","5745",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:37:31-03","MBM","MBM","154058","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Tressens, S.G.","Vanni, R.; et al.; et al.","1991","12","18","Argentina",NA,NA,NA,NA,NA,NA,"MBM154058","MBM154058","2969",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:37:31-03","MBM","MBM","232596","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Mroginski, L.; et al.; et al.","1972","01","29","Argentina",NA,NA,NA,NA,NA,NA,"MBM232596",NA,"519",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:37:31-03","MBM","MBM","23812","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Krapovickas, A.; et al.; et al.","1971","10","06","Argentina",NA,NA,NA,NA,NA,NA,"MBM023812","MBM023812","19985",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:37:31-03","MBM","MBM","338090","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Soares-Silva, L.H.","Francisco, E.M.; et al.; et al.","2000","10","03","Brazil","Paraná","Boa Vista do Paraíso",NA,NA,NA,NA,"MBM338090","MBM338090","s.n.","Fazenda Cascata",NA,NA,"Árvore 4m. botões verde e flores creme; borda da mata",NA,NA,"Southern America",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:37:31-03","MBM","MBM","394089","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Selusniaki, M.","Soller, A.; Carneiro, J.; Carneiro, J.","2012","09","17","Brazil","Paraná","Telêmaco Borba","-50.706944","-24.100556","-50.706944","-24.100556","MBM394089","MBM394089","s.n.","UHE Mauá","520","750","Árvore; flores alvas.",NA,NA,"Southern America",NA,"2012","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-21 16:37:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Brotto, M.L.","Dalmaso, C.A.","2013","07","11","Brazil","Paraná","General Carneiro","-51.300003","-26.279997","-51.300003","-26.279997","IFN000660",NA,"460",NA,NA,NA,"Árvore.",NA,NA,"Southern America",NA,"2013","08","16",NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-21 16:37:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Brotto, M.L.","Dalmaso, C.A.","2013","07","03","Brazil","Paraná","Coronel Domingos Soares","-51.840003","-26.099997","-51.840003","-26.099997","IFN000762",NA,"411",NA,NA,NA,"Árvore.",NA,NA,"Southern America",NA,"2013","08","16",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:37:31-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Barboza, E.","Dalmaso, C.A.","2013","05","22","Brazil","Paraná","Guarapuava","-51.66","-25.380003","-51.66","-25.380003","IFN000504",NA,"319",NA,NA,NA,"Árvore.",NA,NA,"Southern America",NA,"2013","07","01",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:37:31-03","MBM","MBM","227715","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Sobral, M.; Legrand, D.","Hatschbach, G.","1960","10","11","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM227715",NA,"7402","Campo da Aviação",NA,NA,"Bis",NA,NA,"Southern America",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:37:31-03","MBM","MBM","47365","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Sobral, M.; Legrand, D.","Hatschbach, G.","1960","10","11","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM047365","MBM047365","7402","Campo da Aviação",NA,NA,"Bis",NA,NA,"Southern America",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:37:31-03","MBM","MBM","230722","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Soares-Silva, L.H.","Medri, C.; et al.; et al.","1997","11","08","Brazil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"MBM230722","MBM230722","528","Salto das Orquídeas",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:37:31-03","MBM","MBM","103660","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Falkenberg, D.B.","Falkenberg, D.B.","1985","10","12","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM103660","MBM103660","2723","Guaritas",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:37:33-03","MBM","MBM","91739","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Sobral, M.","Sobral, M.","1983","10",NA,"Brazil","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,"MBM091739","MBM091739","2539","Durasnal",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA
