"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"21","2021-03-15 16:37:00-03","NY","NYBG","1773645","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"M. H. Nee","1987","02","05","Bolivia","Santa Cruz","Andrés Ibáñez","12 km E of center of Santa Cruz on road to Cotoca","-63.07","-17.77",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773645","NY01773645_01","34006","375","375",NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1773634","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula eriocarpa","(Griseb.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby",NA,NA,NA,"C. A. O'Donell","1945","04","07","Argentina","Jujuy",NA,"Jujuy",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773634","NY01773634_01","2934",NA,NA,NA,NA,"Magnoliophyta","Fabales","eriocarpa","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00980754","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby",NA,NA,NA,"L. M. M. Carreira","1983","05","05","Brazil","Mato Grosso","Vila Bela de Santíssima Trindade","km 23 de Vila Bela, caminho da Cachoeira",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980754","NY00980754_01","812",NA,NA,NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01160696","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula tenuifolia","(Benth.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby",NA,NA,NA,"G. A. Black","1952","06","19","Brazil","Rondônia",NA,"Território do Guaporé. Rio São Miguel, afluente do Guaporé.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160696","NY01160696_01","52-15157",NA,NA,NA,NA,"Magnoliophyta","Fabales","tenuifolia","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1773663","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby",NA,NA,NA,NA,"T. Morong","1889","03","27","Paraguay",NA,NA,"Asunción, near the Recolleta.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773663","NY01773663_01","631",NA,NA,NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00980592","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"G. M. Araújo","1995","04","21","Brazil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2769","-18.9186",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980592","NY00980592_01","1124",NA,NA,NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01160708","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula tenuifolia","(Benth.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby",NA,NA,NA,"W. A. Ducke","1944","04","10","Brazil","Amazonas","São Paulo de Olivença","ad ripas inundatas Camatiá.","-68.7933022","-3.5778475",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160708","NY01160708_01","1503",NA,NA,NA,NA,"Magnoliophyta","Fabales","tenuifolia","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980676","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula","(Willd.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1981","04","12","Brazil","Goiás","Cristalina","Rod. BR-040, Lageado","-47.6133","-16.7686",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980676","NY00980676_01","43827",NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1773622","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula advena","(Vogel) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"J. A. Steyermark","1982","11","01","Venezuela","Portuguesa",NA,"17.8 kms (por carretera) de La Estación, 30 kms (por carretera) al Norte de Ospino.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773622","NY01773622_01","126984","1.170",NA,NA,NA,"Magnoliophyta","Fabales","advena","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1773791","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula q","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin",NA,NA,NA,"J. Revilla","1976","06","21","Peru","Loreto","Maynas","Distrito: Pebas, Río Ampiyacu","-71.82","-3.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012943' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773791","NY01773791_01","788",NA,NA,NA,NA,"Magnoliophyta","Fabales","q","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01160695","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula tenuifolia","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"C. Davidson","1980","06","14","Brazil","Pará","Oriximiná","Banks of Rio Trombetas, upriver from Oriximina.","-57.0284843","-1.1004856",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160695","NY01160695_01","CD10300",NA,NA,NA,NA,"Magnoliophyta","Fabales","tenuifolia","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1773789","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula praeandina","H.S.Irwin & Barneby",NA,NA,NA,NA,"J. M. Schunke-Vigo","1975","05","02","Peru","San Martín","Mariscal Cáceres","Distrito Tocache Nuevo. Río de la Plata, nort-èste de Tocache.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012938' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773789","NY01773789_01","8332","400",NA,NA,NA,"Magnoliophyta","Fabales","praeandina","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00980517","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"M. L. Fonseca","1995","06","20","Brazil","Goiás","Niquelândia","Barragem da Vila Macedo","-48.4317","-14.3386",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980517","NY00980517_01","343",NA,NA,NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00980963","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula paludicola","H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1994","06","09","Brazil","Mato Grosso do Sul","Corumbá","Rio Areião","-57.6531","-19.0094",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980963","NY00980963_01 NY00980963_02","60852",NA,NA,NA,NA,"Magnoliophyta","Fabales","paludicola","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 15:03:00-03","NY","NYBG","1773583","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula tenuifolia","(Benth.) H.S.Irwin & Barneby",NA,NA,NA,NA,"J. L. Jaramillo","1981","02","23","Ecuador",NA,NA,"Nor-Oriente, coca Río Payamino- Cooperativa de la Comuna Río Payamino",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773583","NY01773583_01","4144","250",NA,NA,NA,"Magnoliophyta","Fabales","tenuifolia","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1773705","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula paludicola","H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin",NA,NA,NA,"T. Morong","1888",NA,NA,"Paraguay",NA,NA,"Pilcomayo River",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773705","NY01773705_01","1095",NA,NA,NA,NA,"Magnoliophyta","Fabales","paludicola","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1773592","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula","(Willd.) H.S.Irwin & Barneby","B. Marazzi",NA,NA,NA,"J. G. Graham","1998","07","22","Peru","Ucayali","Coronel Portillo","Distrito de Yarinacocha. Tunchish Caño.","-74.57","-8.35",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773592","NY01773592_01","498","200",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 10:04:00-03","NY","NYBG","1773631","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula advena","(Vogel) H.S.Irwin & Barneby",NA,NA,NA,NA,"H. Jiménez Saa.","1970","02","04","Venezuela","Barinas",NA,"Reserva Forestal de Caparo Unidad Uno",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773631","NY01773631_01","1280","100","100",NA,NA,"Magnoliophyta","Fabales","advena","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00980516","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby",NA,NA,NA,"A. A. Lasseigne","1974","07","16","Brazil","Distrito Federal","Brasília","Just west of UnB Campus","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980516","NY00980516_01","4370","975","975",NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01016779","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","R. Bortoluzzi",NA,NA,NA,"R. Bortoluzzi","2002","04","16","Brazil","Paraná","Paranavaí","Paranavaí, em direção a Nova Esperança.","-52.2514","-23.1661",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192700' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016779","NY01016779_01","1261","493","493",NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 19:52:00-03","NY","NYBG","1773678","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula missionum","H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"G. J. Schwarz","1945","04","26","Argentina","Misiones","San Ignacio","Puerto Nuevo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007898' target='other'> <mi>dwc_moreinfo</mi></a>","NY01773678","NY01773678_01","1052","4","4",NA,NA,"Magnoliophyta","Fabales","missionum","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00980569","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula glabrata","(Vogel) H.S.Irwin & Barneby","S. F. Smith",NA,NA,NA,"A. Macedo","2001","05","05","Brazil","Minas Gerais","Campina Verde","Campina Verde","-49.4864","-19.5358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980569",NA,"5794",NA,NA,NA,NA,"Magnoliophyta","Fabales","glabrata","South America","sheet",NA,NA,NA,NA,NA,NA,NA
