"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"101","2014-09-17 05:30:00-03","MO","MOBOT","2457421","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A., //","Maria M. Arbo|Jomar G. Jardim|M. Silvia Ferrucci|Sérgio C. de Sant'Ana","Arbo 7341","1997","1","17","South America","Brazil","Bahia",NA,"-40.6","-11.1",NA,NA,NA,NA,"BR-324, 12 km NW de Jacobina, camino a Umburanas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2014-09-17 05:30:00-03","MO","MOBOT","2457437","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A., //","M. Silvia Ferrucci|André M. de Carvalho|Jomar G. Jardim|Sérgio C. de Sant'Ana","Ferrucci 1028","1996","8","12","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Caetité. 3 km de Caetité en la ruta de Caetité a Brumado. Caatinga perturbada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2014-09-01 13:03:00-03","MO","MOBOT","3406531","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","A. Krapovickas","Renato de Mello-Silva|Maria M. Arbo|Joao Vicente","Mello-Silva 767","1992",NA,NA,"South America","Brazil","Minas Gerais",NA,"-43","-15.73333",NA,NA,NA,NA,"Porteirinha. BR-122, salida al N de Porteirinha. Borde de l camino, vegetacion alterada, gran poblacion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2016-11-15 05:15:00-02","MO","MOBOT","3408124","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Antonio C. Krapovickas|José F.M. Valls|R.F.A. Veiga|G.P. da Silva","Krapovickas 38806","1983",NA,NA,"South America","Brazil","Bahia",NA,"-40.16666","-11.95",NA,NA,NA,NA,"1 km N de BaixaGrande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2012-10-02 12:33:00-03","MO","MOBOT","100529341","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","S.R. Hills (ILLS)","Vicente Assis","Assis 214","1945","12","13","South America","Brazil","Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"Fazenda da Chicaca.","1100.00000000",NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,"1",NA,NA
"106","2018-10-09 16:31:42-03","UFLA","ESAL","29361","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Gavilanes, ML","Gavilanes, ML","s.n.","2017","03","07",NA,"Brasil","Minas Gerais","Lavras","-44.979167","-21.228611",NA,"Erva, ca. 60cm; flores amarelas;; Invasora de gramados e áreas gra",NA,NA,"Campus da UFLA, Em gramados ao lado de passeios, na Av. Norte, nas proximidades do Depto. de D","917","917","-44.979167","-21.228611","2017","03",NA,NA,"07",NA,NA,NA,NA,NA
"107","2021-01-26 13:55:54-03","IMA","MAC","49111","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","E.C.O.Chagas","Chagas-Mota","8150","2010","08","20",NA,"Brasil","Alagoas","Coité do Nóia","-36.5786018371582","-9.63222026824951",NA,"Arbusto ca. 1,5 m de altura. Flores laranjas. Frutos verdes.; Agreste.","MAC0049111","MAC0049111","Pereiro Velho.",NA,NA,NA,NA,"2010","08","7660","auto","20",NA,NA,NA,NA,NA
"108","2021-01-26 13:55:54-03","IMA","MAC","38306","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","E.C.O.Chagas","Chagas-Mota; L.M.Leão","3018","2009","04","23",NA,"Brasil","Alagoas","Inhapi","-37.7486000061035","-9.22138977050781",NA,"Arbusto ca. 60 cm de altura. Flores amarelas. Frutos verdes.; Caatinga.","MAC0038306","MAC0038306","Serra do Grude.",NA,NA,NA,NA,"2009","04","22926","auto","23",NA,NA,NA,NA,NA
"109","2021-01-26 13:55:54-03","IMA","MAC","3855","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"R.P.Lyra-Lemos; M.N.Rodrigues","624","1982","07","21",NA,"Brasil","Alagoas","Olho D'água das Flores","-37.293903","-9.531836",NA,"Erva ca. de 1m de alt. Flores creme, estames amarelos. Frutos verdes.; Caatinga.","MAC0003855","MAC0003855","2km's da zona urbana, AL-130.",NA,NA,"-37.293903","-9.531836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-01-26 13:55:54-03","IMA","MAC","42798","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","E.C.O.Chagas","Chagas-Mota; M.B.Santos; E.G.Santos Júnior","4318","2009","07","10",NA,"Brasil","Alagoas","Santana do Ipanema","-37.248017","-9.369989",NA,"Erva ca. 50 cm de altura. Frutos verdes.; Brejo de Altitude.","MAC0042798","MAC0042798","Serra do Gugi.",NA,NA,"-37.248017","-9.369989","2009","07",NA,NA,"10",NA,NA,NA,NA,NA
"111","2021-02-25 10:12:56-03","CVRD","CVRD","9395","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Cátia Takeuchi","Reis, R.","85","2005","07","22","América do Sul","BRASIL","MG","Governador Valadares","-41.9494018554688","-18.8511009216309",NA,"<ll>dwc_commonname:</ll> Malva preta","CVRD009395",NA,"E.F.V.M 325+900",NA,NA,NA,NA,"2011","11","50833","auto","01","Magnoliopsida",NA,NA,NA,NA
"112","2019-07-31 14:32:58-03","CPATSA","HTSA","4536","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C.","Lima, J.L.S.","317","1984","10","10",NA,"Brasil","Pernambuco","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"Sementes Básicas.",NA,NA,NA,NA,"2012","10","90462","auto","31",NA,NA,NA,NA,NA
"113","2019-08-02 10:21:34-03","CPATSA","HTSA","550","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C.","Fotius, G.","3262","1982","12","23",NA,"Brasil","Pernambuco","Petrolina","-40.495556","-9.154722",NA,"Erva an., Fl 2., Fr 2., Flor creme com centro amarelo.&nf;; Área erodida érto da casa e em cultivo de cana-de-açúcar.",NA,NA,"Área da CODEVASF",NA,NA,"-40.495556","-9.154722","2012","10",NA,NA,"31",NA,NA,NA,NA,NA
"114","2019-07-31 14:32:58-03","CPATSA","HTSA","2093","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C.","Costa, F.C.R.","2093","2002","06","06",NA,"Brasil","Pernambuco","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"Pedrinhas",NA,NA,NA,NA,"2012","10","90462","auto","31",NA,NA,NA,NA,NA
"115","2020-09-12 05:00:02-03","US","US","1122084","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","H. F. Pittier","10349","1922","6","1","South America - Neotropics","Venezuela","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Curucuti, near Maiquetia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","3020811","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","G. Hatschbach","48137","1984","9","13","South America - Neotropics","Brazil","Minas Gerais","Itaobim","-41.5032997131348","-16.5617008209229",NA,NA,NA,NA,"Corrego 3 Irmaos",NA,NA,NA,NA,NA,NA,"19493","auto",NA,"Dicotyledonae",NA,"1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","1120723","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","H. F. Pittier","9617","1921","7","10","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"Gamboa, Around Caracas","900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"118","2020-09-12 05:00:02-03","US","US","987391","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","H. F. Pittier","7266","1917","7","15","South America - Neotropics","Venezuela","Federal District",NA,NA,NA,NA,NA,NA,NA,"Lower Cotzia, near Caracas","800","1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"119","2020-09-12 05:00:02-03","US","US","987437","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"H. F. Pittier","7317","1917","8","23","South America - Neotropics","Venezuela","Federal District",NA,NA,NA,NA,NA,NA,NA,"Lower Cotiza, near Caracas","800","1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"120","2020-09-12 05:00:02-03","US","US","1198363","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"L. H. Bailey & E. Z. Bailey","639","1921","1","1","South America - Neotropics","Venezuela","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Caracas and vicinity.","914","1067",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","3401887","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","A. Licata, S. M. Niño, J. Rivero & B. Milano","387","1995","7",NA,"South America - Neotropics","Venezuela","Trujillo","Carache","-70.2561","9.4647",NA,NA,NA,NA,"en las cercanias al Dique, sector La Montanita","1942",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"122","2020-09-12 05:00:02-03","US","US","290156","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","A. F. M. Glaziou","12442","1880","5","18","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Rio Manso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"123","2020-09-12 05:00:02-03","US","US","1197976","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"H. F. Pittier","11554","1924","8","31","South America - Neotropics","Venezuela","Capital",NA,NA,NA,NA,NA,NA,NA,"Vicinity of Macarao, D. F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"124","2020-09-02 16:32:28-03","Cenargen","CEN","6366","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","G. L. Esteves","Antônio Krapovickas - IBONE","37903","1982","03","19",NA,"Brasil","BA","IBOTIRAMA","-43.216666","-12.366666","Exsicatas","1.20 m alt. Doação da Universidad Nacional Del Nordeste - CTES Corrientes.","CEN00006366","CEN00006366","Bahia. 20 km S de Ibotirama.",NA,NA,"-43.216666","-12.366666","1997","10",NA,NA,NA,NA,NA,"1",NA,NA
"125","2020-09-02 16:32:28-03","Cenargen","CEN","45977","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C. Takeuchi","N. G. Jesus - ALCB","854","2000","02","29",NA,"Brasil","BA","PILAO ARCADO","-42.391388","-9.9663888","Exsicatas","Ramos vilosos. Folhas membranáceas vilosas. Inflorescência axilar, botões esverdeados, cálice verde, corola amarela. Frutos com carpídio inflado. Doação do Projeto Flora da Bahia. Herbário Alexandre Leal Costa - ALCB (46563). Projeto Financiado pelo CNPq.","CEN00045977","CEN00045977","Torre da Telemar.",NA,NA,"-42.391388","-9.9663888","2012","03",NA,NA,NA,NA,NA,"1",NA,NA
"126","2020-09-02 16:32:28-03","Cenargen","CEN","6347","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","G. L. Esteves","Antônio Krapovickas - IBONE","37890","1982","03","18",NA,"Brasil","BA","IBOTIRAMA","-43.216666","-12.183333","Exsicatas","Doação da Universidad Nacional Del Nordeste - CTES Corrientes.","CEN00006347","CEN00006347","Bahia. rio São Francisco, frente a Ibotirama.",NA,NA,"-43.216666","-12.183333","1997","10",NA,NA,NA,NA,NA,"1",NA,NA
"127","2020-09-02 16:32:28-03","Cenargen","CEN","7456","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C. Takeuchi","Antônio Krapovickas - IBONE","38806","1998","03","25",NA,"Argentina",NA,NA,NA,NA,"Exsicatas","1m de altura, ramas dísticas.","CEN00007456","CEN00007456","Brasil, Bahia;1Km N de Baixa grande.",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,"1",NA,NA
"128","2020-09-02 16:32:28-03","Cenargen","CEN","86719","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","T. S. Coutinho","Ana Clara Cavalcante - CNPC","168","2014","04","15",NA,"Brasil","CE","INDEPENDENCIA","-40.3086013793945","-5.39638996124268","Exsicatas","Planta com 85 cm de altura, folha aveludada, sem cheiro, cálice amarelo verde. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00086719","CEN00086719","Escola Família Agrícola Dom Fragoso, área de 7 ha do projeto FNIRS",NA,NA,NA,NA,"2019","12","57401","auto",NA,NA,NA,"1",NA,NA
"129","2019-11-13 11:24:47-03","USP","SPF","140481","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A","Souza, VC","20855","1998","04","05",NA,"Brasil","Minas Gerais","Curvelo","-44.488472","-18.816972",NA,NA,"SPF00140481",NA,"Rodovia Curvelo-Diamantina, ca. 9 km de Curvelo em direção a Sete Lagoas.",NA,NA,"-44.488472","-18.816972","1999","11",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 11:24:47-03","USP","SPF","154792","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Jesus, NG","854","2000","02","29",NA,"Brasil","Bahia","Pilão Arcado","-42.391389","-9.966389",NA,NA,"SPF00154792",NA,"Torre da Telemar.",NA,NA,"-42.391389","-9.966389","2014","07",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:24:47-03","USP","SPF","83726","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Arbo, MM","5350","1992","11","28",NA,"Brasil","Bahia","Central","-42.05","-11.183333",NA,NA,"SPF00083726",NA,"BA-052, 26 km ESE de Irece.","500","500","-42.05","-11.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:24:47-03","USP","SPF","93613","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A","Arbo, MM","5226","1991","02","16",NA,"Brasil","Minas Gerais",NA,"-43.633333","-18.216667",NA,NA,"SPF00093613",NA,"5 km W de Diamantina, camino a Gouveia.","1200","1200","-43.633333","-18.216667","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:24:47-03","USP","SPF","93642","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Arbo, MM","5168","1991","02","15",NA,"Brasil","Minas Gerais",NA,"-43.5","-18.4",NA,NA,"SPF00093642",NA,"Rio Jequitinhonha, 31 km SE de Diamantina, camino a Milho Verde.","800","800","-43.5","-18.4","1994","11",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:24:47-03","USP","SPF","110599","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Esteves, GL","2369","1991","01","14",NA,"Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00110599",NA,"No caminho para o povoado de Mato Grosso. Caatinga.",NA,NA,NA,NA,"1996","10","49773","auto",NA,NA,NA,NA,NA,NA
"135","2019-11-13 11:24:47-03","USP","SPF","83735","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Mello-Silva, R","621","1992","11","18",NA,"Brasil","Minas Gerais","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"SPF00083735",NA,"Curimataí. Local chamado Simão, às margens da cachoeira do Riachinho e arredores. Base da serra, com afloramentos de quartzito.","650","650",NA,NA,"1999","10","42854","auto",NA,NA,NA,NA,NA,NA
"136","2019-11-13 11:24:47-03","USP","SPF","135354","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Esteves, GL","2333","1990","09","26",NA,"Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"SPF00135354",NA,"Na direção de Mendanha, km 584. Local úmido, próximo ao riacho.",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"137","2019-10-07 09:33:13-03","UEFS","HUEFS","157304","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","6952","2009","10","25",NA,"Brasil","Bahia","São Gabriel","-41.942778","-11.165",NA,"Mata estacional na beira da estrada.","HUEFS0157304","HUEFS0157304","Estrada para Jussara.","770","770","41W56'34''","11S9'54''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"138","2019-10-07 09:33:13-03","UEFS","HUEFS","190062","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Carvalho, D.N.","132","2012","11","03",NA,"Brasil","Bahia","Conceição do Coité","-39.2827987670898","-11.5638999938965",NA,"Caatinga.","HUEFS0190062","HUEFS0190062","Salgadália. Caatinga, área agricultável, com plantil de mandioca, solo arenoso.",NA,NA,NA,NA,NA,NA,"39025","auto",NA,"Rosanae",NA,NA,NA,NA
"139","2019-10-25 14:22:05-03","UEFS","HUEFS","238241","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Fontana, A.P.","10455","2019","04","23",NA,"Brasil","Pernambuco","Calumbi","-38.640278","-8.105278",NA,"Savana Estépica, Planossolo Nátrico Órtico","HUEFS0238241",NA,"Serra das Areias","589","589","38W38'25''","8S6'19''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"140","2019-10-07 09:33:13-03","UEFS","HUEFS","149122","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","6303","2009","06","08",NA,"Brasil","Bahia","Conceição do Coité","-39.335833","-11.803056",NA,"Mata Estacional.","HUEFS0149122","HUEFS0149122",NA,"250","250","39W20'9''","11S48'11''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"141","2019-10-07 09:33:13-03","UEFS","HUEFS","109544","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","4425","2006","04","12",NA,"Brasil","Bahia","Antônio Gonçalves","-40.270556","-10.604444",NA,"Caatinga (Savana estépica arborizada).","HUEFS0109544","HUEFS0109544",NA,"490","490","40W16'14''","10S36'16''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"142","2019-10-07 09:33:13-03","UEFS","HUEFS","111751","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","A.Krapovickas","Souza-Silva, R.F.","204","2006","04","13",NA,"Brasil","Bahia","Jaguarari","-40.229722","-10.103333",NA,NA,"HUEFS0111751","HUEFS0111751","Base da Crista, próximo ao rio.","560","560","40W13'47''","10S6'12''","2010","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"143","2019-10-07 09:33:13-03","UEFS","HUEFS","146430","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Carvalho, P.D.","468","2009","01","15",NA,"Brasil","Bahia","Poções","-40.516667","-14.4",NA,"Caatinga.","HUEFS0146430","HUEFS0146430","Bom Jesus da Serra próximo à área com afloramento de serpentinito. Rejeito.",NA,NA,"40W31'0''","14S24'0''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"144","2019-10-07 09:33:13-03","UEFS","HUEFS","145685","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","R.F.Machado","Machado, R.F.","12","2009","01","10",NA,"Brasil","Bahia","São Gabriel","-41.85","-11.183333",NA,"Caatinga, beira de estrada. Área antropizada.","HUEFS0145685","HUEFS0145685","Estrada para o alto.",NA,NA,"41W51'","11S11'","2010","05",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"145","2019-10-07 09:33:13-03","UEFS","HUEFS","147009","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","R.F.Machado","Machado, R.F.","117","2009","04","02",NA,"Brasil","Bahia","São Gabriel","-41.666667","-11.033333",NA,"Área antropizada.","HUEFS0147009","HUEFS0147009","Boi Peba Fazenda Boa Sorte.","798","800","41W40'","11S2'","2010","05",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"146","2019-10-07 09:33:13-03","UEFS","HUEFS","147052","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Machado, R.F.","160","2009","04","04",NA,"Brasil","Bahia","São Gabriel","-41.65","-11.016667",NA,"Área antropizada.","HUEFS0147052","HUEFS0147052","Boi Peba Fazenda Boa Sorte.","798","800","41W39'","11S1'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"147","2019-10-07 09:33:13-03","UEFS","HUEFS","149098","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","6279","2009","06","07",NA,"Brasil","Bahia","Riachão do Jacuípe","-39.321389","-11.798889",NA,"Caatinga transformada em pasto.","HUEFS0149098","HUEFS0149098",NA,"275","275","39W19'17''","11S47'56''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"148","2019-10-07 09:33:13-03","UEFS","HUEFS","152952","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","M.L.Guedes","Guedes, M.L.S.","15728","2009","08","04",NA,"Brasil","Bahia","Urandi","-42.650833","-14.765278",NA,"Caatinga antropizada.","HUEFS0152952","HUEFS0152952","Serra Geral, Caminho para o Rio Raízes. Ponto 01.","709","709","42W39'3''","14S45'55''","2009","09",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"149","2019-10-07 09:33:13-03","UEFS","HUEFS","157775","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","7423","2009","12","10",NA,"Brasil","Bahia","Lícinio de Almeida","-42.5125","-14.463889",NA,"Mata ciliar degradada.","HUEFS0157775","HUEFS0157775","Distrito de São Domingos. Fazenda São Domingos.","920","920","42W30'45''","14S27'50''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"150","2019-10-07 09:33:13-03","UEFS","HUEFS","157906","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Melo, E.","7554","2009","12","16",NA,"Brasil","Bahia","Barra do Mendes","-42.034167","-11.939444",NA,"Caatinga antropizada próxima a pastagem.","HUEFS0157906","HUEFS0157906","Estrada de terra para Seabra, ca. 16,5 Km. Localidade Lagoa do Peixe.","743","743","42W2'3''","11S56'22''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"151","2019-10-07 09:33:13-03","UEFS","HUEFS","158194","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Pedreira, E.M.","8","2010","01","28",NA,"Brasil","Bahia","Santa Bárbara","-38.95","-11.933333",NA,NA,"HUEFS0158194","HUEFS0158194","Fazenda Arizona.",NA,NA,"38W57'","11S56'","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"152","2019-10-07 09:33:13-03","UEFS","HUEFS","162355","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Silva, M.","2","2010","04","27",NA,"Brasil","Bahia","Feira de Santana","-38.858056","-12.243056",NA,NA,"HUEFS0162355","HUEFS0162355","Jaíba, periferia do povoado de São Roque.","215","215","38W51'29''","12S14'35''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"153","2019-10-07 09:33:13-03","UEFS","HUEFS","190050","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Carvalho, D.N.","120","2012","10","21",NA,"Brasil","Bahia","Conceição do Coité","-39.2","-11.5",NA,"Caatinga.","HUEFS0190050","HUEFS0190050","Serra do Mucambo. Caatinga, área de pastagem, aberta, solo pedregoso, compactado.",NA,NA,"39W12'","11S30'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
