"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","typeStatus","dayIdentified","class","previousCatalogNumber","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","669223","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"L. Riedel","409",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647410' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669223","NY00669223_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669218","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"P. K. H. Dusén","7421","1908","12","30","Brazil","Paraná",NA,"Roca Nova - Banhado.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647416' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669218","NY00669218_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01405011","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","M. H. Nee",NA,NA,"H. S. Irwin","31049","1971","02","25","Brazil","Bahia",NA,"Serra da Agua de Rega. Rio Riachao, ca. 27km N. of Seabra, road to Agua de Rega",NA,NA,NA,NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2853541' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY01405011","NY01405011_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669207","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"L. de F. de Carvalho","509","1977","06","28","Brazil","Rio de Janeiro","Teresópolis","Campo Limpo.","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647420' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669207","NY00669207_01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","669209","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"G. G. Hatschbach","15323","1986","12","01","Brazil","Paraná","Morretes","Picada Eng°Lange-Marumbi.","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647424' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669209","NY00669209_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","669216","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"A. Peixoto","3379","1985","02","02","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Transect 10.","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647414' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669216","NY00669216_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","669214","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"C. Kozera","369","1996","11","20","Brazil","Paraná","Curitiba","Parque Barigui.","-49.22","-25.37",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647412' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669214","NY00669214_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669221","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"L. Riedel","409",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647408' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669221","NY00669221_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02064897","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","L. L. Giacomin",NA,NA,"L. L. Giacomin","1705","2012","02","10","Brazil","Santa Catarina","Sao Bento do Sul","Próximo a comunidade de Rio Natal; arredores do CEPA Rugendas (Área pertencente a Univille). Em margem de estrada não pavimentada, ca. de 1 km após a entrada do CEPA.","-49.3069","-26.325",NA,NA,NA,"599",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2241283' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY02064897","NY02064897_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","669215","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"C. Stellfeld","1667","1966","12","20","Brazil","Paraná","Curitiba","Colonia Sao Nicolau.","-49.2731","-25.4281",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647421' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669215","NY00669215_01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669211","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"S. A. Mori","12862","1979","10","21","Brazil","Bahia","Itacaré","Estrada que liga a torre de Embratel com a estrada BR 101/Itacaré, a 5.8km da entrada. Cerca 25km a SE de Ubaitaba.","-39.2713273","-14.4201153",NA,NA,NA,"200","300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647419' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669211","NY00669211_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669210","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"G. G. Hatschbach","23266","1969","12","16","Brazil","Paraná","Sao Mateus do Sul","Vargem Grande.","-50.3828","-25.8744",NA,NA,NA,"780","780",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647423' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669210","NY00669210_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669219","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"P. K. H. Dusén","14400","1914","01","16","Brazil","Paraná","Ipiranga",NA,"-50.5842","-25.0242",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669219","NY00669219_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00697025","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","M. H. Nee",NA,NA,"L. R. Landrum","3914","1981","12","01","Brazil","Paraná","Piraquara","Ca. 10 km E of Curitiba","-49.17","-25.5",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828736' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00697025","NY00697025_01",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","172307","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","L. A. Bohs",NA,NA,"Martii Herbar. Florae Brasil.","626","1839","01",NA,"Brazil",NA,NA,"Ilheus",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107792' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00172307","NY00172307_01","not a type",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","669213","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"T. S. dos Santos","3129","1977","09","24","Brazil","Bahia","Itacaré","Acesso a torre da Embratel, entrada a dir. da Rod. Ubaitaba/Itacaré.","-38.9967","-14.2778",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647413' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669213","NY00669213_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01145487","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","L. L. Giacomin",NA,NA,"R. F. Monteiro","298","2008","01","14","Brazil","Espírito Santo",NA,"São Roque do Canaã. Distrito de Santa Julia, Misterioso,","-40.765","-19.7822",NA,NA,NA,"752","752",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1318028' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY01145487","NY01145487_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01310709","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs","M. H. Nee; L. A. Bohs",NA,NA,"S. A. Mori","11513","1979","02","08","Brazil","Bahia","Itacaré","Ramal da torre da Embratel com entrada no km 15 da Rod. Ubaitaba/Itacaré (BR 654). Região de Mata Higrófila Sul Baiana. Folha SD 24 (14-39c)","-39.2713273","-14.4201153",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485269' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY01310709","NY01310709_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669208","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","(Mart.) Bohs",NA,NA,NA,"R. M. Klein","3746","1962","12","11","Brazil","Santa Catarina","Canoinhas","Barra Grande.","-50.3897","-26.1772",NA,NA,NA,"750","750",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647422' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669208","NY00669208_01",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:21:01-03","UFRJ","RFA","26871","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","divaricata","Cyphomandra divaricata","Sendtn.","M. G. Bovini","2001","10","A. Quinet","out-73","2001","02","16","Brasil","Rio de Janeiro","Lumiar","Sítio dos Lírios Brancos","-42.3825","-22.373333","42º22'57''W","22º22'24''S",NA,"700","700",NA,"Arbusto, 3m de altura, 20cm de DAP, folha discolor verde, fruto carnoso verde, comum no local",NA,NA,NA,"RFA29643",NA,NA,"23",NA,NA,NA,NA,NA
"31","2020-11-13 09:21:01-03","UFRJ","RFA","25979","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","divaricata","Cyphomandra divaricata","Sendtn.","M. G. Bovini","2001","10","A. Quinet","29/58","2000","12","17","Brasil","Rio de Janeiro","Magé","Piabetá, Estrada do Matão nº100 - Cachoeira Grande","-43.121667","-22.568889","43º7'18''W","22º34'8''S",NA,"290","290",NA,"Arbusto, 1m de altura, 5cm de DAP, folha discolor verde, fruto verde, rara no local",NA,NA,NA,"RFA29641",NA,NA,"23",NA,NA,NA,NA,NA
"32","2020-11-13 09:21:01-03","UFRJ","RFA","29595","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","divaricata","Cyphomandra divaricata","Sendtn.","M. G. Bovini","2001","12","A. Quinet","09/131","2001","11","28","Brasil","Rio de Janeiro","Macaé","8º distrito/Sana, Av. Principal/Cabeceira do Sana","-42.169167","-22.256667","42º10'9''W","22º15'24''S",NA,"400","400",NA,"Arbustiva, 2m de altura, 12cm de DAP, folha membranácea verde discolor, fruto imaturo verde, flor alva, comum no local",NA,NA,NA,"RFA29642",NA,NA,"20",NA,NA,NA,NA,NA
"33","2020-11-13 09:21:01-03","UFRJ","RFA","9598","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","divaricata","Cyphomandra divaricata","Sendtn.","G.G. Hatschbach",NA,NA,"G.G. Hatschbach","17980","1967","12","04","Brasil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,"46557",NA,NA,NA,"Arbusto, pétalas verdes, anteras violetas","auto",NA,NA,"RFA49116",NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8406","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","06","Martius, C.F.P.","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Villa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778013",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"35","2015-02-10 11:46:33-02","BM","SOLANACEAE_SOURCE_BR","8405","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Martius, C.F.P.","626",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778012",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"36","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","35176","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Knapp, S.","2009","01","Wied-Neuwied, M.","s.n.",NA,NA,NA,"Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"37","2015-02-10 11:46:33-02","BM","SOLANACEAE_SOURCE_BR","7596","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Blanchet, J.S.","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778008",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"38","2015-02-10 11:46:33-02","BM","SOLANACEAE_SOURCE_BR","7826","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Dusén, P.","2485","1903","12","09","Brazil","Paraná",NA,"Ponta Grossa opp.",NA,NA,NA,NA,NA,NA,NA,NA,"plh: in silvula;",NA,"Southern America",NA,"BM000778010",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"39","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8407","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Martius, C.F.P.","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778031",NA,"lectotype",NA,"Dicotyledoneae",NA,NA,NA,NA
"40","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8450","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Mexia, Y.","5310","1930","11","17","Brazil","Minas Gerais",NA,"road to Cajury, Fazenda F. Lopez",NA,NA,NA,NA,NA,"700","700",NA,"Perennial herb 1 m high. Erect stem terminating in 3 horizontal branches, secondary branching dichotomous. Panicle drooping. Corolla green, purplish at base. Stamens purple. Remarkable for habit of growth, ornamental.; plh: undergrow",NA,"Southern America",NA,"BM000778009",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"41","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8978","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Sellow, F.","158","1815","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778014",NA,"holotype",NA,"Dicotyledoneae",NA,NA,NA,NA
"42","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","97719","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2009","01","Folli, D.A.","557","1985","11","21","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est. Louro Ant. 351, Km 0, 829, lado direito.",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto em floresta Alta, ± 15 m de altura e fuste de ± 1 m. Com flor amarela e botão verde.",NA,"Southern America",NA,"MO-1390834",NA,NA,"01","Dicotyledoneae","5311783",NA,NA,NA
"43","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","47084","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2007","10","Hoehne, W.","11665","1946","12","29","Brazil","São Paulo",NA,"Alto da Lapa, São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de campo úmido.",NA,"Southern America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"44","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","76414","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Agra, M.F.","2008","08","Agra, M.F.; Bohs, L.; Stern, S.; Lima, J.R.","7011","2008","08","12","Brazil","Paraiba","Areia","Outskirts of Areia, mata a lado da Universidade de Agronomia (CCA).","-35.725583","-6.976833","-35.725583","-6.976833",NA,"600","600",NA,"Single trunked tree 2-2.5 m tall. Pagoda shaped. Sterile. Strong rank odor.; Brejo de altitud forest, border of gap",NA,"Southern America",NA,NA,NA,NA,"12","Dicotyledoneae",NA,NA,NA,NA
"45","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8466","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Miers, J.","s.n.","1838","01",NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains, Imbuhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778016",NA,"lectotype",NA,"Dicotyledoneae",NA,NA,NA,NA
"46","2015-02-10 11:46:35-02","BM","SOLANACEAE_SOURCE_BR","8981","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","melissarum","Solanum melissarum","Bohs","Bohs, L.","2004","05","Sellow, F.","s.n.","1815","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778011",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
