"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"1","2021-04-05 14:33:37-03","UNESC","CRI","844","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Paulo Brack","1991","10","24","Brasil","Santa Catarina","Maracajá","Mata da BR 101.","-49.453056","-28.847222","49º27'11''W","28º50'50''S","12","12","Habitat: beira da mata","CRI003653","CRI003653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:37-03","UNESC","CRI","1674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","V. C. Zanette; C. M. Martinello, C. E. Dario",NA,NA,NA,"Brasil","Santa Catarina","Orleans","Rio novo - Orleans.","-49.291667","-28.359444","49º17'30''W","28º21'34''S",NA,NA,NA,"CRI003655","CRI003655","Marcos Sobral","1993","08","12","1575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:24-03","UNESC","CRI","6419","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","J. A. Jarenkow","1992","04","21","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.727222","-29.335833","49º43'38''W","29º20'9''S","5","5",NA,"CRI003651","CRI003651","J. A. Jarenkow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:24-03","UNESC","CRI","3202","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1993","06","01","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI003648","CRI003648","João Batista Baitello",NA,NA,NA,"1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:33:37-03","UNESC","CRI","1773","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","V. Citadini-Zanette; R. dos Santos & A. J. de Aguiar","1993","03","26","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: árvore","CRI003649","CRI003649","Marcos Sobral",NA,NA,NA,"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:25:24-03","UNESC","CRI","9432","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","T.J. Cadorin; B. Grosch, R. Zimmermann & C.P. Lopes","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","49º35'6''W","26º43'39''S","785","785","Floresta Ombrófila Densa Alto Montana Habitat: interior do fragmento Habito: arbórea","CRI003625","CRI003625","T. J. Cadorin","2010","09","28","2401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:25:24-03","UNESC","CRI","11961","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Aline Votri Guislon; Altamir Rocha Antunes; Jhoni Caetano; Robson dos Santos & Peterson Teodoro Padilha","2013","08","30","Brasil","Santa Catarina","Grão Pará",NA,"-49.421389","-28.136944","49º25'17''W","28º8'13''S","450","450","Habito: Arbóreo","CRI010107","CRI010107","Aline Votri Guislon","2014","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","469400","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","R. M. Klein","1956","06","14","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469400","NY00469400_01","I. de Vattimo",NA,NA,NA,"2080","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","469398","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","R. M. Klein","1956","03","07","Brazil","Santa Catarina","Ibirama","Horto Florestal, I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469398","NY00469398_01","I. de Vattimo",NA,NA,NA,"1943","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","469403","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","M. Kuhlmann","1946","05","23","Brazil","São Paulo","Moji das Cruzes","Paranapiacaba, mata de Estaçao Biologica","-46.3","-23.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469403","NY00469403_01","B. Coe-Teixeira",NA,NA,NA,"3165","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1016128","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","R. M. Harley","1980","05","26","Brazil","Bahia","Palmeiras","Serra dos Lençois. Lower slopes of Morro do Pai Inácio, ca. 14.5 k NW of Lençois just N of the main Seabra-Itaberaba road. E6.","-41.47","-12.45",NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142106' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016128","NY01016128_01","B. Coe-Teixeira",NA,NA,NA,"22633","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","469399","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","R. M. Klein","1956","05","18","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469399","NY00469399_01","I. de Vattimo",NA,NA,NA,"1953","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","469397","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","R. M. Klein","1956","03","07","Brazil","Santa Catarina","Ibirama","Horto Florestal, I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469397","NY00469397_01","I. de Vattimo",NA,NA,NA,"1943","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:05-03","UFRJ","RFA","9311","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","G.G. Hatschbach; P. Occhioni","1969","06","25","Brasil","Paraná","São Mateus do Sul","Tesoura","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Árvore 15 m de altura; flor creme","RFA43230",NA,"I. de Vattimo","1978","01","12","21673",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:47-03","UTFPR","DVPR","5697","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Brotto, ML; Lozano, ED","2016","03","02","Brasil","Paraná","Adrianópolis","Estrada para o Parque Estadual da Lauráceas.","-48.4218","-24.5108","-48.4218","-24.5108","930","930","Árvore om 25 m de altura, flores esverdeadas.; Floresta Ombrófila Densa Montana.","DVPR005697",NA,"Brotto, ML","2016","03","30","2257","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:47-03","UTFPR","DVPR","3196","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Daniel, V; Roher, D","2013","03","21","Brasil","Paraná","Tijucas do Sul","APA de Guaratuba","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"FOM/FOD Montana, Mata seuncária médio-avançado com efeito de borda","DVPR003196",NA,"Brotto, ML","2015","08","31","145","Magnoliophyta",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-01-20 14:40:31-03","UPM","MACK","854","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","M. L. Brotto; F. Marinero","1990","04","26","Brasil","PR","Morretes","Estrada da Graciosa, beira da mata.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"M. L. Brotto","2008","05","08","128",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:05-03","PUCPR","HUCP","18566","S","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00012831","HUCP00012831","Selusniaki, M",NA,NA,NA,"1394","Magnoliidae",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:18:11-03","UFBA","ALCB","88132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Kummrow, R; Silva, JM; Cordeiro, J","1994","01","21","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1400","1400","2 m, flor creme. Da matinha nebular, próximo ao cume.","ALCB003091","ALCB003091","Britto, ML",NA,NA,NA,"3384","Dicotyledon",NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804248","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Reitz R; Klein RM","1956","06","08","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Pilôes, Santo Amaro da Imperatriz, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804248","NL-L1804248",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804249","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Reitz R; Klein RM","1958","03","07","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Sabia, Presidente Nereu, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804249","NL-L1804249",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804250","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Reitz R; Klein RM","1958","03","07","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Sabiá Presidente Nereu, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804250","NL-L1804250",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804251","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Reitz R; Klein RM","1957","07","17","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Sabiá Presidente Nereu, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804251","NL-L1804251",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804252","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Klein RM","1959","12","16","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Morro Spitzkopf, Blumenau, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804252","NL-L1804252",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:36:17-03","NBC","NL-BOTANY","L.1804253","PreservedSpecimen","Plantae","Lauraceae","Ocotea","catharinensis","Ocotea catharinensis","Mez","Reitz R; Klein RM","1959","08","21","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Morro Spitzkopf, Blumenau, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804253","NL-L1804253",NA,NA,NA,NA,NA,NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
