"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","eventTime","individualCount","relatedCatalogItem"
"45","2019-10-09 11:25:34-03","UFBA","ALCB","035244","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Giulietti, AM; Funch, L","PCD1562","1995","02","05","Southern America","Brasil",NA,NA,"1,0 m. Folhas simples, perfumadas. Flores alvo-rosadas. Ocasional.; Campo rupestre com vegetação queimada, com poucas plantas floridas. Afloramentos rochosos de arenito.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","910","910",NA,NA,NA,NA,"1997","-41.440278","-12.459722",NA,"07",NA,NA,NA,NA,NA
"46","2019-10-09 11:25:34-03","UFBA","ALCB","035245","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1156","1994","11","21","Southern America","Brasil",NA,NA,"2,0 m. Folhas simples. Flores róseas. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.471389","-12.458611","1150","1150",NA,NA,NA,NA,"1997","-41.471389","-12.458611",NA,"07",NA,NA,NA,NA,NA
"47","2019-10-09 11:25:34-03","UFBA","ALCB","035246","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Orlandi, RP; Poveda, A; Guedes, ML; Orlandi, RP","PCD431","1994","08","29","Southern America","Brasil",NA,NA,"folhas simples, rugosas, discolores. Flores singelas. Ocasional.; Vegetação rupícola em degraus rochosos. Afloramento rochoso de arenito.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.470833","-12.455556","1100","1100",NA,NA,NA,NA,"1997","-41.470833","-12.455556",NA,"07",NA,NA,NA,NA,NA
"48","2019-10-09 11:25:34-03","UFBA","ALCB","038352","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Guedes, ML; Guaré, F; Roque, NF; Martins, DV; Muniz, CV","6131","1998","09","19","Southern America","Brasil",NA,NA,"2,0m. Folhas simples, rugosa, discolores, aromática, pilosa. Flores simples, branco-róseas.; Vegetação rupícola com predominância de gramíneas. Substrato arenito com afloramento rochosos.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Guedes, ML","Palmeiras","Chapada Diamantina, Morro do Pai In cio.","-41.45","-12.45","800","800",NA,NA,NA,NA,"1998","-41.45","-12.45",NA,"10",NA,NA,NA,NA,NA
"49","2019-10-09 11:25:34-03","UFBA","ALCB","35275","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Harley, RM; Roque, N; Bautista, HP; Hind, DJN","PCD4434","1996","11","18","Southern America","Brasil",NA,NA,"2,0 m. Folhas coriáceas, face abaxial verde-claro, as mais velhas verde-amarelado, adaxial verde. Brácteas e cálice verde-claro; corola lilás, fauce roxa ou amarela. Frequente.; Solo arenoso e pedregoso.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Silva, TRS","Rio de Contas","Chapada Diamantina, Pé da Serra do Marcelino","-41.841111","-13.578889","1015","1015",NA,NA,NA,NA,"2008","-41.841111","-13.578889",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:25:34-03","UFBA","ALCB","48114","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Melo, E; Nunes, TS; Ganev, W","PCD1193","1994","11","21","Southern America","Brasil",NA,NA,"2,0 m. Folhas simples, coriáceas, discolores. Inflorescência com pedúnculo verde-claro; brácteas de cor creme-esverdeada; flores com corola rosa de centro amarelo. Frequente.; Vegetação de campo rupestre. Afloramento rochoso.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.471389","-12.458611","1150","1150",NA,NA,NA,NA,"1997","-41.471389","-12.458611",NA,"07",NA,NA,NA,NA,NA
"51","2019-10-09 11:25:34-03","UFBA","ALCB","58688","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Queiroz, LP de; Hind, DJN","PCD&nf;3828","1996","10","29","Southern America","Brasil",NA,NA,"1,50 m, ramificado. Folhas coriáceas. Flores de brácteas verde-clara, corola lilás, fauce branca. Ocasional.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Silva, TRS","Palmeiras","Chapada Diamantina, Capão Grande, na Serra da Larguinha, sentido de Cachoeira da Fumaça","-41.483333","-12.633333","1100","1100",NA,NA,NA,NA,"2008","-41.483333","-12.633333",NA,"07",NA,NA,NA,NA,NA
"52","2019-10-09 11:25:34-03","UFBA","ALCB","60156","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Harley, RM; Giulietti, AM; Stannard, B; Hind, DJN; Cavalcanti, TB; Sales, M; et al.","26424","1988","11","12","Southern America","Brasil",NA,NA,"Cerca de 1,5m de altura. Flores cor-de-rosa com fauce branca.; Afloramento de rocha conglomerada com campo pedregoso. Entre pedras.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz. Elev. 1600-1750m.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,"1994","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:25:34-03","UFBA","ALCB","64136","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Harley, RM; Stannard, B; Assis, MC; Pires, FS; Fothergill, JM","26175","1988","11","16","Southern America","Brasil",NA,NA,"Com 2,5m, ereto, sem folhas na base. Flores rosa-choque com interior do tubo amarelo. Aromático. Ocorre simpatricamente com uma variedade de flores lilases quase alva. Muito frequente.; Campo rupestre. Entre rochas no pico.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Rio de Contas","Pico das Almas. Vertente leste. Subida do Pico do Campo do Queiroz.","-41.966667","-13.533333","1850","1850",NA,NA,NA,NA,"1993","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:25:34-03","UFBA","ALCB","64140","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Harley, RM; Pirani, JR; Stannard, B; Cordeiro, I; Kameyama, C","24447","1987","02","26","Southern America","Brasil",NA,NA,"Ca. 1,5m de alt. Muito odorífera. Corola lilás e interior do tubo amarelo.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S",NA,"Pico das Almas. Encosta íngreme.",NA,NA,"1400","1400",NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:25:34-03","UFBA","ALCB","68747","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.","11401","2004","09","18","Southern America","Brasil",NA,NA,"com bastante óleo essencial. Folhas cartáceas, discolores com nervuras proeminentes na face abaxial.Inflorescência terminal com brácteas foliáceas, flores liláses. Freqüente.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Guedes, ML","Piatã","Chapada Diamantina","-41.880278","-13.060833",NA,NA,NA,NA,NA,NA,"2005","-41.880278","-13.060833",NA,"05",NA,NA,NA,NA,NA
"56","2019-10-09 11:25:34-03","UFBA","ALCB","74423","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Costa, MA; Watanabe, MTC","239","2006","09","15","Southern America","Brasil",NA,NA,"de ca 1,0m. Folha levemente discolor. Corola magenta.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Guedes, ML","Rio de Contas","Chapada Diamantina","-41.8","-13.55",NA,NA,NA,NA,NA,NA,"2006","-41.8","-13.55",NA,"11",NA,NA,NA,NA,NA
"57","2019-10-09 11:25:34-03","UFBA","ALCB","35318","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Carvalho, AM de; Sant'Ana, SC de; Amorim, AMA; Pitanga, GF; C.F. Moura Delphim; Dourado, LA","PCD2166","1996","01","04","Southern America","Brasil",NA,NA,"Campo rupestre. Substrato arenoso com afloramentos rochosos.; ca. 2 m alt. Flores de corola creme. Ocasional.; substrato arenoso com afloramentos rochosos.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Silva, TRS","Palmeiras","Chapada Diamantina, Pai Inácio","-41.421111","-12.461389","900","900",NA,NA,NA,NA,"2008","-41.421111","-12.461389",NA,"07",NA,NA,NA,NA,NA
"58","2020-11-04 11:20:29-03","ESALQ","ESA","98775","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Silva, T.R.S.","231.0","2006","08","18",NA,"Brasil",NA,NA,NA,"ESA098775","Bahia","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA098775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:20:29-03","ESALQ","ESA","24468","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Souza, V.C. et al.","5213.0","1994","02","13",NA,"Brasil",NA,NA,NA,"ESA024468","Bahia","Magnoliophyta",NA,"Schauer","Atkins, S.","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,"ESA024468","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-02-15 11:51:49-02","IPA","IPA","56386","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Alves, M.; et al.; et al.","1010","1997","10","17","Southern America","Brasil",NA,NA,"Arbusto com flores roxas e odor intenso. Frequente.; Campo rupestre.","IPA0056386","Bahia","Plantae",NA,"Schauer","Silva, T.R.S.","Palmeiras","Morro do Pai Inácio, ao longo da BR 242.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"20767","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:51:50-02","IPA","IPA","90195","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Sena Gama, A.D.; Sá Teles, I.; Medeiros, P.M. de; Sá Teles, I.; Medeiros, P.M. de","109","2014","11","13","Southern America","Brasil",NA,NA,"Material em estudo para Dissertação de Mestrado do aluno Diego Batista de Oliveira Abreu, Universidade Federal do Oeste da Bahia, campus Barreiras.","IPA0090195","Bahia","Plantae",NA,"Schauer","Rita Pereira","Palmeiras","Chapada Diamantina, Comunidade Caeté-Açú - Vale do Capão.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"20767","auto",NA,"2015",NA,NA,NA,"05",NA,NA,NA,NA,NA
"62","2019-02-15 11:51:49-02","IPA","IPA","11672","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Andrade-Lima","58-3100","1958","04","26","Southern America","Brasil",NA,NA,"Flor e bráct. róseas.","IPA0011672","Mato Grosso","Plantae",NA,"Schauer","Chiappeta, A.",NA,"Cerrado ao longo da estrada Xavantina-Garapu, próximo a margem esquerda rio das Mortes.",NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,"07","29",NA,NA,NA,NA
"63","2019-02-15 11:51:49-02","IPA","IPA","26565","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Mori, S.A.; King, R.M.; Santos, T.S. dos; Hage, J.L.; King, R.M.; Santos, T.S. dos; Hage, J.L.","12420","1979","07","21","Southern America","Brasil",NA,NA,"Arbusto 1,5m de altura. Corola lilás-clara com uma mancha amarela no centro.; Campo rupestre.","IPA0026565","Bahia","Plantae",NA,"Schauer","Moldenke","Rio de Contas","4 km ao N de Rio de Contas.","-41.766667","-13.533333","1000","1000",NA,NA,NA,NA,"1979","-41.766667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"64","2019-02-15 11:51:49-02","IPA","IPA","62568","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Ganev, W.","1929","1993","07","21","Southern America","Brasil",NA,NA,"Arbusto delgado de até 2,3m. Folhas verdes, pedicelo e brácteas verde-claro. Flores rosa.; Campo rupestre com solo arenoso com rochas.","IPA0062568","Bahia","Plantae",NA,"Schauer","Atkins, S.","Abaíra","Serra do Bicota","-42.35","-13.85","1800","1800",NA,NA,NA,NA,"1997","-42.35","-13.85",NA,"01",NA,NA,NA,NA,NA
"65","2019-02-15 11:51:49-02","IPA","IPA","62746","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Ganev, W.","2295","1993","10","23","Southern America","Brasil",NA,NA,"Arbusto delgado ca. 2,5m; pouco ramificado. Folhas cartáceas, verde. Pedúnculo e pedicelo verde-claro. Flores com sépalas verde-claro, pétalas rosa com centro amarelo. Em floração. Comum.; Carrasco de encosta com capão e solo arenoso.","IPA0062746","Bahia","Plantae",NA,"Schauer","Atkins, S.","Abaíra","Jambeiro, Belo Horizonte.","-41.9","-13.3","1150","1150",NA,NA,NA,NA,"1997","-41.9","-13.3",NA,"01",NA,NA,NA,NA,NA
"66","2019-02-15 11:51:49-02","IPA","IPA","62747","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Ganev, W.","2462","1993","11","12","Southern America","Brasil",NA,NA,"Arbusto delgado ca. 2,20m, pouca ramificação. Folhas cartáceas verde-escuro. Pedúnculo e pedicelo verde. Flores com sépalas verde, pétalas rosa. Final de floração, comum.; Campo rupestre, solo arenoso com rochas.","IPA0062747","Bahia","Plantae",NA,"Schauer","Atkins, S.","Abaíra","Serra dos Frios","-41.883333","-13.333333","1760","1800",NA,NA,NA,NA,"1997","-41.883333","-13.333333",NA,"01",NA,NA,NA,NA,NA
"67","2019-02-15 11:51:50-02","IPA","IPA","62757","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Ganev, W.","2241","1993","09","15","Southern America","Brasil",NA,NA,"Arbusto delgado ca. 2,20m, pouca ramificação. Folhas cartáceas, cor verde. Pedúnculo verde-claro, pétalas rosadas. Final de floração, comum.; Campo rupestre, solo arenoso com rochas.","IPA0062757","Bahia","Plantae",NA,"Schauer","Atkins, S.","Abaíra","Guarda Mor, próximo a Serrinha.","-41.85","-13.316667","1270","1270",NA,NA,NA,NA,"1997","-41.85","-13.316667",NA,"01",NA,NA,NA,NA,NA
"68","2019-02-15 11:51:50-02","IPA","IPA","62763","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Ganev, W.","3536","1994","07","14","Southern America","Brasil",NA,NA,"Arbusto delgado ca. 2,5m, bem ramificadoa. Folhas cartáceas verdes discolores. Pedicelo verde-vináceos. Flores com cálice verde-claro.. Flores rosaa com centro amarelado. Obs.: folhas com aroma muito agradável. Planta em floração, com","IPA0062763","Bahia","Plantae",NA,"Schauer","Atkins, S.","Abaíra","caminho Jambreiro - Belo Horizonte.","-41.85","-13.3","1100","1150",NA,NA,NA,NA,"1997","-41.85","-13.3",NA,"01",NA,NA,NA,NA,NA
"69","2019-02-15 11:51:50-02","IPA","IPA","86231","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Harley, R.M.","26175","1988","11","16","Southern America","Brasil",NA,NA,"Arbusto com 2,5m, ereto, sem folhas na base. Flores rosa-choque com interior do tubo amarelo. Aromático. Ocorre simpatricamente com uma variedade lilases quase alvas. Muito frequente.; Campo rupestre.","IPA0086231","Bahia","Plantae",NA,"Schauer","Atkins, S.","Rio de Contas","Pico das Almas, vertente leste, subida do pico do campo do Queiroz. Entre rochas no pico.","-41.966667","-13.533333","1850","1850",NA,NA,NA,NA,"1993","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"70","2019-02-15 11:51:49-02","IPA","IPA","54581","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Agra, M.F.; Rocha, E.A.; Castro, C.; Baracho, G.; Rocha, E.A.; Castro, C.; Baracho, G.","2450","1994","01","07","Southern America","Brasil",NA,NA,"Subarbusto, flores alvas. Toda planta é aromática.; Caatinga","IPA0054581","Paraíba","Plantae",NA,"Schauer","Agra, M.F.","Itaporanga","Serra Água Branca.","-38.1502990722656","-7.30444002151489",NA,NA,NA,"21026","auto",NA,"1994",NA,NA,NA,"01",NA,NA,NA,NA,NA
"71","2019-11-21 14:47:47-03","UFJF","CESJ","30184","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","26135","1988","11","13","América do Sul","Brasil",NA,NA,"Arbusto,ca. 2,0m.alt. Flores rosa-claro quase brancas, fauce amarela.Brejo, em solo arenoso úmido e escuro.","CESJ030184","Bahia","Angiosperma",NA,"Schauer",NA,"Rio de Contas","Pico das Almas, Vertente leste.&nf;Trilho Fazenda Silvina-Queiroz.","-41.833333","-13.533333","1400","1400",NA,NA,NA,NA,NA,"-41.833333","-13.533333",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:47:47-03","UFJF","CESJ","30162","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","M. M. Arbo; et al.","5727","1992","11","23","América do Sul","Brasil",NA,NA,"Arbusto, ca. 1,5m. alt., flores lilases, em campo rupestre.","CESJ030162","Bahia","Angiosperma",NA,"Schauer","S.Altkins","Barra de Estiva","Morro do Ouro, 8 Km S de Barra da Estiva, caminho a Ituaçu, Morro do Ouro e Morro da Torre.","-41.166667","-13.666667",NA,NA,NA,NA,NA,NA,"1993","-41.166667","-13.666667",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:47:47-03","UFJF","CESJ","30174","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","25765","1988","10","30","América do Sul","Brasil",NA,NA,"Arbusto ramificado, ca. 1,5m. alt., brácteas verdes, corola rosa, a fauce amarela tornando-se rosa-intenso. Folhas cheirosas. Campo arenoso com afloramento de rocha conglomerada, entre pedras.","CESJ030174","Bahia","Angiosperma",NA,"Schauer","S.Atkins","Rio de Contas","Pico das Almas, Vertente leste.&nf;Trilho Fazenda Silvina-Queiroz.","-41.833333","-13.533333","1350","1450",NA,NA,NA,NA,"1989","-41.833333","-13.533333",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:47:47-03","UFJF","CESJ","30287","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","26175","1988","11","16","América do Sul","Brasil",NA,NA,"Arbusto ereto,ca. 2,5m. alt., sem folhas na base, flores rosa choque com interior de tubo amarelo, aromático. Ocorre simpatricamente com uma variedade de flores lilases quase alvas. Muito freqüente. Entre rochas no pico, no campo rupestre.","CESJ030287","Bahia","Angiosperma",NA,"Schauer",NA,"Rio de Contas","Pico das Almas, Vertente leste.&nf;Subida do pico do Campo do Queiroz.","-41.833333","-13.533333","1850","1850",NA,NA,NA,NA,NA,"-41.833333","-13.533333",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:47:47-03","UFJF","CESJ","30288","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","26406","1988","11","12","América do Sul","Brasil",NA,NA,"Arbusto,ca. 0,5-1m. alt., folhas perfumadas, corola rosa com fauce amarela. Em afloramento de rocha conglomerada com campo pedregoso, campo rupestre. 'Projeto Campos Rupestres do Brasil'.","CESJ030288","Bahia","Angiosperma",NA,"Schauer",NA,"Rio de Contas","Pico das Almas, Vertente leste.&nf;Subida do pico do Campo do Queiroz.","-41.833333","-13.533333","1600","1750",NA,NA,NA,NA,NA,"-41.833333","-13.533333",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:47:47-03","UFJF","CESJ","38881","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","4434","1996","11","18","América do Sul","Brasil",NA,NA,"Arbusto, ca. 2m. alt., folhas coriáceas, face abaxial verde-claro, as mais velhas verde-amarelado e abaxial verde, brácteas e cálice verde-claro, corola lilás com fauce roxa ou amarela. Freqüente.","CESJ038881","Bahia","Angiosperma",NA,"Schauer",NA,"Rio de Contas","Pé da Serra Marsalina, NULL","-41.838889","-13.578889","1015","1015",NA,NA,NA,NA,NA,"-41.838889","-13.578889",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:47:47-03","UFJF","CESJ","30286","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; et al.","26424","1988","11","12","América do Sul","Brasil",NA,NA,"Arbusto,ca. 1,5m. alt., flores cor-de-rosa com fauce branca. Entre pedras.Projeto dos Campos Rupestres.","CESJ030286","Bahia","Angiosperma",NA,"Schauer","S.Atkins","Rio de Contas","Pico das Almas, Vertente leste.&nf;Subida do pico do Campo do Queiroz.","-41.833333","-13.533333","1600","1750",NA,NA,NA,NA,"1989","-41.833333","-13.533333",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:47:47-03","UFJF","CESJ","37439","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","M.G.L. Wanderley; R.Kral","1570","1988","11","09","América do Sul","Brasil",NA,NA,"Campo rupestre. Encosta, solo arenoso. Arbusto, ca. 2,0 m alt.; flores lavanda pálido.","CESJ037439","Bahia","Angiosperma",NA,"Schauer","F.R.G. Salimena","Lençóis","Estrada para Afrânio Peixoto, ca. 1000 m.","-41.3899993896484","-12.563099861145",NA,NA,NA,"47385","auto",NA,"2006",NA,NA,NA,"09",NA,NA,NA,NA,NA
"79","2019-11-21 14:47:47-03","UFJF","CESJ","69106","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","J. Amorim","s.n.","1999","08","10","América do Sul","Brasil",NA,NA,"Campo cerrado. Arbusto até 2,5m alt. Flores rosa. Planta medicinal (pedresse).","CESJ069106","Bahia","Angiosperma",NA,"Schauer","F.R.G. Salimena","Piatã","Chapada Diamantina","-41.7728004455566","-13.1519002914429",NA,NA,NA,"41184","auto",NA,"2018",NA,NA,NA,"04",NA,NA,NA,NA,NA
"80","2019-11-21 14:47:47-03","UFJF","CESJ","37438","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.Kral; M.G.L. Wanderley; T.M.Cerati et E.Lima.","72730","1985","07","13","América do Sul","Brasil",NA,NA,"Shrub to 2 meters, flowers pale lavander and fragrant, sandy rocky campo by road to large salto of Rio Brumado.","CESJ037438","Bahia","Angiosperma",NA,"Schauer","F.R.G. Salimena","Rio de Contas","2 Km SE of Rio de Contas. Ca. 900 m.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-04-22 16:25:47-03","UFPB","JPB","20617","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Agra, MF; Rocha, EA; Castro, C; Baracho, GS","2450","1994","01","07","Southern America","Brasil",NA,NA,"; DESC: Subarbustivo, flores alvas",NA,"Paraíba","Angiosperma","Dicotyledon","Mart.","Agra, MF","Itaporanga","Serra Água Branca","-38.1502990722656","-7.30444002151489",NA,NA,NA,"21026","auto",NA,"1994",NA,NA,NA,"01",NA,NA,NA,NA,NA
"82","2014-10-14 15:56:41-03","BS","M","M-0110865","S","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Martius, C.F.P. von",NA,"1818","06","30",NA,"Brasil",NA,NA,NA,"M0110865",NA,"Magnoliophyta","Lamiales","Schauer",NA,NA,"Habitat in campis graminosis ad Murbucas, deserti Min. Nov. Provinciae M. Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"ISOSYNTYPE","21:00",NA,NA
"83","2021-03-21 19:39:10-03","UFC","EAC","22067","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Giulietti, A.M.","s.n.","1995","02","05","Southern America","Brasil",NA,NA,"Medicinal, contra gripe-rapé.","EAC0022067","Bahia","Dicotyledon",NA,"Schauer","Harley, R.M.","Lençóis","Serra da Chapadinha","-41.3899993896484","-12.563099861145",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-21 19:39:10-03","UFC","EAC","45049","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Arbo, M.M.; Mello-Silva, R.; Vicente, J.","5727","1992","11","23","Southern America","Brasil",NA,NA,"Arbusto, 1,5m, folhas olorosas, flor lilás com garganta mais escura; Campo rupestre","EAC0045049","Bahia","Dicotyledon",NA,"Schauer","Atkins, S.","Barra da Estiva","8Km S da cidade, caminho a Ituacu. Morro do Ouro e","-41.233333","-13.666667","1290","1420",NA,NA,NA,NA,"1993","-41.233333","-13.666667",NA,NA,NA,NA,NA,NA,NA
"85","2021-03-21 19:39:10-03","UFC","EAC","49912","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Fernandes, A.; Matos, F.J.A.","EAC49912","1993","08","23","Southern America","Brasil",NA,NA,"Arbusto; flor creme.","EAC0049912","Bahia","Dicotyledon",NA,"Schauer",NA,NA,"entre Calmon e Tanquinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:47:09-03","MBM","MBM","415950","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2937","2018","11","09","Southern America","Brazil",NA,NA,"Arbusto com 1,5 m de altura; corola rósea.; Campo rupestre.","MBM415950","Bahia",NA,NA,"Schauer","Cordeiro, J.","Rio de Contas","Pico das Almas, trilha para o pico","-41.937778","-13.520556","1460","1460",NA,NA,NA,NA,"2019","-41.937778","-13.520556",NA,"02","05",NA,NA,NA,NA
"87","2020-12-21 16:47:09-03","MBM","MBM","416010","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2997","2018","11","09","Southern America","Brazil",NA,NA,"Arbusto com 1 m de altura; flor rósea.; Campo rupestre.","MBM416010","Bahia",NA,NA,"Schauer","Cordeiro, J.","Rio de Contas","Pico das Almas, cume","-41.967222","-13.526944","1935","1935",NA,NA,NA,NA,"2019","-41.967222","-13.526944",NA,"02","05",NA,NA,NA,NA
