"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber","sex"
"310","2019-11-27 13:53:02-03","UFS","ASE","4332","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Viana, G","1986","05","06","Brasil","Sergipe","Nossa Senhora da Glória","-37.42","-10.218333","-37.42","-10.218333","ASE0015604","ASE0015604","2012","04",NA,NA,"arbusto. flores lilases, frutos marrons.; arbusto. flores lilases, frutos marrons.; caatinga hipoxerófila","1451",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-27 13:53:02-03","UFS","ASE","36053","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Carregosa, T","Lima, BCS; Santos, E","2014","05","29","Brasil","Sergipe","Maruim","-37.35183","-10.08935","-37.35183","-10.08935","ASE0036493","ASE0036493","2015","12",NA,"Mata do Caititu","Árvore. Aproximadamente 3 m. Flor lilás. Folhas alternas.; Mata Atlântica","148",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-27 13:53:02-03","UFS","ASE","2377","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Almeida, MN de","1985","05","13","Brasil","Sergipe","Nossa Senhora da Glória","-37.2512","-10.1306","-37.2512","-10.1306","ASE0014232","ASE0014232","2012","04",NA,"Faz. Olhos d'Água","arbusto. flores liláses quando jovens e alvas quando senescente, folhas simples e alternas.; arbusto. flores liláses quando jovens e alvas quando senescente, folhas simples e alternas.; Mata de caatinga hipoxerófila","ASE2377",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-27 13:53:02-03","UFS","ASE","5410","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Guedes, M.L.; et al.","1989","11","29","Brasil","Pernambuco","Recife","-34.5252","-8.0315","-34.5252","-8.0315","ASE0016108","ASE0016108","2012","04",NA,"Mata de Dois Irmãos","arbusto. 2. m. folhas discolores, flores lilases odoríferas.; arbusto. 2. m. folhas discolores, flores lilases odoríferas.; mata","2192",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-27 13:53:02-03","UFS","ASE","784","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Viana, G","Viana, G","1981","10","20","Brasil","Sergipe","Nossa Senhora da Glória","-37.42","-10.218333","-37.42","-10.218333","ASE0013064",NA,"1995","12","11",NA,"arbusto. 3. m. com flores lilases quando jovens e alvas quando maduras, perfumadas.; arbusto. 3. m. com flores lilases quando jovens e alvas quando maduras, perfumadas.; Mata hipoxerófila de caatinga","ASE784",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-27 13:53:02-03","UFS","ASE","18570","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Machado, WJ; Jesus, JB; Almeida, MJ","2010","05","26","Brasil","Sergipe","Poço Redondo","-37.4103","-9.4819","-37.4103","-9.4819","ASE0027890","ASE0027890","2012","04",NA,"Serra da Guia","Arbusto ca 4m, frutos imaturos verdes com sementes brancas.; Arbusto ca 4m, frutos imaturos verdes com sementes brancas.; Caatinga","364",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-27 13:53:02-03","UFS","ASE","16735","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Machado, WJ; Gomes, LA; Jesus, JB","2010","01","17","Brasil","Sergipe","Poço Redondo","-37.4103","-9.4819","-37.4103","-9.4819","ASE0023544","ASE0023544","2012","04",NA,"Serra da Guia","Arbusto ca. 5m, folhas simples e alternas, flores aromáticas de cor lilás quando jovens e brancas quando velhas, c/ algumas já passadas.; Arbusto ca. 5m, folhas simples e alternas, flores aromáticas de cor lilás quando jovens e branca","152",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-27 13:53:02-03","UFS","ASE","3428","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Viana, G","Viana, G","1982","09","01","Brasil","Sergipe","Nossa Senhora da Glória","-37.2512","-10.1306","-37.2512","-10.1306","ASE0015009","ASE0015009","1985","04","23","Faz. Olhos d'Água","arbusto. frutos imaturos verdes.; arbusto. frutos imaturos verdes.; Caatinga hipoxerófila","769",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-27 13:53:02-03","UFS","ASE","3799","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Agra, MF","Viana, G","1984","05","08","Brasil","Sergipe","Nossa Senhora da Glória","-37.2512","-10.1306","-37.2512","-10.1306","ASE0015248","ASE0015248","2012","04",NA,"Faz. Olhos d'Água","arbusto. 2. m. frutos marrons, tipo capsula.; arbusto. 2. m. frutos marrons, tipo capsula.; mata de caatinga hipoxerófila","962",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-27 13:53:02-03","UFS","ASE","4947","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Viana, G","Viana, G","1987","08","25","Brasil","Sergipe","Nossa Senhora da Glória","-37.2512","-10.1306","-37.2512","-10.1306","ASE0015939","ASE0015939","1988","12","02","Faz. Olhos d'Água","arbusto. frutos imaturos verde.; arbusto. frutos imaturos verde.; Caatinga hipoxerófila","2014",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-27 13:53:02-03","UFS","ASE","33416","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Santana, JP","Santana, JP","2014","10","02","Brasil","Sergipe","Nossa Senhora do Socorro","-37.0733","-10.5118","-37.0733","-10.5118","ASE0033254","ASE0033254","2014","06","10","Floresta Nacional do Ibura","Subarbusto, 3m. Flores azuis.; Mata Atlântica.","285",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2021-03-01 16:41:25-03","UNICAMP","UEC","177713","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Cabral, JP","Cabral, JP","2000","09","12","Brazil","São Paulo",NA,NA,NA,NA,NA,"UEC058442","UEC058442","2000","09","13","IAC (av. Barão de Itapira) Cps-SP.","Arbusto, 2m alt. Flores brancas e roxas.","s.n.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-03-01 16:41:25-03","UNICAMP","UEC","145682","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Farah, FT","Farah, FT","2002","09","01","Brazil","Minas Gerais","Ouro Fino","-46.368056","-22.288889","-46.368056","-22.288889","UEC055066",NA,NA,NA,NA,"Parque Ecológico Municipal","Arbusto, 2m de altura, flores brancas e arroxeadas.; Floresta Estacional Semi-decídua.","2352","930","930","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-03-01 16:41:25-03","UNICAMP","UEC","155081","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Urbanetz, C; Rodrigues, PE","Kinoshita, LS; Rodrigues, PE; Urbanetz, C; Galvão, JC","2005","05",NA,"Brazil","Minas Gerais","Extrema","-46","-22.9","-46","-22.9","UEC070544","UEC070544",NA,NA,NA,"Serra do Lopo, Topo da Pedra do Cume.","Arbusto, 1m, flores de roxas a brancas, topo da Pedra do Cume.","25-05","1700","1700","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-03-01 16:41:25-03","UNICAMP","UEC","107956","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Sztutman, M; Brito, MCC; Cezare, CHG; Santos, JD; Santos, MJC; Felipim, AP","1999","01","11","Brazil","São Paulo","Pariquera-Açu","-47.649444","-24.708889","-47.649444","-24.708889","UEC058421","UEC058421",NA,NA,NA,"Parque Estadual de Pariquera-Abaixo(PEPA).Acesso pelo bairro Braço Preto, no lado oeste, passando pelo viveiro, seguindo a trilha no interior da Floresta de Restinga de Baixada (Paludosa) muito perturbada, com domínio de jacatirão nos trechos mais pe","Arvoreta 1,5m; Floresta Ombrófila Densa.","247",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-03-01 16:41:25-03","UNICAMP","UEC","133542","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Urbanetz, C","Urbanetz, C; Mariuza; Domingos; Lelo","2003","12","15","Brazil","São Paulo","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,NA,NA,NA,"Fazenda Folha Larga, Trilha da Vitória.","Arbusto de 2m, flores roxas, brancas ou lilases.","282","30","155","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-03-01 16:41:25-03","UNICAMP","UEC","179821","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Bettinardi, ML","Delfini, C; Rigon, J; Diaz, DC; Oliveira, DB; Souza, VC; Rodrigues, RR","2013","03","27","Brazil","São Paulo","Tapiraí","-47.750806","-24.135972","-47.750806","-24.135972","UEC058441","UEC058441","2013","04","26","TRrilha entre a UHE Alecrim e UHE Porto Raso.","Arvoreta, ca. 3m alt., corola branca-lilás.; Floresta Ombrófila Densa, na margem do rio Dezembro.","825","331","331","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-03-01 16:41:25-03","UNICAMP","UEC","205667","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Silva, BG","Pires, TP; Duarte, LSC; Lima, GM; Silva, BG","2018","10","04","Brazil","São Paulo","Jundiaí","-47.605519","-23.409228","-47.605519","-23.409228","UEC164541","UEC164541 UEC164541_v01","2019","09","12","Serra do Japi - Travessia TV Cultura, Local: Borda da trilha, meia sombra. Solo: Arenoso, em meio a serrapilheira","Hábito: Arbustivo. Altura: 1,6m. Látex: Ausente. Cor: Flores brancas e lilás. Odor: Presente, suave nas flores.","165",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-03-01 16:41:25-03","UNICAMP","UEC","197415","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Braga, JO; Zanetti, BC","2017","09","09","Brazil","São Paulo","Amparo","-46.808333","-22.7575","-46.808333","-22.7575","UEC177858","UEC177858 UEC177858_v01 UEC177858_v02 UEC177858_v03 UEC177858_v04",NA,NA,NA,"Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Caminho das moradas.","Arbusto, flores brancas e roxas, aromática; Floresta Estacional Semidecidual","19",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-03-01 16:41:25-03","UNICAMP","UEC","40605","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Webster, GL","1984","10","15","Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333","UEC058436","UEC058436",NA,NA,NA,NA,"Fairly common bushy shrub 1-1.5m high; corolla white or lavender.; Eevergreen montane rain forest.","25405","900","1000","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-03-01 16:41:25-03","UNICAMP","UEC","73375","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR; Semir, J","Ivanauskas, NM","1995","06","25","Brazil","São Paulo","Pariquera-Açu","-47.885","-24.608333","-47.885","-24.608333","UEC058432","UEC058432","1995","09",NA,"Estação Experimental do IAC.","Arbusto de 1m. Frutos imaturos verdes.; Mata Atlântica.","191",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:41:25-03","UNICAMP","UEC","84601","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Godoy, SAP; Ferreira, GMP; Pereira, DL","1994","09","12","Brazil","São Paulo","São Paulo","-46.766667","-23.901944","-46.766667","-23.901944","UEC058426","UEC058426",NA,NA,NA,"Jardim dos Eucaliptos (Gramado), sítio do Sr. Mário, Estrada Pedro Tico.","Arbusto ca 2,5m de altura. Botões florais e flores roxas, estas vão do lilás ao branco ao senecer.; Interior da mata.","198",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-03-01 16:41:25-03","UNICAMP","UEC","84609","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Ávila, NS; Brero, JMG; Silva, LL; Garcia, RJF","1994","09","13","Brazil","São Paulo","São Paulo","-46.727778","-23.896111","-46.727778","-23.896111","UEC058423","UEC058423",NA,NA,NA,"Sítio Caminho para Eng° Marcilac. Região sul do município de São Paulo.","Arbusto 2-3m alt., flores lilases.; Mata.","365",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-03-01 16:41:25-03","UNICAMP","UEC","85616","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Ivanauskas, NM","1995","12","18","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.675833","-47.876944","-24.675833","UEC058427","UEC058427","1996","09",NA,"Propriedade de Antonio Povinski.","Arbusto de 1,5m. Flores brancas e lilases.; Floresta Atlântica.","640",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-03-01 16:41:25-03","UNICAMP","UEC",NA,"S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Urbanetz, C","Urbanetz, C; Mariuza; Domingos; Lelo","2003","12","15","Brazil","São Paulo","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,NA,NA,NA,"Fazenda Folha Larga, Trilha da Vitória.","Arbusto de 2m, flores roxas, brancas ou lilases.","282","30","155","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-03-01 16:41:25-03","UNICAMP","UEC","131122","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Nascimento, FHF","Nascimento, FHF","2000","12","05","Brazil","Bahia","Rio do Pires","-42.2919006347656","-13.127799987793",NA,NA,"UEC058418","UEC058418","2000","12",NA,"Campo do cigano. Mata do cigano.","Arbusto, 1 metro de altuta. Folhas discolores, cartáceas. Botões verdes, flores roxas.; Interior da mata.Mata Ombrófila Montana.","425",NA,NA,"Magnoliopsida",NA,NA,NA,"45547","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-03-01 16:41:25-03","UNICAMP","UEC","79565","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Motta, PC","1995","06",NA,"Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC058417","UEC058417",NA,NA,NA,NA,"Arbusto cultivado como ornamentado.","s.n.",NA,NA,"Magnoliopsida",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-03-01 16:41:25-03","UNICAMP","UEC","124109","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Castro, RM; Meireles, LD; Fiaschi, P","2001","02","21","Brazil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"UEC076866","UEC076866","2004",NA,NA,"Reserva biológica da represa do Grama","Erva invasora em interior de mata. Folhas descolores. Flores com cálice verde e corola alva. Gineceu alvo botões florais creme.","120",NA,NA,"Magnoliopsida",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-03-01 16:41:25-03","UNICAMP","UEC","65039","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Weyland Vieira, MC","1990","10","06","Brazil","Minas Gerais","Monte Belo","-46.3675003051758","-21.3264007568359",NA,NA,"UEC058437","UEC058437","1994","05",NA,"Mata Lagoa-Fazenda Lagoa.","Arbusto com flores brancas e lilázes.; Proximo à cachoeira.","1756",NA,NA,"Magnoliopsida",NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-03-01 16:41:25-03","UNICAMP","UEC","54950","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Meira Neto, JAA; Tamashiro, JY","1987","05","04","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC058445","UEC058445",NA,NA,NA,"Fazenda Grota Funda.","Arbusto com 1m, frutos verdes imaturos com cálice envolvente.","21070",NA,NA,"Magnoliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-03-01 16:41:25-03","UNICAMP","UEC","58744","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","1988","01","25","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC058428","UEC058428",NA,NA,NA,"Fazenda Grota Funda.","Arbusto com 2m, frutos imaturos verdes.; Interior da mata.","21420",NA,NA,"Magnoliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-08-20 10:26:22-03","UNICAMP","UEC","100224","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Pansarin, ER; Singer, RB; Belinello, R","1997","11","20","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC058425","UEC058425",NA,NA,NA,"Pedra Grande.",NA,"9784",NA,NA,"Magnoliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-03-01 16:41:25-03","UNICAMP","UEC","5906","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Meira Neto, JAA; Grombone-Guaratini, MT; Bernacci, LC","1988","11","24","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC058422","UEC058422",NA,NA,NA,"Pico da Pedra Grande.","Arbusto com 1 metro, flores roxas.; Na mata.","21559",NA,NA,"Magnoliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-03-01 16:41:25-03","UNICAMP","UEC","57408","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Tamashiro, JY; Leitão Filho, HF; Rodrigues, RR","1986","08","08","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC058419","UEC058419","1994","03",NA,"Reserva da Pedra Grande.","Arbusto de até 2m, frutos imaturos.","18879",NA,NA,"Magnoliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-03-01 16:41:25-03","UNICAMP","UEC","11910","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Vasconcellos-Neto, J","1977","10","11","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC058443","UEC058443",NA,NA,NA,"Barão Geraldo-Faz Santa Genebra.","Arbusto de 1,20m. altura, flores de cor: azul a violeta.; Local sombrio dentro da Mata.","6025",NA,NA,"Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-03-01 16:41:25-03","UNICAMP","UEC","11909","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Vasconcellos-Neto, J","1977","10","11","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC058446","UEC058446",NA,NA,NA,"Barão Geraldo-Faz Santa Genebra.","Arbusto de 1,20m. de altura, flores de cor: azul a violeta.; Local sombrio dentro da mata.","6022",NA,NA,"Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-03-01 16:41:25-03","UNICAMP","UEC","87318","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Leitão Filho, HF","1994","11","26","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC058440","UEC058440",NA,NA,NA,"Fazenda Estiva.","Arbusto, flores brancas e lilás.","32292",NA,NA,"Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-03-01 16:41:25-03","UNICAMP","UEC","186003","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Galvão, JC","Mesquita, AT; Galvão, JC","2014","08","02","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC109391","UEC109391","2014","08","02","IAC, Fazenda Santa Elisa; sessão de plantas aromáticas próximo ao campo de futebol","Arbusto portando poucas flores,alguns frutos imaturos e muitos maduros de cor amarelada; Mata Atlântica","15",NA,NA,"Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2021-03-01 16:41:25-03","UNICAMP","UEC","82492","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Capellari Jr, L","Barreto, KD; Fernandes, GD; Vitti, FX","1993","09","22","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"UEC058430","UEC058430","1993","09","23","Horto Florestal.","Arbusto, 0,70 m. alt., áreas abertas, floração, sadia, tronco liso, sem látex, flor roxa, fruto ausente.","01233",NA,NA,"Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-03-01 16:41:25-03","UNICAMP","UEC","88434","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Jung-Mendaçolli, SL; Maglio, CAFP; Castro, IF; Andrade, PRP","1995","04","05","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058420","UEC058420",NA,NA,NA,"Estação Experimental do IAC, floresta mesófila.","Sub-arbusto; frutos imaturos.","1423",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2021-03-01 16:41:25-03","UNICAMP","UEC","45116","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Morellato, LPC","1985","11","11","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058435","UEC058435","1994","03",NA,"Serra do Japí.","Arbusto, 2m de alt., flores creme.","19761",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-08-20 10:26:22-03","UNICAMP","UEC","50352","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Vasconcellos-Neto, J","1988","11","01","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058439","UEC058439",NA,NA,NA,"Serra do Japí.",NA,"20870",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2021-03-01 16:41:25-03","UNICAMP","UEC","50362","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Stehmann, JR","Vasconcellos-Neto, J","1988","11","14","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058438","UEC058438",NA,NA,NA,"Serra do Japí.","Arbusto com 2m . de altura, flores brancas e lilás.","20861",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-03-01 16:41:25-03","UNICAMP","UEC","50665","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Vasconcellos-Neto, J","1989","01","30","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058429","UEC058429",NA,NA,NA,"Serra do Japí.","Arbusto com 2m. de altura, frutos.","20995",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2021-03-01 16:41:25-03","UNICAMP","UEC","53316","S","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"Egler, SG","1989","10","25","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC058433","UEC058433",NA,NA,NA,"Serra do Japí.","Arbusto; flor branca ou roxa; fruto imaturo.; Mata primária; beira de trilha em solo arenoso.","22169",NA,NA,"Magnoliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
