"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","infraspecificEpithet"
"48","2020-10-14 10:02:50-03","FURB","FURB","26812","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2010","05","27","Dreveck, S.","2241","2010","05","27","Brasil","Santa Catarina","Doutor Pedrinho","Alto Benedito.","-49.5","-26.64","-49.5000000","-26.6400000","Florística IFFSC 857 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva; Fruto vinho;","FURB29403","FURB29403",NA,NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:02:50-03","FURB","FURB","28519","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","08","25","Korte, A.; Kniess, A.","3701","2010","06","10","Brasil","Santa Catarina","Itaiópolis","Rio do Bispo.","-49.8605556","-26.6402777","-49.8605556","-26.6402777","Florística IFFSC 853 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB29400","FURB29400",NA,NA,NA,NA,"601","601",NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:02:50-03","FURB","FURB","28816","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2010","09","22","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4789","2010","05","29","Brasil","Santa Catarina","Santa Rosa de Lima","Rio dos Índios.","-49.2308334","-27.9897222","-49.2308334","-27.9897222","Florística IFFSC 194 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor creme","FURB29396","FURB29396",NA,NA,NA,NA,"588","588",NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:02:50-03","FURB","FURB","29946","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","06","24","Korte, A.; Kniess, A.","3893","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","Florística IFFSC 742 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor botão floral","FURB29399","FURB29399",NA,NA,NA,NA,"701","701",NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:02:50-03","FURB","FURB","30483","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Gasper, AL de","2010","10","14","Stival-Santos, A.; Legal, E. & Silveira, S.","3092","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","Florística IFFSC 253 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; flor branca","FURB29408","FURB29408",NA,NA,NA,NA,"620","620",NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:02:50-03","FURB","FURB","30575","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","06","23","Korte, A.; Kniess, A.","3801","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.6783334","-26.9086111","-49.6783334","-26.9086111","Florística IFFSC 687 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB29407","FURB29407",NA,NA,NA,NA,"652","652",NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:02:50-03","FURB","FURB","30878","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","10","15","Korte, A.; Kniess, A.","4301","2010","09","15","Brasil","Santa Catarina","Taió","Gramado.","-50.2205556","-27.0002778","-50.2205556","-27.0002778","Florística IFFSC 624 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB29397","FURB29397",NA,NA,NA,NA,"893","893",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-08 08:53:19-03","FURB","FURB","39281","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Funez, L.A.","2013","03","13","Funez, L.A.","1092","2012","10","09","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.12","-27.0230556","-49.1200000","-27.0230556",NA,"FURB29395","FURB29395",NA,NA,NA,NA,"536","536",NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:02:50-03","FURB","FURB","49095","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Pastório, FF","2016","02","10","Oliveira, A.A. de","2784","2015","12","03","Brasil","Santa Catarina","Presidente Nereu","Braço do Treime.","-49.3202778","-27.2713889","-49.3202778","-27.2713889",NA,"FURB49095","FURB49095",NA,NA,NA,NA,"458","458",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-08 08:53:19-03","FURB","FURB","54458","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Farias, D.M.","2017","08","23","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","744","2017","08","02","Brasil","Santa Catarina","Doutor Pedrinho",NA,"-49.5","-26.64","-49.5000000","-26.6400000",NA,"FURB54458","FURB54458",NA,NA,NA,NA,"553","553",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-08 08:53:19-03","FURB","FURB","54459","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Farias, D.M.","2017","08","18","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","781","2017","07","21","Brasil","Santa Catarina","Rio do Campo",NA,"-50.2227778","-26.8172223","-50.2227778","-26.8172223","flor branca Habitat: Borda da U.A. Habito: arbusto","FURB54459","FURB54459",NA,NA,NA,NA,"1195","1195",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-16 17:53:41-03","UCS","HUCS","48570","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, A.A.","2009","11","01","Verdi, M.","2840","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.86","-28.8","Florística IFFSC 28 (Arbusto)",NA,NA,"Angiospermae","Myrtales",NA,NA,"360","360",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-16 17:53:41-03","UCS","HUCS","4130","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","1988",NA,NA,"Silva, J.M.","450","1987","12","22","Brasil","Paraná","São José dos Pinhais","Serra dos Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,"arbusto 1m, frutos pretos; ao longo do caminho da mata pluvial",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"61","2019-08-16 08:40:02-03","UTFPR","HCF","22777","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","A.A. de Oliveira","2010","05","27","S. Dreveck","2241","2010","05","27","Brasil","SC","Doutor Pedrinho","Alto Benedito","-49.5","-26.64","49°30'00 W","26°38'24 S","arbustiva. Fruto vinho. Floresta Ombrófila Densa em estágio médio. Interior do fragmento. Florística IFFSC 857.",NA,NA,NA,NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"62","2019-08-16 08:40:02-03","UTFPR","HCF","18861","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","M.L. Brotto","2014","08","04","M.L. Brotto","1717","2014","07","09","Brasil","PR","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167","48°47'54 W","25°04'09 S","arbusto de 2,5 m; flores brancas.",NA,NA,NA,NA,NA,NA,"686","686",NA,NA,NA,NA,NA,NA,NA
"63","2019-08-16 08:40:02-03","UTFPR","HCF","11010","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","E. Barboza","2010",NA,NA,"J.M. Silva","7629","2010","06","29","Brasil","PR","Adrianópolis","Fazenda Mato Limpo, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,"arbusto, 1,50 m, anteras alvacentas. Floresta Atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:34:14-03","MBM","MBM","2129","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","4323","1957","06","15","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"MBM002129","MBM002129",NA,NA,"Southern America",NA,NA,NA,"21797","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:34:14-03","MBM","MBM","390403","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Feliceti, M.L.","2014","06","26","Silva, J.M.; Motta, J.T.; Barboza, E.; Motta, J.T.; Barboza, E.","8528","2014","05","20","Brazil","Paraná","Guaratuba","Torre da Embratel","-48.921667","-25.8625","-48.921667","-25.8625","Arbusto de 1m; flor alva.; Floresta Ombrófila Densa.","MBM390403","MBM390403",NA,NA,"Southern America",NA,"855","855",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:34:14-03","MBM","MBM","390640","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Brotto, M.L.","2014","08","04","Brotto, M.L.; Silva, J.M.; Santos, T.F.; Silva, J.M.; Santos, T.F.","1717","2014","07","09","Brazil","Paraná","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167","-48.798333","-25.069167","Arbusto de 2,5 m; flores brancas.; Floresta Ombrófila Densa Montana.","MBM390640","MBM390640",NA,NA,"Southern America",NA,"686","686",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:34:14-03","MBM","MBM","396993","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Funez, L.A.","2013","03","13","Funez, L.A.","1092","2012","10","09","Brazil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf","-49.119928","-27.02305","-49.119928","-27.02305","Arbustiva, 1,8m; fruto maduro roxo.; Floresta Ombrófila Densa. Borda da trilha.","MBM396993","MBM396993",NA,NA,"Southern America",NA,"536","536",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:34:14-03","MBM","MBM","406615","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","2016","10","06","Völtz, R.R.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.; Silva, J.M.","1016","2016","09","28","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.635278","-24.815","-48.635278","-24.815","Arvoreta 1,7 m alt. no interior da Floresta Ombrófila Densa Montana secundária; flores com hipanto vinoso, pétalas e anteras alvas.; Floresta Ombrófila Densa Montana.","MBM406615","MBM406615",NA,NA,"Southern America",NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:34:14-03","MBM","MBM","427414","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, A.A.","2009","11","01","Verdi, M.; Klettenberg, D.H.; Klemz, G.; Klettenberg, D.H.; Klemz, G.","2840","2009","10","17","Brazil","Santa Catarina","Timbé do Sul","Vila Belmiro","-49.86","-28.8","-49.86","-28.8","Arbustiva. Flor branca.; Floresta Ombrófila Densa. Estágio médio de regeneração.","MBM427414",NA,NA,NA,"Southern America",NA,"360","360",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:34:14-03","MBM","MBM","299777","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","2004",NA,NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","4226","2004","11","23","Brazil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,"Arbustso, 1m, fruto vinoso. Floresta atlântica.","MBM299777","MBM299777",NA,NA,"Southern America",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:34:14-03","MBM","MBM","242435","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Souza, M.L.; et al.","2000","06",NA,"Barboza, E.; Abe, L.M.; Abe, L.M.","393",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Parque das Lauráceas","-49.1150016784668","-25.2061004638672",NA,NA,"Arbusto, 1m, fruto vermelho. Interior da floresta atlântica.","MBM242435","MBM242435",NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:34:14-03","MBM","MBM","42126","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.J.","1963",NA,NA,"Hatschbach, G.","7156",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto de flor alva, em mata higrófila.","MBM042126","MBM042126",NA,NA,"Southern America",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:34:14-03","MBM","MBM","9027","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","1969","03",NA,"Hatschbach, G.","20306",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto 1,50m, verso das folhas perpúreo. Fruto preto. Mata da base oriental da serra.","MBM009027","MBM009027",NA,NA,"Southern America",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:34:14-03","MBM","MBM","42127","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","7104",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM042127","MBM042127",NA,NA,"Southern America",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:34:14-03","MBM","MBM","113391","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","1987","04",NA,"Kuniyoshi, Y.S.; Roderjan, C.V.; Roderjan, C.V.","4767","1984","07","11","Brazil","Paraná","Guaraqueçaba","Serra do Mar","-48.3288993835449","-25.3066997528076",NA,NA,"Arbusto frequente na mata pluvial, flores alvas.","MBM113391","MBM113391",NA,NA,"Southern America",NA,"800","800","37295","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:34:14-03","MBM","MBM","76056","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","1982",NA,NA,"Oliveira, P.I.","544","1982","06","15","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,"Arbusto 2m, flor alva, mata.","MBM076056","MBM076056",NA,NA,"Southern America",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:34:14-03","MBM","MBM","312327","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.",NA,NA,NA,"Goldenberg, R.; et al.; et al.","743","2005","10","17","Brazil","Paraná","Tunas do Paraná","Estrada Tunas-Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,"MBM312327","MBM312327",NA,NA,"Southern America",NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:34:14-03","MBM","MBM","11085","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","21682",NA,NA,NA,"Brazil","Paraná","Antonina","São Sebastião","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM011085","MBM011085",NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:34:14-03","MBM","MBM","169805","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Ribas, O.S.; Poliquesi, C.B.; Ribas, O.S.; Poliquesi, C.B.","1392","1994","09","01","Brazil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM169805","MBM169805",NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:34:14-03","MBM","MBM","13330","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.J.","1970",NA,NA,"Hatschbach, G.","22763",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Rio Putunã","-49.1150016784668","-25.2061004638672",NA,NA,"Arbusto 1m, flor alva, mata.","MBM013330","MBM013330",NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:34:14-03","MBM","MBM","275901","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","2002","05",NA,"Scheer, M.; et al.; et al.","388","2001","10","06","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"Herbácea ereta 2,8m. Floresta Ombrófila Densa.","MBM275901","MBM275901",NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:34:14-03","MBM","MBM","120589","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.","450","1987","12","22","Brazil","Paraná","São José dos Pinhais","Serra de Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM120589","MBM120589",NA,NA,"Southern America",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:34:14-03","MBM","MBM","271503","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4668","2002","04","06","Brazil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,NA,"MBM271503","MBM271503",NA,NA,"Southern America",NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:34:14-03","MBM","MBM","275902","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Vaz, J.; Barboza, E.; Vaz, J.","3631","2002","09","29","Brazil","São Paulo","Cajati","Conchas","-48.1199989318848","-24.7299995422363",NA,NA,NA,"MBM275902","MBM275902",NA,NA,"Southern America",NA,NA,NA,"24646","auto",NA,NA,NA,NA,NA
"85","2015-09-04 20:56:12-03","MNHN","RECOLNAT_MNHN_P","P05261361","PreservedSpecimen",NA,"Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.",NA,NA,NA,NA,"Puiggari",NA,"1885","1","1","Brasil","São Paulo",NA,"Sítio de João Coelho.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261361' target='other'> <mi>dwc_moreinfo</mi></a>","P05261361","P05261361_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"3062",NA,NA,NA
"86","2016-12-01 16:51:00-02","MNHN","RECOLNAT_MNHN_P","P00117451","PreservedSpecimen",NA,"Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack",NA,NA,NA,"Glaziou|[Puiggari]",NA,"1886","5","4","Brésil",NA,NA,"Province de Rio de Janeiro: Serra do Picu, Apiahy",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117451' target='other'> <mi>dwc_moreinfo</mi></a>","P00117451","P00117451_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"16002","isotype",NA,NA
"87","2015-09-04 06:12:04-03","MNHN","RECOLNAT_MNHN_P","P00117280","PreservedSpecimen",NA,"Melastomataceae","Leandra","horrida","Leandra horrida","Cogn.","Wurdack",NA,NA,NA,"Ule, E.",NA,"1889","8",NA,"Brésil",NA,NA,"Prov. St. Catharina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117280' target='other'> <mi>dwc_moreinfo</mi></a>","P00117280","P00117280_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"1254","isosyntype",NA,NA
"88","2015-09-04 06:12:04-03","MNHN","RECOLNAT_MNHN_P","P00117281","PreservedSpecimen",NA,"Melastomataceae","Leandra","horrida","Leandra horrida","Cogn.","Wurdack",NA,NA,NA,"Ule, E.",NA,"1890","2",NA,"Brésil",NA,NA,"Prov. St. Catharina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117281' target='other'> <mi>dwc_moreinfo</mi></a>","P00117281","P00117281_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"1462","isosyntype",NA,NA
"89","2020-12-11 11:38:14-03","UFMG","BHCB","52924","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.",NA,NA,NA,NA,"Barbosa, E; et al.","63266",NA,NA,NA,"Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"90","2021-02-11 17:19:44-03","UFPR","UPCB","87792","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","2016","10",NA,"Völtz, R.R. et al.","1016","2016","09","28","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.635278","-24.815","-48.635278","-24.815000","Arvoreta 1,7m alt. No interior da Floresta Ombrófila Densa Montana secundária; flores com hipanto vinoso, pétalas e anteras alvas..","UPCB0023348","UPCB0023348",NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:19:44-03","UFPR","UPCB","52095","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","743","2005","10","17","Brasil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,"Arbusto 1m, flor com hipanto vinoso, pétalas brancas e estames creme. Floresta ombrófila densa..","UPCB0013645","UPCB0013645",NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"92","2021-02-11 17:19:44-03","UFPR","UPCB","52140","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","706","2005","10","17","Brasil","Paraná","Campina Grande do Sul","Margem do Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto 0,7m, estéril. Floresta ombrófila densa..","UPCB0013650","UPCB0013650",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"93","2021-02-11 17:19:44-03","UFPR","UPCB","4427","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R.","1998","01","01","Hatschbach, G.","7104","1960","07","03","Brasil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,"Arbusto, 1,5m, flor alva. Mata primitiva, alto do morro..","UPCB0013649","UPCB0013649",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"94","2021-02-11 17:19:44-03","UFPR","UPCB","67183","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Caddah, M.K.","2009","10",NA,"Caddah, M.K.","697","2009","10","11","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf.","-49.0661010742188","-26.9193992614746",NA,NA,"Arbusto ca. 1,0 m, pétalas brancas. Coleta em sílica..","UPCB0013655","UPCB0013655",NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"95","2021-02-11 17:19:44-03","UFPR","UPCB","67483","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Camargo, E.","2006","12",NA,"Camargo, E.","69","2006","12","12","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.9911003112793","-24.6571998596191",NA,NA,"Arbusto 2,5 m, face abaxial das lâminas roxa. Frutos nigrescentes..","UPCB0013647","UPCB0013647",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"96","2021-02-11 17:19:44-03","UFPR","UPCB","3497","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Guimarães, O.A.","1970","06",NA,"Hatschbach, G.","8670","1961","12","03","Brasil","Paraná","Campina Grande do Sul","Ribeirão do Cedro","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto, 1,50m, flor alva, fruto bordeau. Mata..","UPCB0013654","UPCB0013654",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"97","2021-02-11 17:19:44-03","UFPR","UPCB","19309","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Hatschbach, G.","1988","01","01","Silva, J.M.","450","1987","12","22","Brasil","Paraná","São José dos Pinhais","Serra dos Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,"Arbusto, 1m, fruto preto. Ao longo de caminho para retirada de toras da mata..","UPCB0013656","UPCB0013656",NA,NA,NA,NA,"850","850","45291","auto",NA,NA,NA,NA,NA
"98","2021-02-11 17:19:44-03","UFPR","UPCB","8258","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Wurdack, J.J.","1970","01","01","Hatschbach, G.","21682","1969","07","03","Brasil","Paraná","Antonina","S. Sebastião","-48.7118988037109","-25.4286003112793",NA,NA,"Arbusto, 1,70m, flor alva, verso da folha às vezes purpúreas. Mata pluvial, vertente atlântica, clareiras..","UPCB0013648","UPCB0013648",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
