"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"139","2021-01-14 15:25:32-03","MN","R","230281","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Almeida, M.M.","2015","01",NA,"Almeida, M.M. 240; Paula, D. & Leocádio, A.","2015","01",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.737806","-22.395111","42°44'16,1''W","22°23'42,4''S","314","314",NA,"R010034415","R010034415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-01-14 15:25:32-03","MN","R","230225","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Almeida, M.M.","2014","09",NA,"Almeida, M.M. 172; Oliveira, R.R.","2014","09",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú",NA,"-22.423983","42°44,523W","22°25,439'S","107","107",NA,"R010034094","R010034094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-01-14 15:25:32-03","MN","R","46400","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Ule, E.H.G.","1892","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010003535","R010003535","341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-01-14 15:25:32-03","MN","R","46856","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Sampaio, A.J.","1931","12",NA,"Brasil","Rio de Janeiro","Atafona",NA,NA,NA,NA,NA,NA,NA,NA,"R010003527","R010003527","6317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-01-14 15:25:32-03","MN","R","46859","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Santos, N.","1941","06","20","Brasil","Rio de Janeiro","Atafona",NA,NA,NA,NA,NA,NA,NA,NA,"R010003514","R010003514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-01-14 15:25:32-03","MN","R","46423","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Freire, C.V.","1924","10",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,NA,"R010003528","R010003528","48",NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-01-14 15:25:32-03","MN","R","226315","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Alves, R.J.V.","1996","06","14","Alves, R.J.V.","1996","06","14","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125",NA,NA,NA,NA,NA,"R010005032","R010005032","5190",NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-01-14 15:25:32-03","MN","R","229153","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Uribbe, F.P.",NA,NA,NA,"Brasil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"R010016585,R010016586",NA,"199",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-01-14 15:25:32-03","MN","R","229148","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Uribbe, F.P.","2015","09","01","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010016594,R010016593",NA,"265",NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-01-14 15:25:32-03","MN","R","197320","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Segadas-Vianna, F.","1953","07","13","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010003502","R010003502","457",NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-01-14 15:25:32-03","MN","R","197509","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Lutz, B.M.J.","1949","02",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"R010003484","R010003484",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-01-14 15:25:32-03","MN","R","46487","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Ule, E.H.G.","1895","10",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,"R010003522","R010003522",NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-01-14 15:25:32-03","MN","R","224359","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Rodarte, A.T.A.","2006","01","28","Rodarte, A.T.A.","2006","01","28","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010004253","R010004253","296",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-01-14 15:25:32-03","MN","R","103394","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Smith, L.B.","1952","04","10","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"R010003508","R010003508","6494",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-01-14 15:25:32-03","MN","R","46402","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Ule, E.H.G.","1896",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003518","R010003518",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-01-14 15:25:32-03","MN","R","46401","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Ule, E.H.G.","1895","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003510","R010003510",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-01-14 15:25:32-03","MN","R","36823","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Vidal, J.","1934","05","30","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003537","R010003537",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-01-14 15:25:32-03","MN","R","105756","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Smith, L.B.","1952","04","19","Brasil","Rio de Janeiro","São João da Barra",NA,"-41.0511016845703","-21.6403007507324",NA,NA,NA,NA,NA,"R010003511","R010003511","6674",NA,NA,NA,"31235","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-01-14 15:25:32-03","MN","R","32545","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Foster, M.R.","1939","09","06","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"R010003532","R010003532","476",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-04-07 17:00:39-03","MN","R","216588","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Silva, A.G.O.","2011",NA,NA,"Silva, A.G.O. 122; Lacerda, R.W.","2011","07","09","Brasil","Rio de Janeiro","Magé","Cachoeira Grande","-43.040599822998","-22.6527996063232","43°07#?#37.89#?##?#W","22°34#?#25.89#?##?#S",NA,NA,NA,"R010007142","R010007142",NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-01-14 15:25:32-03","MN","R","32528","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Foster, M.R.","1939","08","30","Brasil","Paraná","Matinhos","Caioba.","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"R010003533","R010003533","434",NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-31 13:36:31-03","MN","R","107541","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Uribbe, F.P.","2016","03","04","Vidal, J.","1952","05",NA,"Brasil","Rio de Janeiro","Magé","Fazenda do Cortume","-43.040599822998","-22.6527996063232",NA,NA,"20","20",NA,"R010001516","R010001516 R010001516_1 R010001516_2","II - 3358",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-31 13:36:31-03","MN","R","107543","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Uribbe, F.P.","2016","03","04","Vidal, J.","1952","05",NA,"Brasil","Rio de Janeiro","Magé","Fazenda do Cortume","-43.040599822998","-22.6527996063232",NA,NA,"20","20",NA,"R010001345","R010001345 R010001345_1 R010001345_2 R010001345_3","II - 3349",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-31 13:36:31-03","MN","R","107542","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Uribbe, F.P.","2016","03","04","Vidal, J.","1952","05",NA,"Brasil","Rio de Janeiro","Magé","Fazenda do Cortume","-43.040599822998","-22.6527996063232",NA,NA,"20","20",NA,"R010001520","R010001520 R010001520_1 R010001520_2 R010001520_3","II - 3352",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-01-14 15:25:32-03","MN","R","211427","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Franca, C.R.P.","2007","06","19","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010001414","R010001414","18",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-01-14 15:25:32-03","MN","R","230406","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Almeida, M.M.","2015","07",NA,"Almeida, M.M. 377; Oliveira, R.R.","2015","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303",NA,NA,"165","165",NA,"R010036289","R010036289",NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-01-14 15:25:32-03","MN","R","225649","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Alves, R.J.V.","1999","05","28","Brasil","Rio de Janeiro","Arraial do Cabo","Ilha do Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010002728","R010002728","6641",NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-31 13:36:31-03","MN","R","105220","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis var.cuspidata","Baker","Smith, L.B.","1956",NA,NA,"Vidal, J.","1955","03",NA,"Brasil","Rio de Janeiro","Maricá","Nas proximidades da Lagoa de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010001437","R010001437","V - 63",NA,NA,NA,"20726","auto",NA,NA,NA,"var.cuspidata",NA,NA,NA,NA,NA,NA
"167","2021-03-31 13:36:31-03","MN","R","105219","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis var.cuspidata","Baker","Smith, L.B.","1956",NA,NA,"Vidal, J.","1955","03",NA,"Brasil","Rio de Janeiro","Maricá","Nas proximidades da Lagoa de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010001436","R010001436","V - 66",NA,NA,NA,"20726","auto",NA,NA,NA,"var.cuspidata",NA,NA,NA,NA,NA,NA
"168","2021-01-14 15:25:32-03","MN","R","223873","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Gonçalves, L.F.","2011","07","05","Brasil","Rio de Janeiro","Teresópolis","Parnaso - Rio Paquequer","-42.9655990600586","-22.4122009277344","W","S",NA,NA,NA,NA,NA,"10",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-01-14 15:25:32-03","MN","R","29276","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Lutz","1935","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003529","R010003529","858",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-14 15:25:32-03","MN","R","197512","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Santos, N.","1964","11","19","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003490","R010003490","5671",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-01-14 15:25:32-03","MN","R","197315","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Santos, N.","1963","10","05","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003482","R010003482","513",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:25:32-03","MN","R","197300","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Santos, N.","1963","10","05","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003509","R010003509","512",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-01-14 15:25:32-03","MN","R","105771","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Smith, L.B.","1952","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003512","R010003512","6831",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-14 15:25:32-03","MN","R","105764","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Smith, L.B.","1952","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003515","R010003515","6826",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-01-14 15:25:32-03","MN","R","197519","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Lutz, A.","1939","05","01","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003499","R010003499","144",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-01-14 15:25:32-03","MN","R","193228","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"Lutz, A.","1939","05","01","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010003498","R010003498","1441",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-22 17:44:52-03","UFPI","TEPB","20986","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis",NA,"G. Sousa",NA,NA,NA,"G. Sousa","2001","03","05","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha; a + 15Km de Guarapari a 500m do pedágio.","-40.431389","-20.622778","40°25'53W","20°37'22S",NA,NA,"Planta terrestre; roseta tubular; folhas verdes com bainha vinácea; inflorescência terminal; escapo vináceo-farináceo; brácteas do escapo vermelhas; bráctea floral vinácea; sépalas verde-clara; pétalas cremes. Ambiente: Restinga arbustiva - arbórea com fo",NA,NA,"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-04-04 13:43:09-03","UFPI","TEPB","9649","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L).Griseb.var","G. Martinelli","1987","01","01","R.Mello-Silva","1986","03","23","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"63","63",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-04-04 23:42:31-03","UFPI","TEPB","22775","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","Griseb.","G. M. Sousa","2007","05","01","M.Landim","1998","01","01","Brasil","Sergipe","Itabaiana","serra de itabaiana","-37.4253005981445","-10.6850004196167",NA,NA,NA,NA,"epifíta, frutos imaturos Ambiente: mata no topo da serra",NA,NA,"1393",NA,NA,NA,"16069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2015-07-02 14:01:17-03","JBP","HPL","2236","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","Griseb","H. Lorenzi","2003","11","13","H. Lorenzi","2003","11","13","Brasil","RJ","Rio de Janeiro",NA,"-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,"4184",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-12-19 08:08:01-03","FPS","FPS","3663","MachineObservation","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Schwirkowski, P.","2018","10","17","Schwirkowski, P.","2018","10","17","Brasil","Santa Catarina","São Bento do Sul","Estrada Rio Natal, em mata ciliar ao lado da ponte pênsil para Oswaldo Amaral","-49.276574","-26.382323","-49.276574","-26.382323",NA,NA,NA,"FPS03663,FURB63588","FPS03663_v01 FPS03663_v02 FPS03663_v03 FURB63588","3090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63588","voucher",NA,NA,NA
"182","2019-12-19 08:08:01-03","FPS","FPS","389","MachineObservation","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Schwirkowski, P.","2014","11","15","Schwirkowski, P.","2014","11","15","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Linha férrea, próximo à URVE","-49.310378","-26.310463","-49.310378","-26.310463",NA,NA,NA,"FPS00389","FPS00389_v01 FPS00389_v02 FPS00389_v03","619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-02-15 11:35:33-02","IPA","IPA","12691","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Martinelli, G.","1998","08",NA,"Andrade-Lima","1961",NA,NA,"Brasil","Rio de Janeiro",NA,"Guanabara. Estr. p/ Recreio dos Bandeirantes; sobre aflor. granit. entre peq. arb.",NA,NA,NA,NA,NA,NA,"Infl. c/ bráct. róseas.","IPA0012691",NA,"61-3774","Plantae",NA,NA,NA,NA,"Southern America",NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"184","2019-02-15 11:35:33-02","IPA","IPA","12691","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Martinelli, G.","1998","08",NA,"Andrade-Lima","1961",NA,NA,"Brasil","Rio de Janeiro",NA,"Guanabara. Estr. p/ Recreio dos Bandeirantes; sobre aflor. granit. entre peq. arb.",NA,NA,NA,NA,NA,NA,"Infl. c/ bráct. róseas.","IPA0012691",NA,"61-3774","Plantae",NA,NA,NA,NA,"Southern America",NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"185","2019-08-27 13:25:12-03","IAP","PACA-AGP","71109","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Büneker, H.M.","2018","06","08","Sehnem, A.","1967","10","05","Brasil","SC","Florianópolis","Lagoa do Peri","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Bromeliaceae. Hábito: epífita","PACA071109",NA,"9486","Magnoliophyta","Bromeliales",NA,"27000","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"186","2019-08-27 13:25:12-03","IAP","PACA-AGP","111133","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2019","09",NA,"D.Becker et al","2011","07","11","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA111133",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"187","2019-08-27 13:25:12-03","IAP","PACA-AGP","109163","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2017","10",NA,"M.S.Marchioretto et al","2011","03","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109163",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"188","2019-08-27 13:25:12-03","IAP","PACA-AGP","111132","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2017","09",NA,"A.P.U.Lippert et al","2011","07","11","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA111132",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"189","2019-08-27 13:25:12-03","IAP","PACA-AGP","111131","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2017","09",NA,"S.Cunha et al","2011","09","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA111131",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"190","2019-08-27 13:25:12-03","IAP","PACA-AGP","111130.1","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2017","10",NA,"S.Cunha et al","2011","09","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA111130-1",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"191","2019-08-27 13:25:12-03","IAP","PACA-AGP","109161","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","cf. nudicaulis","Aechmea cf. nudicaulis","(L.) Griseb.","Romanini, R.P.","2017","09",NA,"M.S.Marchioretto et al","2011","03","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109161",NA,NA,"Magnoliophyta","Bromeliales",NA,"15157","auto",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
