"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus"
"11","2019-08-27 13:27:57-03","IAP","PACA-AGP","38051","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1948","11","17",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA038051",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"12","2019-08-27 13:27:57-03","IAP","PACA-AGP","36258","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA036258",NA,"Emrich-Rambo","1954","07","08",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"13","2019-08-27 13:27:57-03","IAP","PACA-AGP","51638","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1951","12","28",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in campestribus graminosis Fenofase: flor","PACA051638",NA,"Emrich-Rambo","1954","07","08",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA
"14","2019-08-27 13:27:57-03","IAP","PACA-AGP","31790","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1946","02","07",NA,"Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,"VULNERÁVEL Habitat: in arenosis siccis dumetosis Fenofase: flor","PACA031790",NA,"Emrich-Rambo","1954","07","08",NA,NA,"19353","auto","Magnoliatae",NA,NA,NA
"15","2019-08-27 13:27:57-03","IAP","PACA-AGP","556","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1931","11","02",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA000556",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"16","2019-08-27 13:27:57-03","IAP","PACA-AGP","10065","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","macrocephalum","Stenachaenium macrocephalum","Benth. ex Benth. & Hook. f.","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Tupanciretã","Ijuisinho","-53.8358001708984","-29.0806007385254",NA,NA,NA,"VULNERÁVEL Habitat: in campestribus siccis graminosis Fenofase: flor","PACA010065",NA,"Emrich-Rambo","1954",NA,NA,NA,NA,"59498","auto","Magnoliatae",NA,NA,NA
"17","2019-08-27 13:27:57-03","IAP","PACA-AGP","47244","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1950","07","04",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA047244",NA,"Emrich-Rambo","1954","07","08",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA
"18","2019-08-27 13:27:57-03","IAP","PACA-AGP","28525","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad fl. Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA028525",NA,"Emrich-Rambo","1954","07","08",NA,NA,"35080","auto","Magnoliatae",NA,NA,NA
"19","2019-08-27 13:27:57-03","IAP","PACA-AGP","46792","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1950","04","14",NA,"Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,"Habitat: in arenosis dumetosis Fenofase: flor","PACA046792",NA,"Emrich-Rambo","1954","07","08",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA
"20","2019-08-27 13:27:57-03","IAP","PACA-AGP","46628","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1950","04","05",NA,"Brasil","RS","Porto Alegre","Barra do Ribeiro","-51.2299995422363","-30.0331001281738",NA,NA,NA,"SEM MATERIAL Habitat: in campestribus dumetosis Fenofase: flor","PACA046628",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"21","2019-08-27 13:27:57-03","IAP","PACA-AGP","40726","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1949","03","31",NA,"Brasil","RS","Porto Alegre","Cristal","-51.2299995422363","-30.0331001281738",NA,NA,NA,"SEM MATERIAL Habitat: in arenosis dumetosis Fenofase: flor","PACA040726",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"22","2019-08-27 13:27:57-03","IAP","PACA-AGP","40615","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1949","03","23",NA,"Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA040615",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"23","2019-08-27 13:27:57-03","IAP","PACA-AGP","109359","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Jesuíta não identificado","489","1931","10","05",NA,"Brasil","RS","Porto Alegre","Glória.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: campo","PACA109359",NA,NA,NA,NA,NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"24","2019-08-27 13:27:57-03","IAP","PACA-AGP","30179","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","B. Rosengurtt",NA,"1945","03","19",NA,"uruguai",NA,NA,"Cerro Largo",NA,NA,NA,NA,NA,"Habitat: in campestribus saxosis Fenofase: flor","PACA030179",NA,"Emrich-Rambo","1954","07","08",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"25","2019-08-27 13:27:57-03","IAP","PACA-AGP","56649","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1955","02","08",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA056649",NA,"Emrich-Rambo","1955","04","07",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA
"26","2019-08-27 13:27:57-03","IAP","PACA-AGP","56593","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1955","02","08",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA056593",NA,"Emrich-Rambo","1955","04","07",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA
"27","2019-08-27 13:27:57-03","IAP","PACA-AGP","55056","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1954","02","24",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA055056",NA,"B. Rambo SJ","1954","07","08",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA
"28","2019-08-27 13:27:57-03","IAP","PACA-AGP","55690","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","J. Pivetta","401","1954","02","19",NA,"Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,"det. (Emrich-Rambo 07041954): Stenachaenium macrocephalum Benth. ex Benth. & Hook. f. Habitat: in campestribus Fenofase: flor","PACA055690",NA,"S. M Marodin","1995","04","13",NA,NA,"36807","auto","Magnoliatae",NA,NA,NA
"29","2019-08-27 13:27:57-03","IAP","PACA-AGP","29852","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","E. Friderichs",NA,"1943","01",NA,NA,"Brasil","RS","Lagoa Vermelha","ad fl. Uruguai","-51.5257987976074","-28.2085990905762",NA,NA,NA,"det. (Emrich-Rambo 08071954): Stenachaenium riedelii Baker Habitat: in campestribus siccis graminosis Fenofase: flor","PACA029852",NA,"S. M. Marodin","1995","04","13",NA,NA,"42261","auto","Magnoliatae",NA,NA,NA
"30","2019-08-27 13:27:57-03","IAP","PACA-AGP","47986","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Sehnem, A.","2687","1947","03","25",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA047986",NA,"Emrich-Rambo","1954","07","08",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA
"31","2019-08-27 13:27:57-03","IAP","PACA-AGP","63886","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","J. C. Sacco","545","1956","03","08",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,"Habitat: in campestribus Fenofase: flor","PACA063886",NA,"Emrich-Rambo","1958","09","15",NA,NA,"51462","auto","Magnoliatae",NA,NA,NA
"32","2019-08-27 13:27:57-03","IAP","PACA-AGP","46740","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1950","04","10",NA,"Brasil","RS","Porto Alegre","Viamão","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA046740",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"33","2019-08-27 13:27:57-03","IAP","PACA-AGP","489","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1931","10","03",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA000489",NA,"Emrich-Rambo","1954","07","08",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA
"34","2019-08-27 13:27:57-03","IAP","PACA-AGP","92231","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Mondin, C.","1338","1998","04","03",NA,"Brasil","RS","São Francisco de Paula","FLONA - Próximo à sede.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"HASU 14492.","PACA092231",NA,"C. Mondin","1998","05","22",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"35","2019-08-27 13:27:57-03","IAP","PACA-AGP","1983","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1935","02","20",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA001983",NA,"Emrich-Rambo","1954","07","08",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"36","2019-08-27 13:27:57-03","IAP","PACA-AGP","33527","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Henz, E.",NA,"1946","04","16",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor e fruto","PACA033527",NA,"Emrich-Rambo","1954","07","08",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"37","2019-08-27 13:27:57-03","IAP","PACA-AGP","9132","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1942","01","25",NA,"Brasil","RS","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,"det. (Emrich-Rambo 09071954): Stenachaenium riedelii Baker Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA009132",NA,"S. M. Marodin","1995","04","13",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA
"38","2020-12-21 16:36:49-03","IAP","PACA-AGP","6950","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Bruxel, A.",NA,"1935",NA,NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA006950",NA,"Emrich-Rambo","1954","07","08",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA
"39","2019-08-27 13:27:57-03","IAP","PACA-AGP","36312","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,NA,"cap. novis Habitat: in campestribus dumetosis","PACA036312",NA,"Emrich-Rambo","1954","07","08",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"40","2019-08-27 13:27:57-03","IAP","PACA-AGP","51978","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1952","02","20",NA,"Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA051978",NA,"Emrich-Rambo","1954","07","08",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"41","2019-08-27 13:27:57-03","IAP","PACA-AGP","109366","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Jesuíta não identificado","729","1935","02","20",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: campo","PACA109366",NA,NA,NA,NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"42","2019-08-27 13:27:57-03","IAP","PACA-AGP","4632","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","F. Theissen",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA004632",NA,"Emrich-Rambo","1954","07","08",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"43","2019-08-27 13:27:57-03","IAP","PACA-AGP","40536","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1949","03","17",NA,"Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in arenosis dumetosis Fenofase: flor","PACA040536",NA,"Emrich-Rambo","1954","07","08",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"44","2019-08-27 13:27:57-03","IAP","PACA-AGP","40435","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1949","03","09",NA,"Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,"SEM MATERIAL Habitat: in campestribus dumetosis Fenofase: flor","PACA040435",NA,"Emrich-Rambo","1954","07","08",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA
"45","2019-08-27 13:27:57-03","IAP","PACA-AGP","61786","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Camargo, O. R.","2872","1957","12","10",NA,"Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,"fl. nondum evoluto; det. (Emrich-Rambo 29091958): Stenachaenium macrocephalum Benth. ex Benth. & Hook. f. Habitat: in campestribus","PACA061786",NA,"S. M. Marodin","1995","04","13",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA
"46","2019-08-27 13:27:57-03","IAP","PACA-AGP","35077","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Rambo, B.",NA,"1947","01","13",NA,"Brasil","RS","Vacaria","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"det. (Emrich-Rambo 08071954): Stenachaenium macrocephalum Benth. ex Benth. & Hook. f. Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA035077",NA,"S. M. Marodin","1995","04","13",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA
"47","2020-12-21 16:36:49-03","IAP","PACA-AGP","6979","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","(Spreng.) Baker","Bruxel, A.",NA,"1935",NA,NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA006979",NA,"Emrich-Rambo","1954","07","08",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA
"48","2021-03-01 16:25:19-03","UNICAMP","UEC","193699","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","Baker","Monge, M; Meyer, FS; Volet, DP","2782","2014","04","18",NA,"Brazil","Rio Grande do Sul",NA,"Aratinga, 4 km depois da entrada da cidade","-51.752778","-29.171667",NA,NA,NA,"Erva 1,5 m de altura, capítulos velhos, odorífera.; Campo de altitude, loca húmido. Brejo","UEC149109",NA,"Monge, M",NA,NA,NA,"-51.752778","-29.171667",NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:25:19-03","UNICAMP","UEC","193699","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stenachaenium","megapotamicum","Stenachaenium megapotamicum","Baker","Monge, M; Meyer, FS; Volet, DP","2782","2014","04","18",NA,"Brazil","Rio Grande do Sul",NA,"Aratinga, 4 km depois da entrada da cidade","-51.752778","-29.171667",NA,NA,NA,"Erva 1,5 m de altura, capítulos velhos, odorífera.; Campo de altitude, loca húmido. Brejo","UEC149109",NA,"Monge, M",NA,NA,NA,"-51.752778","-29.171667",NA,NA,NA,NA,NA,NA
