"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"11","2020-06-29 09:31:15-03","UFRRJ","RBR","46137","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","D.P. Leonarczyk","s/n",NA,"Brasil",NA,NA,NA,"RBR00046137",NA,NA,"Perkins","2015","11","17","Rio de Janeiro","Rio Claro","Figueira. Solo marrom em estrato médio da pisagem. PE Cunhambebe","-44.099722","-22.859722","1020","1020",NA,NA,NA,"E.J. Lirio","2018","01","29","44º5'59''W","22º51'35''S",NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 09:31:15-03","UFRRJ","RBR","46138","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","D. Hottz","s/n",NA,"Brasil",NA,NA,NA,"RBR00046138",NA,NA,"Perkins","2014","08","13","Rio de Janeiro","Nova Friburgo","Rio Bonito. caule amarelo macio, fissurado e casca amarela porosa. Relevo acidentado, solo argiloso com serrapilheira densa. APA de Macaé de Cima","-42.389722","-22.41","853","853",NA,NA,NA,"E.J. Lirio","2018","01","29","42º23'23''W","22º24'36''S",NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 09:31:15-03","UFRRJ","RBR","7637","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","V.F. Ferreira; D. Borges","1360",NA,"Brasil",NA,NA,NA,"RBR00007637",NA,NA,"Perkins","1980","08","31","Espírito Santo","Cachoeira de Itapemirim","Vargem Alta, Morro do Sal.",NA,NA,"700","700",NA,NA,NA,"A.L. Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 09:31:15-03","UFRRJ","RBR","8392","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","A. Custódio-Filho","2710",NA,"Brasil",NA,NA,NA,"RBR00008392",NA,NA,"Perkins","1986","06","01","São Paulo","Salesópolis","Casa Grande, Estação Biológica de Borracéia.","-45.8400001525879","-23.5300006866455",NA,NA,NA,"18032","auto","A.L. Peixoto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 09:31:15-03","UFRRJ","RBR","7635","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","S.V.A. Pessoa","450",NA,"Brasil",NA,NA,NA,"RBR00007635",NA,NA,"Perkins","1989","08","01","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:31:15-03","UFRRJ","RBR","7639","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","H.C. Lima","s.n.",NA,"Brasil",NA,NA,NA,"RBR00007639",NA,NA,"Perkins","1988","09","30","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:31:15-03","UFRRJ","RBR","7645","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia",NA,"s.n.",NA,"Brasil",NA,NA,NA,"RBR00007645",NA,NA,"Perkins",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:31:15-03","UFRRJ","RBR","7644","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","M. Leitman","390",NA,"Brasil",NA,NA,NA,"RBR00007644",NA,NA,"Perkins","1990","08","17","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Bacus.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:31:15-03","UFRRJ","RBR","7636","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","H.C. Lima","3485",NA,"Brasil",NA,NA,NA,"RBR00007636",NA,NA,"Perkins","1989","03","10","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. Coord. 22º 33/ 22º 28 S, 42º 30/42º 34 W.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:15-03","UFRRJ","RBR","7640","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","S.V.A. Pessoa","504",NA,"Brasil",NA,NA,NA,"RBR00007640",NA,NA,"Perkins","1990","06","01","Rio de Janeiro","Nova Friburgo","'Reserva Ecológica Municipal de Macaé de Cima, Sitio Fazenda Velha. Coord. 22º 00 S, 042º 03 W.'","-42.5311012268066","-22.2819004058838","1100","1100",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:31:15-03","UFRRJ","RBR","7641","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","M. Peron","786",NA,"Brasil",NA,NA,NA,"RBR00007641",NA,NA,"Perkins","1989","07","17","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima,Sítio Sophronites. Coord.22º 33/ 22º 28 S, 42º 30/42º 34 W.","-42.5311012268066","-22.2819004058838","1100","1100",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:35:44-03","MBM","MBM","429944","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","3919","Southern America","Brazil",NA,NA,"Árvore com 6 m de altura; botões verde-esbranquiçados.; Floresta Ombrófila Densa Montana.","MBM429944",NA,NA,"Perkins","2020","07","24","Rio de Janeiro","Nova Friburgo","Lumiar, Pico da Boa Vista","-42.264722","-22.320167","1402","1402",NA,NA,NA,"Brotto, M.L.","2020","08","21","-42.264722","-22.320167",NA,NA,NA,NA,NA,NA,NA
"23","2016-01-20 14:40:58-02","MNHN","RECOLNAT_MNHN_P","P00080229","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080229' target='other'> <mi>dwc_moreinfo</mi></a>","P00080229",NA,NA,"Perkins","1888","9","22",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080229_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","17765",NA,NA,NA,NA,NA
"24","2016-02-10 10:48:21-02","MNHN","RECOLNAT_MNHN_P","P00080230","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080230' target='other'> <mi>dwc_moreinfo</mi></a>","P00080230",NA,NA,"Perkins","1888","9","22",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080230_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","17765",NA,NA,NA,NA,NA
"25","2015-09-16 21:02:16-03","MNHN","RECOLNAT_MNHN_P","P00080231","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080231' target='other'> <mi>dwc_moreinfo</mi></a>","P00080231",NA,NA,"Perkins","1888","9","22",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080231_01",NA,NA,NA,NA,NA,NA,NA,NA,"holotype","17765",NA,NA,NA,NA,NA
"26","2016-04-13 15:04:35-03","MNHN","RECOLNAT_MNHN_P","P00080232","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080232' target='other'> <mi>dwc_moreinfo</mi></a>","P00080232",NA,NA,"Perkins","1890","9","2",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18489",NA,NA,NA,NA,NA
"27","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P00080233","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080233' target='other'> <mi>dwc_moreinfo</mi></a>","P00080233",NA,NA,"Perkins","1890","9","2",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18489",NA,NA,NA,NA,NA
"28","2015-09-16 21:02:19-03","MNHN","RECOLNAT_MNHN_P","P00080234","PreservedSpecimen",NA,"Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080234' target='other'> <mi>dwc_moreinfo</mi></a>","P00080234",NA,NA,"Perkins","1890","9","2",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"P00080234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18489",NA,NA,NA,NA,NA
"29","2020-12-11 11:38:51-03","UFMG","BHCB","82695","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","5398","Southern America","Brasil",NA,NA,"Mata hidrófila, encosta. Árvore, ca. 7 m, folhas coriáceas, carpídeos verdes.",NA,"Dicotyledon",NA,"Perkins","2003","08","23","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.047361","-16.411306","774","774",NA,NA,NA,NA,NA,NA,NA,"-40.047361","-16.411306",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:38:51-03","UFMG","BHCB","36304","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Brina, AE; Costa, LVC","s.n.","Southern America","Brasil",NA,NA,"Mata higrófila. Plantas do Brasil",NA,"Dicotyledon",NA,"Perkins","1996","05",NA,"Bahia","Wenceslau Guimarães","Sul do Estado","-39.4794006347656","-13.686900138855",NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-07-27 09:32:00-03","MO","MOBOT","3121338","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Auguste F.M. Glaziou","Glaziou 17765","South America","Brazil",NA,NA,NA,NA,NA,NA,"Perkins","1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10661",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","L. D. Thomaz","1655",NA,"Brasil",NA,NA,"Altura 12m. PAP 44+21+7cm, caule interno branco, com frutos.","MBML010661",NA,NA,"Perk.","1995","06","13","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"MBML010661",NA,NA,"CEPEC/1995",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","15300",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","L. Kollmann; et al","4813",NA,"Brasil",NA,NA,"Árvore 12m. DAP 22cm. Fuste 3m. Flores verdes.","MBML015300",NA,NA,"Perk.","2001","10","04","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML015300",NA,NA,"Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","17881",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","R.R. Vervloet; et al","1002",NA,"Brasil",NA,NA,"Árvore com 8m, topo de morro, dossel 16m, flores de cor verde.","MBML017881",NA,NA,"Perk.","2002","09","19","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML017881",NA,NA,"Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","20006",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","R.R. Vervloet; et al","1992",NA,"Brasil",NA,NA,"Árvore de 16m, frutos imaturos de cor verde, topo de morro, dossel 20m.","MBML020006",NA,NA,"Perk.","2003","03","13","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML020006",NA,NA,"Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","20141",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","R.R. Vervloet; et al","2066",NA,"Brasil",NA,NA,"Árvore com 12 m, frutos imaturos de cor verde, topo de morro, dossel 18m.","MBML020141",NA,NA,"Perk.","2003","03","26","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML020141",NA,NA,"Al Peixoto/2006",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","24662",NA,"Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Tadeu A. Cruz; et al","21",NA,"Brasil",NA,NA,"Área 3, parcela 6, árvore 8m, n° 1149, Dap 56cm. Botões verdes.","MBML024662",NA,NA,"Perkins","2003","09","27","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,NA,"MBML024662",NA,NA,"Al Peixoto/Set.2006",NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","1194916","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia campanulacea","A. F. M. Glaziou","18489","South America - Neotropics","Brazil",NA,NA,NA,"US00098981",NA,"Laurales","Perkins","1890",NA,NA,"Rio de Janeiro",NA,"Alto Macabe.",NA,NA,NA,NA,"US00098981_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledonae","campanulacea","1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","1194916","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia campanulacea","A. F. M. Glaziou","18489","South America - Neotropics","Brazil",NA,NA,NA,"US00098981",NA,"Laurales","Perkins","1890",NA,NA,"Rio de Janeiro",NA,"Alto Macabe.",NA,NA,NA,NA,"US00098981_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledonae","campanulacea","1",NA,NA
"40","2019-10-07 09:23:10-03","UEFS","HUEFS","118789","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Lombardi, J.A.","5398",NA,"Brasil",NA,NA,NA,"HUEFS0118789","Angiospermae","Laurales","Perkins","2003","08","23","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras.","-40.047222","-16.411389","774","940","HUEFS0118789",NA,NA,"A.L.Peixoto","2009","06",NA,"40W2'50''","16S24'41''",NA,NA,"Magnolianae",NA,NA,NA,NA
"41","2019-09-04 19:42:23-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","A. Glaziou","17765","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"1888","9","22",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"Dicotyledoneae",NA,NA,NA,NA
"42","2019-09-04 18:25:04-03","F","FMNH-SEEDPLANTS","V0064245F","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","A. Glaziou","17765","South America","Brazil",NA,NA,NA,"V0064245F","Spermatophyta",NA,NA,"1888",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064245F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA,NA,NA
"43","2015-03-07 09:04:39-03","F","FMNH-SEEDPLANTS","V0157796F","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia",NA,NA,"South America","Brazil",NA,NA,NA,"V0157796F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0157796F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"44","2019-01-23 11:19:50-02","F","FMNH-SEEDPLANTS","V0064246F","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia campanulacea","A. Glaziou","18489","South America","Brazil",NA,NA,NA,"V0064246F","Spermatophyta",NA,NA,"1888",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064246F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae","campanulacea",NA,NA,NA
"45","2019-01-23 11:19:50-02","F","FMNH-SEEDPLANTS","V0064246F","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia campanulacea","A. Glaziou","18489","South America","Brazil",NA,NA,NA,"V0064246F","Spermatophyta",NA,NA,"1888",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064246F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae","campanulacea",NA,NA,NA
"46","2020-07-23 12:14:56-03","CEPLAC","CEPEC","61289","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","S. V. A. Pessoa","450",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"1986","09","01","Rio de Janeiro","nova friburgo","Res. eco. Mun. de Macae de Cima.","-42.05","-22",NA,NA,NA,NA,NA,"S. V. A. Pessoa",NA,NA,NA,"42W3'","22S0'",NA,NA,NA,NA,NA,"30/12/1989",NA
"47","2021-03-03 15:27:58-03","MN","R-TIPOS","23312","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Ule, E.H.G.","4377",NA,"Brasil",NA,NA,NA,"R000023312",NA,NA,"Perkins","1896","10",NA,"Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"R000023312_001","38539","auto","Peixoto, A.L.","1976","09","22",NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA
"48","2014-10-09 13:58:26-03","UHH","HBG","522461","S","Plantae","Monimiaceae","Mollinedia","salicifolia","Mollinedia salicifolia","Ule, E.","4377","South America","Brazil",NA,NA,"Herbarium E. Ule. Brasilien Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG522461",NA,NA,"Perkins","1896","10","08",NA,NA,"im Wochwalde der Serra dos Orgãos",NA,NA,"1800","1800",NA,NA,NA,"Perkins, J.R.","1898",NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA
