"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"1","2020-09-23 10:38:15-03","E","E","413807","PreservedSpecimen","Plantae","Compositae","Viguiera","grandiflora","Viguiera grandiflora","unspecified kind of","Gardner, George","3288","1905","01","12","E. Tropical South America","BR","Goias","Goyaz","herbarium specimen of unspecif","BGBASE:450821","<a href=http://data.rbge.org.uk/herb/E00413807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00413807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","846268","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"R. M. Harley","10012","1968","09","13","South America","Brazil","Mato Grosso","Beyond R 11. C. 8km S. of Base Camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846268","Magnoliophyta","Asterales","Gardner","-51.77","-12.82","NY00846268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","846274","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"G. G. Hatschbach","54643","1990","10","16","South America","Brazil","Goiás","Fda. Mato Fundo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846274","Magnoliophyta","Asterales","Gardner","-47.5097","-14.1325","NY00846274_01","J. F. Pruski","Alto Paraíso de Goiás","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","801707","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"H. S. Irwin","7805","1965","08","17","South America","Brazil","Distrito Federal","Ca. 15 km. E. of Brasília.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801707","Magnoliophyta","Asterales","Gardner","-47.9294","-15.7797","NY00801707_01","G. M. Barroso","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","856083","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"J. A. Ratter","3496","1976","08","27","South America","Brazil","Distrito Federal","In the area of the Córrego Cabeça de Veado, c. 95 km SSE of Brasília TV Tower.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856083","Magnoliophyta","Asterales","Gardner","-47.9294","-15.7797","NY00856083_01","J. B. A. Bringel","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","846271","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"E. P. Heringer","17150","1978","10","18","South America","Brazil","Distrito Federal","Coleta efetuada próxima à Escola Fazendária.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846271","Magnoliophyta","Asterales","Gardner","-47.9294","-15.7797","NY00846271_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","846269","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"A. F. M. Glaziou","21556",NA,NA,NA,"South America","Brazil","Goiás",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846269","Magnoliophyta","Asterales","Gardner",NA,NA,"NY00846269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","846270","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"E. P. Heringer","11448","1967","05","25","South America","Brazil","Goiás","Rio Tiquiri","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846270","Magnoliophyta","Asterales","Gardner","-47.3342","-15.5372","NY00846270_01","G. M. Barroso","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","801706","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"A. M. V. de Carvalho","6597","1998","08","29","South America","Brazil","Bahia","Pico do Itubira. Cerca de 31 km da cidade, caminho para Mata Grosso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801706","Magnoliophyta","Asterales","Gardner","-41.8969444","-13.3888889","NY00801706_01",NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","846272","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"E. P. Heringer","17810","1980","09","25","South America","Brazil","Distrito Federal","(torre de Microondas - Sul)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846272","Magnoliophyta","Asterales","Gardner","-47.9294","-15.7797","NY00846272_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","846273","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"A. F. M. Glaziou","21556","1896",NA,NA,"South America","Brazil","Goiás",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846273","Magnoliophyta","Asterales","Gardner",NA,NA,"NY00846273_01","J. F. Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","846275","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"G. G. Hatschbach","56012","1991","09","10","South America","Brazil","Tocantins","5-10 km na rod. para Paranã","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846275","Magnoliophyta","Asterales","Gardner","-46.9381","-12.9317","NY00846275_01","J. F. Pruski","Arraias","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","801708","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"B. Maguire","56889","1963","09","28","South America","Brazil","Mato Grosso","85 km from Cuiaba en route to Rondonopolis.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801708","Magnoliophyta","Asterales","Gardner",NA,NA,"NY00801708_01","G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","846267","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"B. Maguire","56977","1963","09","30","South America","Brazil","Goiás","Beyond Alto Araguaia en route to Goiania","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846267","Magnoliophyta","Asterales","Gardner",NA,NA,"NY00846267_01","Graziela",NA,"930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","277963","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora","isotype","G. Gardner","3288",NA,NA,NA,"South America","Brazil","Goiás",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277963","Magnoliophyta","Asterales","Gardner",NA,NA,"NY00277963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","686006","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"G. G. Hatschbach","41675","1978","10","24","South America","Brazil","Minas Gerais","Corrego Rico","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686006","Magnoliophyta","Asterales","Gardner","-46.8744","-17.2222","NY00686006_01","J. F. Pruski","Paracatú","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","846277","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"G. G. Hatschbach","54643","1990","10","16","South America","Brazil","Goiás","Fazenda Mato Fundo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846277","Magnoliophyta","Asterales","Gardner","-47.5097","-14.1325","NY00846277_01","J. F. Pruski","Alto Paraíso de Goiás","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","813776","PreservedSpecimen","Plantae","Asteraceae","Viguiera","macropoda","Viguiera macropoda",NA,"W. Mantovani","1094","1980","10","14","South America","Brazil","São Paulo","Mogi Guaçu, Martinho Prado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=741185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813776","Magnoliophyta","Asterales","S.F.Blake",NA,NA,"NY00813776_01","M. A. G. Magenta","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:23-03","UFRJ","RFA","4953","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"E. Pereira","4746","1958","11","16",NA,"Brasil","Distrito Federal",NA,NA,NA,"Flores amarelas","RFA39227",NA,NA,"Gardner","-47.9296989440918","-15.7797002792358",NA,"G.M. Barroso","Brasília",NA,NA,"1958","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:35:18-03","EAO","IAN","34974","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"Gardner, A","3288",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN034974","Dicotiledônea",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:35:18-03","EAO","IAN","25955","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora acutifolia",NA,"Pohl, RW","2301",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN025955","Dicotiledônea",NA,"Sch.Bip.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acutifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:35:18-03","EAO","IAN","122792","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"Irwin, HS; Souza, R","7805","1965","08","17","Southern America","Brasil","Distrito Federal","Cerrado, ca. 15km E of Brasília.",NA,NA,"Subshrub ca. 50cm tall. Heads yellow.","IAN122792","Dicotiledônea",NA,"Gardner","-47.9296989440918","-15.7797002792358",NA,"Barroso, GM","Brasília","1000","1000","1966","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:35:18-03","EAO","IAN","41793","PreservedSpecimen","Plantae","Asteraceae","Viguiera","macropoda","Viguiera macropoda",NA,"Saint-Hilaire","1987",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN041793","Dicotiledônea",NA,"S.F.Blake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:09:44-03","UFBA","ALCB","024631","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Salgado, OA","239","1981","11","17","Southern America","Brasil","Minas Gerais",NA,NA,NA,"Apresentando flores amarelas.",NA,"Dicotyledon",NA,"(Gardner) E.E.Schill. & Panero","-45.2","-17.25",NA,"Alves, M","Buritizeiro","750","750","2012",NA,NA,NA,"07","-45.2","-17.25",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:09:44-03","UFBA","ALCB","112393","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Cataneo, AC; Amaral Júnior, A; Campos, CJ; Bicudo, LRH; Gasparini, ML; Neto, MJ","s/n","1985","09","02","Southern America","Brasil","Distrito Federal","Coletado entre Sobradinho e Planaltina.",NA,NA,"mais ou menos 70 cm de altura, flores amarelas.",NA,"Dicotyledon",NA,"(Gardner) E.E.Schill. & Panero","-47.666667","-15.916667",NA,"Alves, M","Brasília","1100","1100","2014",NA,NA,NA,"03","-47.666667","-15.916667",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:09:44-03","UFBA","ALCB","134254","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Guedes, ML; Lopes, EB; Araújo, FS","30936","2018","09","06","Southern America","Brasil","Goiás",NA,NA,NA,"Folhas cartáceas, discolores, ásperas. Inflorescência capítulos heteromorfos, filárias verdes, flores do disco e raio amarelo-ouro.","ALCB059029","Dicotyledon",NA,"(Gardner) E.E.Schill. & Panero","-52.388056","-20.649167","ALCB059029","Guedes, ML; Alves, M","Formosa",NA,NA,"2019",NA,NA,NA,"03","-52.388056","-20.649167",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:09:44-03","UFBA","ALCB","033859","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Harley, RM; Hind, DJN; Bautista, HP","PCD&nf;4296","1996","11","15","Southern America","Brasil","Bahia","Chapada Diamantina, Sopé do Pico do Itabira",NA,NA,"ca. 70 cm alt. Xilopódio presente. Folhas papiráceas, concolores. Filárias foliáceas, verde-claro. Flores do raio com limbo longo, amarelas; flores do disco amarelo forte; anteras pretas ccom apêndices apical,amarelo, ramos do estilete amaelo. Cada r",NA,"Dicotyledon",NA,"(Gardner) E.E.Schill. & Panero","-42.884167","-13.368611",NA,"Alves, M","Rio de Contas","1800","1800","2013",NA,NA,NA,"09","-42.884167","-13.368611",NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:54:43-03","ESALQ","ESA","134837","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","77.0","2013","09","05",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA134837",NA,NA,"(Gardner) E.E. Schill. & Panero","-47.5099983215332","-14.1324996948242",NA,"Bombo, A.B.","Alto Paraíso de Goiás",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:54:43-03","ESALQ","ESA","134836","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","76.0","2013","09","05",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA134836",NA,NA,"(Gardner) E.E. Schill. & Panero",NA,NA,NA,"Bombo, A.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
