"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"30","2020-11-04 10:54:43-03","ESALQ","ESA","134835","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","75.0","2013","09","04",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA134835",NA,NA,"(Gardner) E.E. Schill. & Panero",NA,NA,NA,"Bombo, A.B.","São João da Aliança",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:54:43-03","ESALQ","ESA","134833","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","73.0","2013","09","04",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,"ESA134833",NA,NA,"(Gardner) E.E. Schill. & Panero","-47.9296989440918","-15.7797002792358",NA,"Bombo, A.B.","Brasília",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:54:43-03","ESALQ","ESA","134834","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","74.0","2013","09","04",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,"ESA134834",NA,NA,"(Gardner) E.E. Schill. & Panero","-47.9296989440918","-15.7797002792358",NA,"Bombo, A.B.","Brasília",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:54:43-03","ESALQ","ESA","134838","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B.","78.0","2013","09","05",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA134838",NA,NA,"(Gardner) E.E. Schill. & Panero","-47.5099983215332","-14.1324996948242",NA,"Bombo, A.B.","Alto Paraíso de Goiás",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:00:56-03","ESALQ","ESA","123038","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B. ; Cardoso, D.D.","64.0","2012","09","08",NA,"Brasil","Goiás","1,5 Km da entrada para São Jorge, sentido Colinas do Sul, margem esquerda.",NA,NA,NA,"ESA123038","Magnoliophyta",NA,NA,"-47.5099983215332","-14.1324996948242","ESA123038","Bombo, A.B.","Alto Paraíso de Goiás",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:00:56-03","ESALQ","ESA","123040","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B. ; Cardoso, D.D.","66.0","2012","09","08",NA,"Brasil","Goiás","Estrada para torre de observação do PARNA, mata funda.",NA,NA,NA,"ESA123040","Magnoliophyta",NA,NA,"-47.5099983215332","-14.1324996948242","ESA123040","Bombo, A.B.","Alto Paraíso de Goiás",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:00:56-03","ESALQ","ESA","123037","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Bombo, A.B. ; Cardoso, D.D.","63.0","2012","09","07",NA,"Brasil","Distrito Federal","Rodovia DF-001, sentido Planaltina.",NA,NA,NA,"ESA123037","Magnoliophyta",NA,NA,"-47.9296989440918","-15.7797002792358","ESA123037","Bombo, A.B.","Brasilia",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:02:45-03","ESALQ","ESA","66446","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"Souza, V.C. et al.","23903.0","2000","07","15",NA,"Brasil","Goiás",NA,NA,NA,NA,"ESA066446","Magnoliophyta",NA,NA,"-48.4597015380859","-14.4738998413086","ESA066446","Hind, N.","Niquelândia",NA,NA,"2007","74171","auto",NA,"02",NA,NA,"25",NA,NA,NA,NA,NA
"38","2020-11-04 11:02:45-03","ESALQ","ESA","28314","PreservedSpecimen","Plantae","Asteraceae","Viguiera","grandiflora","Viguiera grandiflora",NA,"Dubs, B.","1755.0","1994","09","09",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"ESA028314","Magnoliophyta",NA,"Gardner","-54.6464004516602","-20.4428005218506","ESA028314","Hind, N.","Campo Grande",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:02:45-03","ESALQ","ESA","85739","PreservedSpecimen","Plantae","Asteraceae","Viguiera","macropoda","Viguiera macropoda",NA,"Soares, S.M.","198.0","2001","11","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"ESA085739","Magnoliophyta",NA,"S.F. Blake.","-46.0093994140625","-17.0097007751465","ESA085739","Robinson, H.","Brasilândia de Minas",NA,NA,NA,"51681","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:22:47-03","CPAP","CPAP","12443","PreserverdSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Ratter, J. A.","3496","1976","08","27",NA,"Brasil","GO","Área do Córrego Cabeça de Veado",NA,NA,"AMBIENTE: Campo limpo.",NA,NA,NA,"(Gardner) E.E.Schill. & Panero",NA,NA,NA,"G. Heiden","Brasília",NA,NA,"2016",NA,NA,NA,"04",NA,NA,"25",NA,NA,NA,NA,NA
"41","2020-11-19 10:22:47-03","CPAP","CPAP","18418","PreserverdSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Pott, A.","8137","1999","10","28",NA,"Brasil","MS","Fazenda Água Limpa; Sub-bacia do córrego Água Limpa",NA,NA,"Erva. FLOR: amarela. FRUTO: não observado. INTERESSE: Apícola. FREQUÊNCIA: Ocasional. AMBIENTE: Cerradão regenerado após quebrado c/ correntão. SUBSTRATO: solo arenoso. RELEVO: encosta inferior. <ll>dwc_commonname:</ll> Girassol",NA,NA,NA,"(Gardner) E.E.Schill. & Panero","-53.9","-18.216667",NA,"G. Heiden","Alcinópolis","450","450","2016",NA,NA,NA,"04","53°54' W","18°13' S","26",NA,NA,NA,NA,NA
"42","2020-11-19 10:22:47-03","CPAP","CPAP","4515","PreserverdSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Pott, V. J.","425","1987","11","18",NA,"Brasil","MS","Estrada para torre da Embratel, Serra do Urucum.",NA,NA,". FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Abundante. AMBIENTE: Campo sujo de cerrado. SUBSTRATO: solo litólico de minério de Fe. RELEVO: muito inclinado.",NA,NA,NA,"(Gardner) E.E.Schill. & Panero","-57.65","-19.016667",NA,"G. Heiden","Corumbá","850","850","2016",NA,NA,NA,"04","57°39' W","19°01' S","26",NA,NA,NA,NA,NA
"43","2020-11-19 10:22:47-03","CPAP","CPAP","677","PreserverdSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"Pott, A.","1578","1984","10","04",NA,"Brasil","MS","Morro do Urucum",NA,NA,"Erva. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo sujo de cerrado. SUBSTRATO: solo litólico de minério de Fe. RELEVO: inclinado.",NA,NA,NA,"(Gardner) E.E.Schill. & Panero","-57.566667","-19.216667",NA,"G. Heiden","Corumbá","1000","1000","2016",NA,NA,NA,"04","57°34' W","19°13' S","26",NA,NA,NA,NA,NA
"44","2019-11-21 14:31:13-03","UFJF","CESJ","28953","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"F.R.G. Salimena; P.H. Nobre","515","1995","10","05","América do Sul","Brasil","Minas Gerais","Serra do Cabral",NA,NA,"Erva, até 1 m. Flores do disco e raio amarelos.","CESJ028953","Angiosperma",NA,"(Gardner) E.E.Schill. & Panero","-44.1721992492676","-17.7574996948242",NA,"V.R. Bueno","Joaquim Felício",NA,NA,"2017","37503","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:41:16-03","UFMS","CGMS","44730","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"A. Pott; V.J. Pott","8137","1999","10","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Água Limpa, sub-bacia do Córrego Água Limpa.",NA,NA,"Flor amarela. Fruto não observado. Habitat: Cerradão regenerado após quebrado com correntão. Solo arenoso. Relevo: encosta inferior. Habito: Erva. Ocasional.","CGMS1074697",NA,NA,"(Gardner) E.E.Schill. & Panero","-53.9","-18.2166667",NA,"G.H. Silva","Alcinópolis","450","450","2014",NA,NA,NA,"09","-53,9","-18,2166667","22",NA,NA,NA,NA,NA
"46","2021-04-07 11:41:16-03","UFMS","CGMS","45064","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"G. Hatschbach; J.M. Silva; F.Deodato","65374","1996","11","07",NA,"Brasil","Mato Grosso","Rodovia BR-070, Serra do Mangabal.",NA,NA,"Capítulo amarelo. Fruto ausente. Habitat: Campo Cerrado. Habito: Erva xilopodifera.","CGMS1075028",NA,NA,"(Gardner) E.E.Schill. & Panero","-57.6789016723633","-16.0706005096436",NA,NA,"Cáceres",NA,NA,"2020","172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:41:16-03","UFMS","CGMS","16619","PreservedSpecimen","Plantae","Asteraceae","Aldama","grandiflora","Aldama grandiflora",NA,"J.M. Longo; L.P. Tadei; C. Aoki","58","2004","10","28",NA,"Brasil","Mato Grosso do Sul","Nascente do Sucuriú.",NA,NA,"Flor amarela. Odor adocicado. Habitat: Mata alta Habito: Erva.","CGMS1045917",NA,NA,"(Gardner) E.E.Schill. & Panero","-53.1291999816895","-18.5438995361328",NA,NA,"Costa Rica",NA,NA,"2020","76958","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
