"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"27","2020-07-23 12:10:44-03","CEPLAC","CEPEC","106982","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"Amorim, A. M.","Amorim, A. M.","4612","2004","12","29",NA,"Brasil","Bahia","ITANHÉM","Estrada Itanhém a Batinga, ca. 16 km. Ramal a direita, dando acesso à Faz. Pedra Grande, de Prop. de Etevaldo Rezende da Silva.","-40.426111","-17.138056",NA,"Foto. Sílica.",NA,NA,NA,"40W25'34","17S8'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-23 12:10:44-03","CEPLAC","CEPEC","8495","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"W. R. Anderson","R. S. Pinheiro","1757","1972","01","24",NA,"Brasil","Bahia","ALCOBAÇA","Ramal para Sto. Antonio.","-39.1955986022949","-17.5193996429443",NA,NA,NA,NA,NA,NA,NA,"50074","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1980"
"29","2020-07-23 12:10:44-03","CEPLAC","CEPEC","42811","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","L. A. Mattos-Silva","2275","1988","03","01",NA,"Brasil","Bahia","MARACÁS","Faz. Gameleira. Rod. BA-250Km, trecho Itiruçu/Maracas, KM 25, à direita da Rod.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"30","2020-07-23 12:10:44-03","CEPLAC","CEPEC","42808","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","L. A. Mattos-Silva","2278","1988","03","01",NA,"Brasil","Bahia","MARACÁS","Faz. Gameleira. Rod. BA-250, trecho Itiruçu/Maracas. Km 25 a direita da Rod.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"31","2020-07-23 12:10:44-03","CEPLAC","CEPEC","39584","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","L. A. Mattos-Silva","2131","1996","08","07",NA,"Brasil","Bahia","PRADO","Km 10 Rod. Cumuruxatiba/Prado.","-39.2207984924316","-17.341100692749",NA,NA,NA,NA,NA,NA,NA,"53161","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"32","2020-07-23 12:10:44-03","CEPLAC","CEPEC","15494","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"W. R. Anderson","S. A. Mori","10793","1978","10","18",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Arredores da Estação Ecológica do Pau-brasil (ESPAB). CEPLAC. (Ca. 17Km a W de Porto Seguro, estrada velha de Cabrália, 4-6Km a E da sede da Estação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"33","2020-07-23 12:10:44-03","CEPLAC","CEPEC","8849","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"W. R. Anderson","T. S. dos Santos","2389","1972","08","16",NA,"Brasil","Bahia","teixeira de freitas","Km 36 BR-101 Teixeira de Freitas/Itamaraju.","-39.7419013977051","-17.5349998474121",NA,NA,NA,NA,NA,NA,NA,"44841","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1980"
"34","2020-07-23 12:10:44-03","CEPLAC","CEPEC","102501","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"W. R. Anderson","D. A. Folli","3939","2001","01","01",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada &nf;Estrada Municipal João pedro, KM 0,8. Reserva Natural da CVRD.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jarrinha-roxa",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,"09/10/2002"
"35","2020-07-23 12:10:44-03","CEPLAC","CEPEC","6701","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","T. S. dos Santos","1474","1971","03","26",NA,"Brasil","Espírito Santo","LINHARES","Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/05/1991"
"36","2020-07-23 12:10:44-03","CEPLAC","CEPEC","79900","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","L. D. Thomaz","1790","1993","06","30",NA,"Brasil","Espírito Santo","SANTA TERESA","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"37","2020-07-23 12:10:44-03","CEPLAC","CEPEC","67050","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,"A. M. Amorim","H. Q. B. Fernandes","1731","1985","12","11",NA,"Brasil","Espírito Santo","SANTA TERESA","São João de Petropolis. Escola Agrotécnica102501 Federal.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"38","2019-11-21 10:08:07-03","IBt","SP","445453A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1654","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti","-40.798611","-18.944167",NA,NA,NA,NA,"2012","-40.798611","-18.944167",NA,NA,"09",NA,"380","560",NA,NA,NA,NA,NA
"39","2019-11-21 10:08:07-03","IBt","SP","445455A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1068","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril","-40.735556","-18.903333",NA,NA,NA,NA,"2012","-40.735556","-18.903333",NA,NA,"09",NA,"150","250",NA,NA,NA,NA,NA
"40","2019-11-21 10:08:07-03","IBt","SP","446819","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Demuner, V; Cruz, TA; Vervloet, RR; Thomazini, JL","4538","2007","11","20",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, propr.: Jorge Wroblewski","-40.769444","-18.975556",NA,NA,NA,NA,"2012","-40.769444","-18.975556",NA,NA,"09",NA,"300","550",NA,NA,NA,NA,NA
"41","2019-11-21 10:08:07-03","IBt","SP","445456A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Anderson, WR","Folli, DA","3939","2001","06","01",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Estrada Municipal João Pedro","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2002",NA,NA,"48094","auto","10","09",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:08:07-03","IBt","SP","445452A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Kollmann, L; Bausen, E","1898","1999","02","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"2013",NA,NA,"23813","auto","03",NA,"250","250",NA,NA,NA,NA,NA
"43","2019-11-21 10:08:07-03","IBt","SP","445451A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Kollmann, L; Britto, R","8597","2006","01","24",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T., Vale de São Brás","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"2012",NA,NA,"23813","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:08:07-03","IBt","SP","445454A","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, RF","Boudet Fernandes, HQ","1731","1985","12","11",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Escola Agrotécnica Federal","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"2012",NA,NA,"23813","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-09-23 10:58:31-03","G","G","G00352675","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Dobson, F. H.","Blanchet, J. S.","1512",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.9972222","-12.1830556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00352675",NA,"1976","-41.9972222","-12.1830556",NA,NA,"01","01",NA,NA,"HOLOTYPUS of Bunchosia macilenta Dobson",NA,NA,NA,NA
"46","2014-09-23 10:58:31-03","G","G","G00352676","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Dobson, F. H.","Blanchet, J. S.","1512",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.9972222","-12.1830556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00352676",NA,"1976","-41.9972222","-12.1830556",NA,NA,"01","01",NA,NA,"ISOTYPUS of Bunchosia macilenta Dobson",NA,NA,NA,NA
