"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","472452","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W. R. Anderson","S. A. Mori","10793","1978","10","18","South America","Brazil","Bahia","Santa Cruz Cabrália","Arredores da Est. Ecológica do Pau-Brasil (ca. 17 km a W de Porto Seguro), estrada velha de Sta. C. de Cabrália, 4-6 km a E da sede da Estaçao. Folha SE-24 (16-39c)","-39.1441852","-16.3681257","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472452","NY00472452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 11:12:28-03","ESALQ","ESA","53918","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Almeida, R.F.","Lucas, E.J. et al.","918.0","2006","12","01",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA053918","ESA053918","2012","-39,883,333","-19,151,333","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-04-27 16:10:17-03","UFES","VIES","41751","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","P.H.D. Barros","G.F. Árbocz","1367","1995","04","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,"VIES041751","VIES041751","2019",NA,NA,"57036","auto","05","27",NA,NA,NA,NA,NA,NA,NA
"4","2020-04-27 16:10:17-03","UFES","VIES","24022","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Assis, A.M.","Cribari, R.S.; Assis, A.M. & Vago, A.M.","144","2011","01","13",NA,"Brasil","Espírito Santo","Serra","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro","-40.309722","-20.187222",NA,NA,"VIES024022","VIES024022","2011","40º18'35''W","20º11'14''S",NA,NA,"01","13","140","140",NA,NA,NA,NA,NA
"5","2015-11-06 23:11:09-02","MNHN","RECOLNAT_MNHN_P","P02428703","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Dobson","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428703' target='other'> <mi>dwc_moreinfo</mi></a>","P02428703","P02428703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1512",NA,NA,NA
"6","2008-05-27 22:02:00-03","MO","MOBOT","131661","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson","Alwyn H. Gentry|Elsa M. Zardini|Cyl Farney","Gentry 49644","1985","1","17","South America","Brazil","Minas Gerais",NA,"14 km S of Ypanema; road to Manhuaçu, small forest remnant beside road.","-41.75","-19.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"85-55","4",NA,NA
"7","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","36493",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","R.F. Almeida/IX-2012","L. Kollmann; L. Magnago","11215","2008","05","28",NA,"Brasil","Espírito Santo","Boa Esperança",NA,"-40.2957992553711","-18.5400009155273",NA,"Arbusto 2m, frutos verdes.","MBML036493",NA,NA,NA,NA,"25415","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","25441",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. Kollmann; et al","8597","2006","01","24",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Arbusto 1,5m. Na sombra, flores amarelas.","MBML025441",NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","27660",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1654","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167",NA,"Arbusto 1m de alt. Flores amarelas. Borda da mata.","MBML027660",NA,NA,"40W47'55","18S56'39",NA,NA,NA,NA,"380","380",NA,NA,NA,NA,NA
"10","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","27679",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1672","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778",NA,"Arbusto 1m de alt. Flores amarelas. Mata alterada.","MBML027679","MBML027679",NA,"40W38'52","19S1'22",NA,NA,NA,NA,"190","190",NA,NA,NA,NA,NA
"11","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","27732",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1669","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778",NA,"Arbusto 3m de alt. Botões florais e flores amarelas. Mata alterada.","MBML027732",NA,NA,"40W38'52","19S1'22",NA,NA,NA,NA,"190","190",NA,NA,NA,NA,NA
"12","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","27988",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1068","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril.","-40.735556","-18.903333",NA,"Arbusto 2m de alt. Frutos verdes. Mata.","MBML027988","MBML027988",NA,"40W44'8","18S54'12",NA,NA,NA,NA,"150","150",NA,NA,NA,NA,NA
"13","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","2904",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","André M. Amorim/X-2004","H. Q. Boudet Fernandes","1731","1985","12","11",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Arbusto 1,5m, 1cm de diâmetro, pêlos brancos no lado inferior da folha, glândulas e pétalas amarelas, pétala superior com mancha branca, ciófila, mata.","MBML002904","MBML002904",NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","32252",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4538","2007","11","20",NA,"Brasil","Espírito Santo","Águia Branca","Pedra Redonda, propr.: Jorge Wroblewski","-40.769444","-18.975556",NA,"Arbusto 3m, botões florais e flores amarelas. Fundo de vale, interior de mata.","MBML032252",NA,NA,"40W46'10","18S58'32",NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA
"15","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","32386",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","V. Demuner; T. A. Cruz, M.Belizário.","4820","2007","12","19",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.801389","-18.955833",NA,"Arbusto 1m botões florais amarelos. Interior de mata, riacho.","MBML032386","MBML032386",NA,"40W48'5","18S57'21",NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA
"16","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","35177",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","R.F. Almeida/IX-2012","M.M. Saavedra; et al","652","2008","01","16",NA,"Brasil","Espírito Santo","Águia Branca","Propriedade do Sr. Ailton Cortelete","-40.801944","-18.954444",NA,NA,"MBML035177",NA,NA,"40W48'7","18S57'16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","8997",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","W.R. Anderson/2009","L. Kollmann; E. Bausen","1898","1999","02","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111",NA,"Arbusto 1m. Frutos verdes.","MBML008997","MBML008997",NA,"40W36'54","19S51'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","9040",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","R.F. Almeida/IX-2012","L. Kollmann; E. Bausen","1904","1999","02","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111",NA,"Arbusto 2m. Flores amarelas.","MBML009040",NA,NA,"40W36'54","19S51'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","9747",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","R.F. Almeida/IX-2012","L. Kollmann; E. Bausen","1664","1999","01","21",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Arbusto 2m. Frutos verdes.","MBML009747",NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:47:07-03","MBML","MBML-HERBARIO","14815",NA,"Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","A. M. Amorim/2019","L. Kollmann; et al","3529","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.8908004760742","-18.7549991607666",NA,"Trepadeira na sombra. Botões amarronzados.","MBML014815","MBML014815",NA,NA,NA,"36480","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-25 10:12:49-03","CVRD","CVRD","10208","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Rafael F. Almeida","Lucas, E.","918","2006","11","30","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Bloco B <ll>dwc_commonname:</ll> Jarrinha roxa","CVRD010208",NA,"2015",NA,NA,"48094","auto","11","20",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"22","2021-02-25 10:12:49-03","CVRD","CVRD","16883","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Geovane S. Siqueira","Felitto, G.","1341","2020","03","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Col.add.: Effgen, M.; Lucas (EMF) <ll>dwc_commonname:</ll> Jarrinha roxa","CVRD016883",NA,"2021",NA,NA,"48094","auto","02","24","48","48",NA,NA,NA,"Magnoliopsida",NA
"23","2021-02-25 10:12:49-03","CVRD","CVRD","16202","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","Geovane S. Siqueira","Morokawa, R.","323","2011","04","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Inflorescências cremes. <ll>dwc_commonname:</ll> Jarrinha roxa","CVRD016202",NA,"2019","39,97662 W","19,1647 S","48094","auto","12","27",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"24","2021-02-25 10:12:49-03","CVRD","CVRD","6890","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","William R. Anderson","Folli, D.A.","3939","2001","06","01","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Jarrinha roxa","CVRD006890","CVRD006890","2002",NA,NA,"48094","auto","10","09",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"25","2019-10-07 09:31:43-03","UEFS","HUEFS","187372","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","R.F.Almeida","Araujo, T.","26","2010","12","06",NA,"Brasil","Bahia","Ipiau","Ipiau - Itajibá, entrada a esquerda ca. De 1,5 Km de Ipiau, Fazenda Bom Sucesso, área limitrofe com a mineradora Mirabela.",NA,"-14.131944",NA,"Mata no alto do morro.","HUEFS0187372","HUEFS0187372","2015","39W44'75''","14S7'55''",NA,NA,"08",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"26","2019-09-04 18:51:37-03","F","FMNH-SEEDPLANTS","V0062613F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta",NA,NA,"J. S. Blanchet","1512","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0062613F","V0062613F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA
