"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","sex"
"191","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152474","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Lindeman JC",NA,"1954","03","22","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152474","NL-U1152474",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067747",NA,NA,NA,NA,NA
"192","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152475","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Cremers GA",NA,"1982","03","29","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152475","NL-U1152475",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067753",NA,NA,NA,NA,NA
"193","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152476","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Heyde NM",NA,"1977","07","31","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152476","NL-U1152476",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067757",NA,NA,NA,NA,NA
"194","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152477","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry",NA,"Heyde NM",NA,"1977","01","13","Surinam",NA,NA,"on small island near mouth of Matapi Cr.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152477","NL-U1152477",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067758",NA,NA,NA,NA,NA
"195","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152478","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry",NA,"Heyde NM; Lindeman JC",NA,"1976","12","10","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152478","NL-U1152478",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067759",NA,NA,NA,NA,NA
"196","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152479","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Focke HC",NA,"1843","04","01","Surinam",NA,NA,"Suriname, La Recontre",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152479","NL-U1152479",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067760",NA,NA,NA,NA,NA
"197","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152480","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Essed E",NA,"1904","02","12","Surinam","Paramaribo",NA,NA,"-55.159049","5.846517","-55.159049","5.846517",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152480","NL-U1152480",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067774",NA,NA,NA,NA,NA
"198","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152481","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","11","02","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152481","NL-U1152481",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067775",NA,NA,NA,NA,NA
"199","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152482","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Quintas A",NA,"1971","12","03","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152482","NL-U1152482",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067776",NA,NA,NA,NA,NA
"200","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152483","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Rambo B",NA,"1945","11","15","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152483","NL-U1152483",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067752",NA,NA,NA,NA,NA
"201","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152484","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Lindeman JC; Haas JH de",NA,"1966","11","11","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152484","NL-U1152484",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067749",NA,NA,NA,NA,NA
"202","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152485","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Lindeman JC; Haas JH de",NA,"1966","11","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152485","NL-U1152485",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067748",NA,NA,NA,NA,NA
"203","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152486","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Kollmann L; Bausen E; Pizziolo W",NA,"1998","12","16","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152486","NL-U1152486",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067746",NA,NA,NA,NA,NA
"204","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152487","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Reitz R; Klein RM",NA,"1958","12","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152487","NL-U1152487",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067751",NA,NA,NA,NA,NA
"205","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152488","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Lindeman JC; Haas JH de",NA,"1967","06","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152488","NL-U1152488",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067750",NA,NA,NA,NA,NA
"206","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152489","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Cremers GA",NA,"1979","06","26","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152489","NL-U1152489",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067756",NA,NA,NA,NA,NA
"207","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152490","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Cremers GA",NA,"1979","06","26","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152490","NL-U1152490",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067763",NA,NA,NA,NA,NA
"208","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152491","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry","Pool A","Jonker-Verhoef AME; Jonker FP",NA,"1956","02","07","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152491","NL-U1152491",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","U 0067762",NA,NA,NA,NA,NA
"209","2020-02-08 09:30:51-03","NBC","NL-BOTANY","WAG.1283489","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","crucigerum","Pithecoctenium crucigerum","(L.) A.H.Gentry",NA,"Pedersen TM",NA,"1979","12","06","Brazil","Rio Grande do Sul",NA,"Rio Grande da Sul mun. Gravataí: Fonte das Nimfos on the road to S. Francisco de Paula, near the boundary of the municicality.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1283489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1283489","NL-WAG1283489",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"210","2020-02-08 09:30:51-03","NBC","NL-BOTANY","AMD.41238","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","echinatum","Pithecoctenium echinatum","(Jacq.) Baill.",NA,"Herter WG",NA,"1937","02","01","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Cerro Largo. Sierra de Rios.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.41238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD41238","NL-AMD41238",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"211","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U 0260851","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","echinatum","Pithecoctenium echinatum","(Jacq.) Baill.",NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0260851",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","Uw6983",NA,NA,NA,NA,NA
"212","2020-02-08 09:30:51-03","NBC","NL-BOTANY","U.1152495","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","echinatum","Pithecoctenium echinatum","(Jacq.) Baill.",NA,"Mexia YEJ",NA,"1930","09","23","Brazil",NA,NA,"State of Minas Geraes, Vi#1osa, Road to São Miguel; on on slope beyond km 4; in dense cu-over forest.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152495","NL-U1152495",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"213","2020-02-08 09:30:52-03","NBC","NL-BOTANY","WAG.1283492","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","echinatum","Pithecoctenium echinatum","(Jacq.) Baill.",NA,"Pedersen TM",NA,"1977","01","29","Argentina",NA,NA,"Tacuaracuarendú. Dep. General Paz, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1283492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1283492","NL-WAG1283492",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"214","2020-02-08 09:30:52-03","NBC","NL-BOTANY","WAG.1283493","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","echinatum","Pithecoctenium echinatum","(Jacq.) Baill.",NA,"Pedersen TM",NA,"1976","11","18","Argentina",NA,NA,"Tacuaracuarendú. Dep. General Paz, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1283493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1283493","NL-WAG1283493",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"215","2020-02-08 09:30:52-03","NBC","NL-BOTANY","L.2815758","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","hexagonum","Pithecoctenium hexagonum","DC.",NA,"Smith HH",NA,"1898","07","01","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2815758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2815758","NL-L2815758",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","L 0106759",NA,NA,NA,NA,NA
"216","2020-02-08 09:30:52-03","NBC","NL-BOTANY","L.2815757","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","vitalbae","Pithecoctenium vitalbae","DC.",NA,"Fiebrig K",NA,"1908","01","01","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2815757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2815757","NL-L2815757",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","L 0106760",NA,NA,NA,NA,NA
"217","2020-11-04 11:03:02-03","ESALQ","ESA","79607","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","613.0","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Ombrofila Densa/Estacional","-475.921","-24.033","-475,921","-24,033",NA,NA,"Planta volúvel, rasteira.","ESA079607","ESA079607","2014","09","02",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-11-04 11:03:02-03","ESALQ","ESA","37528","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","663.0","1997","12","15","Brasil","São Paulo","Bom Sucesso de Itararé","Estrada Bom Sucesso de Itararé 2 Km antes da Mineração São Judas. Floresta Ombrófila Mista, beira da estrada","-491.304","-241.913","-491,304","-241,913",NA,NA,"Trepadeira. Flores brancas com interior amarelo.","ESA037528","ESA037528","2014","09","02",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-11-04 11:03:02-03","ESALQ","ESA","115239","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Souza, V.C.","Lopes, J.C.","302.0","2011","04","21","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA115239","ESA115239",NA,NA,NA,"48094","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-11-04 11:03:02-03","ESALQ","ESA","34722","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Nave, A.G. et al.","1041.0","1997","02","18","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,"ESA034722","ESA034722","2014","09","02","107042","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-11-04 11:03:02-03","ESALQ","ESA","36653","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Los, M.M.","162.0","1985","06","14","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA036653",NA,"2014","09","02","13536","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-11-04 11:03:02-03","ESALQ","ESA","29146","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Ivanauskas, N.M.","526.0","1995","11","08","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029146",NA,"2014","09","02","17990","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-11-04 11:03:02-03","ESALQ","ESA","7276","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Mantovani, W. Rocha, D.M.S.","8857.0","1978","11","23","Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,NA,"ESA007276",NA,"2014","09","02","9595","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-04 11:03:02-03","ESALQ","ESA","37621","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","122.0","1997","12","13","Brasil","São Paulo","Apiaí","Estrada do Pinhalzinho/11 Km de Bom Sucesso. Floresta Ombrófila Mista/Floresta de Araucária","-490.438","-242.007","-490,438","-242,007",NA,NA,"Erva de botão floral verde claro","ESA037621","ESA037621","2014","09","02",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-11-04 11:03:02-03","ESALQ","ESA","42038","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Ivanauskas, N.M.; Rozza, A.; Silva, M.M.R.; Vanini, A.","1921.0","1997","04","24","Brasil","Mato Grosso","São José do Rio Claro","Bairro Piracema. Savana Florestada. Relevo suave ondulado. Solo do tipo Latossolo Vermelho-Escuro, textura média","-565.505","-132.441","-565,505","-132,441",NA,NA,"Liana lenhosa. Gavinha simples. Flores brancas com tubo amarelo.","ESA042038","ESA042038","2014","09","02",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-04 11:03:02-03","ESALQ","ESA","42040","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Dário, F.R.; Nave, A.G.; Lopes, R.F.; Bertani, D.F.","1156.0","1997","03","29","Brasil","Mato Grosso","Gaúcha do Norte","Estrada Gaúcha do Norte - Rio Coluene. Floresta Ombrófila Aberta/Mata Ciliar. Beira de afluente do rio Coluene","-530.204","-132.258","-530,204","-132,258",NA,NA,"Liana. Altura de 5m. Flor branca/amarela.","ESA042040","ESA042040","2014","09","02",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 10:55:09-03","ESALQ","ESA","141155","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L. G. Lohmann","Zuntini, A.R.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","85.0","2017","04","22","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha do Palmito; Floresta Ombrófila Densa","-43.1586","-22.7806","-43.1586","-22.7806",NA,NA,"Liana; frutos imaturos castanhos","ESA141155",NA,"2017","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 11:03:02-03","ESALQ","ESA","40042","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Hatschbach, G. et al.","54734.0","1990","10","18","Brasil","Goiás","Monte Alegre de Goiás",NA,"-46.9006004333496","-13.2564001083374",NA,NA,NA,NA,NA,"ESA040042","ESA040042","2014","09","02","53634","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-11-04 11:03:02-03","ESALQ","ESA","34791","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Nave, A.G. et al.","1181.0","1997","02","23","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,"ESA034791",NA,"2014","09","02","107042","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-04 11:03:02-03","ESALQ","ESA","62986","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Viana, R.H.O.","115.0","1999","01","12","Brasil","Mato Grosso","Nova Xavantina",NA,"-52.353099822998","-14.6732997894287",NA,NA,NA,NA,NA,"ESA062986","ESA062986","2014","09","02","79739","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 11:03:02-03","ESALQ","ESA","16157","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Leitão Filho, H.F. et al.","1823.0","1982","12","01","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"ESA016157","ESA016157","2014","09","02","23696","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-04 11:03:02-03","ESALQ","ESA","36651","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Antônio","110.0","1985","01","09","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA036651","ESA036651","2014","09","02","13536","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 11:03:02-03","ESALQ","ESA","36650","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,"Rodrigues, M.C.","Ziller, S.R. ; Tiepolo, G.","672.0","1994","12","14","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA036650","ESA036650","2014","09","02","37295","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
