"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"433","2021-04-02 18:54:34-03","MN","R","222526","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","odorifera","Temnadenia odorifera","(Vell.) J.F. Morales","Santos, R.G.P.","2012","08","06","Santos, R.G.P. 86; Santo, I.E. & Castilhori, M.F.",NA,"2012","08","06","Brasil","Rio de Janeiro","Macaé","Cabiúnas","-41.7868995666504","-22.3708000183105",NA,NA,NA,"R010022105,R010022106","R010022105 R010022106",NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"434","2021-03-31 13:35:48-03","MN","R","127241","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Markgraf, F.",NA,NA,NA,"Smith, L.B. 14826; Klein, R.M. & Hatschbach, G.G.",NA,"1965","01","19","Brasil","Paraná","Sengés",NA,"-49.366667","-24.133333","49°22'W","24°08'S",NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-03-31 13:35:49-03","MN","R","222717","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1995","06","02","Dusén, P.K.H.","4417","1904","04","19","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"R010016307,R010016308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2021-03-31 13:35:49-03","MN","R","35270","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Markgraf, F.",NA,NA,NA,"Mello Barreto, H.L. 1201; Brade, A.C.",NA,"1935","04","18","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"437","2021-03-31 13:35:49-03","MN","R","191644","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1994","04","07","Trinta, E.F. 1309; Santos, E.A.A. 1331 & Trinta, Z.A. 235",NA,"1962","12","30","Brasil","Rio de Janeiro","Araruama",NA,"-42.3431015014648","-22.8728008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,NA,NA,NA,NA,NA
"438","2021-03-31 13:35:49-03","MN","R","191643","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Woodson, R.E.","1959",NA,NA,"Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C. & Lorêdo Jr., J.",NA,"1953","08","11","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA
"439","2021-03-31 13:35:49-03","MN","R","191642","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Markgraf, F.","1952",NA,NA,"Segadas-Vianna, F.","4132","1951","03",NA,"Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA
"440","2021-03-31 13:35:49-03","MN","R","195826","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Mello Filho, L.E. 5902; Paixão, R.J. 429; Godinho, R. 380 & Silva, J.G.",NA,"1996","03","15","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"441","2021-03-31 13:35:49-03","MN","R","192051","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Araújo, D.","1997","02","09","Capello, V.","2","1997","01","02","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA
"442","2021-03-31 13:35:49-03","MN","R","190772","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Correia, C.M.B.","616","1994","12","07","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA
"443","2021-03-31 13:35:49-03","MN","R","189709","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1996","11","18","Martins, V.L.C. 272; Esteves, R.L. 829; Konno, T.U.P. 502 & Souza, P.C.T.",NA,"1996","06","25","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA
"444","2021-03-31 13:35:49-03","MN","R","188305","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Fontella, J.P.; Correa, M.C.R.; Santos, L.B. & Nascimento, E.P.",NA,"1994","12","08","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA
"445","2021-03-31 13:35:49-03","MN","R","188304","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Correa, M.C.R.; Santos, L.B. 112c & Nascimento, E.P.",NA,"1994","12","07","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA
"446","2021-03-31 13:35:49-03","MN","R","190427","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Souza, A.",NA,NA,NA,"Souza, A. 3824; Esteves, R. 745; Senna-Valle, L. 594; Vieira, M.L.M.; Batista, C.P.R. & Santos, R.C. 45",NA,"1996","02","28","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"Projeto Restinga de Carapebus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"447","2021-03-31 13:35:49-03","MN","R","188705","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Souza, A.",NA,NA,NA,"Souza, A. 3759; Esteves, V.G.L. 1011; Crespo, S.R.M.; Gallego, M.S. & Barreto, G.S.",NA,"1995","03","16","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"Projeto Restinga de Carapebus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"448","2021-03-31 13:35:49-03","MN","R","188701","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Souza, C.","1996","09","23","Fontella, J.P.","3719","1994","12","08","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"449","2021-03-31 13:35:49-03","MN","R","187464","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.",NA,NA,NA,"Silva, J.G. 3033; Silva, I.M. 138 & Oliveira, M.C.",NA,"1995","04","18","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"450","2021-03-31 13:35:48-03","MN","R","178071","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Souza, A.","3278","1990","11","08","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"Projeto em área de impacto - Restinga - CNPq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"451","2021-03-31 13:35:49-03","MN","R","52602","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1994","05","04","Mello Filho, L.E.","1033","1950","02","19","Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"452","2021-03-31 13:35:49-03","MN","R","178072","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Souza, A.","2388","1988",NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"Projeto em área de impacto - Restinga - CNPq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"453","2021-03-31 13:35:48-03","MN","R","168710","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Souza, A.","2350","1988","12","17","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"Projeto em área de impacto - Restinga - CNPq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"454","2021-03-31 13:35:48-03","MN","R","168711","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Souza, A.","2352","1988","11","17","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"Projeto em área de impacto - Restinga - CNPq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"455","2021-03-31 13:35:49-03","MN","R","222716","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,NA,"415","1841","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"R010016306",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"456","2021-03-31 13:35:49-03","MN","R","42344","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1994","04","04",NA,NA,"1914","01",NA,"Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"457","2021-03-31 13:35:48-03","MN","R","117397","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Ferreira, V.F.","1982","01",NA,"Trinta, Z.A. 1393; Trinta, E.F. 2326; Santos, E.A.A. & Sacco, J.C. 2530",NA,"1968","02","13","Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"458","2021-03-31 13:35:49-03","MN","R","191645","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1994","04","07","Vidal, J.","III - 1661","1948","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"459","2021-03-31 13:35:49-03","MN","R","195829","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Sampaio, R. 283; Mello Filho, L.E. 5777 & Mendes, C.V.",NA,"1993","11","22","Brasil","Rio de Janeiro","Araruama","Praia Seca","-42.3431015014648","-22.8728008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,NA,NA,NA,NA,NA
"460","2021-03-31 13:35:49-03","MN","R","202134","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Souza, A.",NA,"2002","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"461","2021-03-31 13:35:49-03","MN","R","53797","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers","Santos, L.B.","1994","04","07","Palacios, M.A. 4043; Balegno, B. & Cuezzo, A.R.",NA,"1949","01","09","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"462","2021-03-31 13:35:49-03","MN","R","195827","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Mello Filho, L.E. 6181; Godinho, R. 598 & Paixão, R. 600",NA,"1997","01","31","Brasil","Rio de Janeiro","Cabo Frio","Tucuns","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"463","2021-03-31 13:35:49-03","MN","R","195828","PreservedSpecimen","Plantae","Apocynaceae","Temnadenia","stellaris","Temnadenia stellaris","(Lindl.) Miers",NA,NA,NA,NA,"Sampaio, R. 278; Mello Filho, L.E. 5772 & Mendes, C.V.",NA,"1994","12","09","Brasil","Rio de Janeiro","Cabo Frio","Tucuns","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"464","2021-04-04 23:42:30-03","UFPI","TEPB","20581","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","Lindl.","M.E.R. Junqueira","2002","07","01","A. Ricardo",NA,"1994","03","19","Brasil","Piauí","Boa Hora","Calumbí - próximo à casa de Dona Raimunda","-42.0861015319824","-4.41110992431641",NA,NA,"Flor amarela, subarbusto areno-pedregoso, frequência média, habito de crescimento escandente Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19690","auto",NA,NA,NA,NA,NA,NA,NA
"465","2020-11-19 10:22:37-03","CPAP","CPAP","25212","PreserverdSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A.Rich.) K.Schum.","I. Koch","2010","03","20","Pott, V. J.","7310","2004","11","12","Brasil","MS","Paranaíba","Fazenda Ponte Nova (Fazenda do Lageado); Rio","-51.555833","-19.836389","51°33'21'' W","19°50'11'' S","Trepadeira com flores de cor amarela e frutos ausentes. Tubo interno da corola vermelho, planta Ocasional.. Mancha de campo graminoso úmido de Vereda em cerrado em contato com Mata de Galeria e o Rio (com lages) perturbado pelo gado,. Solo: arenoso com m",NA,NA,"390","390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2015-07-02 14:55:13-03","JBP","HPL","485","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum","L. Monguilhott","2005","10","09","H. Lorenzi","2638","2001","04","02","Brasil","CE","Maciço do Baturife","Em beira de mata secundária de encosta.",NA,NA,NA,NA,NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2015-07-02 14:55:13-03","JBP","HPL","4251","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum","L. Monguilhott","2005","10","09","H. Lorenzi","5137","2005","03","04","Brasil","MG","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305944","-19.317889","43° 18' 21,4 W","19° 19' 04,4 S",NA,NA,NA,"781","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2015-07-02 14:55:13-03","JBP","HPL","612","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(A. Rich.) K. Schum.","L. Monguilhott","2005","10","09","E.R. Salviani & H. Lorenzi","485","1999","08","26","Brasil","BA","Ituberá","Fazenda Agripalm.","-39.1492","-13.7322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22399","auto",NA,NA,NA,NA,NA,NA,NA
"469","2015-07-02 14:55:13-03","JBP","HPL","4138","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"H. Lorenzi","5394","2005","05","21","Brasil","MG","Guarda-Mór","Coletada na mata ciliar junto ao cerrado, em beira de rodovia para Coromandel.","-47.056083","-17.881778","47° 03' 21,9 W","17° 52' 54,4 S",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2015-07-02 14:41:52-03","JBP","HPL","1061","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","Malme","H. Lorenzi","1995","10","20","G.F. Arbocz","1793","1995","10","20","Brasil","RJ","Parati","Em beira de mata.","-44.7131","-23.2178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA
"471","2016-02-02 14:37:44-02","BGBM","B","B -W 05164 -00 0","S","Plantae","Apocynaceae","Echites","hispidus","Echites hispidus","Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia.",NA,NA,NA,NA,"Pentandria Monogynia <a href=http://herbarium.bgbm.org/object/BW05164000 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW05164000","BW05164000_3",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2016-02-02 14:37:44-02","BGBM","B","B -W 05164 -01 0","S","Plantae","Apocynaceae","Echites","hispidus","Echites hispidus","Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW05164010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW05164010","BW05164010",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA
"473","2014-10-02 12:40:19-03","FEMACT","MIRR","10653","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum","Morales, J.F.",NA,NA,NA,"Morales, J.F.; Perdiz, R.O.","21354","2012","11","26","Brasil","Roraima","Amajari","Estrada de acesso entre o SESC Tepequém e a Vila do Tepequém.","-61.717167","3.770056","-61.717167","3.770056","Cipó, caule com latex branco. Corola amarela, garganta vermelha. Fotos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2014-09-25 12:30:49-03","FEMACT","MIRR","3068","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum",NA,NA,NA,NA,"Ferreira, C.A.C.; Ramos, J.F.; Coêlho, J.A.; Batista, E.F.","9219","1987","08","23","Brasil","Roraima","Caracaraí","Estrada Perimetral Norte ( Br-210 ), 10 km do entrocamento com Estrada Manaus-Caracaraí ( Br-174 ), próximo a Novo Paraíso, Mata de beira de estrada, solo argiloso arenoso, úmido.","-60.75","1.416667","-60.75","1.416667","Cipó escadente, flores pilosas amarelo-avermelhada, botões esverdeados, frutos imaturos verdes, látex branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2014-09-25 12:30:49-03","FEMACT","MIRR","5759","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum","Morales, J. .F.",NA,NA,NA,"Ferreira, C.A.C.; Lima, J.; Maduro, C.B.; Erazo, ND de C; Bacelar-Lima, C.G.","12418","2002","09","01","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, km 17, próximo a entrada do Parque, lado esquerdo. Vegetação de beira de estrada, solo argilo-arenoso.","-60.997222","1.402222","-60.997222","1.402222","Cipó escandente. Flores amarelas. Frutos imaturos marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2014-10-08 12:57:47-03","FEMACT","MIRR","11981","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum","Leeuwenberg, A.J.M.",NA,NA,NA,"Ferreira, C.A.C.; et al.","9219","1987","08","26","Brasil","Roraima","Caracaraí","BR-210. Estrada Perimetral Norte a 10 km do Entroncamento com a BR-174, próximo a Novo Paraíso. Mata de beira de estrada, solo argilo-arenoso úmido.","-61.1281","1.81611",NA,NA,"Cipó escandente. Flores pilosas amarela-avermelhadas. Botões esverdeados. Frutos imaturos verdes. Látex branco. ; DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA,NA
"477","2014-09-25 12:30:49-03","FEMACT","MIRR","9755","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum","Morales, J. .F.",NA,NA,NA,"Flores, A...S...; Turma Fanerógamos Cathedral 2012/1","2546","2012","05","26","Brasil","Roraima","Alto alegre","Fazenda Barriga Verde, Aproximadamente 10km após a sede do Município.","-61.4975","2.89583",NA,NA,"Trepadeira com flores amarelas em borda de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"327834","auto",NA,NA,NA,NA,NA,NA,NA
"478","2014-09-25 12:30:49-03","FEMACT","MIRR","9929","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum","Morales, J. .F.",NA,NA,NA,"Grigio, O.J.r.; Baima, J.M.","106","2012","08","13","Brasil","Roraima","Caracaraí","BR 174, entre Vila Petrolina e Novo Paraíso","-61.1281","1.81611",NA,NA,"Trepadeira de flor amarela, com a parte interna da flor na cor vermelha, com botão floral. Presença de látex branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA,NA
"479","2019-02-15 11:33:04-02","IPA","IPA","66130","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Coutinho, T.S.","2016","03","03","Rita Pereira; et al.; et al.","297","2004","01","21","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó, após a represa do jacaré, seguindo pela trilha principal.","-35.0922012329102","-8.11861038208008",NA,NA,"Arbusto escandente, pilosa. Frutos verdes.","IPA0066130",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"15458","auto",NA,NA,NA,NA,NA,NA,NA
"480","2019-02-15 11:33:04-02","IPA","IPA","57558","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Coutinho, T.S.","2016","03","03","Miranda, A.M.; et al.; et al.","362","1991","11","22","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos","-35.9761009216309","-8.28332996368408",NA,NA,"Trepadeira escandente, flores amarelas, látex leitoso.","IPA0057558",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA
"481","2019-02-15 11:33:04-02","IPA","IPA","15217","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Morales, J.F.","2008","11","17","Lira, O.C.","137","1967","11","22","Brasil","Pernambuco","Ipojuca","Engenho Maranhão","-35.0638999938965","-8.39888954162598",NA,NA,"Cipó; flores amarelas.","IPA0015217",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA
"482","2019-02-15 11:33:04-02","IPA","IPA","15263","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Morales, J.F.","2008","11","17","Lira, O.C.","178","1968","01","08","Brasil","Pernambuco","Ponta de Pedra","Córrego do Bispo.",NA,NA,NA,NA,"Cipó; flor amarela, centro róseo, anteras róseas.","IPA0015263",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2019-02-15 11:33:04-02","IPA","IPA","15264","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Morales, J.F.","2008","11","17","Lira, O.C.","178A","1968","01","08","Brasil","Pernambuco","Ponta de Pedra","Córrego do Bispo.",NA,NA,NA,NA,"Cipó; flor amarela, centro róseo, anteras róseas.","IPA0015264",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-02-15 11:33:04-02","IPA","IPA","17770","S","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K. Schum.","Sales, M.F.","1993","06","24","Giulietti, A.M.","442","1968","10","11","Brasil","Mato Grosso",NA,"Lago Leo, próximo Acampamento da Royal Society.",NA,NA,NA,NA,"Erva de 30cm de altura com xilopódio; lacínios do cálice vermelhos; corola rósea, com fauce avermelhada.; Cerrado, terreno alto e pedregoso.","IPA0017770",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
