"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-04-05 14:34:15-03","UNESC","CRI","1497","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis sylvatica",NA,"R. R. B. Negrelle",NA,NA,NA,"R. R. B. Negrelle; C. Londero",NA,"1992","07","30","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (Estrada do Pinheiro).","-48.616389","-26.1175","48º36'59''W","26º7'3''S","7","7",NA,"CRI007920","CRI007920","sylvatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:15-03","UNESC","CRI","10183","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","M. G. Caxambu","2008","12","27","M. G. Caxambu; E.L. Siqueira","2481","2008","12","08","Brasil","Paraná","Turvo","Propriedade da familia Rickli.","-51.56","-25.044167","51º33'36''W","25º2'39''S","1023","1023","Floresta Ombrófila Mista Montana Habito: árvore","CRI007918","CRI007918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:34:15-03","UNESC","CRI","10182","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","M. G. Caxambu","2011","12","16","M. G. Caxambu; et al.","3588","2011","10","14","Brasil","Paraná","Tijucas do Sul","Associação dos Professores da UFPR.","-49.052222","-25.836667","49º3'8''W","25º50'12''S","861","861","Floresta Ombrófila Mista Montana Habito: arvoreta","CRI007916","CRI007916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:15-03","UNESC","CRI","6415","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","J. A. Jarenkow",NA,NA,NA,"J. A. Jarenkow; F. Cortes Rodrigues","1969","1991","11","21","Brasil","Rio Grande do Sul","Terra de Areia","Serra do Pinto, alto da Serra.","-50.066667","-29.586111","50º4'0''W","29º35'10''S",NA,NA,"Frutos imaturos, verdes. Herbário PEL (13.357) Habito: Arvoreta","CRI012848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:15-03","UNESC","CRI","11605","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","A. Stival-Santos","2009","04","16","A. Stival-Santos; S. Silveira","595","2009","04","16","Brasil","Santa Catarina","Passos Maia",NA,"-51.930278","-26.64","51º55'49''W","26º38'24''S","105","105","Floresta Ombrófila Mista Habito: arbórea","CRI008562","CRI008562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:26:13-03","UNESC","CRI","11601","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","F.C.S. Vieira","2010","06","25","F.C.S. Vieira; R.J. de Carvalho, G.C. Pellens & H. Tomporowisky","2264","2010","06","25","Brasil","Santa Catarina","Garuva","Estrada Bonita, Rio Bonito.","-48.959722","-26.099444","48º57'35''W","26º5'58''S","800","800","Floresta Ombrófila Densa Montana Habitat: interior do fragmento Habito: arbórea","CRI008774","CRI008774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:44:29-03","E","E","254940","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis",NA,NA,NA,NA,NA,"Stannard, B.; Nic Lughadha, E.; Queiroz, R.F.",NA,"1992","02","02","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00254940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00254940",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:315922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:44:29-03","E","E","254941","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis",NA,NA,NA,NA,NA,"Hind, D.J.N.; Queiroz, R.F.",NA,"1992","01","27","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00254941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00254941",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:315925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:44:29-03","E","E","254939","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis",NA,NA,NA,NA,NA,"Laessoe, T.; Sano, P T",NA,"1992","03","04","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00254939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00254939",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:315921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:44:29-03","E","E","254938","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis",NA,NA,NA,NA,NA,"Harley, Raymond M.","27777","1988","12","26","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00254938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00254938",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:315920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","631953","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis subalpina","Ehrend., Silberb.-Gottsb. & Gottsb.","X. Marquínez Casas",NA,NA,NA,"J. Mattos","14722","1966","12","17","Brazil","São Paulo","Campos do Jordao","Perto de Sao José dos Alpes","-45.59","-22.73",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631953","NY00631953_01","subalpina","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1039863","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"H. S. Irwin","21993","1969","01","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 28 km S.W. of Diamantina on road to Gouveia","-43.70265","-18.4234",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1498957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039863","NY01039863_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","413330","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"R. M. Harley","27416","1988","12","22","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz, no extremo norte","-41.95","-13.53",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413330","NY00413330_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","413282","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"J. C. Lindeman","5287","1967","05","10","Brazil","Paraná","Pitanga","25 km N.W. of Pitanga","-51.7614","-24.7572",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413282","NY00413282_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","631959","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"M. Kuhlmann","s.n.","1939","08","27","Brazil","Paraná",NA,"Serra de Sao Luis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631959","NY00631959_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","631957","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"M. Sugiyama","297","1983","07","07","Brazil","São Paulo","Salesópolis","Biritiba Mirim, Estaçao Biológica de Boracéia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631957","NY00631957_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","413286","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"P. von Luetzelburg","268","1913","08",NA,"Brazil","Bahia",NA,"Rio de Contas. Bom Jesus",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413286","NY00413286_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1145759","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"G. L. Esteves","CFCR15441","1990","09","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra da Piedade north of Caeté, at the summit","-43.68","-19.82",NA,NA,"1840","1840","Field number 21-16990 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145759","NY01145759_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","413277","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"R. A. Wasum","6101","1989","08","01","Brazil","Rio Grande do Sul","Jaquirana","Jaquirana","-50.3578","-28.8847",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413277","NY00413277_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","413323","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"R. C. Forzza","741","1998","03","03","Brazil","Minas Gerais",NA,"Estrada Congonhas do Norte. Santana do Riacho. Serra da Carapina (Serra talhada segunda folha do IBGE)","-43.68","-18.93",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413323","NY00413323_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","413312","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"A. Mattos",NA,"1948","03","04","Brazil","Paraná","Irati","Irati","-50.6508","-25.4672",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413312","NY00413312_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1145758","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"E. Forero","7892","1980","09","06","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 1210-121 da Estrada Lagoa Santa a Conceiçao do Mato Dentro","-43.7142","-19.1692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145758","NY01145758_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02689921","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","C. E. B. Proença",NA,NA,NA,"H. S. Irwin","34563","1972","01","18","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 21 km E. of Pirenópolis.","-48.75395","-15.85",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2250143' target='other'> <mi>dwc_moreinfo</mi></a>","NY02689921","NY02689921_01",NA,"South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1145755","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"Pessoal do Horto Florestal","632","1926","09","21","Brazil","Minas Gerais",NA,"Bordacena.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145755","NY01145755_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","631954","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"G. Eiten","3039","1961","06","19","Brazil","São Paulo","Sao Carlos","5,0Km NNW of center of Sao Carlos. In swamp at head of east forklet of tributary brook of Rib. Monjolinho","-47.92","-21.97",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631954","NY00631954_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","413290","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"O. Handro",NA,"1932","11",NA,"Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413290","NY00413290_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","413334","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers",NA,NA,NA,NA,"M. Rossato","29","1999","11","25","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4436","-29.5292",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413334","NY00413334_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","413267","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"L. R. Landrum","2656","1977","11","22","Brazil","Santa Catarina","Lajes","4-6 km west of Capao Alto","-50.5","-27.83",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413267","NY00413267_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1146121","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","J. A. Kallunki",NA,NA,NA,"P. G. Delprete","10377","2007","11","16","Brazil","Goiás","Pirenópolis","Parque Estadual dos Pireneus. Ca. 2 km depois do portal do parque (lado de Pirenópolis), trilha ao lado de uma floresta de galeria feichada, a 1.5 km da estrada principal.","-48.8558","-15.8072",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146121","NY01146121_01",NA,"South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","631952","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"M. Kuhlmann","2911","1953","11","06","Brazil","Minas Gerais",NA,"Serra da Mantiqueira, Sapucaia-Mirim (Cidade azul)",NA,NA,NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631952","NY00631952_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","413292","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"F. R. Martins","12359","1980","07","11","Brazil","São Paulo","Cunha","Cunha. Res. Est. de Cunha","-45.052474","-23.263965",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413292","NY00413292_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","413275","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"L. P. de Queiroz","2846","1991","08","11","Brazil","São Paulo","Brotas","Mata ciliar próxima ao viveiro de produçao de mudas da prefeitura","-48.1197","-22.2803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413275","NY00413275_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","413322","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"G. Gardner","4402","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413322","NY00413322_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","413265","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","X. Marquínez Casas",NA,NA,NA,"A. A. B. Rubens","217","1980","11","22","Brazil","São Paulo","Campos do Jordao","Campos de Jordao. Folha: SF-23-YB","-45.48","-22.7",NA,NA,"1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=333393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413265","NY00413265_01","brasiliensis","South America","sheet",NA,"Magnoliophyta","Canellales",NA,NA,NA,NA,NA,NA,NA,NA,NA
