"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","typeStatus","individualCount","dayIdentified"
"15","2020-12-21 16:41:06-03","MBM","MBM","24985","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Swallen, J.R.","Hatschbach, G.","7239",NA,NA,NA,"Southern America","Brazil","Paraná","Arapoti","Arapoti, arredores","-49.8266983032227","-24.1578006744385",NA,NA,"MBM024985","MBM024985",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:41:06-03","MBM","MBM","132278","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Renvoize, S.A.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53637",NA,NA,NA,"Southern America","Brazil","Paraná","Sengés","Rod. PR-11, próximo do km 252","-49.4636001586914","-24.1128005981445",NA,NA,"MBM132278","MBM132278",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:41:06-03","MBM","MBM","163670","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Valls, J.F.M.","Hatschbach, G.; Barboza, E.; Barboza, E.","59639",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Rodovia Castro - Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM163670","MBM163670",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:45:21-03","UFMG","BHCB","75423","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi",NA,"Viana, PL","216","2001","09","25","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Erva. Floresceu aprox. 50 dias após queimada. Inflorescência cor vinho",NA,NA,NA,NA,NA,"-43.983611","-20.093056","1400","1400",NA,NA,NA,NA
"19","2020-12-11 11:45:21-03","UFMG","BHCB","18990","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi",NA,"Grandi, TSM; Porto de Paula, LM","15","1990","10","01","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:45:21-03","UFMG","BHCB","11797","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi",NA,"Lima, GX","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito.","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-08-11 11:01:00-03","MO","MOBOT","100763881","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","repandum","Paspalum repandum","(Nees) G.H. Rua & Valls",NA,"F. Sellow","Sellow B-1246. C-194",NA,NA,NA,"South America","Brazil",NA,NA,"Barra do Pará [as Bra. do Paxa]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"22","2009-07-09 17:05:00-03","MO","MOBOT","2480562","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Renvoize, S. A.","Gert G. Hatschbach","Hatschbach 12825",NA,NA,NA,"South America","Brazil","Paraná",NA,"Ponta Grossa","-50.1619444","-25.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2011-03-29 09:46:00-03","MO","MOBOT","1375212","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Denham","Gert G. Hatschbach","Hatschbach 32956","1973","10","25","South America","Brazil","Paraná","Ponta Grossa","Fda. Cambiju. Campo sêco","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,"1",NA
"24","2018-10-09 16:32:06-03","UFLA","ESAL","24304","S","Plantae",NA,NA,"Poaceae","Paspalum","repandum","Paspalum repandum","(Nees) G.H.Rua & Valls","Massensini Jr.; A.","Mansanares, ME; Campos, CCF; Domingos, DQ","1896","2010","10","15",NA,"Brasil","Minas Gerais","Carrancas","Chapada das Perdizes, Ponto 5 - estrada acima do Complexo da Zilda","-44.643889","-21.5775",NA,"Projeto CSBC; Erva cespitosa, estigmas vináceos, frutos imaturos verdes e marrons, campo queimado após 1 mês.",NA,NA,"2017",NA,NA,"-44.643889","-21.5775",NA,NA,"01",NA,NA,NA
"25","2020-09-02 16:37:35-03","Cenargen","CEN","35561","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","repandum","Paspalum repandum","(Nees) G.H.Rua & Valls","J. F. M. Valls","Luisa Thereza Dombrowski","6468","1976","10","11",NA,"Brasil","PR","PONTA GROSSA","Próximo à Vila Velha.","-50.1618995666504","-25.0949993133545","Exsicatas","Em campo, forma touceira abundante. Doação Museu Botânico Municipal - Curitiba.","CEN00035561","CEN00035561","2015","46557","auto",NA,NA,NA,NA,"09",NA,"1",NA
"26","2020-09-02 16:37:35-03","Cenargen","CEN","101273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","repandum","Paspalum repandum","(Nees) G.H.Rua & Valls","J. F. M. Valls","João Aguiar Nogueira Batista","2164","2007","11","01",NA,"Brasil","MG","MOEDA","Serra da Moeda. Entrada para Moeda, cerca de 33 km S de Belo Horizonte a partir deo entrocamento do anel rodoviário com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 1 km após e entrocamento com a BR 040.","-44.950833","-20.2725","Exsicatas","Área queimada durante a seca. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119845.","CEN00101273","CEN00101273","2017",NA,NA,"-44.950833","-20.2725","1429","1429","10",NA,"1",NA
"27","2020-09-02 16:37:35-03","Cenargen","CEN","30678","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","repandum","Paspalum repandum","(Nees) G.H.Rua & Valls","J. F. M. Valls","Gert Guenther Hatschbach","59639","1993","10","19",NA,"Brasil","PR","TIBAGI","Rodovia Castro-Tibagi, Km 24","-50.4136009216309","-24.5093994140625","Exsicatas","Doação - Museu Botânico Municipal (Curitiba).","CEN00030678","CEN00030678","2015","56988","auto",NA,NA,NA,NA,"09",NA,"1",NA
"28","2019-11-13 11:29:05-03","USP","SPF","104549","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","Longhi-Wagner, HM","Joly, AB","s.n.","1945","02","14",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"SPF00104549","SPF00104549","2002","46557","auto",NA,NA,NA,NA,"01",NA,NA,NA
"29","2021-02-08 12:54:38-03","UFRGS","ICN","174214","S","Plantae","Monocotyledon",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Ness ex Trin) Parodi",NA,"Borges, RAX","74","2004","04","08","América do Sul","Brasil","MG","Ouro Branco","Serra de Ouro Branco.","-43.607778","-20.505",NA,"Erva. Campo sujo, próximo à mata de galeria.",NA,NA,NA,NA,NA,"-43.607778","-20.505","1105","1105",NA,NA,NA,NA
"30","2021-02-08 12:54:38-03","UFRGS","ICN","190410","S","Plantae","Monocotyledon",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Ness ex Trin) Parodi",NA,"Borges, RAX","74","2004","04","08","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco 20°30'17 6S 43°39'26 6W","-43.657222","-20.504722",NA,"Erva.; Campo sujo, próximo à mata de galeria.",NA,NA,NA,NA,NA,"-43.657222","-20.504722","1105","1105",NA,NA,NA,NA
"31","2021-02-18 17:09:34-03","FEPAGRO","BLA","5635","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees) Parodi","J. F. M. Valls","A. A. Araújo","174","1952","11","26",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Habitat: Campo nativo após queima.","BLA005635",NA,"1971","46557","auto",NA,NA,NA,NA,"08",NA,NA,"23"
"32","2021-02-18 17:09:34-03","FEPAGRO","BLA","5102","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Thrasyopsis","aff. repanda","Thrasyopsis aff. repanda","(Nees ex Trin.) Parodi","A. A. Araújo","A. A. Araújo","136","1950","02","16",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha - Parque Estadual","-50.1618995666504","-25.0949993133545",NA,"Habitat: CaranátivaPa","BLA005102",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 10:17:05-03","IBt","SP","58444","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi","Burman, AG","Joly, AB","1178","1950","11","10",NA,"Brasil","Paraná","Vila Velha","Est. Parana.",NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,"10",NA,NA,"13"
"34","2019-11-21 10:17:05-03","IBt","SP","23222","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi","Toledo, JMF","Hoehne, FC","s.n.","1928","11","01",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"1949","46557","auto",NA,NA,NA,NA,"04",NA,NA,"28"
"35","2019-11-21 10:17:05-03","IBt","SP","145538","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi","Longhi Wagner, H","Silva, TS","263","1977","01","16",NA,"Brasil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"1999","40712","auto",NA,NA,NA,NA,"08",NA,NA,NA
"36","2019-11-21 10:17:05-03","IBt","SP","9884","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi","Toledo, JF","Loefgren, A","CGG192","1887","09","25",NA,"Brasil","São Paulo","Itapetininga","Subida para Mata Secca. Procurada pelo gado.","-48.0499992370605","-23.5900001525879",NA,NA,"SP010130","SP010130","1949","40712","auto",NA,NA,NA,NA,"04",NA,NA,"28"
"37","2019-11-21 10:17:05-03","IBt","SP","9885A","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Nees ex Trin.) Parodi","Longhi Wagner, H","Puttemanns, A","s.n.","1902","09","18",NA,"Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"1999","31119","auto",NA,NA,NA,NA,"08",NA,NA,NA
"38","2014-09-23 10:59:15-03","G","G","G00168438","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Trin.) Parodi","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=135424&base=img&lang=en","G00168438","G00168438",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"ISOTYPUS of Panicum repandum Trin.",NA,NA
"39","2014-09-23 10:59:15-03","G","G","G00168437","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Trin.) Parodi","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=135423&base=img&lang=en","G00168437","G00168437",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"ISOTYPUS of Panicum repandum Trin.",NA,NA
"40","2014-09-23 10:59:15-03","G","G","G00168439","S","Plantae",NA,NA,"Poaceae","Thrasyopsis","repanda","Thrasyopsis repanda","(Trin.) Parodi","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=135425&base=img&lang=en","G00168439","G00168439",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"ISOTYPUS of Panicum repandum Trin.",NA,NA
