"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"53","2009-06-24 20:50:00-03","MO","MOBOT","2969082","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Jason R. Swallen","Swallen 7216","1945","10","27","South America","Brazil","Rio Grande do Sul","Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-06-24 20:50:00-03","MO","MOBOT","2970220","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Jason R. Swallen","Swallen 7215","1945","10","27","South America","Brazil","Rio Grande do Sul","Roadside, Instituto Agronomic do Sul, Pelotas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2009-08-07 05:32:00-03","MO","MOBOT","2970737","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Rubén A. Montes","Montes 1205","1982","8","10","South America","Venezuela","Guárico","Palmar del río Orituco, 16 km Sur de la Estación Biologica de Los Llanos, Calabozo.",NA,NA,NA,NA,"G. Davidsem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2009-08-07 05:32:00-03","MO","MOBOT","2970894","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Rubén A. Montes","Montes 721","1981","10","14","South America","Venezuela","Guárico","Palmar del río Orituco, 16 km Sur de la Estación Biologica de Los Llanos, Calabozo.",NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","977687","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","R.G. Carnevali","Carnevali 1724","1969","11","20","South America","Argentina","Corrientes","Dep. Goya: Colonia Progreso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-11-15 05:15:00-02","MO","MOBOT","977695","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Antonio C. Krapovickas|et al.","Krapovickas 24159","1973","12","10","South America","Argentina","Corrientes","Depto. Ituzaingó. Loc. Isla Apipé Grnade, Puerto San Antonio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-01-21 11:52:00-02","MO","MOBOT","233911","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Elsa M. Zardini|R. Velázquez","Zardini 19575","1990","3","3","South America","Paraguay","Cordillera","14 km W of Arroyos y Esteros. West side of basin.",NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone (SI)",NA,"-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","302"
"60","2008-05-27 22:02:00-03","MO","MOBOT","1233971","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|et al.","Zuloaga 3312","1987","11","30","South America","Argentina","Corrientes","Ruta Nac. 12, 25 km de Itá Ibaté hacia Corrientes.",NA,NA,NA,NA,"F.O. Zuloaga, 1998 (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1233986","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|et al.","Zuloaga 3099","1987","11",NA,"South America","Argentina","Corrientes","Dpto. Gral. Alvear: de Alvear a Santo Tomé, 12 km de Alvear.",NA,NA,NA,NA,"F.O. Zuloaga, 1998 (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","1233994","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Thomas R. Soderstrom|M. Carvalho","Soderstrom 1163","1964","11","10","South America","Brazil","Pará","Belém; Instituto Agronómico do Norte. Cultivated at grass plot 57.",NA,NA,NA,NA,"F.O. Zuloaga, 1998 (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-12-01 18:05:00-02","MO","MOBOT","2228838","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Camilo L. Quarín","Quarín 1752",NA,NA,NA,"South America","Argentina","Corrientes",NA,NA,NA,NA,NA,"Zuloaga, F. O.","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","223195","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Osvaldo Morrone|José F. Pensiero","Morrone 346","1992","4","26","South America","Paraguay","Cordillera","Próximo a Tobati.",NA,NA,NA,NA,"O. Morrone, 1999 (SI)",NA,"-57.08333","-25.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","26"
"65","2013-10-15 10:54:00-03","MO","MOBOT","231428","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Elsa M. Zardini|C. Velázquez","Zardini 17142","1989","12","23","South America","Paraguay","Cordillera","14 km W of Arroyos y Esteros.",NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone (SI)",NA,"-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","228"
"66","2010-12-01 18:05:00-02","MO","MOBOT","2342158","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Camilo L. Quarín","Quarín 4125","1994","7","28","South America","Argentina","Corrientes","36 km E de Itá Ibaté, ruta 12",NA,NA,NA,NA,"Quarín, C. L., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2010-12-01 18:05:00-02","MO","MOBOT","2396076","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Camilo L. Quarín","Quarín 4125","1994","7","28","South America","Argentina","Corrientes","36 km E de Itá Ibaté, ruta 12",NA,NA,NA,NA,"Quarín, C. L., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-04-25 09:42:00-03","MO","MOBOT","240540","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Elsa M. Zardini|R. Velázquez","Zardini 24741","1990","12","1","South America","Paraguay","Caaguazú","Arroyo Cambay, 32 km S of Arroyo Yhú.",NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone (SI)",NA,"-55.9166667","-25.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","491"
"69","2018-05-17 05:29:00-03","MO","MOBOT","2406208","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5797","1996","4","22","South America","Argentina","Corrientes","Ruta Nac. 12, de Posadas a Ituzaingó, km 1305",NA,NA,NA,NA,"Morrone, O., /05/","Ituzaingó","-56.21666","-27.53333","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-05-17 05:29:00-03","MO","MOBOT","2406228","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5800","1996","4","23","South America","Argentina","Corrientes","Ruta Prov. 38, 6 km de Ruta Nac. 12 hacia Ruta Nac. 14",NA,NA,NA,NA,"Morrone, O., //","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-05-17 05:29:00-03","MO","MOBOT","2406249","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5373","1996","4","11","South America","Argentina","Corrientes","De Santo Tomé a Virasoro, Ruta Nac. 14",NA,NA,NA,NA,"Morrone, O., /05/","Santo Tomé","-56.1","-28.18333","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","241948","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Émile Hassler","Hassler 12383","1913","12",NA,"South America","Paraguay","Central","Lake Ypacaray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-07-27 09:22:00-03","MO","MOBOT","2429487","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6928","1999","2","26","South America","Argentina","Corrientes","Ruta Nac. 118 y empalme con Ruta Prov. 6",NA,NA,NA,NA,"Morrone, O. & Zuloaga, F. O.","San Miguel","-57.5","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-07-27 09:22:00-03","MO","MOBOT","2430320","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7112","2000","10","15","South America","Argentina","Corrientes","Ruta Nac. 12, 20 km al E de Ituzaingó",NA,NA,NA,NA,"Zuloaga, F. O.","Ituzaingó","-56.48333","-27.58333","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-05-09 05:09:00-03","MO","MOBOT","2442102","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Maria M. Arbo|Aurelio Schinini|G.J. Seijo","Arbo 8419","1999","11","23","South America","Argentina","Corrientes","Paraje Galarza",NA,NA,NA,NA,"Caponio, I., //","Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2012-05-09 05:09:00-03","MO","MOBOT","2442117","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Maria M. Arbo|Aurelio Schinini|G.J. Seijo","Arbo 8521","1999","11","25","South America","Argentina","Corrientes","Galarza, proximo al puesto de guardaparques",NA,NA,NA,NA,"Caponio, I., //","Santo Tomé","-56.683333","-28.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2014-02-23 17:36:00-03","MO","MOBOT","2477046","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","C. Orth","Orth 2734",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-08-21 20:53:00-03","MO","MOBOT","2517339","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Bernardo Rosengurtt","Rosengurtt 6416",NA,NA,NA,"South America","Uruguay","Rivera",NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-12-22 05:01:00-02","MO","MOBOT","2518654","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Teodoro Rojas","Rojas 14022",NA,NA,NA,"South America","Paraguay","Boquerón",NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","2968474","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Troels M. Pedersen","Pedersen 10842","1974","12","5","South America","Argentina","Corrientes","Estancia Buena Vista.",NA,NA,NA,NA,"Morrone & Zuloaga","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","2968861","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Troels M. Pedersen","Pedersen 13436","1982","10","29","South America","Argentina","Corrientes","Estancia La Yela; Estancia Las Tres Marias.",NA,NA,NA,NA,"TMP","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","2969153","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Balduino Rambo","Rambo 44049","1949","10","24","South America","Brazil","Rio Grande do Sul","Barreto Viana pr. S. Poldo Loe.",NA,NA,NA,NA,"Morone & Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-08-10 05:49:00-03","MO","MOBOT","2969560","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Amaro Macedo","Macedo 3972","1955","8","5","South America","Brazil",NA,"Belén.",NA,NA,NA,NA,"Morrone & Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","2969687","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Troels M. Pedersen","Pedersen 2604","1954","2","8","South America","Argentina","Corrientes","Santa Maria.",NA,NA,NA,NA,"Zuloaga & Morrone","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2011-03-01 10:04:00-03","MO","MOBOT","2970028","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Balduino Rambo","Rambo 2734","1935","10","23","South America","Brazil",NA,"S. Loepoldo, RGS, Brasilia In dumetosis.",NA,NA,NA,NA,"C. Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-11-15 05:15:00-02","MO","MOBOT","2970241","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak|R.I. Maruñak|Sara G. Tressens","Krapovickas 19998","1971","10","6","South America","Argentina","Corrientes","Ensenada Grande, Ruta 12.",NA,NA,NA,NA,"Rosengurtt","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","977720","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","C. Guarin","Guarin 3555","1977","11","18","South America","Argentina","Corrientes","Depto. San Roque. Loc. Chavarria (Localidad del Tipo de P. guaraniticum Par.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","977737","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Troels M. Pedersen","Pedersen 11476","1976","11","13","South America","Brazil","Rio Grande do Sul","Wet ground. Mpio. Julio de Castilhos: BR 158, between Abacatu & Vendo.",NA,NA,NA,NA,"B. Rosengurtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","977684","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum guaraniticum","(Parodi) Roseng., B.R. Arrill. & Izag.","Balduino Rambo","Rambo 43885","1949","10","12","South America","Brazil","Rio Grande do Sul","Caí",NA,NA,NA,NA,"J.L. De Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guaraniticum",NA,NA,NA,NA,NA,NA,NA
"90","2014-11-30 21:41:00-02","MO","MOBOT","977715","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum guaraniticum","(Parodi) Roseng., B.R. Arrill. & Izag.","Camilo L. Quarín|B.L. Burson","Quarín 3628","1979","6","22","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guaraniticum",NA,NA,NA,NA,NA,NA,NA
"91","2017-11-24 14:12:07-02","UFLA","ESAL","422","S","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,"; ; ;",NA,NA,"Regina Célia de Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-12-19 11:20:08-03","UFG","UFG","8839","S","Plantae",NA,NA,"Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","Zanatta, M.; De Marco; Fernandes; Nienaber & Santos","44","1972","10","10",NA,"Brasil","Rio Grande do Sul","Campus IPEAS-UFPEL.",NA,"Comum.","UFG0008839","UFG0008839",NA,"Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"93","2021-01-26 14:12:51-03","CPACT","ECT","2692","PreservedSpecimen","Plantae","Embryophyta",NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","M.M.Marchi; I.Goulart","3124","2011","10","31",NA,"Brasil","Rio Grande do Sul","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 3 de monitoramento.",NA,NA,"ECT0002692","ECT0002692","M.M.Marchi","Tapes","-51.368333","-30.545556","50","50",NA,NA,"51º22'6''W","30º32'44''S",NA,NA,NA,NA,"2011","11","16",NA,NA
"94","2020-09-12 05:00:02-03","US","US","1721272","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","guaraniticum","Paspalum guaraniticum","Parodi","L. R. Parodi","12140","1934","11","14","South America","Argentina","Corrientes","Chavarria.",NA,NA,"US00140198",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","1057321","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. Hassler","12383","1913","12",NA,"South America","Paraguay","Central","Ypacaray.",NA,NA,"US00323785",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","1037280","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. Hassler","12383","1913","12",NA,"South America","Paraguay","Central","Lake Ypacaray.",NA,NA,"US00140223",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-02 16:37:15-03","Cenargen","CEN","12135","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","cromyorrhizon x ionanthum","Paspalum cromyorrhizon x ionanthum",NA,"Camilo Luis Quarín","3912","1980","12","12",NA,"Argentina",NA,"Logrado en la Facultad de Ciencias Agrarias, Universidad Nacional del Nordeste.","Exsicatas","Paspalum cromyorrhizon Trin. X Paspalum ionanthum Chase - Híbrido interespecífico (F1 nº 1). Mediante cruzamientos experimentales controlados entre: Progenitor femenino: Paspalum ionanthum Q-3555 (2n=40); progenitor masculino: P. cromyorrhizon Q-3222 (2n=40). Doação - Instituto de Botânica Del Nordeste - Argentina.","CEN00012135","CEN00012135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-02 16:37:23-03","Cenargen","CEN","11646","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","Romeo Carnevali","5985","1983","02","16",NA,"Argentina",NA,"Prov. de Corrientes. Dep. Itatí. La Plamira, ruta 12, a 37 Km E Itatí","Exsicatas","En pastizal sobre loma arenosa, próximo al bosque. Doação do Herbário de Romeo Carnevali.","CEN00011646","CEN00011646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-02 16:37:23-03","Cenargen","CEN","89961","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","12263","1989","12","04",NA,"Brasil","RS","21 km a leste do viaduto para Itacorubi, na BR - 287.","Exsicatas","Inflorescências longamente exsertas.","CEN00089961","CEN00089961","J. F. M. Valls","SANTIAGO","-54.883333","-29.133333","470","470",NA,NA,"-54.883333","-29.133333",NA,NA,NA,NA,"1989","12",NA,"2",NA
"100","2020-09-02 16:37:23-03","Cenargen","CEN","89974","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","José Francisco Montenegro Valls","12279","1989","12","05",NA,"Brasil","RS","3,5 km ao norte da primeira ponte sobre o rio Vacaria, desde Santa Maria para a BR- 290.","Exsicatas","Inflorescências eretas longamente exsertas.","CEN00089974",NA,"J. F. M. Valls","SANTA MARIA","-53.75","-29.816666","180","180",NA,NA,"-53.75","-29.816666",NA,NA,NA,NA,"2013","08",NA,"2",NA
"101","2020-09-02 16:37:23-03","Cenargen","CEN","90514","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. J. Martinez","4","2013","12","18",NA,"Argentina",NA,"Corrientes, Ituzaingó","Exsicatas","Población en borde de canal de agua al costado de un pinar, terreno bajo plantas de gran tamaño, acompañadas por Eryngium, Paspalum notatum, P. masculosum, P. plicatulum, P. urvillei, Panicum, Brachiaria, Digitaria, schizachyrium, Vernonia, axonopus, Andropogon, Doação do Herbario CTES","CEN00090514","CEN00090514","E. J. Martinez & A. I. Honfi",NA,"-56.271944","-27.820833","76","76",NA,NA,"-56.271944","-27.820833",NA,NA,NA,NA,"2014",NA,NA,"1",NA
"102","2020-09-02 16:37:23-03","Cenargen","CEN","90518","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. J. Martinez","8","2013","12","19",NA,"Argentina",NA,"Corrientes, Concepción, ruta 118, a 60 km de Saladas","Exsicatas","Al borde de cañada, suelo franco-arenoso, no anegado, plantas de 0,8 - 1,8 m alt, heterogéneas en plena floración, coloración desde rojizo púrpura a verde, semillas abundantes, acomp. por Paspalum notatum, P. nicorae, andorpogon lateralis, Schizachyrium, Doação do Herbario CTES","CEN00090518","CEN00090518","E. J. Martinez & A. I. Honfi",NA,"-58.054166","-28.237222","69","69",NA,NA,"-58.054166","-28.237222",NA,NA,NA,NA,"2014",NA,NA,"1",NA
"103","2020-09-02 16:37:23-03","Cenargen","CEN","90519","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. J. Martinez","10","2014","01","06",NA,"Argentina",NA,"Corrientes, General Paz, ruta pcial 5","Exsicatas","Suelo arenoso, pobl. extensa a ambos lados de la ruta, final de floración, acomp. Paspalum notatum, P. oteroi, Andropogon lateralis, Schizachyrium, Eustachys, Brachiaria, Axonopus, Doação do Herbario CTES","CEN00090519","CEN00090519","E. J. Martinez & A. L. Zilli",NA,"-57.054166","-27.753333","63","63",NA,NA,"-57.054166","-27.753333",NA,NA,NA,NA,"2014",NA,NA,"1",NA
"104","2020-09-02 16:37:23-03","Cenargen","CEN","90520","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. J. Martinez","11","2014","01","06",NA,"Argentina",NA,"Corrientes, Mburucuyá, Parque Nac. Mburucuyá, Ea Santa Teresa, sendero yatay","Exsicatas","Suelo arenoso, pobl. extensa a orillas del estero y palmar, de 3 km a 10 - 20 m ancho, algumas inflorescencias púrpuras, plena floratión avanzada, acomp. por P. oteroi, Andropogon lateralis,(abundante) Doação do Herbario CTES","CEN00090520","CEN00090520","E. J. Martinez & A. L. Zilli",NA,"-58.036111","-28.033611","51","51",NA,NA,"-58.036111","-28.033611",NA,NA,NA,NA,"2014",NA,NA,"1",NA
"105","2020-09-02 16:37:23-03","Cenargen","CEN","90521","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","ionanthum","Paspalum ionanthum","Chase","E. J. Martinez","12","2014","01","07",NA,"Argentina",NA,"Corrientes, Goya, ruta nac. 12, km 810, 15 km E de Goya","Exsicatas","Ambiente seco, suelo arenoso, cerca de laguna , fin de floración, acomp. por Andropogon lateralis, Leesia, Luziola, Eustachys, Paspalum oteroi, Doação do Herbario CTES","CEN00090521","CEN00090521","E. J. Martinez & A. L. Zilli",NA,"-59.096388","-29.165","60","60",NA,NA,"-59.096388","-29.165",NA,NA,NA,NA,"2014",NA,NA,"1",NA
