"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"16","2021-03-31 13:38:35-03","MN","R","1556","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Pennington,T.","Andrade, N.","s.n.","1915","12",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,"07","22",NA,NA,NA
"17","2021-03-31 13:38:35-03","MN","R","65854","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Pennington,T.","?","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,"07","22",NA,NA,NA
"18","2021-01-14 15:28:22-03","MN","R","65877","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Arroyo, M.K.","Glaziou, A.F.M.",NA,"1894","09","18",NA,"Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,"Gabinete de Botânica da Escola Polytechnica; Herb. J. de Saldanha","R000065877","R000065877_001 R000065877_002 R000065877_003",NA,NA,NA,NA,NA,"1975","48462","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:38:35-03","MN","R","43581","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Pennington, T.",NA,"s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Paraiba do Sul",NA,"-43.2928009033203","-22.1618995666504",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","22368","auto",NA,"07","22",NA,NA,NA
"20","2021-01-14 15:28:22-03","MN","R","66929","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Pennington,T.","?","s.n.","1848",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","57442","auto",NA,"07","22",NA,NA,NA
"21","2021-01-14 15:28:22-03","MN","R","65868","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Arroyo, M.K.","?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Barreira do Soberbo","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","21463","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:38:35-03","MN","R","69188","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","T. Pennington","Peckolt, O.","s.n.","1934","08",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ipiabas","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","57442","auto",NA,"07","22",NA,NA,NA
"23","2021-01-14 15:28:22-03","MN","R","6475","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Arroyo, M.K.","Brito, H.S.","27","1916",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","57442","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:38:35-03","MN","R","131325","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Pennington,T.","Lutz, B.M.J.","1493","1939","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","57442","auto",NA,"07","22",NA,NA,NA
"25","2021-03-31 13:38:35-03","MN","R","131324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","T. Pennington","Lutz, B.M.J.","1493","1939","09",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","57442","auto",NA,"07","22",NA,NA,NA
"26","2019-02-22 11:46:13-03","IPA","IPA","47789","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C. de","Andrade-Lima; et al.; et al.","9647","1979","08","02","Southern America","Brasil","Pernambuco","Pesqueira","Serra do Ororubá","-36.6963996887207","-8.35778045654297",NA,NA,"IPA0047789",NA,NA,NA,NA,NA,NA,"1998","36615","auto",NA,"08",NA,NA,NA,NA
"27","2019-08-27 13:29:14-03","IAP","PACA-AGP","87417","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Andira","ormosioides","Andira ormosioides","Benth.","H.C. Lima","Sehnem, A.","9511","1967","10","05",NA,"Brasil","SC","Florianópolis","Lagoa do Peri","-48.5491981506348","-27.596700668335",NA,"Habitat: arbor in silva","PACA087417",NA,NA,NA,NA,NA,NA,"2009","27000","auto","Magnoliatae","06",NA,NA,NA,NA
"28","2019-08-27 13:29:14-03","IAP","PACA-AGP","58241","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Andira","ormosioides","Andira ormosioides","Benth.","H.C. Lima","Klein","208","1949","10","18",NA,"Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,"HBR 4599.&nf;Altura 15m. Habitat: mata Fenofase: flor Hábito: árvore","PACA058241",NA,NA,NA,NA,"50","50","2009","19684","auto","Magnoliatae","06",NA,NA,NA,NA
"29","2019-08-27 13:29:14-03","IAP","PACA-AGP","87421","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Andira","ormosioides","Andira ormosioides","Benth.","H.C. Lima","Sehnem, A.","9556","1967","10","05",NA,"Brasil","SC","Florianópolis","Peri.","-48.5491981506348","-27.596700668335",NA,"fl. pardo-lilases Habitat: arbor parva in silva","PACA087421",NA,NA,NA,NA,NA,NA,"2009","27000","auto","Magnoliatae","06",NA,NA,NA,NA
"30","2021-03-24 17:09:07-03","UFES","SAMES","9458","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1548","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Coletas próximo a sede da reserva. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"7 m alt., casca escamosa, castanho-clara. Coberta por indumento castanho. Folhas discolores: abaxial verde, adaxial verde-escuro. Estéril. Em mais de 4 anos de pesquisa, esse indivíduo nunca foi encontrado fértil. Imediatamente ao lad","SAMES09458",NA,NA,"-398200000.0","-182372222.0","65","65","2019","41644","auto",NA,"11","11",NA,NA,NA
"31","2019-11-21 14:36:00-03","UFJF","CESJ","35073","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","V.R. Scalon","J.O. Augustin; R.M. Castro; V.R. Almeida","CESJ35073","2001","11","10","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore, ca 6m alt, em borda de mata. Frutos imaturos verdes, cálice persistente. Muitos coleópteros presentes se reprodu","CESJ035073",NA,NA,NA,NA,NA,NA,"2003","11991","auto",NA,"02",NA,NA,NA,NA
"32","2019-11-21 14:36:00-03","UFJF","CESJ","36349","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","V.R. Scalon","R.C. Forzza; V.R. Scalon; A.V. Lopes","2088","2002","03","03","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arvoreta, ca 3m alt. Folhas levemente discolores. Frutos quase negros","CESJ036349",NA,NA,NA,NA,NA,NA,"2003","11991","auto",NA,"02",NA,NA,NA,NA
"33","2019-08-20 10:12:07-03","UNICAMP","UEC","145324","S","Plantae","Magnoliopsida",NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.",NA,"Lima, HC; Sylvestre, LS; Silva, W","6483","2006","12","13",NA,"Brazil","Rio de Janeiro","Nova Iguaçu","REBIO, Tinguá, Boa Esperaça, cerca de 1 km. após o portão da Rebio. Floresta de terras baixas.","-43.451099395752","-22.7591991424561",NA,"Árvore com 21 metros de altura. Tronco pardo-acinzentado, liso ou levemente estriado, DAP 50 cm. Frutos jovens esverdeados. Ocasional.","UEC150899","UEC150899",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:29:55-03","UNICAMP","UEC","160259","S","Plantae","Magnoliopsida",NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Silva, ED","Garcia, FCP; et al.","490","1989","09","04",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha atrás do alojamento.","-45.0699996948242","-23.4300003051758",NA,"4m de altura. Cálice escuro e pétalas velhas escuras.","UEC017283","UEC017283",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:08:00-03","UFRPE","PEUFR","19754","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","M.R.C.S. Melo","101","1995","07","14",NA,"Brasil","Pernambuco","Caruaru","Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.31",NA,"Árvore com ca. de 2 m de alt.; cálice escuro; pétalas lilás com base esbranquiçada","PEUFR019754",NA,NA,"36°00'00W","8°18'36S","1100","1100","1998",NA,NA,NA,"08",NA,NA,NA,NA
"36","2020-06-12 17:27:35-03","UFRPE","PEUFR","33483","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","L.M. Nascimento; M.J.N. Rodal; E.R. Almeida","160","1998","11","26",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Rita","-36.400556","-8.216667",NA,"Árvore de ca. de 8 m de alt.; indumento castanho nos ramos jovens; frutos imaturos verdes","PEUFR033483",NA,NA,"36°24'02W","8°12'60S",NA,NA,"2002",NA,NA,NA,"12",NA,NA,NA,NA
"37","2019-11-19 14:08:00-03","UFRPE","PEUFR","46332","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","R. T. Queiroz","J. S. Gomes; A. P. Oliveira; E. C. Barbosa","83","2005","05","10",NA,"Brasil","Pernambuco","Igarassu","Mata da Usina São José/ Mata do Pezinho","-35.02405","-7.801725",NA,"Arvoreta lenhosa com 1,75m; indivíduo nº 275; folhas verdes discolores; material vegetativo.","PEUFR046332",NA,NA,"35º01'26.58W","07º48'6.21S","90","90","2017",NA,NA,NA,"04","04",NA,NA,NA
"38","2019-11-19 14:08:00-03","UFRPE","PEUFR","33482","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","A.G. da Silva; L.M. Nascimento","149","2002","12",NA,NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Ponta","-36.408056","-8.213889",NA,"Árvore de ca. de 4 m de alt.; frutos imaturoa marrons","PEUFR033482",NA,NA,"36°24'29W","8°12'50S","960","960","2002",NA,NA,NA,"12",NA,NA,NA,NA
"39","2019-11-19 14:08:00-03","UFRPE","PEUFR","33484","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","L.M. Nascimento; A.G. da Silva","370","2000","03","28",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Ponta","-36.408056","-8.213889",NA,"Árvore de ca. de 4 m de alt.; frutos imaturos verdes e cálice persistente","PEUFR033484",NA,NA,"36°24'29W","8°12'50S",NA,NA,"2002",NA,NA,NA,"12",NA,NA,NA,NA
"40","2019-11-19 14:08:00-03","UFRPE","PEUFR","33485","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","L.M. Nascimento; A.G da Silva; A.M. da Silva; C.A.M. de Oliveira","244","1999","09","14",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Ponta","-36.408056","-8.213889",NA,"Árvore de ca. de 3 m de altura","PEUFR033485",NA,NA,"36°24'29W","8°12'50S",NA,NA,"2002",NA,NA,NA,"12",NA,NA,NA,NA
"41","2020-06-12 17:27:35-03","UFRPE","PEUFR","36007","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Andira","ormosioides","Andira ormosioides","Benth.","H.C. de Lima","L.M. Nascimento; Eudes; Adriano","498","2001","03","20",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.416667","-8.187222",NA,"Árvore de ca. de 5 m de alt.; flores com pétalas rosa escuro; sépalas com pêlos ferrugíneos","PEUFR036007",NA,NA,"36°24'60W","8°11'14S",NA,NA,"2002",NA,NA,NA,"12",NA,NA,NA,NA
"42","2020-04-22 16:20:07-03","UFPB","JPB","56729","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Andira","ormosioides","Andira ormosioides","Benth.",NA,"Ordones, J; et al.","980","2002","08","27","Southern America","Brasil","Minas Gerais","Furnas",NA,NA,NA,NA,"; HABITAT: Cerrado; DESC: Arbóreo.","JPB0056729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-12 19:26:00-03","UFPB","JPB","65438","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Andira","ormosioides","Andira ormosioides","Benth.","Bazante, ML","Coutinho, TS; Alves, M; Bazante, ML; Silva, CA; Silva, FP","113","2015","12","21","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Mata Xanguá","-35.1161003112793","-8.59082984924316",NA,"; HABITAT: Mata Atlântica; DESC: Árvore ca. 5m alt., frutos verdes, imaturos","JPB0065438",NA,NA,NA,NA,NA,NA,"2016","20997","auto",NA,"04","02",NA,NA,NA
"44","2019-11-06 09:55:20-03","UFOP","OUPR","18716","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, L.C.P.","Lisboa, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","16300","auto",NA,"08","07",NA,NA,NA
"45","2019-11-06 09:55:20-03","UFOP","OUPR","21108","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.","1782","2008","02","22",NA,"Brasil","Minas Gerais","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793",NA,"Arbusto. Frutos drupáceos. Esécie abundante. Em quartzito",NA,NA,NA,NA,NA,NA,NA,"2011","33524","auto",NA,"02","26",NA,NA,NA
"46","2019-11-06 09:55:20-03","UFOP","OUPR","18730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C.","Rapalo, J.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,"Mata. árvore. Flores violáceas",NA,NA,NA,NA,NA,NA,NA,"2009","16921","auto",NA,"05","27",NA,NA,NA
"47","2019-11-06 09:55:20-03","UFOP","OUPR","6738","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C.","Messias, M.C.T.B.","s.n.","1996","10","28",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Casa Branca","-42.9085998535156","-20.4164009094238",NA,"Mata ciliar. Árvore. Em botões florais pálidos",NA,NA,NA,NA,NA,NA,NA,"2009","16921","auto",NA,"05","27",NA,NA,NA
"48","2019-11-06 09:55:20-03","UFOP","OUPR","6393","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C.","Messias, M.C.T.B.","s.n.","1996","09","07",NA,"Brasil","Minas Gerais","Ponte Nova","Fazenda Casa Branca","-42.9085998535156","-20.4164009094238",NA,"Mata ciliar. Árvore. Em botões florais pálidos",NA,NA,NA,NA,NA,NA,NA,"2009","16921","auto",NA,"05","27",NA,NA,NA
"49","2019-11-06 09:55:20-03","UFOP","OUPR","12901","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C.","Cruz, N.D.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","34265","auto",NA,"05","27",NA,NA,NA
"50","2020-04-27 16:09:44-03","UFES","VIES","1060","S","Plantae",NA,NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.","Lima, H.C. de","Pereira, O.J.; Fabris, L.C.","528","1986","09","04",NA,"Brasil","Espírito Santo","Fundão","Rodovia Eng. Josil E. Agostim Km 10.","-40.4067001342773","-19.9325008392334",NA,NA,"VIES001060","VIES001060",NA,NA,NA,NA,NA,"2000","27186","auto",NA,"10",NA,NA,NA,NA
"51","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","624","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Andira","ormosioides","Andira ormosioides","Benth",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000624",NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
