"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","imagecode","identifiedBy","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","eventTime","fieldNumber","infraspecificEpithet","relatedCatalogItem","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","02674894","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","D. Piotto","2982","2010","06","10","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671439' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674894","Magnoliophyta","Boraginales","Cham.","Bahia","NY02674894_01","D. Piotto","Parque Est. Serra do Conduru","-39.08","-14.42","120","300","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","448591","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. M. Arbo","7219","1997","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448591","Magnoliophyta","Boraginales","Cham.","Bahia","NY00448591_01","J. A. Kallunki","BR-101, Proximidades de la represa Pedra do Cavalho, sobre el río Paraguaçu","-39.02","-12.58","100","200","Governador Mangabeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","448587","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","T. S. dos Santos","3438","1979","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448587","Magnoliophyta","Boraginales","Cham.","Bahia","NY00448587_01","J. A. Kallunki","Km 18 da Rodovia Itiruçu/Maracás (BA 554). Folha SD24 (13-40c)","-40.1503","-13.5319",NA,NA,"Itiruçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","448590","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","A. M. Amorim","1892","1996","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448590","Magnoliophyta","Boraginales","Cham.","Bahia","NY00448590_01","J. A. Kallunki","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada Paralela ao Rio Maruim","-39.08","-15.15",NA,NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 17:05:00-03","NY","NYBG","1016327","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. N. S. Stapf","239","2004","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016327","Magnoliophyta","Boraginales",NA,"Bahia","NY01016327_01","M. N. S. Stapf","Beira da estrada Caem a Saúde","-40.4064","-11.1158","500","500","Jacobina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03687113","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","W. W. Thomas","15023","2009","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330725' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687113","Magnoliophyta","Boraginales","Cham.","Paraíba","NY03687113_01","J. A. Kallunki","Reserva Biológica Guaribas, Area 3, reserva Rio Tinto, ca. 5 km ENE of Mamanguape, at edge of town of Rio Tinto.","-35.08431","-6.8047","50",NA,"Rio Tinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 17:05:00-03","NY","NYBG","01093084","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. N. S. Stapf","333","2004","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1247027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093084","Magnoliophyta","Boraginales",NA,"Bahia","NY01093084_01",NA,"Marambaia: Estrada Marambaia - Taboquinhas.","-39.1228","-14.3547","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00858097","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","D. C. Daly","D575","1980","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858097","Magnoliophyta","Boraginales","Cham.","Maranhão","NY00858097_01","J. A. Kallunki","Fazenda Côco, 70 km E of Barra do Corda on BR 226.","-44.72","-5.33",NA,NA,"Tuntum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2447098","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","A. P. do N. Prata","2257","2010","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303148' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447098","Magnoliophyta","Boraginales","Cham.","Sergipe","NY02447098_01","O. Kosovsky","RPPN Mata do Crasto, interior da mata. Próxima da fonte do Boi.","-37.4192","-11.3872",NA,NA,"Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00858098","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. F. F. da Silva","1171","1983","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858098","Magnoliophyta","Boraginales","Cham.","Maranhão","NY00858098_01","J. A. Kallunki","Rodovia á 6 km da cidade de Grajaú.","-46.1383","-5.8194",NA,NA,"Grajaú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","448589","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","J. G. Jardim","75","1993","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448589","Magnoliophyta","Boraginales","Cham.","Bahia","NY00448589_01","J. A. Kallunki","Cachoeira do Paulista. Entrada no km 10 da estrada Saúde/Jacobina. Ca. 6 km a partir da entrada","-40.4189","-10.9411",NA,NA,"Saúde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01405133","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","J. R. Pirani","3025","1994","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272135' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405133","Magnoliophyta","Boraginales","Cham.","Espírito Santo","NY01405133_01","J. S. Miller","Reserva Biológica de Córrego Grande (IBAMA), a 31 km de Pedro Canário (na Avenida Aracruz) e 6 km da Base do IBAMA.","-39.803704","-18.260749",NA,NA,"Conceiçao da Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 17:05:00-03","NY","NYBG","01091901","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","W. Hoehne","s.n.","1951","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091901","Magnoliophyta","Boraginales",NA,"São Paulo","NY01091901_01","W. Hoehne","Próximo à Limeira.","-47.4","-22.56",NA,NA,"Limeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00858102","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","G. G. Hatschbach","55203","1991","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858102","Magnoliophyta","Boraginales","Cham.","Minas Gerais","NY00858102_01","H. Förther","Lagoinha.","-43.0281","-15.7433",NA,NA,"Porteirinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00858101","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","J. Jangoux","1724","1981","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858101","Magnoliophyta","Boraginales","Cham.","Tocantins","NY00858101_01","J. A. Kallunki","Fazenda Mucambo, 11 km from town.","-47.42","-6.33",NA,NA,"Tocantinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00858105","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","A. F. C. P. Saint-Hilaire",NA,"1816",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858105","Magnoliophyta","Boraginales","Cham.","Minas Gerais","NY00858105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00858099","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","T. C. Plowman","9315","1980","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858099","Magnoliophyta","Boraginales","Cham.","Maranhão","NY00858099_01","J. A. Kallunki","Bananal, 15 km S of Imperatriz along Belém-Brasília highway (BR 010)","-47.43","-5.67","290","290","Imperatriz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 17:05:00-03","NY","NYBG","1016342","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. N. S. Stapf","344","2004","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146086' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016342","Magnoliophyta","Boraginales",NA,"Bahia","NY01016342_01",NA,"Una - Santa Luzia, km 12.2","-39.1725","-15.2514","135","135","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","03687111","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","W. W. Thomas","15048","2009","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331104' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687111","Magnoliophyta","Boraginales","Cham.","Paraíba","NY03687111_01","J. A. Kallunki","Reserva Biológica Guaribas, Area 2, Posto de Cimento","-35.1792","-6.7089","130",NA,"Mamanguape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 17:48:00-03","NY","NYBG","1144870","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","D. B. O. S. Cardoso","1254","2006","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144870","Magnoliophyta","Boraginales",NA,"Bahia","NY01144870_01",NA,"ARIE Serra do Orobó, entrada da Fazenda Leão dos Brejos.","-40.5164","-12.4169","398","398","Itaberaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","448572","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","J. Almeida","1310","1972","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448572","Magnoliophyta","Boraginales","Cham.","Rio de Janeiro","NY00448572_01","J. A. Kallunki","Brasil-GB","-43.2075","-22.9031",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 17:06:00-03","NY","NYBG","448588","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","A. H. Gentry","49737","1985","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448588","Magnoliophyta","Boraginales",NA,"Rio de Janeiro","NY00448588_01","J. S. Miller","Niteroi-Silva Jardim road","-42.83","-22.75","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02098511","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","L. A. Pereira","357","2012","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2488554' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098511","Magnoliophyta","Boraginales","Cham.","Paraíba","NY02098511_01","J. A. Kallunki","Sítio Alagamar. Fragmento Pb 114 (Projeto Pau-Brasil).","-35.0831","-6.9414",NA,NA,"Rio Tinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00858103","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","G. T. Prance","58483","1964","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858103","Magnoliophyta","Boraginales","Cham.","Tocantins","NY00858103_01","N. Taroda","South of Miracema do Norte.","-48.375738","-9.661235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 17:05:00-03","NY","NYBG","1016325","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","M. N. S. Stapf","236","2004","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146030' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016325","Magnoliophyta","Boraginales",NA,"Bahia","NY01016325_01","M. N. S. Stapf","Itatim: Estrada Itatim - Castro Alve, frente, ao aeroporto, BR 101.","-39.47","-12.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01095555","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","W. W. Thomas","13741","2004","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797018' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095555","Magnoliophyta","Boraginales","Cham.","Minas Gerais","NY01095555_01","M. N. Sánchez de Stapf","Estação Repetidora de Salto da Divisa, 1.9 km S of road from Salto da Divisa to Itajimirim, 7.1 km E of Salto da Divisa.","-39.9214","-16.0286","495","495","Salto da Divisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","448581","PreservedSpecimen","Plantae","Boraginaceae","Cordia","superba","Cordia superba","P. K. H. Dusén","16248","1915","01","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=74606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448581","Magnoliophyta","Boraginales","Cham.","Paraná","NY00448581_01","N. Laroda","Jaguariahyva","-49.713647","-24.340602","740","740","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
