"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"93","2019-11-27 13:49:19-03","UFS","ASE","29313","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Gomes, C","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000667","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade, RS","162","2007",NA,NA,"Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,NA,NA,"2015","-37.511389","-11.519444","06","18",NA,NA,NA,NA,NA,NA
"94","2019-11-27 13:49:19-03","UFS","ASE","3218","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Carneiro, EM","Southern America","Brasil",NA,NA,"arbusto. folhas compostas e alternas, flores amarelas vistosas.; arbusto. folhas compostas e alternas, flores amarelas vistosas.; Restinga","ASE0014843","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"493","1983","05","18","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167",NA,NA,NA,"2018","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-27 13:49:19-03","UFS","ASE","4175","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Fonseca, MR","Southern America","Brasil",NA,NA,"trepadeira. flores amarelas claras.; trepadeira. flores amarelas claras.; Capoeira de mata","ASE0015500","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"ASE4175","1985","05","24","Sergipe","Aracaju","Morro do Urubu","-37.054111","-10.892164",NA,NA,NA,"2018","-37.054111","-10.892164",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-27 13:49:19-03","UFS","ASE","9820","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lemos, R; Souza, S; Souza, J; Souza, C; Fernandes L.","Southern America","Brasil",NA,NA,"arbusto. 1,5. m. flores amarelas.; arbusto. 1,5. m. flores amarelas.; Mata Atlantica","ASE0010681","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"7111","2002","11","07","Alagoas","Pilar","Unidade de produção de gas natural/ campo Petrobra, fazenda Lamarão","-35.921667","-9.617778","ASE0010681",NA,NA,NA,"-35.921667","-9.617778",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-27 13:49:19-03","UFS","ASE","24028","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Viana, G","Southern America","Brasil",NA,NA,"Arbusto escandente, flores amarelas.; Arbusto escandente, flores amarelas.; Caatinga hiperxerofila, Arbustivo arbórea.","ASE0029355","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","2117","1988","06","18","Bahia","Paulo Afonso","Reserva Ecologica do Raso da Catarina","-42.5334","-10.0643","ASE0029355",NA,NA,"2015","-42.5334","-10.0643","08",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-27 13:49:19-03","UFS","ASE","35471","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Santana Júnior, JA; Schettino, SC; Figueiredo, MAM","Southern America","Brasil",NA,NA,"Arbusto. Aproximadamente 1,60 m. Flores amarelas. Frutos imaturos verdes.; Mata Atlântica","ASE0036311","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Santana Júnior, JA","468","2015","11","06","Sergipe","Japaratuba","Povoado São José, No entorno da Caverna das Vespas","-36.5257","-10.3758","ASE0036311",NA,NA,"2015","-36.5257","-10.3758","11","10",NA,NA,NA,NA,NA,NA
"99","2019-11-27 13:49:19-03","UFS","ASE","31295","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Oliveira, OF; Araújo, JE; Freitas, JDO","Southern America","Brasil",NA,NA,"Arbusto; coletado na mata; solo arenoso; frequente; flor amarela.","ASE0002718","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","1482","1980","11","10","Rio Grande do Norte","Canguaretama",NA,"-35.094","-6.22","ASE0002718",NA,NA,"2015","-35.094","-6.22","08",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-27 13:49:19-03","UFS","ASE","31718","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Oliveira, OF; Araújo, JE; Freitas, JDO","Southern America","Brasil",NA,NA,"Arbusto. Coletado na mata; frequente.","ASE0003745","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Carregosa, T","822","1980","04","29","Rio Grande do Norte","Martins","Serra de Martins, Solo bem drenado","-37.56","-6.033","ASE0003745",NA,NA,"2015","-37.56","-6.033","08",NA,NA,NA,NA,NA,NA,NA
"101","2019-11-27 13:49:19-03","UFS","ASE","20981","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Calazans, C; Almeida, T; Oliveira, A","Southern America","Brasil",NA,NA,"Mata Ciliar.","ASE0010704","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"427","2009","12","18","Sergipe","Estância","Nascente 6","-37.2552","-11.1635","ASE0010704",NA,NA,NA,"-37.2552","-11.1635",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-27 13:49:19-03","UFS","ASE","32915","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Souza, JO; Andrade, RS; Landim, MF; Malaquias, EC; Pereira, BV","Southern America","Brasil",NA,NA,"Trepadeira. Pétalas amarelas.; Mata Atlântica.","ASE0004650","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Andrade, RS","4","2014","12","02","Sergipe","Indiaroba","P.A. 5 de janeiro, Borda da mata","-37.354829","-11.262481","ASE0004650",NA,NA,"2015","-37.354829","-11.262481","06","18",NA,NA,NA,NA,NA,NA
"103","2019-11-27 13:49:19-03","UFS","ASE","12906","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Fernandes, ACM","Southern America","Brasil",NA,NA,"Trepadeira, herbácia com gavinhas. Folhas compostas, contém 9 folíolos conjugados 3 a 3. Folhas alternadas sem estípulas. Pétalas brancas.; Trepadeira, herbácia com gavinhas. Folhas compostas, contém 9 folíolos conjugados 3 a 3. Folha","ASE0020552","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"2","1995","10","14","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, Próximo ao primeiro riacho.","-37.2081","-10.4583","ASE0020552",NA,NA,"2018","-37.2081","-10.4583",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-27 13:49:19-03","UFS","ASE","10694","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Landim, M; Santos, E","Southern America","Brasil",NA,NA,"Arbusto escandente; flores com pétalas amarelas; frutos imaturos verdes; borda da mata.; Arbusto escandente; flores com pétalas amarelas; frutos imaturos verdes; borda da mata.; Mata Atlântica.","ASE0010686","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Matos, IS","1578","2006","10","31","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Rod. Humberto Mandarino.","-37.1837","-10.5954","ASE0010686",NA,NA,NA,"-37.1837","-10.5954",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-27 13:49:19-03","UFS","ASE","32717","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Santana Júnior, JA; Silva, EJ; Santos, E","Southern America","Brasil",NA,NA,"Arbusto. Aproximadamente 2m. Flor amarela.; Mata Atlântica.","ASE0004302","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Santana Júnior, JA","102","2014","12","15","Sergipe","Japaratuba","Povoado São José, No entorno da Caverna Casa do Caboclo","-36.5624","-10.3536","ASE0004302",NA,NA,"2015","-36.5624","-10.3536","09","02",NA,NA,NA,NA,NA,NA
"106","2019-11-27 13:49:19-03","UFS","ASE","28832","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Barbosa, P; Santos, E","Southern America","Brasil",NA,NA,"Aproximadamente 3m. Flores amarelas. UTM: 724273E; 8823117N; Mata Atlântica.","ASE0001152","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby","Silva, ACC","3B","2013","03","07","Sergipe","Japaratuba","Próximo ao Fosso CP1234, Próximo ao Pólo de Tratamento de Resíduos de Jericó.","-36.5624","-10.3536","ASE0001152",NA,NA,"2013","-36.5624","-10.3536",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-27 13:49:19-03","UFS","ASE","3177","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Carneiro, EM","Southern America","Brasil",NA,NA,"arbusto. flores amarelas, folhas compostas e alternas.; arbusto. flores amarelas, folhas compostas e alternas.; bordo de mata subperenefolia","ASE0014811","Magnoliophyta",NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"689","1983","05","04","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.2654","-11.2103",NA,NA,NA,"2018","-37.2654","-11.2103",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-20 10:14:54-03","UNICAMP","UEC","91962","S","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Ivanauskas, NM",NA,"Brazil",NA,NA,"Arbusto, 2m flores amarelas.","UEC144234","Magnoliopsida",NA,"miscadena","(Vogel) H.S.Irwin & Barneby","Bortoluzzi, RLC","122","1995","04","18","São Paulo","Pariquera-Açu","Estação do Instituto Agronômico, Floresta Atlântica.","-47.866667","-24.608333",NA,NA,NA,"2004","-47.866667","-24.608333","11",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-19 14:07:41-03","UFRPE","PEUFR","17416","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","angulata","Senna angulata",NA,"M.J.N. Rodal",NA,"Brasil",NA,NA,"Arbusto ca. De 1,5 m de alt.; flores com pétalas amarelas; eixo da inflorescÊncia com brácteas verdes; sépalas amarelas; estames creme","PEUFR017416",NA,NA,NA,"(Vogel) H.S. Irwin & Barneby",NA,"372","1994","09","16","Pernambuco","Buíque","Trilha das Torres","-37.166667","-8.616667",NA,"790","790","1995","37°10'00W","8°37'00S","08",NA,NA,NA,NA,NA,NA,NA
"110","2020-04-22 16:20:58-03","UFPB","JPB","30472","PreservedSpecimen","Plantae","Leguminosae","Senna","angulata","Senna angulata",NA,"Barbosa, MR; César, EA; Dionísio, GO; Lima, IB; Lima, JR; Cunha, JP; Pereira, MS; Costa-Sant","Southern America","Brasil",NA,NA,"; DESC: Subarbusto, flores amarelas.",NA,"Angiosperma","Dicotyledon",NA,"(Vogel) H.S.Irwin & Barneby","Lima, IB","2470","2002","08","03","Alagoas","Murici","Fazenda Boa Vista, Serra do Ouro.","-35.836111","-9.236111",NA,"587","587","2016","-35.836111","-9.236111","03","11",NA,NA,NA,NA,NA,NA
"111","2020-04-22 16:20:58-03","UFPB","JPB","30501","PreservedSpecimen","Plantae","Leguminosae","Senna","angulata","Senna angulata",NA,"Barbosa, MR; César, EA; Dionísio, GO; Lima, IB; Lima, JR; Cunha, JP; Pereira, MS; Costa-Sant","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"(Vogel) H.S.Irwin & Barneby","Lima, IB","2499","2002","08","03","Alagoas","Murici","Fazenda Boa Vista, Serra do Ouro.","-35.836111","-9.236111",NA,"587","587","2016","-35.836111","-9.236111","03","11",NA,NA,NA,NA,NA,NA
"112","2021-02-26 21:55:37-03","UFPB","JPB","66293","PreservedSpecimen","Plantae","Leguminosae","Senna","angulata","Senna angulata miscadena",NA,"Souto, FS; Agra, MF; Mangueira, Y; Fechine, J","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Estacional Semidecidual; DESC: Arbusto, ca. 2 m alt., estípulas caducas, folhas 4-folioladas, flor ausente, frutos imaturos.","JPB0066293","Angiosperma","Dicotyledon","miscadena","(Vogel) H.S.Irwin & Barneby","Queiroz, RT","166","2019","07","12","Paraíba","Matureia","Pico do Jabre, Topo do Pico, Brejo de Altitude","-37.410333","-7.26",NA,NA,NA,"2019","-37.410333","-7.26","07","22",NA,NA,NA,NA,NA,NA
"113","2019-11-06 09:55:38-03","UFOP","OUPR","20420","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Messias, M.C.T.B.; Scalon, V.R.",NA,"Brasil",NA,NA,"Campo rupestre. Arbusto 2m. Flores amarelas. Fedegoso.",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","1321","2007","05","17","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,"2016",NA,NA,"05","10","22051","auto",NA,NA,NA,NA
"114","2019-11-06 09:55:38-03","UFOP","OUPR","19600","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Capões de mata. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","s.n.","1977","05","24","Minas Gerais","Ouro Preto","Engenheiro Correia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"02",NA,"44599","auto",NA,NA,NA,NA
"115","2019-11-06 09:55:38-03","UFOP","OUPR","19598","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Capões de mata. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","s.n.","1977","05","24","Minas Gerais","Ouro Preto","Fazenda das Candeias","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"02",NA,"44599","auto",NA,NA,NA,NA
"116","2019-11-06 09:55:38-03","UFOP","OUPR","19597","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Beira de estrada. Arbusto. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","s.n.","1972","06","03","Minas Gerais","Ouro Preto","Funil","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"11","23","44599","auto",NA,NA,NA,NA
"117","2019-11-06 09:55:38-03","UFOP","OUPR","19606","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto escandente. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","s.n.","1976","05","07","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2016",NA,NA,"05","10","44599","auto",NA,NA,NA,NA
"118","2019-11-06 09:55:38-03","UFOP","OUPR","19605","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Cerrado. Arbusto. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","s.n.","1976","04","27","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2016",NA,NA,"05","10","44599","auto",NA,NA,NA,NA
"119","2019-11-06 09:55:38-03","UFOP","OUPR","19603","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Cerrado. Arbusto. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","s.n.","1976","04","27","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2016",NA,NA,"05","10","44599","auto",NA,NA,NA,NA
"120","2019-11-06 09:55:38-03","UFOP","OUPR","19596","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Flores amarelas",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","s.n.","1975","05","09","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"11","23","44599","auto",NA,NA,NA,NA
"121","2019-11-06 09:55:38-03","UFOP","OUPR","19589","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","s.n.","1975","05","09","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"11","23","44599","auto",NA,NA,NA,NA
"122","2019-11-06 09:55:38-03","UFOP","OUPR","18700","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Magalhães-Gomes, F.M.",NA,"Brasil",NA,NA,"Fr. lutei. Ex Herb. Magalhães Gomes n. 840",NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rosignoli-Oliveira, L.G.","s.n.","1893","03",NA,"Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,"2016",NA,NA,"05","10","26090","auto",NA,NA,NA,NA
"123","2019-11-06 09:55:38-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Messias, M.C.T.B.",NA,"Brasil",NA,NA,"Cultivada. Arbusto. Laxante , purgativo",NA,NA,NA,"angulata","(Vogel) H.S.Irwin & Barneby","Dutra, V.F.","131","1993","04","13","Minas Gerais","Ouro Preto","Campus da UFOP","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2001",NA,NA,"11",NA,"44599","auto",NA,NA,NA,NA
"124","2019-11-06 09:55:38-03","UFOP","OUPR","19599","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata angulata",NA,"Badini, J.",NA,"Brasil",NA,NA,"Mata. Trepadeira. Flores amarelas",NA,NA,NA,"angulata","(Vogel) H.S.Irwin & Barneby","Badini, J.","s.n.","1977","05","02","Minas Gerais","Ouro Preto","São Julião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"125","2020-04-27 16:10:02-03","UFES","VIES","27220","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Giaretta, A.O.; Pereira, O.J.; Menezes, L.F.T. & Martins, R.F.A.",NA,"Brasil",NA,NA,NA,"VIES027220",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Rossini, J.","27","2007","03","29","Espírito Santo","Linhares","Degredo.","-40.0722007751465","-19.3910999298096","VIES027220",NA,NA,"2010",NA,NA,"11","09","48094","auto",NA,NA,NA,NA
"126","2020-04-27 16:10:02-03","UFES","VIES","26991","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Faria, M.B.; Martins, R.F.A.; Moreira, M.A. & Monteiro, M.M.",NA,"Brasil",NA,NA,NA,"VIES026991",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Ribeiro, M.","143","2008","03","29","Espírito Santo","São Mateus","Guriri.","-39.8588981628418","-18.716100692749","VIES026991",NA,NA,"2010",NA,NA,"11","05","56510","auto",NA,NA,NA,NA
"127","2020-04-27 16:10:02-03","UFES","VIES","2459","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Pereira, O.J.; Gomes, J.M.L. & Fabris, L.C.",NA,"Brasil",NA,NA,NA,"VIES002459",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Lima, H.C. de","1435","1988","03","24","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701","VIES002459",NA,NA,"2008",NA,NA,"08","22","16451","auto",NA,NA,NA,NA
"128","2020-04-27 16:10:02-03","UFES","VIES","17553","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Chagas, A.P.; Peterle, P.L. & Valadares, R.T.",NA,"Brasil",NA,NA,NA,"VIES017553",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Chagas, A.P.","42","2009","05","09","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","VIES017553",NA,NA,"2009",NA,NA,"05","09","28401","auto",NA,NA,NA,NA
"129","2021-02-12 18:12:10-03","UFES","VIES","2787","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Vinha, P.C.",NA,"Brasil",NA,NA,NA,"VIES002787",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Lima, H.C. de","s.n.","1988","03","23","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701","VIES002787",NA,NA,"2008",NA,NA,"08","22","16451","auto",NA,NA,NA,NA
"130","2020-04-27 16:10:02-03","UFES","VIES","6704","S","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Pereira, O.J.; Gomes, J.M.L. & Júnior, I.V.",NA,"Brasil",NA,NA,NA,"VIES006704",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","Weiler Júnior, I.","4517","1993","03","18","Espírito Santo","Serra","Bicanga.","-40.3078002929688","-20.1285991668701","VIES006704",NA,NA,"1993",NA,NA,"04",NA,"16451","auto",NA,NA,NA,NA
"131","2021-03-21 19:35:58-03","UFC","EAC","40701","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Lyra-Lemos, R.P.; et al.","Southern America","Brasil",NA,NA,"Arbusto, ereto, Frutos imaturos e maduros.; Mata Atlântica","EAC0040701","Dicotyledon",NA,NA,"(Vogel) H.S.Irwin & Barneby","Santos, M.R.","7080","2002","11","07","Alagoas","Pilar","Unidade de produção de gás natural, Campo Petrobrás, mata do Lamarão, frequentemente na borda da mata.","-35.921667","-9.617778","EAC0040701",NA,NA,NA,"-35.921667","-9.617778",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:28:01-03","MBM","MBM","28163","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"R.L.C. Bortoluzzi","MBM028163",NA,NA,"miscadena","(VogelVogel) IrwinIrwin & Barneby & Barneby","Burkart, A.","3042",NA,NA,NA,"Paraná","Bocaiúva do Sul","Carijó","-49.1150016784668","-25.2061004638672","MBM028163",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"133","2020-12-21 16:28:01-03","MBM","MBM","8588","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","Southern America","Brazil",NA,NA,NA,"MBM008588",NA,NA,"miscadena","(VogelVogel) IrwinIrwin & Barneby & Barneby","Bortoluzzi, R.L.C.","20728","1969","01","14","Paraná","Bocaiúva do Sul","Rio Capivari, Sesmaria","-49.1150016784668","-25.2061004638672","MBM008588",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"134","2020-12-21 16:28:01-03","MBM","MBM","384467","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Dunaiski Jr.; A.","Southern America","Brazil",NA,NA,"Arbusto com flores amarelas.","MBM384467",NA,NA,"miscadena","(Vogel) H.S. Irwin & Barneby","Cordeiro, J.","s.n.","1998","03","07","Paraná","Campina Grande do Sul","Pico do Paraná","-49.0553016662598","-25.3055992126465","MBM384467",NA,NA,"2012",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"135","2020-12-21 16:28:01-03","MBM","MBM","208829","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Barboza, E.; Silva, J.M.; Silva, J.M.","Southern America","Brazil",NA,NA,NA,"MBM208829",NA,NA,"miscadena","(VogelVogel) IrwinIrwin & Barneby & Barneby","Bortoluzzi, R.L.C.","62",NA,NA,NA,"Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465","MBM208829",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"136","2020-12-21 16:28:01-03","MBM","MBM","2924","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM002924",NA,NA,"miscadena","(VogelVogel) IrwinIrwin & Barneby & Barneby","Barneby, R.","16200",NA,NA,NA,"Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","MBM002924",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"137","2020-12-21 16:28:01-03","MBM","MBM","67818","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata miscadena",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM067818",NA,NA,"miscadena","(VogelVogel) IrwinIrwin & Barneby & Barneby","Barneby, R.","24025",NA,NA,NA,"Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708","MBM067818",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"138","2020-12-21 16:28:01-03","MBM","MBM","69295","PreservedSpecimen","Plantae","Fabaceae","Senna","angulata","Senna angulata",NA,"Kuhlmann, M.","Southern America","Brazil",NA,NA,NA,"MBM069295",NA,NA,NA,"(VogelVogel) IrwinIrwin & Barneby & Barneby",NA,"s.n.",NA,NA,NA,"São Paulo","São Paulo","Anhembi","-46.6300010681152","-23.5400009155273","MBM069295",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"139","2015-09-04 02:45:28-03","MNHN","RECOLNAT_MNHN_P","P00684204","PreservedSpecimen",NA,"Fabaceae","Senna","angulata","Senna angulata",NA,"Saint-Hilaire, A. de",NA,"Brésil","hb",NA,". . Voyage d´ Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00684204' target='other'> <mi>dwc_moreinfo</mi></a>","P00684204",NA,NA,NA,"(Vogel) H.S.Irwin & Barneby",NA,NA,"1816","1","1","Minas Gerais",NA,"Brésil, province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P00684204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b1 1326",NA,NA,NA
