"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-04-08 17:41:13-03","EAO","IAN","200194","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,"Gama, MMB de","15","2009","07","22","Southern America","Brasil","Rondônia","Presidente Médici","Vegetação de pastagem, Neossolo.","-62.298333","-1.772222",NA,"Copa capitata esférica, altura 8m, circunferência 88cm, ramidicaçõa cimosa, caule tortuoso, casca lisa, base do tronco garras, sapopemas lombo reto, frutos verde/marrom.","IAN200194",NA,NA,NA,NA,"-62.298333","-1.772222","248","248",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:11:25-03","NBC","NL-BOTANY","U 0098182","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,"Ducke A",NA,"1933","01","01","Southern America","Brazil","Acre",NA,"Seringal Iracema, Rio Acre (Territorio Acre).",NA,NA,NA,"Silva non inundabili.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200098182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0098182","NL-U0098182","isotype",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","13315 A",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:11:25-03","NBC","NL-BOTANY","U 0271744","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,"IBDF/Brasilia",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271744",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw31053",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:11:25-03","NBC","NL-BOTANY","U.1245141","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","Smith AC","Krukoff BA",NA,"1939","07","01","Southern America","Bolivia","La Paz",NA,"Bolivia: Department of La Paz: Province of S.Yungas: Basin of Rio Bopi, Asunta (near Evenay).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1245141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1245141","NL-U1245141",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0180159",NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:17:06-03","UFV","VIC","43257","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","Lima, H.C.","Lima, H.C.","2682",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,"Árvore de 12 m, casca lisa, DAP 40 cm,inflorescências erectas,botões com cálice verde e corola verde velutíneo, flores levemente perfumadas. Caducícola durante a floração, flores em álcool 70.","VIC043257","VIC043257",NA,"1986",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"16","2021-04-07 11:43:36-03","UFMS","CGMS","41255","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","H.C. de Lima","H.C. de Lima; P.S.S de Oliveira; J.M. Caruso","2682","1986","04","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cultivada no Jardim Botânico. seção XIV Canteiro A.","-43.2075004577637","-22.9027996063232",NA,"Papilionoideae. Botões com cálice verde e corola verde velutíneo. Casca lisa. DAP 40cm. Flores levemente perfumadas. Caducifolia durante aFloração. Duplicata: HUEFS. Doação do RB.","CGMS1071237",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"17","2021-04-07 11:43:36-03","UFMS","CGMS","41259","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","H.C. de Lima","H.C. de Lima","2073","1983","10","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico. Seção XI. Canteiro A.","-43.2075004577637","-22.9027996063232",NA,"Papilionoideae.Material estéril para análise quimica. Doação do RB","CGMS1071241",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"18","2019-03-16 16:14:12-03","UNEMAT","HERBAM","15660","S","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","Rodrigues, L","Rodrigues, L.; Lopes, A. .R. & Sardinha, S. .M.","2051321","2016","07","22",NA,"Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Estrela do Sul, Área Seca; Capoeira; Baixadas.","-56.077972","-9.895528",NA,NA,"HERBAM015660",NA,NA,"2017","05","-56.077972","-9.895528","277","277",NA,NA,NA,NA,"24",NA,NA,NA
"19","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","606","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","cearensis","Amburana cearensis acreana","(Allemão) A.C Smith",NA,NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"BOTUW000606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acreana",NA,NA
"20","2013-04-01 09:14:49-03","IPT","BCTW","13519","S","Plantae","Magnoliophyta",NA,NA,"Amburana","acreana","Amburana acreana","(Ducke) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Bolívia","Cochabamba","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"21","2013-04-01 09:14:49-03","IPT","BCTW","13495","S","Plantae","Magnoliophyta",NA,NA,"Amburana","acreana","Amburana acreana","(Ducke) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso","Aripuanã",NA,"-59.4594","-10.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"273871","auto",NA,NA,NA,NA
"22","2013-04-01 09:14:49-03","IPT","BCTW","8489","S","Plantae","Magnoliophyta",NA,NA,"Amburana","acreana","Amburana acreana","(Ducke) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"23","2013-04-01 09:14:48-03","IPT","BCTW","16118","S","Plantae","Magnoliophyta",NA,NA,"Amburana","acreana","Amburana acreana","(Ducke) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"24","2013-04-01 09:14:49-03","IPT","BCTW","14344","S","Plantae","Magnoliophyta",NA,NA,"Amburana","acreana","Amburana acreana","(Ducke) A.C.Smith",NA,NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:25:15-03","MBM","MBM","176032","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Smith","Mantovani, W.","Romaniuc Neto, S.; et al.; et al.","687",NA,NA,NA,"Southern America","Brazil","Rondônia",NA,"Eixo JP-14",NA,NA,NA,NA,"MBM176032","MBM176032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-04 04:22:03-03","MNHN","RECOLNAT_MNHN_P","P03207065","PreservedSpecimen",NA,NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,"Ducke, A.",NA,"1833","3","18",NA,"brésil",NA,NA,"Seringal Tracema, Rio Acre (Territorio Acre)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03207065' target='other'> <mi>dwc_moreinfo</mi></a>","P03207065","P03207065_01 P03207065_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23769",NA
"27","2019-10-20 22:54:00-03","MO","MOBOT","100402780","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","G. P. Lewis, 09 Enero","Rodolfo Vásquez|Rocío Rojas|R. Rivera","Vásquez Martínez 35782","2009","5","26","South America","Peru","Pasco","Oxapampa","Distrito Pozuzo. Carretera Pozuzo-Yanahuanca.","-75.5694445","-10.0386111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"736.00000000",NA,NA,NA,NA,NA,NA,NA,"619","4"
"28","2019-01-31 10:46:00-02","MO","MOBOT","100940721","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez (HOXA)","OSINFOR","OSINFOR VTA 002","2015","7","25","South America","Peru","Junín","Satipo","Distrito Pangoa. Comunidad Nativa Unión Puerto Ashaninka.","-74.2741667","-11.3033333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"815.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2019-01-31 10:48:00-02","MO","MOBOT","100958893","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez (HOXA)","OSINFOR","OSINFOR JAPN 034","2016","5","25","South America","Peru","Ucayali","Atalaya","Distrito Raimondi. Comunidad Nativa Ojeayo.","-73.4813889","-10.5647222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"289.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-01-17 10:25:00-03","MO","MOBOT","101174044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez (HOXA)","Rodolfo Vásquez|Luis Valenzuela G.|Gerry Shareva M.|Jaime Flores|Alexsander Garcia G.|J. Chetilan","Vásquez Martínez 41516","2018","8","26","South America","Peru","Loreto","Ucayali","Distrito Pampa Hermosa. Parque Nacional Cordilleras Azul. Sector Shanshuico.","-76.005","-7.3444444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"432.00000000",NA,NA,NA,NA,NA,NA,NA,"823","1"
"31","2020-09-11 17:10:00-03","MO","MOBOT","101221112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez (HOXA)","Rodolfo Vásquez|Rocío Rojas|Jaime Flores","Vásquez Martínez 43799","2019","10",NA,"South America","Peru","Ucayali","Padre Abad","Distrito Curimana. Conseción Forestal Nuevo Requena.","-75.3272223","-8.3675",NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"871","4"
"32","2010-03-08 15:24:00-03","MO","MOBOT","1429600","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","fide Killeen","Boris A. Krukoff","Krukoff 10596","1939","7","27","South America","Bolivia","La Paz","Sud Yungas","cuenca del Rio Boopi, La Asunta cerca de Evenay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"690.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,"1"
"33","2008-05-27 22:02:00-03","MO","MOBOT","2844270","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","H.C. de Lima","Guillermo Klug","Klug 4064","1935","4",NA,"South America","Peru","San Martín",NA,"Chazuta, Río Huallaga. Forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","2844271","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","M. Toledo (USZ)","Toledo","Toledo 1241","1999","12","2","South America","Bolivia","Pando","Nicolas Suarez","Localidad Villa Bella. Ex-propiedad de El Cata. A 29 Km. SW de Cobija. Bosque alto amazónico.","-66.6","-10.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","2844274","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","C.H. Stirton","* BUGAZO","BUGAZO 125","1980","4","17","South America","Peru",NA,NA,"Camino al R. Semillero km. 96.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-07-24 16:00:00-03","MO","MOBOT","2844283","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","V. Rudd","C.A. Cid Ferreira","Cid Ferreira 8980","1987","5","1","South America","Brazil","Rondônia",NA,"Mun. Alvorada do Oeste. Rondonia. Linha 64, a 04 km. da BR-429 em direcão a Costa Marques. Mata de terre firme, solo argilo pedregoso.","-62.5","-11.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2014-01-06 20:52:00-02","MO","MOBOT","2844279","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Barneby","Douglas C. Daly|C.A. Cid Ferreira|J. Ramos|J.O. Guedes|R. Lima|Y.S. Rivero|L.A. Lima","Daly 6789","1991","5","29","South America","Brazil","Acre",NA,"Mun. Brasiléia. Seringal Porongaba, Colocacào Sà0 José. Primary moist forest on gently undulating terrain. Occasional. Most fertile individuals much larger.","-68.8","-10.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-01-31 10:48:00-02","MO","MOBOT","3334187","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez (HOXA)","Abel Monteagudo|Antonio Peña|Rolando Francis|Samuel Vilca C.|R. Rivera|O. Crispín|S. Chuña|D. Salcedo","Monteagudo Mendoza 11736","2005","11","17","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Reserva Comunal Yanesha. Comunidad Nativa 7 de Junio. Sector Pampa Hermosa. Evaluación de los Recursos del Bosque 0.50 ha.","-75.33333","-10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"39","2019-01-31 10:45:00-02","MO","MOBOT","77359","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.","R. Vásquez","Alwyn H. Gentry|Camilo Díaz S.|O. L. Phillips","Gentry 63437","1988","7","8","South America","Peru","Pasco","Oxapampa","Shiringamazu, ca 20 km S of Iscozacin, Río Palcazu Valley. Wet lowland forest on clay. TRANSECT No. 6","-75.16666","-10.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"88-255","4"
"40","2019-01-25 04:35:00-02","MO","MOBOT","3337559","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis acreana","(Ducke) J.F. Macbr.","G.P. Lewis (K)","Isau Huamantupa|Luis Valenzuela G.|Jim Farfán","Huamantupa Chuquimaco 7379","2006","3","24","South America","Peru","Cusco","La Convención","Dist. Echarate, San Antonio, Cirialo. Bosque seco","-72.91083","-12.66638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320.00000000",NA,NA,NA,NA,NA,NA,"acreana",NA,"3"
"41","2019-01-25 04:35:00-02","MO","MOBOT","3337562","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis acreana","(Ducke) J.F. Macbr.","G.P. Lewis (K)","Isau Huamantupa|Luis Valenzuela G.|Jim Farfán","Huamantupa Chuquimaco 7387","2006","3","25","South America","Peru","Cusco","La Convención","Dist. Echarate, San Antonio, Cirialo. Bosque seco","-72.91083","-12.66638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1320.00000000",NA,NA,NA,NA,NA,NA,"acreana",NA,"2"
"42","2012-09-15 05:09:00-03","MO","MOBOT","3338303","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis acreana","(Ducke) J.F. Macbr.","G.P. Lewis (K)","Jim Farfán","Farfán 968","2006","3","23","South America","Peru","Cusco","La Convención","Dist. Echarate, San Antonio, río Sapapoari. Bosque secundario","-72.92361","-12.64888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1030.00000000",NA,NA,NA,NA,NA,NA,"acreana",NA,"2"
"43","2019-01-25 04:35:00-02","MO","MOBOT","3340439","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis acreana","(Ducke) J.F. Macbr.","G.P. Lewis (K)","Luis Valenzuela G.","Valenzuela Gamarra 6698","2006","3","23","South America","Peru","Cusco","La Convención","Dist. Echarate, San Antonio. Bosque seco","-72.92361","-12.64888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1036.00000000",NA,NA,NA,NA,NA,NA,"acreana",NA,"3"
"44","2020-08-31 09:15:28-03","INPA","INPA","135086","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","Stirton, CH","Silva, MG da","4800","1979","06","06","Southern America","Brasil","Mato Grosso","Aripuanã","BR 174, Projeto Juína, Projeto Juína, ramal paralelo a BR-174, a partir do aeroporto.","-58.7408","-11.3783",NA,NA,"INPA0135086","INPA0135086 INPA0135086_e",NA,"1988",NA,"-58.7408","-11.3783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-03 13:56:16-03","UFF","NIT","NITw1357","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.","Leonardo Bona do Nascimento","L.B. Nascimento",NA,"2019","04","04",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003313",NA,NA,"2019","04",NA,NA,NA,NA,NA,NA,NA,NA,"04",NA,NA,NA
"46","2021-03-03 13:56:16-03","UFF","NIT","NITw324","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,NA,NA,"2013","06","01",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Amostras 66.18 (Nascimento et al. 2015) cedida por madeireira no estado do Rio de Janeiro","NITw00002847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-03 13:56:16-03","UFF","NIT","NITw113","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Amburana","acreana","Amburana acreana","(Ducke) A.C.Sm.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Amostra 66.18 (Nascimento et al. 2015) cedida por madereira no estado do Rio de Janeiro","NITw00002848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","3138157","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.",NA,"M. Nee","34551","1987","3","29","South America - Neotropics","Brazil","Rondônia","Costa Marques","Ca. 5 km nw of costa marques","-64.2333","-12.4167",NA,NA,"US00501915","US00501915_01",NA,NA,NA,NA,NA,"150","150","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","3196442","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Amburana","acreana","Amburana acreana","(Ducke) A.C. Sm.",NA,"C. A. Cid Ferreira","8980",NA,NA,NA,"South America - Neotropics","Brazil","Rondônia",NA,"Amazonica, Mun. Alvorada do Oeste, Rondonia, Linha 64, a 04 km da BR-429 em direacao a Costa Marques","-62.5","-11.42",NA,NA,"US02273540","US02273540_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
