"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"228","2015-06-18 06:28:00-03","MO","MOBOT","286910","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Carlos E. Cerón|Flavio Coello","Cerón Martínez 3282","1988","1","9","South America","Ecuador","Parque Nacional Yasuní. Pozo Amo 2. Bosque húmedo tropical. Bosque primario. Trochas de Amosur.","-76.08333","-0.86666",NA,NA,NA,NA,"H. Balslev (AAU)","Napo",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-2","6",NA,NA
"229","2009-02-11 03:32:00-02","MO","MOBOT","287147","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 5055","1988","9","22","South America","Ecuador","Cantón Aguarico. Parque Nacional Yasuní. Lagunas de Garza Cocha. Bosque húmedo Tropical. Bosque primario cerca a borde del río Garza. Suelo parcialmente inundado.","-75.78333","-1.01666",NA,NA,NA,NA,"C.E. Cerón (QAME)","Napo",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-21","4",NA,NA
"230","2008-05-27 22:02:00-03","MO","MOBOT","287302","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Carlos E. Cerón|Ayala, Judith","Cerón Martínez 9683","1990","4","27","South America","Ecuador","Parroquia Tarapoa. 1 km del Pozo Petrolero Mariann 3 hacia la Reserva Faunística de Cuyabeno. Bosque húmedo Tropical. Bosque primario, suelo inundado. Transectos.","-76.36666","-0.13333",NA,NA,NA,NA,"C. Cerón","Sucumbíos","Lago Agrio","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-18","5",NA,NA
"231","2009-02-12 03:32:00-02","MO","MOBOT","287399","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Carlos E. Cerón|Salazar, Ricardo","Cerón Martínez 11929","1990","9","10","South America","Ecuador","Cooperativa San Pedro de Rucullacta. Bosque Pluvial Premontano. Chacras y Bosque primario. Informantes: Juan & José Shiguango, Pancho y Benancio Salazar.","-77.81666","-0.9",NA,NA,NA,NA,"H. Balslev (AAU)","Napo","Archidona","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-86","10",NA,NA
"232","2009-02-11 03:32:00-02","MO","MOBOT","287523","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Carlos E. Cerón|Carlos Iguago","Cerón Martínez 5545","1988","11","17","South America","Ecuador","Estación Biológica Jatun Sacha. 8 km al este de Misahuallí. Bosque muy húmedo Tropical.","-77.6","-1.06666",NA,NA,NA,NA,"C.E. Cerón (QAME)","Napo",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-30","2",NA,NA
"233","2014-04-04 05:44:00-03","MO","MOBOT","287541","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Alwyn H. Gentry|Rodolfo Vásquez|E. Andrade C.|M. Horna|Peggy Stern","Gentry 28864","1980","7","21","South America","Peru","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay, upland forest on white sand.","-73.5","-3.83333",NA,NA,NA,NA,"R. Beral (COL)","Loreto","Maynas","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-3","2",NA,NA
"234","2014-04-04 05:44:00-03","MO","MOBOT","287551","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Alwyn H. Gentry|Rodolfo Vásquez|E. Andrade C.|M. Horna|Peggy Stern","Gentry 28866","1980","7","21","South America","Peru","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay, upland forest on white sand.","-73.5","-3.83333",NA,NA,NA,NA,NA,"Loreto","Maynas","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-3","1",NA,NA
"235","2018-10-11 09:39:00-03","MO","MOBOT","289526","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre","Lewis 10081","1985","12","3","South America","Peru","Hermosa and vicinity, Río Corrientes, 1 km S of junction with Río Macusari.","-75.8333333","-3.25",NA,NA,NA,NA,"A. Henderson","Loreto","Loreto","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-3","3",NA,NA
"236","2014-08-19 10:11:00-03","MO","MOBOT","289805","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Walter H. Lewis|Memory Elvin-Lewis|Daniel Fast|José Campos de la Cruz","Lewis 12913","1987","3","18","South America","Peru","12 de Octubre, río Tigre. Mostly along river's edge near settlement.","-75.8833333","-2.3333333",NA,NA,NA,NA,"A. Henderson","Loreto","Loreto","255.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-6","3",NA,NA
"237","2009-07-27 10:59:00-03","MO","MOBOT","291260","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Alwyn H. Gentry","Gentry 52307","1985","10","12","South America","Peru","Ca. Km 14 Yurimaguas-Tarapoto road. Palm swamp.","-76.21666","-5.96666",NA,NA,NA,NA,"R. Beral (COL)","Loreto","Alto Amazonas","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-417","4",NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","291772","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Finn Ervik","Ervik 36881","1991","11","22","South America","Ecuador","2.5 km S of Misahuallí and 5 km W of Jatun Sacha, 100 m S of road. Swamp dominated by Mauritia flexuosa and Cyperaceae. Also abundant: Euterpe precatoria and Melastomaceae.","-77.66666","-1.05",NA,NA,NA,NA,"H. Balslev (AAU), 1","Napo",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","291778","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Finn Ervik","Ervik 36882","1991","11","22","South America","Ecuador","2.5 km S of Misahuallí and 5 km W of Jatun Sacha, 100 m S of road. Swamp dominated by Mauritia flexuosa and Cyperaceae. Also abundant: Euterpe precatoria and Melastomaceae.","-77.66666","-1.05",NA,NA,NA,NA,"H. Balslev (AAU)","Napo",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2015-08-12 05:57:00-03","MO","MOBOT","291794","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","H. Balslev","Balslev 69050","1988","4","19","South America","Ecuador","Reserva Faunistica Cuyabeno, just north of Laguna Grande. Tropical rain forest on terra firme.","-76.18333","0.01666",NA,NA,NA,NA,NA,"Sucumbíos",NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2009-02-12 03:32:00-02","MO","MOBOT","292058","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Timothy J. Killeen","Killeen 3855","1992","4","9","South America","Bolivia","Campamento Santa Rosa, 4-5 horas arriba del Río Tuichi desde Rurrenabaque (por lanche). Muestras preservadas en alcohol.","-67.88333","-14.45",NA,NA,NA,NA,"A. Henderson (NY)","La Paz","Franz Tamayo","336.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","15",NA,NA
"242","2014-04-04 05:44:00-03","MO","MOBOT","292480","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9463","1987","8","27","South America","Peru","Dtto. Iquitos. Quistococha. Bosque con suelos hidromorficos (aguajal).","-73.25","-3.75",NA,NA,NA,NA,"R. Beral (COL)","Loreto","Maynas","122.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-34","6",NA,NA
"243","2009-02-11 03:32:00-02","MO","MOBOT","293417","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Alwyn H. Gentry|David N. Smith|Nestor Jaramillo","Gentry 41424","1983","6","3","South America","Peru","Aguaytia-Tingo Maria road, ca 10 km W of Aguaytia. Swampy roadside.","-75.58333","-9.25",NA,NA,NA,NA,"A. Henderson","Ucayali",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-102","5",NA,NA
"244","2008-10-10 03:33:00-03","MO","MOBOT","294155","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Robin B. Foster","Foster 9728","1984","7","29","South America","Peru","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest. High old floodplain and hilly uplands.","-71.41666","-11.83333",NA,NA,NA,NA,"J. Dransfield (K)","Madre de Dios","Manu","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-38","5",NA,NA
"245","2008-10-10 03:33:00-03","MO","MOBOT","294161","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Robin B. Foster","Foster 9729","1984","7","29","South America","Peru","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest. High old floodplain and hilly uplands.","-71.41666","-11.83333",NA,NA,NA,NA,"J. Dransfield (K)","Madre de Dios","Manu","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-38","5",NA,NA
"246","2008-05-27 22:02:00-03","MO","MOBOT","3277617","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Stephan G. Beck|et al.","Beck 10181","1984","3","3","South America","Bolivia","Luisita, W del Río Beni","-67.25","-13.08333",NA,NA,NA,NA,NA,"La Paz","Abel Iturralde","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2009-02-11 03:32:00-02","MO","MOBOT","3416973","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","James L. Zarucchi|Michael J. Balick","Zarucchi 1750","1976","6","25","South America","Colombia","Mitu.","-70.21666","1.25",NA,NA,NA,NA,"M.J. Balick","Vaupés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2009-12-10 08:57:00-02","MO","MOBOT","3446092","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","G.M. Armistead","Armistead 1282","1990","6","13","South America","Peru","Dtto. Fernando Lores. Rio Amazonas, Isla de Aguajal","-72.35","-4.1",NA,NA,NA,NA,"McDaniel","Loreto","Maynas","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2009-12-10 08:57:00-02","MO","MOBOT","3452134","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","G.M. Armistead","Armistead 1231","1990","5","31","South America","Peru","Dtto. Fernando Lores. Rio Amazonas, Isla de Aguajal, swamp forest over peat.","-72.35","-4.1",NA,NA,NA,NA,NA,"Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2009-02-12 03:32:00-02","MO","MOBOT","76993","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Thomas B. Croat","Croat 18153","1972","7","15","South America","Peru","Ca. 6 km southwest of Iquitos beyond San Juan.",NA,NA,NA,NA,NA,NA,"Henderson","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"249","4",NA,NA
"251","2009-02-12 03:32:00-02","MO","MOBOT","881138","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Armando Grijalva","Grijalva 726","1994","3","10","South America","Ecuador","Parque Nacional Yasun. Comunidad Pompeya. Vivero Forestal de la Fundacin Jatun Sacha. Plntulas germinadas en el vivero para ensayos de reforestacin de la carretera y oleoducto de Maxus. Bosque húmedo Tropical.","-76.6","-0.43333",NA,NA,NA,NA,"H. Balslev (AAU)","Napo","Orellana","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","882509","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","J. Richard Abbott","Abbott 15574","1994","11","14","South America","Ecuador","Jatun Sacha Biological Station; 8 km east of Puerto Misahualli; south side of Río Napo. Tropical wet forest. Collected in swampy floodplain woods.","-77.6","-1.06666",NA,NA,NA,NA,"J.R. Abbott (BEREA)","Napo","Tena","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2009-02-12 03:32:00-02","MO","MOBOT","943276","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Antony Jardim","Jardim 929","1994","6","12","South America","Bolivia","35 km al norte de Puerto América, entrando bosque alto hasta cerca el río Manuripi. Aguajale con mucho Mauritia flexuosa, Socratea, Euterpe, Cyathea, Sloanea sp.,común tambien Cariniana domestica, Symphonia globulifera, varios arbustos de Rubiaceae y Melastomataceae con muchas ant gardens. Substrato podzol,gris, hondo, siempre inundada casi pura arena de silica y muy poco arcillo.","-67.98333","-11.73333",NA,NA,NA,NA,"A. Henderson","Pando","Manuripi","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2013-01-28 05:13:00-02","MO","MOBOT","967970","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","René Guillén V.|F. Mayle|Pablo Solíz|Juan Surubí","Guillén Villarroel 4040","1995","8","19","South America","Bolivia","Parque Nacional Noel Kempff Mercado.; Bahía 4 Vientos; entrando 6,7 km del campamento la Poza del Tigre. Yomomal con Mauritiela y Mauritia y gran cantidad de gramíneas y graminoides.","-61.38805","-13.73388",NA,NA,NA,NA,"A. Henderson","Santa Cruz","Velasco","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"255","2015-08-12 05:57:00-03","MO","MOBOT","2624461","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","H. Balslev|Lois Brako","Balslev 4321","1983","6","18","South America","Ecuador","Coca to Lago Agrio road, near Eno. Tropical rain forest, roadside.","-76.88333","-0.08333",NA,NA,NA,NA,NA,"Napo",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2010-11-22 14:40:00-02","MO","MOBOT","2383971","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L. f.","Bolívar Freire|Diego Naranjo","Freire 480","2004","1","30","South America","Ecuador","Reserva Étnica Huaorani. Comunidad Ñoneno a 165 km al sur del Coca por la vía Auca. Río Shiripuno, 2 horas en canoa aguas abajo. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.8863889","-1.0425",NA,NA,NA,NA,NA,"Orellana","Loreto","245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"257","2015-05-20 10:33:33-03","UFERSA","MOSS","11777","S","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Batista, E.S.","1","2009","07","17","América do Sul","Brasil","Sítio Sossego","-42.836944","-5.093889",NA,NA,NA,NA,"Oliveira, O.F. de","Maranhão","Timon",NA,NA,"2009","08","04","42W50'13","5S05'38",NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-08-31 09:19:19-03","INPA","INPA","274609","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Perigolo, NA","183","2012","09","19","Southern America","Brasil","12Km NW de Abunã, margem direita do rio Madeira, a 4km da margem do rio.","-65.33","-9.596667",NA,NA,"INPA0274609",NA,NA,"Rondônia","Abunã","108","108","2012","09",NA,"-65.33","-9.596667",NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-01-10 20:51:50-03","INPA","INPA","221985","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Souza, JE da C.","B13","2007","08","07","Southern America","Brasil","AM 10 Km 215 Faz. Aruanã. Vegetação secundária. Baixio.","-58","3",NA,NA,"INPA0221985","INPA0221985 INPA0221985_e","Souza, JE da C.","Amazonas","Itacoatiara",NA,NA,"2007","08","08","-58","3",NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-01-10 20:51:50-03","INPA","INPA","163426","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Henderson, AJ","1173","1989","10","24","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Reserva Ducke, near Manaus on road to Itacoatiara. Seedlings only, common by igarapé.","-59.966667","-2.883333",NA,NA,"INPA0163426","INPA0163426 INPA0163426_e",NA,"Amazonas","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-01-10 20:51:50-03","INPA","INPA","170030","compl","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Beck, HT","524","1987","11","15","Southern America","Brasil","Rio Anajás, Ilha de Marajó. Rio Anajás. Above the rio Cururu.","-50.183333","-0.7",NA,NA,"INPA0170030","INPA0170030 INPA0170030_1 INPA0170030_1e INPA0170030_2 INPA0170030_2e INPA0170030_e",NA,"Pará","Anajás",NA,NA,NA,NA,NA,"-50.183333","-0.7",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-08-31 09:19:19-03","INPA","INPA","170030","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Beck, HT","524","1987","11","15","Southern America","Brasil","Rio Anajás, Ilha de Marajó. Rio Anajás. Above the rio Cururu.","-50.183333","-0.7",NA,NA,"INPA0170030","INPA0170030 INPA0170030_1 INPA0170030_1e INPA0170030_2 INPA0170030_2e INPA0170030_e",NA,"Pará","Anajás",NA,NA,NA,NA,NA,"-50.183333","-0.7",NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-01-10 20:51:50-03","INPA","INPA","170030","Carpo","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Beck, HT","524","1987","11","15","Southern America","Brasil","Rio Anajás, Ilha de Marajó. Rio Anajás. Above the rio Cururu.","-50.183333","-0.7",NA,NA,"INPA0170030","INPA0170030 INPA0170030_1 INPA0170030_1e INPA0170030_2 INPA0170030_2e INPA0170030_e",NA,"Pará","Anajás",NA,NA,NA,NA,NA,"-50.183333","-0.7",NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-01-10 20:51:50-03","INPA","INPA","170030","compl","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Beck, HT","524","1987","11","15","Southern America","Brasil","Rio Anajás, Ilha de Marajó. Rio Anajás. Above the rio Cururu.","-50.183333","-0.7",NA,NA,"INPA0170030","INPA0170030 INPA0170030_1 INPA0170030_1e INPA0170030_2 INPA0170030_2e INPA0170030_e",NA,"Pará","Anajás",NA,NA,NA,NA,NA,"-50.183333","-0.7",NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-08-31 09:19:19-03","INPA","INPA","172961","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Henderson, AJ","1713","1992","02","17","Southern America","Brasil","Rio Moa, Ca. 5 Km west of Mancio Lima, low wet area on white sand campina. 0,5 ha surveyed (4 x 1250m).","-72.916667","-7.666667",NA,NA,"INPA0172961","INPA0172961 INPA0172961_1 INPA0172961_2 INPA0172961_3 INPA0172961_e",NA,"Acre","Mâncio Lima",NA,NA,NA,NA,NA,"-72.916667","-7.666667",NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-01-10 20:51:50-03","INPA","INPA","173060","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Nee, MH","34853","1987","04","16","Southern America","Brasil","Along hwy BR 364, 16 Km. ENE of junction with hwy BR 325, 19 Km (by air) ESE of Abuna. Medium tall tropical evergreen forest, flat, the soil clay-silt. With Phanakospermum guayanense, Scheelea, Orbignya phalerata.","-65.183333","-9.733333",NA,NA,"INPA0173060","INPA0173060 INPA0173060_1 INPA0173060_e","Henderson, AJ","Rondônia","Porto Velho",NA,NA,NA,NA,NA,"-65.183333","-9.733333",NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-08-31 09:19:19-03","INPA","INPA","177651","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Macêdo, M","4063","1994","12","14","Southern America","Brasil","Campo Novo dos Parecis, Margem direita do rio Papagaio, reserva Utiarity - Campo Novo Parecis.","-58.1","-13.4",NA,NA,"INPA0177651","INPA0177651 INPA0177651_1 INPA0177651_2 INPA0177651_3 INPA0177651_e INPA0177651_e1",NA,"Mato Grosso","Campo Novo do Parecis",NA,NA,NA,NA,NA,"-58.1","-13.4",NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-01-10 20:51:50-03","INPA","INPA","178306","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Sem testemunha","INPA178306","1993","11","26","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Próximo ao alojamento.","-59.966667","-2.883333",NA,NA,"INPA0178306",NA,"Henderson, AJ","Amazonas","Manaus",NA,NA,"1995","09",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-08-31 09:19:19-03","INPA","INPA","190403","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Rabelo, A","52","1996","12","05","Southern America","Brasil","Vila de Balbina, Estrada da Cachoeira da Morena, Vila de Balbina, Estrada da Cachoeira Morena, Km 20","-59.5","-1.833333",NA,NA,"INPA0190403","INPA0190403 INPA0190403_e","Rabelo, A","Amazonas","Presidente Figueiredo",NA,NA,NA,NA,NA,"-59.5","-1.833333",NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-08-31 09:19:19-03","INPA","INPA","213970","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Rocha, SFR","177","2003",NA,NA,"Southern America","Brasil","Região de várzea do Rio Solimões, dentro dos limites da Reserva de Desenvolvimento Sustentável Mamirauá. Comunidade Aiucá, quintal do Nilton.","-65.133333","-2.8",NA,NA,"INPA0213970",NA,"Santos, JL dos","Amazonas","Uarini",NA,NA,"2004","03",NA,"-65.133333","-2.8",NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-01-10 20:51:50-03","INPA","INPA","249626","Dupli","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Amaral, IL do","2675","2003","05","03","Southern America","Brasil","Rio Uneiuxi, Rio Uneiuxi.","-65.1372","-0.371806",NA,NA,"INPA0249626",NA,"Rabelo, A","Amazonas","Santa Isabel do Rio Negro",NA,NA,"2010","03","04","-65.1372","-0.371806",NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-01-10 20:51:50-03","INPA","INPA","249626","Dupli","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Amaral, IL do","2675","2003","05","03","Southern America","Brasil","Rio Uneiuxi, Rio Uneiuxi.","-65.1372","-0.371806",NA,NA,"INPA0249626",NA,"Rabelo, A","Amazonas","Santa Isabel do Rio Negro",NA,NA,"2010","03","04","-65.1372","-0.371806",NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-08-31 09:19:19-03","INPA","INPA","249626","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Amaral, IL do","2675","2003","05","03","Southern America","Brasil","Rio Uneiuxi, Rio Uneiuxi.","-65.1372","-0.371806",NA,NA,"INPA0249626",NA,"Rabelo, A","Amazonas","Santa Isabel do Rio Negro",NA,NA,"2010","03","04","-65.1372","-0.371806",NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-01-10 20:51:50-03","INPA","INPA","249626","Dupli","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Amaral, IL do","2675","2003","05","03","Southern America","Brasil","Rio Uneiuxi, Rio Uneiuxi.","-65.1372","-0.371806",NA,NA,"INPA0249626",NA,"Rabelo, A","Amazonas","Santa Isabel do Rio Negro",NA,NA,"2010","03","04","-65.1372","-0.371806",NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-08-31 09:19:19-03","INPA","INPA","269033","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Householder, JE","2618","2013","04","05","Southern America","Brasil","Parque Nacional Viruá, Esrada perdida near BR-174.","-61.2","1.2",NA,NA,"INPA0269033",NA,NA,"Roraima","Caracaraí","32","32",NA,NA,NA,"-61.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-08-31 09:19:19-03","INPA","INPA","49197","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Araújo, I de J.","23","1973","09","27","Southern America","Brasil","BR 174, Estrada Manaus-Caracaraí. Solo arenoso.",NA,NA,NA,NA,"INPA0049197",NA,NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-08-31 09:19:19-03","INPA","INPA","7626","S","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Rodrigues, WA","1297","1958","11","07","Southern America","Brasil","AM 010, Estrada Manaus-Itacotiara. Solo úmido, próximo de igarapé.","-59.833333","-2.833333",NA,NA,"INPA0007626","INPA0007626 INPA0007626_e",NA,"Amazonas","Manaus",NA,NA,NA,NA,NA,"-59.833333","-2.833333",NA,NA,NA,NA,NA,NA,NA,NA
