"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"47","2021-04-07 11:49:18-03","UFMS","CGMS","40147","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","D. Gris; F. Macedo Alves; S.S. Moura; T. Kohagura","62","2013","09","30",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flores amarelas esverdeadas. Frutos secos marrons. Frutos secos marrons. Habitat: Cerrado. Cerrado Rupestre, sobre afloramento rochoso. Solo arenoso. Relevo acidentado. Ampla ocorrência. Habito: Árvore. 8,00 m de altura.","CGMS1070124",NA,NA,"Mart.","F. Macedo Alves","Distrito Taboco, Fazenda Colorado.",NA,"-55.2644444","-19.7436111","Corguinho","400","400","-55,2644444","-19,7436111","2013","09","30",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:49:18-03","UFMS","CGMS","74290","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","E.G. Arguelho; F.M. Alves","50","2016","05","06",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1107156",NA,NA,"Mart.",NA,NA,NA,"-54.6155556","-20.5080556","Campo Grande",NA,NA,"-54,6155556","-20,5080556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:49:18-03","UFMS","CGMS","24874","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","M.L. Bueno; A.F. Souza; E.O. Rocha-Júnior; D.R.M. Neves","695","2008","01","19",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1054298",NA,NA,"Mart.","M.L. Bueno",NA,NA,"-54.6166667","-20.45","Campo Grande","530","530","-54,6166667","-20,45","2008","01","19",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:49:18-03","UFMS","CGMS","40859","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","R.C. Rivaben; A.P. de Souza; H.C. Vinci-Carlos; F. Macedo-Alves","23","2013","10","01",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Caule com casca fissurada. Habitat: Cerrado. Cerrado rupestre com afloramento rochoso. Solo arenoso com afloramentos de arenito friável. Relevo encosta de morro. Habito: Árvore. 8,00m de altura.","CGMS1070852",NA,NA,"Mart.","F. Macedo-Alves","Distrito de Taboco. Fazenda Colorado. Serra de Maracaju, borda leste do Pantanal.",NA,"-55.3169445","-19.6880555","Corguinho","540","540","-55,3169445","-19,6880555","2013","10","01",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:49:18-03","UFMS","CGMS","40665","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","A. Ferraro; A. Guerra; B. Ferreira","23","2013","09","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor amarela. Fruto ausente. Habitat: Cerrado s.s. Borda de Mata. Habito: Árvore, 8,00m de altura.","CGMS1070653",NA,NA,"Mart.","T.R.F. Sinani","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Estância Quinta do Sol.",NA,"-55.2430555","-19.7233334","Corguinho","290","290","-55,2430555","-19,7233334","2013","09","29",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:49:18-03","UFMS","CGMS","33300","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","W.G. Barbosa-Filho","79","2008","09","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Habitat: Cerrado. Cerrado rupestre. Habito: Árvore.","CGMS1062693",NA,NA,"Mart.","A. Pott","Distrito de Camisão. Morro Paxixi.",NA,"-55.6333333","-20.4438889","Aquidauana",NA,NA,"-55,6333333","-20,4438889","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:49:18-03","UFMS","CGMS","47182","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","N.F. Silva; B.H.S. Ferreira; C.H. Simão;F. Macedo Alves;K.C.R. Arruda; T.F.C. Viana","1","2014","11","23",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Fruto marrom. Presença de tricomas abaxial e calcara na base da flor. Habitat: Cerrado. Afloramento rochoso. Habito: Árvore.","CGMS1077149",NA,NA,"Mart.","F. Macedo Alves","Rodovia MS-450, a caminho do acampamento Batista. Distrito de Piraputanga. Afloramento rochoso.",NA,"-55.4888889","-20.4552778","Aquidauana","284","284","-55,4888889","-20,4552778","2014","11","23",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:49:18-03","UFMS","CGMS","74320","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","E.G. Arguelho; F.M. Alves","84","2017","10","04",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Presença de flor Habitat: Cerrado Habito: Árvore.","CGMS1107186",NA,NA,"Mart.",NA,NA,NA,"-54.6155556","-20.5080556","Campo Grande",NA,NA,"-54,6155556","-20,5080556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:49:18-03","UFMS","CGMS","40429","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","T.R.F. Sinani; C.C.C. Encina; F.M. Alves","49","2013","10","02",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Habitat: Cerrado. Cerrado rupestre. Afloramento rochoso. Frequente. Habito: Árvore.","CGMS1070414",NA,NA,"Mart.","F.M. Alves","Fazenda Colina Dourada.",NA,"-55.125","-19.7225","Corguinho","371","371","-55,125","-19,7225","2013","10","02",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:49:18-03","UFMS","CGMS","65172","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","T.S.G. Botelho; K.C.B.S. Santos; A.C. Rodrigues; G.A. Damasceno Junior","113","2017","10","23",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto castanho escuro. Habitat: Floresta estacional semidecidual. Habito: Árvore. 12,00 m de altura.","CGMS1098133",NA,NA,"Mart.","G.A. Damasceno Junior","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.",NA,"-53.4219445","-18.1555556","Costa Rica","427","427","-53,4219445","-18,1555556","2017","12","13",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:49:18-03","UFMS","CGMS","22190","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","B.G. Fina","354","2003","09","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Habitat: Cerrado. Habito: Árvore. 4,00 m de altura.","CGMS1051599",NA,NA,"Mart.","B.G. Fina",NA,NA,"-55.7872009277344","-20.4710998535156","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA
"58","2021-04-07 11:49:18-03","UFMS","CGMS","22194","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","B.G. Fina","305","2003","05","08",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Frutos presentes. Habitat: Cerrado. Habito: Arbóreo. 3,00 m de altura.","CGMS1051603",NA,NA,"Mart.","B.G. Fina",NA,NA,"-55.7872009277344","-20.4710998535156","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA
"59","2021-04-07 11:49:18-03","UFMS","CGMS","22203","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","B.G. Fina","300","2003","05","08",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Frutos presentes. Habitat: Cerrado. Habito: Árvore. 5,00 m de altura.","CGMS1051612",NA,NA,"Mart.","B.G. Fina",NA,NA,"-55.7872009277344","-20.4710998535156","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA
"60","2021-04-07 11:49:18-03","UFMS","CGMS","43531","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","B.G. Fina","354","2003","09","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Habitat: Cerrado. Habito: Árvore. 4m de altura.","CGMS1073516",NA,NA,"Mart.","B.G. Fina",NA,NA,"-55.7872009277344","-20.4710998535156","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA
"61","2021-04-07 11:49:18-03","UFMS","CGMS","11698","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Taline Stefanello","1","2003","02","26",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1041025",NA,NA,"Mart.",NA,"Reserva da UCDB - Universidade Católica Dom Bosco.",NA,"-54.6464004516602","-20.4428005218506","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA
"62","2021-04-07 11:49:18-03","UFMS","CGMS","17482","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","V.R.B. Maria","693","2006","10","25",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1046779",NA,NA,"Mart.",NA,"Microbacia do Córrego Café.",NA,"-54.9869003295898","-19.4493999481201","Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35127","auto",NA,NA,NA
"63","2021-04-07 11:49:18-03","UFMS","CGMS","33598","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","S.R. Zacharias; L.P. Souza","343","2011","09","19",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1062993",NA,NA,"Mart.","G.A. Damasceno-Junior","Assentamento Nova Querência - Lote 69.",NA,"-54.8602981567383","-20.4421997070312","Terenos",NA,NA,NA,NA,"2011","11","07",NA,NA,NA,"52758","auto",NA,NA,NA
"64","2019-11-27 13:53:22-03","UFS","ASE","15015","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Prata, AP; Costa, SM; Nascimento - Júnior, JE","1762","2009","11","08","Southern America","Brasil","Bahia",NA,NA,"Arvoreta, frutos secos.; Arvoreta, frutos secos.","ASE0023330","Magnoliophyta",NA,"Mart.","Souza, DP","Brejo da Serra, Tanque de Brejo da Serra.","ASE0023330","-42.3015","-10.0012","Pilão Arcado",NA,NA,"-42.3015","-10.0012","2012","05","03",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-24 11:01:15-03","UFCG","CSTR","6066","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Souza, P.F.","48","2015","03","31",NA,"Brasil","Paraíba",NA,NA,"Árvore com 5,5m., de alt., apresenta flores de cor amarela e ainda com a presença de frutos.; Espécie encontrada em diferentes áreas altitudinais de caatinga",NA,NA,NA,"Mart.","F. França","Caatinga arbórea e arbustiva, presente em solo franco-arenoso e franco-argilo-arenoso.",NA,"-38.156194","-7.228778","Itaporanga","740","740","-38.156194","-7.228778","2015","11","17",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:43:03-03","UNICAMP","UEC","115167","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Leite, EC","627","1998","06","04",NA,"Brazil","São Paulo",NA,NA,"4,5m.",NA,"Magnoliopsida",NA,"Mart.","Monteiro, R","Reserva Biológica Municipal da Serra do Japi",NA,"-46.25","-23.25","Jundiaí",NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:43:03-03","UNICAMP","UEC","153456","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Foresto, EB; Severiano, JL; Foresto, JRB","133","2005","10","31",NA,"Brazil","Minas Gerais",NA,NA,"Árvore ca. 4m de altura. DAP 5cm. Fruto marrom.","UEC015096","Magnoliopsida",NA,"Mart.","Foresto, EB","Parque Estadual do Rio Preto, São Gonçalo do Rio Preto. Mata ciliar do córrego do Capão Azul.","UEC015096",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:43:03-03","UNICAMP","UEC","174823","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Pirani, JR; Ferrucci, MS; Rando, JG; Borges, LM","5806","2009","02","06",NA,"Brazil","Minas Gerais",NA,NA,"Arvoreta 2m de alt., ramos plagiotrópicos; à sombra. Frutos verdes a secos.; Mata seca com muitas Terminalia glabrescens e Callisthene major.","UEC030434","Magnoliopsida",NA,"Mart.","Pirani, JR","Estrada entre Medanha e Inhaí. Mata seca às margens do Rio Jequitinhonha.","UEC030434","-43.557944","-18.039361","Diamantina","1200","1200","-43.557944","-18.039361","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:43:03-03","UNICAMP","UEC","143998","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Fonseca, ML; Oliveira, FCA; Cardoso, E","5617","2004","07","29",NA,"Brazil","Bahia",NA,NA,"Arvoreta. Ca. 2,5m de altura. Esgalhada. Folhas verdes avermelhadas. Frutos imaturos cor verde arroxeados. Ocasional.; Solo arenoso. Relevo plano. Cerrado.","UEC030188","Magnoliopsida",NA,"Mart.","Fonseca, ML","Fazenda Jatobá., Reserva Biológica Fazenda Jatobá.",NA,"-45.963028","-14.033583","Correntina","870","870","-45.963028","-14.033583","2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:43:03-03","UNICAMP","UEC","25768","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Oliveira, PI","29","1979","09","11",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore. 6m. Flor alvecente.; Do cerrado.",NA,"Magnoliopsida",NA,"Mart.",NA,"5 Km ao N.",NA,NA,NA,"Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:43:03-03","UNICAMP","UEC","62876","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Rocha, GI; Dias, BFS","17287","1985","09","04",NA,"Brazil","Distrito Federal",NA,NA,"Arbóreo. Ca. de 3m de altura. Inúmeras flores amarelas. Ornamental.; Rio São Bartolomeu próximo à barra do Córrego Colméia.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","APA do Rio São Bartolomeu",NA,"-47.9296989440918","-15.7797002792358","Brasília",NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"72","2021-03-01 16:43:03-03","UNICAMP","UEC","36098","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Macedo, M; Assumpção, A","1795","1983","08","31",NA,"Brazil","Mato Grosso do Sul",NA,NA,"Árvore de 8m. Frutos capsales amadurecido cor marrom.; Solo argilo-arenoso seco. Cerrado alto.",NA,"Magnoliopsida",NA,"Mart.",NA,NA,NA,"-54.6464004516602","-20.4428005218506","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA
"73","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/201","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"fruto, Em cerrado. Árvore ca 4m alt., frutos castanhos.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"74","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/198","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"fruto, Em cerrado. Árvore ca 4m alt., frutos castanhos escuros.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"75","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/200","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"fruto, Em cerrado. Árvore ca 3m alt., drutos castanhos.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"76","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/199","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"fruto, Em cerrado. Árvore ca 5m alt., frutos imaturos castanho escuros.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"77","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/189","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"Em cerrado. Árvore ca 3m alt.,",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"78","2019-08-20 10:28:05-03","UNICAMP","UEC",NA,"S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Yamamoto, K; Kinoshita, LS","03/202","2003","12","05",NA,"Brazil","Minas Gerais",NA,NA,"Em cerrado. Árvore ca 3m alt., frutos castanhos.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Distrito de Biribiri.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"79","2021-03-01 16:43:03-03","UNICAMP","UEC","53838","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Furlan, A; Cordeiro, I; Pirani, JR","s.n.","1981","04","19",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto 2m a árvore 7m, na beira de mata ciliar. Frutos verde-acastanhados.","UEC029743","Magnoliopsida",NA,"Mart.","Shimizu, GH","Mata ciliar do Córrego Indequicé, Km 116 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.",NA,"-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"80","2021-03-01 16:43:03-03","UNICAMP","UEC","83051","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Secco, RS; Cardoso, O","586","1985","10","23",NA,"Brazil","Pará",NA,NA,"Arbusto, 1,5m. Frutinhos jovens. Raros frutos secos da floresta anterior.; Vegetação de canga aberta. Solo rupestre.",NA,"Magnoliopsida",NA,"Mart.",NA,"Serra dos Carajás",NA,"-49.1178016662598","-5.36860990524292","Marabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA
"81","2021-03-01 16:43:03-03","UNICAMP","UEC","26560","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach, G","43663","1981","03","10",NA,"Brazil","Paraná",NA,NA,"Árvore. 10m. Tronco escamoso.; Mata pluvial. Margens do rio.",NA,"Magnoliopsida",NA,"Mart.","Hatschbach, G","América de Cima",NA,"-48.834400177002","-25.476900100708","Morretes",NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"82","2021-03-01 16:43:03-03","UNICAMP","UEC","20798","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach, G","39951","1977","05","27",NA,"Brazil","Paraná",NA,NA,"Árvore. 8m.; Entre a mata de galeria e o cerrado.",NA,"Magnoliopsida",NA,"Mart.","Yamamoto, K","Rio Itararé",NA,"-49.4636001586914","-24.1128005981445","Sengés",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA
"83","2021-03-01 16:43:03-03","UNICAMP","UEC","59834","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Rodrigues, RR; Zandoval, JA","s.n.",NA,NA,NA,NA,"Brazil","São Paulo",NA,NA,"Árvore de 18m de altura. Flores de coloração amarelo-creme.",NA,"Magnoliopsida",NA,"Mart.","Rodrigues, RR","Remanescente Florestal do Rio Passa Cinco",NA,"-47.7099990844727","-22.4300003051758","Ipeúna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12906","auto",NA,NA,NA
"84","2021-03-01 16:43:03-03","UNICAMP","UEC","38210","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Martins, FR","16859","1985","02","12",NA,"Brazil","São Paulo",NA,NA,"Árvore. 10m. Frutos imaturos verde, depois vinosos.; Mata ripária.",NA,"Magnoliopsida",NA,"Mart.",NA,"Fazenda Programa",NA,"-47.8199996948242","-22.25","Itirapina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA
"85","2019-11-06 09:57:55-03","UFOP","OUPR","28743","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Rossi, B.; Messias, M.C.T.B. & Rangel, E.B.","78","2014","10","20",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto, cerca de 1,8m, em frutos secos. Campo rupestre",NA,NA,NA,"Mart.",NA,"Inhames, Serra",NA,"-43.773611","-19.004444","Santana de Pirapama",NA,NA,"-43.773611","-19.004444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-03-12 10:29:34-03","UFOP","OUPR","34789","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Pedrosa, L.G.","2258","2019","11","30",NA,"Brasil","Minas Gerais",NA,NA,"Arvoreta ramificada na base, com frutos imaturos. Campo rupestre",NA,NA,NA,"Mart.","Pedrosa, L.G.","Parque Estadual do Itacolomi",NA,"-43.5080986022949","-20.2875003814697","Ouro Preto",NA,NA,NA,NA,"2019","11","30",NA,NA,NA,"44599","auto",NA,NA,NA
"87","2019-08-16 08:41:24-03","UTFPR","HCF","23681","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","J.M. Silva","9725","2017","02","05",NA,"Brasil","PR",NA,NA,"árvore com 6 m de altura; fruto verde. Floresta Ombrófila Mista, na margem do rio.",NA,NA,NA,"Mart.","J.M. Silva","PCH Rio Iapó, Fazenda do Pulo",NA,"-50.142222","-24.716111","Castro","975","975","50°08'32 W","24°42'58 S","2017","03","31",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:41:24-03","UTFPR","HCF","22368","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","J.M. Silva","9545","2016","10","29",NA,"Brasil","PR",NA,NA,"árvore com 6 m de altura; flor de cor alva. Floresta Ombrófila Mista, em margem de rio.",NA,NA,NA,"Mart.","M.L. Brotto","PCH do Rio Iapó, Fazenda Marumbi",NA,"-50.12","-24.737222","Castro","980","980","50°07'12 W","24°44'14 S","2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-16 08:41:24-03","UTFPR","HCF","22931","S","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","E. Barboza","3986","2013","10","26",NA,"Brasil","PR",NA,NA,"árvore de 8 m, flor alvacenta. Floresta Ombrófila Mista.",NA,NA,NA,"Mart.","E. Barboza","Fazenda Pinheirinho",NA,"-50.273611","-24.631389","Tibagi","1067","1067","50°16'25 W","24°37'53 S","2013","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-04-01 09:15:35-03","IPT","BCTW","5981","S","Plantae",NA,"Callisthene","minor","Callisthene minor",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"Mart.","IPT","Estação Experimental de Ibití",NA,"-46.68","-22.68","Monte Alegre do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"11114","auto",NA,NA,NA
"91","2020-12-21 16:47:35-03","MBM","MBM","344364","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Pirani, J.R.; et al.; et al.","s.n.","1992","03","07","Southern America","Brazil","Minas Gerais",NA,NA,"Arbusto densamente ramoso, 2,5m alt., ao sol. Flores numerosas com cálice creme e pétala amarelo-clara, muito aromáticas. Orla da mata ciliar","MBM344364",NA,NA,"Mart.","Pirani, J.R.","Serra do Cipó, km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro. Córrego Três Pontinhas","MBM344364","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"92","2020-12-21 16:47:33-03","MBM","MBM","193596","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Sacco, R.; et al.; et al.","586","1985","10","28","Southern America","Brazil","Pará",NA,NA,NA,"MBM193596",NA,NA,"Mart.",NA,"Serra de Carajás","MBM193596","-49.1178016662598","-5.36860990524292","Marabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA
"93","2020-12-21 16:47:35-03","MBM","MBM","69995","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Hatschbach, G.","43663","1981","03","10","Southern America","Brazil","Paraná",NA,NA,NA,"MBM069995",NA,NA,"Mart.","Hatschbach, G.","América de Cima","MBM069995","-48.834400177002","-25.476900100708","Morretes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"94","2020-12-21 16:47:35-03","MBM","MBM","386109","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene","minor","Callisthene minor","Barboza, E.; Felitto, G.; Larocca, P.; Santos, T.F.; Saridakis, D.P.; Felitto, G.; Larocca, P.; Santos, T.F.; Saridakis, D.P.","3986","2013","10","26","Southern America","Brazil","Paraná",NA,NA,"Árvore de 8m, flor alvacenta.; Floresta Ombrófila Mista.","MBM386109",NA,NA,"Mart.","Barboza, E.","Fazenda Pinheirinho","MBM386109","-50.273681","-24.631469","Tibagi","1067","1067","-50.273681","-24.631469","2013","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
